date,nee,h,le,temp.avg,temp.min,temp.max,precip,rg,swc.1,swc.2,swc.3,ts.1,ts.2,ts.3
10/15/2018,0.565831004,78.26887802,10.81372328,20.139125,14.711,26.351,0,314.2965059,0.246236104,0.23941525,0.081045138,26.19633333,26.96908333,27.91364583
10/16/2018,0.125013063,77.13993294,10.10802383,19.70841667,14.396,26.675,0,341.2157381,0.247919104,0.239222354,0.079813969,26.27472917,27.19404167,27.97891667
10/17/2018,-0.226397296,93.6540174,9.985538851,20.39329167,15.485,26.245,0,376.2089095,0.250595792,0.2398875,0.079042363,26.40066667,27.55720833,28.6028125
10/18/2018,-0.087662827,94.2584111,5.568266542,20.3906875,15.868,26.024,0,379.6096952,0.248304188,0.240004833,0.078354863,26.63054167,27.79660417,28.6939375
10/19/2018,0.130018167,97.28351644,8.237008826,20.31222917,15.813,26.362,0,397.830635,0.245675042,0.239570167,0.076580563,26.74977083,27.88033333,28.6726875
10/20/2018,-0.159322894,95.92054941,11.32590685,20.48910417,14.778,26.484,0,391.036219,0.248318104,0.239524313,0.076184025,26.89420833,27.9823125,29.04220833
10/21/2018,0.280372146,85.00363325,8.729382804,20.02275,14.675,25.479,0,360.1803333,0.249253458,0.238493688,0.074588881,27.00835417,28.03747917,28.46735417
10/22/2018,0.064835438,105.5763965,3.283546467,18.92320833,13.101,24.476,0,374.5093035,0.246536729,0.237158271,0.07283611,27.19216667,27.6798125,27.81754167
10/23/2018,1.011812336,33.86367366,36.09462021,16.42329787,14.077,19.603,3.4,163.0483271,0.248799213,0.234057426,0.06888723,27.19008511,26.55378723,24.4176383
10/24/2018,0.427004851,27.48334876,27.09101609,16.34534043,14.688,20.044,0.2,153.8728636,0.24826383,0.230990723,0.066467372,26.94510638,24.90908511,22.94265957
10/25/2018,-0.009249315,35.62153517,51.68165141,16.83408696,14.169,20.525,1.7,222.1107759,0.249155848,0.228334761,0.067636228,26.54243478,23.89819565,22.20984783
10/26/2018,0.611836896,51.77732114,24.49973819,17.711875,13.7,22.466,0,223.8457476,0.247440979,0.228312563,0.069126392,26.10185417,23.435875,22.54554167
10/27/2018,0.837170051,45.89821453,50.23713109,17.70193617,14.686,22.499,5.3,294.1570967,0.245726936,0.228201447,0.069554604,25.65197872,23.42744681,22.54582979
10/28/2018,1.756918063,63.37752373,37.08701348,18.27772917,15.042,23.006,0,309.4248409,0.244602083,0.228791646,0.071721525,25.35547917,23.41052083,23.30783333
10/29/2018,0.293128481,70.7772485,38.73318838,19.17175,15.272,24.548,0.7,351.5007195,0.241594375,0.229316688,0.07343611,25.0994375,23.82422917,24.04729167
