row,time,.prec.sim.prec
296,2018-10-24T23:00:00,3.56
297,2018-10-25T23:00:00,10.55
298,2018-10-26T23:00:00,4.6
299,2018-10-27T23:00:00,1.52
300,2018-10-28T23:00:00,1.79
301,2018-10-29T23:00:00,1.07
302,2018-10-30T23:00:00,0.46
303,2018-10-31T23:00:00,0.2
304,2018-11-01T23:00:00,1.82
305,2018-11-02T23:00:00,6.75
306,2018-11-03T23:00:00,0.7
307,2018-11-04T23:00:00,0.16
308,2018-11-05T23:00:00,0.07
309,2018-11-06T23:00:00,0.13
310,2018-11-07T23:00:00,0.13
311,2018-11-08T23:00:00,0.17
312,2018-11-09T23:00:00,1.22
313,2018-11-10T23:00:00,0.45
314,2018-11-11T23:00:00,2.87
315,2018-11-12T23:00:00,4.26
316,2018-11-13T23:00:00,2.1
317,2018-11-14T23:00:00,1.08
318,2018-11-15T23:00:00,0.07
319,2018-11-16T23:00:00,0.03
320,2018-11-17T23:00:00,1.17
321,2018-11-18T23:00:00,0.26
322,2018-11-19T23:00:00,2.15
323,2018-11-20T23:00:00,3.75
324,2018-11-21T23:00:00,3.53
325,2018-11-22T23:00:00,2.17
326,2018-11-23T23:00:00,0.73
327,2018-11-24T23:00:00,1.74
328,2018-11-25T23:00:00,2.21
329,2018-11-26T23:00:00,0.65
330,2018-11-27T23:00:00,1.13
331,2018-11-28T23:00:00,1.5
332,2018-11-29T23:00:00,2.41
333,2018-11-30T23:00:00,1.4
334,2018-12-01T23:00:00,5.98
335,2018-12-02T23:00:00,3.87
336,2018-12-03T23:00:00,6.04
337,2018-12-04T23:00:00,8.95
338,2018-12-05T23:00:00,0.67
339,2018-12-06T23:00:00,2.02
340,2018-12-07T23:00:00,0.13
341,2018-12-08T23:00:00,4.9
342,2018-12-09T23:00:00,6.78
343,2018-12-10T23:00:00,14.54
344,2018-12-11T23:00:00,8.57
345,2018-12-12T23:00:00,3.55
346,2018-12-13T23:00:00,3.46
347,2018-12-14T23:00:00,7.04
348,2018-12-15T23:00:00,4.92
349,2018-12-16T23:00:00,0.16
350,2018-12-17T23:00:00,0.11
351,2018-12-18T23:00:00,0.21
352,2018-12-19T23:00:00,2.34
353,2018-12-20T23:00:00,0.38
354,2018-12-21T23:00:00,0.44
355,2018-12-22T23:00:00,0.82
356,2018-12-23T23:00:00,0.56
357,2018-12-24T23:00:00,0.1
358,2018-12-25T23:00:00,0.34
359,2018-12-26T23:00:00,0.04
360,2018-12-27T23:00:00,0.79
361,2018-12-28T23:00:00,0.72
362,2018-12-29T23:00:00,0.77
363,2018-12-30T23:00:00,0.69
364,2018-12-31T23:00:00,2.3
365,2019-01-01T23:00:00,0.52
366,2019-01-02T23:00:00,0.18
367,2019-01-03T23:00:00,1.27
368,2019-01-04T23:00:00,4.91
369,2019-01-05T23:00:00,8.32
370,2019-01-06T23:00:00,0.42
371,2019-01-07T23:00:00,0.01
372,2019-01-08T23:00:00,0.65
373,2019-01-09T23:00:00,0.18
374,2019-01-10T23:00:00,0.55
375,2019-01-11T23:00:00,0.3
376,2019-01-12T23:00:00,0.02
377,2019-01-13T23:00:00,1.22
378,2019-01-14T23:00:00,0.35
379,2019-01-15T23:00:00,1.1
380,2019-01-16T23:00:00,1.88
381,2019-01-17T23:00:00,0.01
382,2019-01-18T23:00:00,0.01
383,2019-01-19T23:00:00,0.0
384,2019-01-20T23:00:00,0.0
385,2019-01-21T23:00:00,0.0
386,2019-01-22T23:00:00,0.05
387,2019-01-23T23:00:00,0.11
388,2019-01-24T23:00:00,0.0
389,2019-01-25T23:00:00,0.09
390,2019-01-26T23:00:00,0.12
391,2019-01-27T23:00:00,0.01
392,2019-01-28T23:00:00,0.01
393,2019-01-29T23:00:00,0.02
394,2019-01-30T23:00:00,0.01
395,2019-01-31T23:00:00,0.1
396,2019-02-01T23:00:00,0.03
397,2019-02-02T23:00:00,0.0
398,2019-02-03T23:00:00,0.0
399,2019-02-04T23:00:00,0.07
400,2019-02-05T23:00:00,0.25
401,2019-02-06T23:00:00,0.06
402,2019-02-07T23:00:00,0.62
403,2019-02-08T23:00:00,0.58
404,2019-02-09T23:00:00,0.29
405,2019-02-10T23:00:00,0.37
406,2019-02-11T23:00:00,0.04
407,2019-02-12T23:00:00,0.04
408,2019-02-13T23:00:00,0.04
409,2019-02-14T23:00:00,0.03
410,2019-02-15T23:00:00,0.12
411,2019-02-16T23:00:00,0.95
412,2019-02-17T23:00:00,0.14
413,2019-02-18T23:00:00,0.02
414,2019-02-19T23:00:00,0.14
415,2019-02-20T23:00:00,1.25
416,2019-02-21T23:00:00,0.31
417,2019-02-22T23:00:00,0.77
418,2019-02-23T23:00:00,1.41
419,2019-02-24T23:00:00,0.61
420,2019-02-25T23:00:00,0.47
421,2019-02-26T23:00:00,0.03
422,2019-02-27T23:00:00,0.09
423,2019-02-28T23:00:00,0.01
424,2019-03-01T23:00:00,0.0
425,2019-03-02T23:00:00,1.12
426,2019-03-03T23:00:00,1.1
427,2019-03-04T23:00:00,0.71
428,2019-03-05T23:00:00,1.21
429,2019-03-06T23:00:00,0.01
430,2019-03-07T23:00:00,0.06
431,2019-03-08T23:00:00,0.12
432,2019-03-09T23:00:00,0.06
433,2019-03-10T23:00:00,0.3
434,2019-03-11T23:00:00,0.2
435,2019-03-12T23:00:00,0.01
436,2019-03-13T23:00:00,0.04
437,2019-03-14T23:00:00,0.11
438,2019-03-15T23:00:00,0.04
439,2019-03-16T23:00:00,0.16
440,2019-03-17T23:00:00,0.03
441,2019-03-18T23:00:00,0.02
442,2019-03-19T23:00:00,0.01
443,2019-03-20T23:00:00,0.07
444,2019-03-21T23:00:00,0.0
445,2019-03-22T23:00:00,0.04
446,2019-03-23T23:00:00,0.37
447,2019-03-24T23:00:00,0.37
448,2019-03-25T23:00:00,0.0
449,2019-03-26T23:00:00,0.01
450,2019-03-27T23:00:00,1.87
451,2019-03-28T23:00:00,0.81
452,2019-03-29T23:00:00,0.21
453,2019-03-30T23:00:00,0.59
454,2019-03-31T23:00:00,0.78
455,2019-04-01T23:00:00,1.57
456,2019-04-02T23:00:00,0.46
457,2019-04-03T23:00:00,0.91
458,2019-04-04T23:00:00,0.83
459,2019-04-05T23:00:00,0.24
460,2019-04-06T23:00:00,0.67
461,2019-04-07T23:00:00,0.1
462,2019-04-08T23:00:00,0.17
463,2019-04-09T23:00:00,0.35
464,2019-04-10T23:00:00,0.06
465,2019-04-11T23:00:00,0.43
466,2019-04-12T23:00:00,0.1
467,2019-04-13T23:00:00,0.27
468,2019-04-14T23:00:00,0.1
469,2019-04-15T23:00:00,0.01
470,2019-04-16T23:00:00,0.03
471,2019-04-17T23:00:00,0.02
472,2019-04-18T23:00:00,0.02
473,2019-04-19T23:00:00,0.58
474,2019-04-20T23:00:00,0.66
475,2019-04-21T23:00:00,0.88
476,2019-04-22T23:00:00,1.04
477,2019-04-23T23:00:00,2.0
478,2019-04-24T23:00:00,2.87
479,2019-04-25T23:00:00,2.89
480,2019-04-26T23:00:00,11.07
481,2019-04-27T23:00:00,2.25
482,2019-04-28T23:00:00,0.62
483,2019-04-29T23:00:00,0.53
484,2019-04-30T23:00:00,0.71
485,2019-05-01T23:00:00,0.42
486,2019-05-02T23:00:00,0.51
487,2019-05-03T23:00:00,0.6
488,2019-05-04T23:00:00,2.43
489,2019-05-05T23:00:00,16.0
490,2019-05-06T23:00:00,2.24
491,2019-05-07T23:00:00,4.21
492,2019-05-08T23:00:00,0.58
493,2019-05-09T23:00:00,2.06
494,2019-05-10T23:00:00,0.27
495,2019-05-11T23:00:00,1.09
496,2019-05-12T23:00:00,0.99
497,2019-05-13T23:00:00,2.11
498,2019-05-14T23:00:00,0.96
499,2019-05-15T23:00:00,0.83
500,2019-05-16T23:00:00,1.6
501,2019-05-17T23:00:00,1.46
502,2019-05-18T23:00:00,2.97
503,2019-05-19T23:00:00,4.8
504,2019-05-20T23:00:00,1.16
505,2019-05-21T23:00:00,0.05
506,2019-05-22T23:00:00,1.27
507,2019-05-23T23:00:00,5.43
508,2019-05-24T23:00:00,2.21
509,2019-05-25T23:00:00,0.82
510,2019-05-26T23:00:00,1.27
511,2019-05-27T23:00:00,0.79
512,2019-05-28T23:00:00,0.72
513,2019-05-29T23:00:00,0.5
514,2019-05-30T23:00:00,0.27
515,2019-05-31T23:00:00,0.73
516,2019-06-01T23:00:00,3.37
517,2019-06-02T23:00:00,7.1
518,2019-06-03T23:00:00,2.54
519,2019-06-04T23:00:00,1.1
520,2019-06-05T23:00:00,3.1
521,2019-06-06T23:00:00,2.42
522,2019-06-07T23:00:00,1.87
523,2019-06-08T23:00:00,0.85
524,2019-06-09T23:00:00,1.6
525,2019-06-10T23:00:00,0.15
526,2019-06-11T23:00:00,0.53
527,2019-06-12T23:00:00,0.5
528,2019-06-13T23:00:00,0.34
529,2019-06-14T23:00:00,0.83
530,2019-06-15T23:00:00,0.46
531,2019-06-16T23:00:00,0.19
532,2019-06-17T23:00:00,0.05
533,2019-06-18T23:00:00,0.12
534,2019-06-19T23:00:00,0.27
535,2019-06-20T23:00:00,0.29
536,2019-06-21T23:00:00,0.71
537,2019-06-22T23:00:00,0.35
538,2019-06-23T23:00:00,0.22
539,2019-06-24T23:00:00,1.4
540,2019-06-25T23:00:00,4.95
541,2019-06-26T23:00:00,1.78
542,2019-06-27T23:00:00,0.71
543,2019-06-28T23:00:00,0.5
544,2019-06-29T23:00:00,0.45
545,2019-06-30T23:00:00,0.03
546,2019-07-01T23:00:00,0.17
547,2019-07-02T23:00:00,0.14
548,2019-07-03T23:00:00,0.35
549,2019-07-04T23:00:00,0.12
550,2019-07-05T23:00:00,0.17
551,2019-07-06T23:00:00,0.48
552,2019-07-07T23:00:00,0.11
553,2019-07-08T23:00:00,0.06
554,2019-07-09T23:00:00,0.1
555,2019-07-10T23:00:00,0.26
556,2019-07-11T23:00:00,0.35
557,2019-07-12T23:00:00,0.31
558,2019-07-13T23:00:00,0.32
559,2019-07-14T23:00:00,0.22
560,2019-07-15T23:00:00,0.64
561,2019-07-16T23:00:00,0.21
562,2019-07-17T23:00:00,0.43
563,2019-07-18T23:00:00,0.21
564,2019-07-19T23:00:00,0.76
565,2019-07-20T23:00:00,0.28
566,2019-07-21T23:00:00,0.45
567,2019-07-22T23:00:00,0.02
568,2019-07-23T23:00:00,0.03
569,2019-07-24T23:00:00,0.02
570,2019-07-25T23:00:00,0.12
571,2019-07-26T23:00:00,0.05
572,2019-07-27T23:00:00,0.24
573,2019-07-28T23:00:00,0.21
574,2019-07-29T23:00:00,1.08
575,2019-07-30T23:00:00,2.58
576,2019-07-31T23:00:00,3.94
577,2019-08-01T23:00:00,1.02
578,2019-08-02T23:00:00,0.37
579,2019-08-03T23:00:00,0.07
580,2019-08-04T23:00:00,0.11
581,2019-08-05T23:00:00,0.1
582,2019-08-06T23:00:00,0.07
583,2019-08-07T23:00:00,0.73
584,2019-08-08T23:00:00,0.66
585,2019-08-09T23:00:00,0.02
586,2019-08-10T23:00:00,0.47
587,2019-08-11T23:00:00,0.23
588,2019-08-12T23:00:00,0.1
589,2019-08-13T23:00:00,0.17
590,2019-08-14T23:00:00,0.31
591,2019-08-15T23:00:00,0.11
592,2019-08-16T23:00:00,0.11
593,2019-08-17T23:00:00,0.15
594,2019-08-18T23:00:00,0.41
595,2019-08-19T23:00:00,0.56
596,2019-08-20T23:00:00,0.3
597,2019-08-21T23:00:00,0.23
598,2019-08-22T23:00:00,0.23
599,2019-08-23T23:00:00,0.26
600,2019-08-24T23:00:00,1.57
601,2019-08-25T23:00:00,0.03
602,2019-08-26T23:00:00,0.19
603,2019-08-27T23:00:00,0.23
604,2019-08-28T23:00:00,1.08
605,2019-08-29T23:00:00,0.55
606,2019-08-30T23:00:00,0.58
607,2019-08-31T23:00:00,0.55
608,2019-09-01T23:00:00,0.84
609,2019-09-02T23:00:00,0.78
610,2019-09-03T23:00:00,0.27
611,2019-09-04T23:00:00,0.14
612,2019-09-05T23:00:00,0.12
613,2019-09-06T23:00:00,0.22
614,2019-09-07T23:00:00,0.45
615,2019-09-08T23:00:00,0.21
616,2019-09-09T23:00:00,0.16
617,2019-09-10T23:00:00,2.21
618,2019-09-11T23:00:00,0.2
619,2019-09-12T23:00:00,0.16
620,2019-09-13T23:00:00,0.14
621,2019-09-14T23:00:00,0.14
622,2019-09-15T23:00:00,0.16
623,2019-09-16T23:00:00,0.07
624,2019-09-17T23:00:00,0.05
625,2019-09-18T23:00:00,0.04
626,2019-09-19T23:00:00,0.04
627,2019-09-20T23:00:00,0.01
628,2019-09-21T23:00:00,0.02
629,2019-09-22T23:00:00,0.25
630,2019-09-23T23:00:00,0.55
631,2019-09-24T23:00:00,0.72
632,2019-09-25T23:00:00,0.47
633,2019-09-26T23:00:00,3.15
634,2019-09-27T23:00:00,0.76
635,2019-09-28T23:00:00,0.13
636,2019-09-29T23:00:00,0.04
637,2019-09-30T23:00:00,0.85
638,2019-10-01T23:00:00,4.59
639,2019-10-02T23:00:00,1.69
640,2019-10-03T23:00:00,3.79
641,2019-10-04T23:00:00,1.43
642,2019-10-05T23:00:00,6.08
643,2019-10-06T23:00:00,0.72
644,2019-10-07T23:00:00,0.37
645,2019-10-08T23:00:00,8.13
646,2019-10-09T23:00:00,13.85
647,2019-10-10T23:00:00,7.73
648,2019-10-11T23:00:00,6.68
649,2019-10-12T23:00:00,20.72
650,2019-10-13T23:00:00,7.02
651,2019-10-14T23:00:00,3.7
652,2019-10-15T23:00:00,0.16
653,2019-10-16T23:00:00,2.77
654,2019-10-17T23:00:00,5.45
655,2019-10-18T23:00:00,12.34
656,2019-10-19T23:00:00,2.51
657,2019-10-20T23:00:00,1.38
658,2019-10-21T23:00:00,1.09
659,2019-10-22T23:00:00,2.31
660,2019-10-23T23:00:00,3.46
661,2019-10-24T23:00:00,3.98
662,2019-10-25T23:00:00,24.86
663,2019-10-26T23:00:00,4.93
664,2019-10-27T23:00:00,5.9
665,2019-10-28T23:00:00,13.32
666,2019-10-29T23:00:00,4.02
667,2019-10-30T23:00:00,7.43
668,2019-10-31T23:00:00,0.97
669,2019-11-01T23:00:00,0.48
670,2019-11-02T23:00:00,0.31
671,2019-11-03T23:00:00,0.52
672,2019-11-04T23:00:00,0.54
673,2019-11-05T23:00:00,0.31
674,2019-11-06T23:00:00,1.61
675,2019-11-07T23:00:00,3.43
676,2019-11-08T23:00:00,0.35
677,2019-11-09T23:00:00,1.12
