source	id	datetime	species	area_cover[-]	area_fraction[-]	n_tree[ha-1]	vol_tree[m3ha-1]	h_max[m]	h_min[m]	diam_ground[m]	diam_breast[m]	depth[m]	sla[m2kg-1]	lai[-]	crown_diam_ratio[-]	sap_fol_ratio[-]	branch_fraction[-]	DW_stem_wood[kgm-2]	DW_branch_wood[kgm-2]	DW_root_wood[kgm-2]
setup	0	2005-01-07 23:00:00	ACTO	1	0.254339	49.9981	57.0467	20	15.5854	0.805201	0.4	1.5	96.3155	0.0177026	20.1199	35.4241	0.200036	4.04684	1.01194	8.2538
setup	0	2005-01-07 23:00:00	:ALL:	1	1.09434	49.9981	57.0467	20	15.5854	0.805201	0.4	1.5	2472.32	17.5168	20.1199	35.4241	0.200036	4.04684	1.01194	8.2538
setup	0	2005-01-08 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	5.15172	1	0	0	0	0	0
setup	0	2005-01-08 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.3574	1	0	0	0	0	0
setup	0	2005-01-08 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-08 23:00:00	ACTO	1	0.254338	49.9978	57.0412	20	15.5854	0.805201	0.4	1.5	96.3155	0.0190646	20.1199	35.4241	0.200036	4.04642	1.01183	8.25293
setup	0	2005-01-08 23:00:00	:ALL:	1	1.09434	49.9978	57.0412	20	15.5854	0.805201	0.4	1.5	2472.32	17.5282	20.1199	35.4241	0.200036	4.04642	1.01183	8.25293
setup	0	2005-01-09 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	5.13628	1	0	0	0	0	0
setup	0	2005-01-09 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.3906	1	0	0	0	0	0
setup	0	2005-01-09 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-09 23:00:00	ACTO	1	0.254336	49.9975	57.0359	20	15.5854	0.805201	0.4	1.5	96.3155	0.0205208	20.1199	35.4241	0.200036	4.046	1.01173	8.25208
setup	0	2005-01-09 23:00:00	:ALL:	1	1.09434	49.9975	57.0359	20	15.5854	0.805201	0.4	1.5	2472.32	17.5474	20.1199	35.4241	0.200036	4.046	1.01173	8.25208
setup	0	2005-01-10 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	5.12013	1	0	0	0	0	0
setup	0	2005-01-10 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.4217	1	0	0	0	0	0
setup	0	2005-01-10 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-10 23:00:00	ACTO	1	0.254335	49.9973	57.0309	20	15.5854	0.805201	0.4	1.5	96.3155	0.022077	20.1199	35.4241	0.200036	4.0456	1.01163	8.25127
setup	0	2005-01-10 23:00:00	:ALL:	1	1.09433	49.9973	57.0309	20	15.5854	0.805201	0.4	1.5	2472.32	17.5639	20.1199	35.4241	0.200036	4.0456	1.01163	8.25127
setup	0	2005-01-11 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	5.10323	1	0	0	0	0	0
setup	0	2005-01-11 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.4479	1	0	0	0	0	0
