source	id	datetime	dC_ch4_emis[kgCha-1]	dC_co2_emis_auto[kgCha-1]	dC_co2_emis_hetero[kgCha-1]	dC_doc_leach[kgCha-1]	dN_don_leach[kgNha-1]	dN_no3_leach[kgNha-1]	dN_nh4_leach[kgNha-1]	dN_no_emis[kgNha-1]	dN_n2o_emis[kgNha-1]	dN_n2_emis[kgNha-1]	dN_nh3_emis[kgNha-1]	dN_n2_fix[kgNha-1]	dC_co2_fix[kgCha-1]	dS_so4_leach[kgSha-1]	dC_litter_above[kgCha-1]	dC_litter_below[kgCha-1]	dN_litter_above[kgNha-1]	dN_litter_below[kgNha-1]	dN_deposition[kgNha-1]	dN_plant_uptake[kgNha-1]	dN_mineral[kgNha-1]	dN_nitrify[kgNha-1]	dN_denitrify[kgNha-1]	dN_chemodenitrify[kgNha-1]	C_plants[kgCha-1]	C_soil[kgCha-1]	C_soil_20cm[kgCha-1]	C_soil_30cm[kgCha-1]	C_aorg[kgCha-1]	C_litter_raw[kgCha-1]	C_litter[kgCha-1]	C_mic[kgCha-1]	C_sol[kgCha-1]	C_wood_above[kgCha-1]	C_wood_below[kgCha-1]	N_plants[kgNha-1]	N_soil[kgNha-1]	N_soil_20cm[kgNha-1]	N_soil_30cm[kgNha-1]	N_aorg[kgNha-1]	N_litter_raw[kgNha-1]	N_litter[kgNha-1]	N_mic[kgNha-1]	N_sol[kgNha-1]	N_wood_above[kgNha-1]	N_wood_below[kgNha-1]	anvf_mean[-]
setup	0	2010-01-31 23:00:00	3.2624e-08	12.2823	11.7057	0.450997	0.0379904	0.00711694	0.010554	0.00298968	0.0204296	0.290693	3.78392e-08	0	0	0	0.239495	22.9751	0.00212744	0.349993	0.0136256	0.254739	1.44009	1.23557	0.416396	0.00365781	5946.8	244684	60431.9	79485.6	562.181	782.906	197.268	82.8968	13.5084	478.807	117.912	135.251	35790	6753.44	8783.37	55.1855	9.84313	4.9044	7.39732	5.85985	4.67538	1.14369	0.478924
setup	0	2010-02-01 23:00:00	2.09554e-08	11.2651	10.3576	0.468442	0.0395083	0.00760829	0.00710895	0.00304223	0.022095	0.28084	4.16581e-08	0	0	0	0.239508	22.7492	0.00212757	0.341787	0.0136256	0.257856	0.843712	0.949819	0.405368	0.00344825	5925	244696	60447.6	79499.8	562.285	799.535	196.653	81.2268	13.602	479.037	117.912	135.06	35789.8	6753.59	8783.35	55.2394	10.1099	4.83122	7.24158	5.86457	4.67741	1.1437	0.47395
setup	0	2010-02-02 23:00:00	1.90789e-08	10.7167	10.2445	0.479885	0.0409003	0.00801385	0.00797916	0.00307349	0.0229073	0.267063	4.5143e-08	0	0	0	0.239506	22.5289	0.00212772	0.333868	0.0136256	0.156504	0.776269	0.915983	0.386882	0.0032686	5899.22	244708	60463	79513.9	562.069	815.929	196.11	79.7666	13.9187	479.267	117.913	134.878	35789.8	6753.8	8783.4	55.3831	10.3679	4.76158	7.11046	5.87628	4.67945	1.14372	0.467584
setup	0	2010-02-03 23:00:00	2.43032e-08	9.39999	9.38775	0.471177	0.040254	0.0090557	0.00732236	0.00300889	0.0226432	0.25145	4.67276e-08	0	0	0	0.239463	22.3146	0.00343858	0.43903	0.0136257	0.170048	0.765575	0.880719	0.374668	0.00308652	5874.41	244721	60478.9	79528.4	561.608	832.636	195.493	78.7439	14.3436	479.499	117.914	134.514	35789.8	6754.1	8783.53	55.424	10.7371	4.69497	7.01762	5.91011	4.68281	1.14375	0.461714
setup	0	2010-02-04 23:00:00	1.15092e-08	11.3847	12.6661	0.419854	0.0354463	0.00661007	0.0105768	0.00239145	0.0150463	0.243929	4.84334e-08	0	0	0	0.239414	22.0944	0.0023117	0.427353	0.0137112	1.34784e-15	0.841958	0.983647	0.386301	0.00307053	5840.74	244730	60487.8	79540.3	561.081	846.373	195.836	77.1747	14.5336	479.724	117.913	134.169	35790	6754.04	8783.84	55.6672	11.0586	4.63781	6.90939	5.99209	4.68499	1.14376	0.473722
setup	0	2010-02-05 23:00:00	8.71832e-09	11.6281	13.0395	0.177921	0.0141424	0.00270691	0.0103372	0.00295246	0.0223782	0.24401	4.82319e-08	0	0	0	0.239272	21.8884	0.00406757	0.582164	0.0136266	0.156187	0.99908	1.03907	0.404459	0.0031973	5815.18	244739	60500	79551	560.453	858.554	196.524	76.7559	14.9091	479.949	117.911	133.545	35790.1	6754.46	8784.09	55.7504	11.5167	4.58492	6.87042	6.03286	4.68891	1.14375	0.466236
setup	0	2010-02-06 23:00:00	7.16033e-09	10.6935	12.3746	0.0230764	1.20594e-05	2.59284e-05	0.00916467	0.00317582	0.0247344	0.242224	5.39534e-08	0	0	0	0.239255	21.6825	0.00212556	0.442336	0.0136256	0.248064	1.03221	1.08651	0.401608	0.00322142	5794.63	244749	60512.8	79562	560.02	871.092	196.97	76.6892	15.1988	480.175	117.908	133.17	35790.1	6754.7	8784.11	55.7311	11.8392	4.53403	6.85671	6.08719	4.69091	1.14374	0.459426
setup	0	2010-02-07 23:00:00	2.50209e-09	9.91075	12.3476	0.028292	4.32575e-06	3.19643e-05	0.0118539	0.00329959	0.0258506	0.23864	6.12127e-08	0	0	0	0.239277	21.4686	0.00212577	0.338216	0.0136307	0.065384	0.911982	1.04948	0.394812	0.00319454	5765.87	244758	60525.5	79573.1	559.697	883.484	197.364	76.5451	15.5219	480.401	117.906	132.964	35790.1	6754.98	8784.24	55.9655	12.0566	4.48523	6.83382	6.1174	4.69291	1.14373	0.456406
setup	0	2010-02-08 23:00:00	8.21209e-10	9.15801	12.6303	0.0262595	2.145e-06	3.93355e-05	0.0123727	0.00243901	0.0191868	0.241905	6.66118e-08	0	0	0	0.239182	21.2538	0.0040661	0.517119	0.0136872	-2.29797e-15	0.940315	1.041	0.418258	0.00326121	5731.61	244767	60537.7	79583.9	559.559	894.998	198.308	76.1921	15.5784	480.626	117.903	132.445	35790.4	6755.46	8784.6	56.1875	12.4433	4.44534	6.8088	6.17513	4.69684	1.14372	0.468561
setup	0	2010-02-09 23:00:00	1.10644e-09	8.16406	11.7188	0.0258589	1.24676e-06	4.61618e-05	0.0140261	0.00321321	0.0261517	0.239468	6.50083e-08	0	0	0	0.239011	21.0452	0.00406384	0.568231	0.0136308	0.140695	1.03632	1.10656	0.412348	0.00328936	5709.02	244776	60550.8	79595.4	559.479	906.329	198.957	76.9408	15.8677	480.852	117.9	131.825	35790.6	6755.87	8784.86	56.1959	12.879	4.40482	6.86154	6.23943	4.70077	1.14371	0.457826
