source,id,datetime,dC_ch4_emis[kgCha-1],dC_co2_emis_auto[kgCha-1],dC_co2_emis_hetero[kgCha-1],dC_doc_leach[kgCha-1],dN_don_leach[kgNha-1],dN_no3_leach[kgNha-1],dN_nh4_leach[kgNha-1],dN_no_emis[kgNha-1],dN_n2o_emis[kgNha-1],dN_n2_emis[kgNha-1],dN_nh3_emis[kgNha-1],dN_n2_fix[kgNha-1],dC_co2_fix[kgCha-1],dS_so4_leach[kgSha-1],dC_litter_above[kgCha-1],dC_litter_below[kgCha-1],dN_litter_above[kgNha-1],dN_litter_below[kgNha-1],dN_deposition[kgNha-1],dN_plant_uptake[kgNha-1],dN_mineral[kgNha-1],dN_nitrify[kgNha-1],dN_denitrify[kgNha-1],dN_chemodenitrify[kgNha-1],C_plants[kgCha-1],C_soil[kgCha-1],C_soil_20cm[kgCha-1],C_soil_30cm[kgCha-1],C_aorg[kgCha-1],C_litter_raw[kgCha-1],C_litter[kgCha-1],C_mic[kgCha-1],C_sol[kgCha-1],C_wood_above[kgCha-1],C_wood_below[kgCha-1],N_plants[kgNha-1],N_soil[kgNha-1],N_soil_20cm[kgNha-1],N_soil_30cm[kgNha-1],N_aorg[kgNha-1],N_litter_raw[kgNha-1],N_litter[kgNha-1],N_mic[kgNha-1],N_sol[kgNha-1],N_wood_above[kgNha-1],N_wood_below[kgNha-1],anvf_mean[-]
setup,0,2006-01-11 23:00:00,7.2603e-11,24.4158,15.2088,4.23941e-07,0,6.19142e-06,0,0.00144709,0.00474303,0.0161389,1.15854e-06,0,0,0,6.20769,4.4348,0.0567245,0.0351793,0.0137267,0.871044,1.56279,1.0293,0.0372779,0.00104467,31333.6,257919,44261.7,64036.7,498.77,138.531,196.606,118.543,11.7738,5100.92,1258.69,558.308,43089.5,3593.84,6049.73,51.6704,4.11115,7.44711,10.9904,7.06874,90.16,22.3766,0.465779
setup,0,2006-01-12 23:00:00,8.10699e-11,23.3062,15.3384,4.28241e-07,0,5.82381e-06,0,0.00146741,0.00493441,0.0171306,1.25885e-06,0,0,0,6.21093,4.37738,0.0567536,0.0352838,0.013721,0.858899,1.56546,1.03958,0.0405747,0.00106723,31346.7,257908,44257.5,64032.3,503.642,141.431,191.181,119.65,11.5301,5106.98,1258.68,558.756,43088.7,3593.71,6049.6,52.1233,4.12304,7.26288,11.0714,7.08093,90.2141,22.3765,0.459924
setup,0,2006-01-13 23:00:00,1.28168e-10,24.2979,15.0309,4.53081e-07,0,9.54118e-06,0,0.00145706,0.005124,0.0179034,1.34852e-06,0,0,0,6.2138,4.42786,0.0567839,0.0512889,0.0136343,1.04588,1.58347,1.04899,0.0430447,0.00107373,31365.6,257897,44253.7,64028.1,508.353,144.313,186.144,120.546,11.5373,5113.06,1258.68,559.203,43087.6,3593.54,6049.38,52.4961,4.1513,7.08771,11.1323,6.99154,90.2684,22.3764,0.452066
setup,0,2006-01-14 23:00:00,6.0068e-10,24.1408,15.1812,4.64694e-07,0,1.01836e-05,0,0.00146004,0.00525201,0.0186875,1.40941e-06,0,0,0,6.21754,4.39223,0.0568149,0.0354963,0.0136943,1.02938,1.58492,1.05262,0.0406468,0.00108323,31383.8,257887,44250,64024.1,512.891,147.166,181.39,121.561,11.3043,5119.13,1258.68,559.655,43086.7,3593.38,6049.17,52.8548,4.1635,6.91976,11.1832,6.963,90.3228,22.3764,0.446237
setup,0,2006-01-15 23:00:00,2.23243e-09,23.2678,15.3627,4.74659e-07,0,7.98606e-06,0,0.00146891,0.00530997,0.0197242,1.4369e-06,0,0,0,6.22109,4.3311,0.0568472,0.0355937,0.0136551,0.976389,1.58382,1.05155,0.0406672,0.00110249,31398.5,257876,44246.3,64020,517.41,149.983,176.843,122.509,11.1067,5125.22,1258.68,560.101,43085.7,3593.23,6048.98,53.2594,4.17559,6.75658,11.2321,6.97756,90.3772,22.3764,0.437136
setup,0,2006-01-16 23:00:00,9.97186e-09,23.8701,15.7513,4.85279e-07,0,4.9377e-06,0,0.00149447,0.00534565,0.0212854,1.44707e-06,0,0,0,6.2241,4.3627,0.0568793,0.0356877,0.01375,0.954003,1.61111,1.07988,0.0443695,0.00113088,31416.3,257865,44242.3,64016.1,522.199,152.748,172.458,123.211,10.9186,5131.29,1258.67,560.556,43084.8,3593.09,6048.85,53.7156,4.18694,6.59725,11.2783,7.00137,90.4314,22.3763,0.431508
setup,0,2006-01-17 23:00:00,1.01469e-08,23.5565,15.6715,4.85847e-07,0,2.93436e-06,0,0.00150563,0.00547156,0.0231501,1.45752e-06,0,0,0,6.22767,4.34246,0.0569117,0.0357854,0.0136705,0.985947,1.61858,1.09168,0.0487201,0.00115639,31433.4,257853,44238.6,64012.1,526.913,155.488,168.304,123.821,10.8553,5137.37,1258.67,561.022,43083.8,3592.95,6048.69,54.1699,4.19864,6.44354,11.3196,7.01075,90.4857,22.3762,0.424004
setup,0,2006-01-18 23:00:00,1.47696e-09,23.7379,15.5662,4.89361e-07,0,1.61746e-06,0,0.00151135,0.00559603,0.0250257,1.46565e-06,0,0,0,6.23116,4.34396,0.056945,0.0358853,0.0136624,1.03337,1.62762,1.10291,0.0513618,0.00118096,31451.7,257842,44235,64008.2,531.432,158.203,164.374,124.528,10.8594,5143.46,1258.67,561.5,43082.8,3592.8,6048.5,54.5936,4.2105,6.2956,11.3641,7.00881,90.5402,22.3762,0.420313
setup,0,2006-01-19 23:00:00,2.12256e-09,23.5659,15.3537,4.91013e-07,0,8.93049e-07,0,0.00150177,0.00567483,0.0265317,1.46798e-06,0,0,0,6.23483,4.33065,0.0569795,0.0359853,0.013635,1.06948,1.62062,1.1019,0.0520561,0.00119004,31470,257832,44231.6,64004.7,535.658,160.901,160.681,125.363,10.9067,5149.56,1258.67,561.983,43081.8,3592.65,6048.3,54.9786,4.22266,6.15388,11.4119,7.00541,90.5948,22.3762,0.416599
setup,0,2006-01-20 23:00:00,3.06541e-09,23.3847,15.0469,4.91558e-07,0,5.41619e-07,0,0.00147783,0.00567691,0.0276192,1.46682e-06,0,0,0,6.98933,4.31693,0.0683748,0.0360837,0.0136273,1.0535,1.59571,1.08338,0.0516612,0.00118882,31488.5,257821,44228.6,64001.4,539.489,164.333,157.204,126.466,11.0672,5155.67,1258.68,562.467,43080.7,3592.5,6048.1,55.3427,4.24642,6.01805,11.4705,7.02705,90.6495,22.3763,0.412917
