source,id,datetime,irri[mm],prec[mm],throughfall[mm],evapot[mm],potential_transpiration[mm],transp[mm],evacep[mm],evasoil[mm],evasurfacewater[mm],runoff[mm],percol[mm],infiltration[mm],groundwateraccess[mm],groundwaterloss[mm],capillaryrise[mm],snow_height[mm],snow[mmh2oeq],surfacewater[mm],soil_water[mm],root_soil_water[mm],leafwater[mm],soilwater_floor[%],soilwater_5cm[%],soilwater_10cm[%],soilwater_15cm[%],soilwater_20cm[%],soilwater_30cm[%],soilwater_40cm[%],soilwater_50cm[%],soilwater_60cm[%],soilwater_80cm[%],soilwater_100cm[%],soilwater_120cm[%],capillary_pressure_5cm[hPa],capillary_pressure_10cm[hPa],capillary_pressure_15cm[hPa],capillary_pressure_20cm[hPa],capillary_pressure_30cm[hPa],capillary_pressure_50cm[hPa],capillary_pressure_100cm[hPa],groundwaterdepth[m],irrigationreservoir[m],plant_waterdeficit[m]
setup,0,2006-01-14 23:00:00,0,3.86,3.86,3.77156,0,0,0,0.306994,0.157149,0,2.04378,3.70285,0,0,0,0,0,0,618.972,0,0,43.1382,45.0458,44.9755,44.8116,44.6976,44.6318,44.7194,44.7103,42.5889,42.5289,42.4754,42.7897,1.43108,1.46786,1.55725,1.62261,3.74709,3.64636,360.643,99,0,0
setup,0,2006-01-15 23:00:00,0,2.32,2.32,3.72555,0,0,0,0.297102,0.155231,0,2.0437,2.16477,0,0,0,0,0,0,618.796,0,0,43.1362,44.6982,44.6791,44.6283,44.5907,44.6303,44.7437,44.7319,42.6317,42.5661,42.5065,42.7552,1.62226,1.63353,1.66379,1.68653,3.74895,3.61923,351.699,99,0,0
setup,0,2006-01-16 23:00:00,0,2.1,2.1,3.7218,0,0,0,0.289225,0.155075,0,2.04348,1.94492,0,0,0,0,0,0,618.408,0,0,43.135,44.3048,44.4887,44.4681,44.4512,44.5194,44.7648,44.7532,42.6703,42.6023,42.5395,42.7277,1.87058,1.74995,1.76301,1.77385,3.89687,3.59264,342.474,99,0,0
setup,0,2006-01-17 23:00:00,0,1.06,1.06,3.63884,0,0,0,0.294695,0.151618,0,0,0.908382,0,0,0,0,0,0,619.022,0,0,47.1286,44.1778,44.3631,44.3756,44.3839,44.5103,44.76,44.7588,42.631,42.6004,42.5639,42.7281,1.95902,1.83142,1.82315,1.81762,3.90919,3.58573,335.811,99,0,0
setup,0,2006-01-18 23:00:00,0,0.46,0.46,3.65268,0,0,0,0.297349,0.152195,0,0,0.307805,0,0,0,0,0,0,619.032,0,0,47.6247,44.0513,44.2509,44.288,44.3123,44.4961,44.7598,44.7597,42.6126,42.5967,42.5771,42.7282,2.05148,1.9076,1.88201,1.8655,3.92874,3.58464,332.289,99,0,0
setup,0,2006-01-19 23:00:00,0,1.8,1.8,3.30644,0,0,0,0.256829,0.137768,0,2.04316,1.66223,0,0,0,0,0,0,618.394,0,0,43.1434,44.3988,44.3754,44.3261,44.2932,44.3406,44.7726,44.7686,42.6779,42.6312,42.5937,42.712,1.80784,1.82324,1.85618,1.87845,4.14947,3.57361,327.876,99,0,0
setup,0,2006-01-20 23:00:00,0,0.62,0.62,3.54141,0,0,0,0.278692,0.147559,0,0,0.472441,0,0,0,0,0,0,618.588,0,0,44.264,44.2609,44.2578,44.2535,44.2523,44.3482,44.771,44.7706,42.6512,42.6316,42.6088,42.7122,1.90062,1.90277,1.90579,1.90659,4.13839,3.57112,323.927,99,0,0
setup,0,2006-01-21 23:00:00,0,0.62,0.62,3.70648,0,0,0,0.296262,0.154437,0,0,0.465563,0,0,0,0,0,0,618.758,0,0,46.352,44.1514,44.1523,44.168,44.1822,44.3347,44.7714,44.7714,42.6396,42.6296,42.6173,42.7125,1.97793,1.97726,1.96597,1.95586,4.1582,3.57015,321.752,99,0,0
setup,0,2006-01-22 23:00:00,0,0.91,0.91,3.69213,0,0,0,0.304154,0.153839,0,0,0.756161,0,0,0,0,0,0,619.21,0,0,48.3045,44.2566,44.2121,44.1729,44.1622,44.3219,44.7725,44.7725,42.634,42.6287,42.6221,42.7128,1.90359,1.93469,1.96251,1.97013,4.17699,3.5688,320.518,99,0,0
setup,0,2006-01-23 23:00:00,0,0.41,0.41,3.77812,0,0,0,0.31035,0.157422,0,0,0.252578,0,0,0,0,0,0,619.152,0,0,48.0366,44.2619,44.2199,44.1777,44.1624,44.3078,44.7729,44.7729,42.6309,42.6281,42.6245,42.7129,1.89996,1.92919,1.95908,1.97001,4.19787,3.56835,319.886,99,0,0
