source,id,datetime,irri[mm],prec[mm],throughfall[mm],evapot[mm],potential_transpiration[mm],transp[mm],evacep[mm],evasoil[mm],evasurfacewater[mm],runoff[mm],percol[mm],infiltration[mm],groundwateraccess[mm],groundwaterloss[mm],capillaryrise[mm],snow_height[mm],snow[mmh2oeq],surfacewater[mm],soil_water[mm],root_soil_water[mm],leafwater[mm],soilwater_floor[%],soilwater_5cm[%],soilwater_10cm[%],soilwater_15cm[%],soilwater_20cm[%],soilwater_30cm[%],soilwater_40cm[%],soilwater_50cm[%],soilwater_60cm[%],soilwater_80cm[%],soilwater_100cm[%],soilwater_120cm[%],capillary_pressure_5cm[hPa],capillary_pressure_10cm[hPa],capillary_pressure_15cm[hPa],capillary_pressure_20cm[hPa],capillary_pressure_30cm[hPa],capillary_pressure_50cm[hPa],capillary_pressure_100cm[hPa],groundwaterdepth[m],irrigationreservoir[m],plant_waterdeficit[m]
setup,0,2023-05-08 23:00:00,0,0,0,0.30923,0,0,0,0.0958278,0,0,0,0,0,0,0,0,0,0,1020.78,0,0,29.592,29.4578,29.3205,27.6052,27.2807,26.3392,30.6811,30.2626,30.1062,29.7686,36.3831,36.3396,0.101128,0.101809,0.116181,0.118432,0.125282,0.102962,0.0746192,99,0,0
setup,0,2023-05-09 23:00:00,0,0,0,0.287441,0,0,0,0.0884625,0,0,0,0,0,0,0,0,0,0,1020.69,0,0,29.357,29.2426,29.1247,27.455,27.1723,26.3362,30.7551,30.3481,30.1875,29.8181,36.3687,36.3273,0.102197,0.102787,0.117216,0.119196,0.125304,0.102483,0.0746859,99,0,0
setup,0,2023-05-10 23:00:00,0,0,0,0.266002,0,0,0,0.0813612,0,0,0,0,0,0,0,0,0,0,1020.61,0,0,29.1539,29.0548,28.9521,27.319,27.0695,26.3208,30.8082,30.4191,30.2594,29.8719,36.3551,36.3158,0.103139,0.103658,0.118164,0.119927,0.125421,0.102086,0.0747492,99,0,0
setup,0,2023-05-11 23:00:00,0,38.7193,38.7193,0.244923,0,0,0,0.0553906,0.0816409,0,0,38.6377,0,0,0,0,0,0,1059.19,0,0,38.7463,31.2609,31.0793,29.2945,29.4124,29.9836,35.5057,40.3779,39.5002,30.6517,36.374,36.3368,0.0925556,0.0933904,0.105229,0.104507,0.10108,0.0549707,0.0746618,99,0,0
setup,0,2023-05-12 23:00:00,0,0,0,0.22421,0,0,0,0.0757358,0,0,0,0,0,0,0,0,0,0,1059.12,0,0,35.7084,30.8837,30.8711,29.535,29.5108,29.8009,35.6888,35.7393,35.6688,33.9829,36.8599,36.3463,0.0942958,0.0943545,0.103762,0.103909,0.102164,0.0755846,0.0724229,99,0,0
setup,0,2023-05-13 23:00:00,0,0,0,0.203873,0,0,0,0.0688373,0,0,0,0,0,0,0,0,0,0,1059.05,0,0,34.3262,31.1723,31.0885,29.5152,29.5096,29.7664,35.6836,35.557,35.4001,33.4806,37.5209,36.4985,0.092962,0.093348,0.103882,0.103916,0.10237,0.0764167,0.0694079,99,0,0
setup,0,2023-05-14 23:00:00,0,0,0,0.183921,0,0,0,0.0620008,0,0,0,0,0,0,0,0,0,0,1058.99,0,0,33.5958,31.2964,31.223,29.6118,29.5737,29.7286,35.5771,35.3386,35.1146,33.2949,37.8323,36.708,0.0923931,0.0927292,0.103297,0.103527,0.102596,0.0774189,0.0679971,99,0,0
setup,0,2023-05-15 23:00:00,0,0,0,0.164362,0,0,0,0.055294,0,0,0,0,0,0,0,0,0,0,1058.93,0,0,33.1525,31.3261,31.274,29.6753,29.6428,29.6606,35.4295,35.1292,34.8812,33.1849,38.0146,36.8971,0.0922573,0.0924955,0.102916,0.103111,0.103004,0.0783842,0.0671733,99,0,0
setup,0,2023-05-16 23:00:00,0,0,0,0.145208,0,0,0,0.0487659,0,0,0,0,0,0,0,0,0,0,1058.88,0,0,32.8571,31.3331,31.2976,29.7114,29.6787,29.5781,35.2725,34.9428,34.6897,33.1081,38.1367,37.0549,0.0922257,0.0923879,0.102699,0.102895,0.103501,0.0792483,0.0666226,99,0,0
setup,0,2023-05-17 23:00:00,0,0,0,0.126468,0,0,0,0.0424033,0,0,0,0,0,0,0,0,0,0,1058.84,0,0,32.6475,31.3285,31.2989,29.7106,29.6655,29.5064,35.1267,34.7798,34.5288,33.0489,38.2248,37.1856,0.0922463,0.0923815,0.102704,0.102974,0.103935,0.0800076,0.0662252,99,0,0
