source	id	datetime	species	area_cover	area_fraction	n_tree	vol_tree[m3ha-1]	h_max[m]	h_min[m]	diam_ground[m]	diam_breast[m]	depth[m]	specific_leaf_area[m2kg-1]	lai	crown_diam_ratio	sap_fol_ratio	branch_fraction	stem_wood[kgm-2]	branch_wood[kgm-2]	root_wood[kgm-2]
setup	0	2006-01-01 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.10335	1	0	0	0	0	0
setup	0	2006-01-02 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.0581	1	0	0	0	0	0
setup	0	2006-01-03 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.05063	1	0	0	0	0	0
setup	0	2006-01-04 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.04375	1	0	0	0	0	0
setup	0	2006-01-05 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.03764	1	0	0	0	0	0
setup	0	2006-01-06 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.03205	1	0	0	0	0	0
setup	0	2006-01-07 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.02693	1	0	0	0	0	0
setup	0	2006-01-08 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.02209	1	0	0	0	0	0
setup	0	2006-01-09 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.01746	1	0	0	0	0	0
setup	0	2006-01-10 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.01333	1	0	0	0	0	0
setup	0	2006-01-11 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.00914	1	0	0	0	0	0
setup	0	2006-01-12 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.00497	1	0	0	0	0	0
setup	0	2006-01-13 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.00158	1	0	0	0	0	0
setup	0	2006-01-14 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.998591	1	0	0	0	0	0
setup	0	2006-01-15 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.995368	1	0	0	0	0	0
setup	0	2006-01-16 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.992592	1	0	0	0	0	0
setup	0	2006-01-17 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.989977	1	0	0	0	0	0
setup	0	2006-01-18 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.9877	1	0	0	0	0	0
setup	0	2006-01-19 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.985533	1	0	0	0	0	0
setup	0	2006-01-20 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.983507	1	0	0	0	0	0
setup	0	2006-01-21 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.980814	1	0	0	0	0	0
setup	0	2006-01-22 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.979078	1	0	0	0	0	0
setup	0	2006-01-23 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.977576	1	0	0	0	0	0
setup	0	2006-01-24 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.976159	1	0	0	0	0	0
setup	0	2006-01-25 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.974747	1	0	0	0	0	0
setup	0	2006-01-26 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.973388	1	0	0	0	0	0
setup	0	2006-01-27 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.97202	1	0	0	0	0	0
setup	0	2006-01-28 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.970701	1	0	0	0	0	0
setup	0	2006-01-29 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.968809	1	0	0	0	0	0
setup	0	2006-01-30 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.966859	1	0	0	0	0	0
setup	0	2006-01-31 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.964852	1	0	0	0	0	0
setup	0	2006-02-01 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.962803	1	0	0	0	0	0
setup	0	2006-02-02 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.960635	1	0	0	0	0	0
setup	0	2006-02-03 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.958387	1	0	0	0	0	0
setup	0	2006-02-04 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.955997	1	0	0	0	0	0
setup	0	2006-02-05 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.953382	1	0	0	0	0	0
setup	0	2006-02-06 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.950619	1	0	0	0	0	0
setup	0	2006-02-07 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.947314	1	0	0	0	0	0
setup	0	2006-02-08 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.943985	1	0	0	0	0	0
setup	0	2006-02-09 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.940102	1	0	0	0	0	0
setup	0	2006-02-10 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.935946	1	0	0	0	0	0
setup	0	2006-02-11 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.931596	1	0	0	0	0	0
setup	0	2006-02-12 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.926189	1	0	0	0	0	0
setup	0	2006-02-13 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.920335	1	0	0	0	0	0
setup	0	2006-02-14 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.914378	1	0	0	0	0	0
setup	0	2006-02-15 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.90791	1	0	0	0	0	0
setup	0	2006-02-16 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.901087	1	0	0	0	0	0
setup	0	2006-02-17 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.893656	1	0	0	0	0	0
setup	0	2006-02-18 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.885779	1	0	0	0	0	0
setup	0	2006-02-19 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.877346	1	0	0	0	0	0
setup	0	2006-02-20 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.868418	1	0	0	0	0	0
setup	0	2006-02-21 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.858897	1	0	0	0	0	0
setup	0	2006-02-22 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.848466	1	0	0	0	0	0
setup	0	2006-02-23 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.837009	1	0	0	0	0	0
setup	0	2006-02-24 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.824591	1	0	0	0	0	0
setup	0	2006-02-25 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.811589	1	0	0	0	0	0
setup	0	2006-02-26 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.798702	1	0	0	0	0	0
setup	0	2006-02-27 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.785249	1	0	0	0	0	0
setup	0	2006-02-28 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.771084	1	0	0	0	0	0
setup	0	2006-03-01 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.755842	1	0	0	0	0	0
setup	0	2006-03-02 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.739918	1	0	0	0	0	0
setup	0	2006-03-03 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.723017	1	0	0	0	0	0
setup	0	2006-03-04 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.704598	1	0	0	0	0	0
setup	0	2006-03-05 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.685639	1	0	0	0	0	0
setup	0	2006-03-06 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.665536	1	0	0	0	0	0
setup	0	2006-03-07 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.644301	1	0	0	0	0	0
setup	0	2006-03-08 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.622028	1	0	0	0	0	0
setup	0	2006-03-09 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.59868	1	0	0	0	0	0
setup	0	2006-03-10 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.574385	1	0	0	0	0	0
setup	0	2006-03-11 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.549419	1	0	0	0	0	0
setup	0	2006-03-12 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.523857	1	0	0	0	0	0
setup	0	2006-03-13 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.497766	1	0	0	0	0	0
setup	0	2006-03-14 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.47126	1	0	0	0	0	0
setup	0	2006-03-15 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.444353	1	0	0	0	0	0
setup	0	2006-03-16 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.417192	1	0	0	0	0	0
setup	0	2006-03-17 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.389836	1	0	0	0	0	0
setup	0	2006-03-18 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.36244	1	0	0	0	0	0
setup	0	2006-03-19 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.335116	1	0	0	0	0	0
setup	0	2006-03-20 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.307987	1	0	0	0	0	0
setup	0	2006-03-21 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.281225	1	0	0	0	0	0
setup	0	2006-03-22 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.254616	1	0	0	0	0	0
setup	0	2006-03-23 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.22842	1	0	0	0	0	0
setup	0	2006-03-24 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.202806	1	0	0	0	0	0
setup	0	2006-03-25 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.177981	1	0	0	0	0	0
setup	0	2006-03-26 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.154201	1	0	0	0	0	0
setup	0	2006-03-27 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.13195	1	0	0	0	0	0
setup	0	2006-03-28 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.111058	1	0	0	0	0	0
setup	0	2006-03-29 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0917348	1	0	0	0	0	0
setup	0	2006-03-30 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.074088	1	0	0	0	0	0
setup	0	2006-03-31 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0582402	1	0	0	0	0	0
setup	0	2006-04-01 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0442581	1	0	0	0	0	0
setup	0	2006-04-02 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0322046	1	0	0	0	0	0
setup	0	2006-04-03 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0220834	1	0	0	0	0	0
setup	0	2006-04-04 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0139141	1	0	0	0	0	0
setup	0	2006-04-05 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.00767382	1	0	0	0	0	0
setup	0	2006-04-06 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.00331681	1	0	0	0	0	0
setup	0	2006-04-07 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.000786834	1	0	0	0	0	0
setup	0	2006-04-08 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-09 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-10 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-11 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-12 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-13 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-14 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-15 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-16 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-17 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-18 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-19 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-20 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-21 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-22 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-23 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-24 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-25 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-26 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-27 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0	1	0	0	0	0	0
setup	0	2006-04-28 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.00506752	1	0	0	0	0	0
setup	0	2006-04-29 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.00632667	1	0	0	0	0	0
setup	0	2006-04-30 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0078843	1	0	0	0	0	0
setup	0	2006-05-01 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.00979742	1	0	0	0	0	0
setup	0	2006-05-02 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0121349	1	0	0	0	0	0
setup	0	2006-05-03 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.014981	1	0	0	0	0	0
setup	0	2006-05-04 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0184236	1	0	0	0	0	0
setup	0	2006-05-05 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0225686	1	0	0	0	0	0
setup	0	2006-05-06 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0275361	1	0	0	0	0	0
setup	0	2006-05-07 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0334636	1	0	0	0	0	0
setup	0	2006-05-08 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0405019	1	0	0	0	0	0
setup	0	2006-05-09 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0488287	1	0	0	0	0	0
setup	0	2006-05-10 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0586345	1	0	0	0	0	0
setup	0	2006-05-11 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0701183	1	0	0	0	0	0
setup	0	2006-05-12 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0835081	1	0	0	0	0	0
setup	0	2006-05-13 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.0990276	1	0	0	0	0	0
setup	0	2006-05-14 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.116923	1	0	0	0	0	0
setup	0	2006-05-15 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.137453	1	0	0	0	0	0
setup	0	2006-05-16 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.160878	1	0	0	0	0	0
setup	0	2006-05-17 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.187447	1	0	0	0	0	0
setup	0	2006-05-18 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.217395	1	0	0	0	0	0
setup	0	2006-05-19 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.250958	1	0	0	0	0	0
setup	0	2006-05-20 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.288342	1	0	0	0	0	0
setup	0	2006-05-21 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.329706	1	0	0	0	0	0
setup	0	2006-05-22 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.375133	1	0	0	0	0	0
setup	0	2006-05-23 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.424728	1	0	0	0	0	0
setup	0	2006-05-24 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.478554	1	0	0	0	0	0
setup	0	2006-05-25 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.536615	1	0	0	0	0	0
setup	0	2006-05-26 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.598851	1	0	0	0	0	0
setup	0	2006-05-27 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.665131	1	0	0	0	0	0
setup	0	2006-05-28 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.73523	1	0	0	0	0	0
setup	0	2006-05-29 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.808814	1	0	0	0	0	0
setup	0	2006-05-30 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.885503	1	0	0	0	0	0
setup	0	2006-05-31 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.964847	1	0	0	0	0	0
setup	0	2006-06-01 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.04625	1	0	0	0	0	0
setup	0	2006-06-02 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.12902	1	0	0	0	0	0
setup	0	2006-06-03 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.21222	1	0	0	0	0	0
setup	0	2006-06-04 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.29485	1	0	0	0	0	0
setup	0	2006-06-05 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.37587	1	0	0	0	0	0
setup	0	2006-06-06 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.45448	1	0	0	0	0	0
setup	0	2006-06-07 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.53019	1	0	0	0	0	0
setup	0	2006-06-08 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.60167	1	0	0	0	0	0
setup	0	2006-06-09 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.66817	1	0	0	0	0	0
setup	0	2006-06-10 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.72905	1	0	0	0	0	0
setup	0	2006-06-11 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.78343	1	0	0	0	0	0
setup	0	2006-06-12 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.83189	1	0	0	0	0	0
setup	0	2006-06-13 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.87384	1	0	0	0	0	0
setup	0	2006-06-14 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.90884	1	0	0	0	0	0
setup	0	2006-06-15 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.93545	1	0	0	0	0	0
setup	0	2006-06-16 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.95353	1	0	0	0	0	0
setup	0	2006-06-17 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.96169	1	0	0	0	0	0
setup	0	2006-06-18 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.95982	1	0	0	0	0	0
setup	0	2006-06-19 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.9531	1	0	0	0	0	0
setup	0	2006-06-20 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.94664	1	0	0	0	0	0
setup	0	2006-06-21 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.94058	1	0	0	0	0	0
setup	0	2006-06-22 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.93476	1	0	0	0	0	0
setup	0	2006-06-23 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.92817	1	0	0	0	0	0
setup	0	2006-06-24 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.92053	1	0	0	0	0	0
setup	0	2006-06-25 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.91189	1	0	0	0	0	0
setup	0	2006-06-26 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.90372	1	0	0	0	0	0
setup	0	2006-06-27 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.89596	1	0	0	0	0	0
setup	0	2006-06-28 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.88837	1	0	0	0	0	0
setup	0	2006-06-29 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.87974	1	0	0	0	0	0
setup	0	2006-06-30 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.87004	1	0	0	0	0	0
setup	0	2006-07-01 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.85921	1	0	0	0	0	0
setup	0	2006-07-02 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.84828	1	0	0	0	0	0
setup	0	2006-07-03 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.83704	1	0	0	0	0	0
setup	0	2006-07-04 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.8246	1	0	0	0	0	0
setup	0	2006-07-05 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.81106	1	0	0	0	0	0
setup	0	2006-07-06 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.79624	1	0	0	0	0	0
setup	0	2006-07-07 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.78023	1	0	0	0	0	0
setup	0	2006-07-08 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.76297	1	0	0	0	0	0
setup	0	2006-07-09 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.74421	1	0	0	0	0	0
setup	0	2006-07-10 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.7241	1	0	0	0	0	0
setup	0	2006-07-11 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.70311	1	0	0	0	0	0
setup	0	2006-07-12 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.68071	1	0	0	0	0	0
setup	0	2006-07-13 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.65713	1	0	0	0	0	0
setup	0	2006-07-14 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.63167	1	0	0	0	0	0
setup	0	2006-07-15 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.60449	1	0	0	0	0	0
setup	0	2006-07-16 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.57582	1	0	0	0	0	0
setup	0	2006-07-17 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.54524	1	0	0	0	0	0
setup	0	2006-07-18 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.51293	1	0	0	0	0	0
setup	0	2006-07-19 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.47874	1	0	0	0	0	0
setup	0	2006-07-20 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.44273	1	0	0	0	0	0
setup	0	2006-07-21 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.40498	1	0	0	0	0	0
setup	0	2006-07-22 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.36546	1	0	0	0	0	0
setup	0	2006-07-23 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.32434	1	0	0	0	0	0
setup	0	2006-07-24 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.28147	1	0	0	0	0	0
setup	0	2006-07-25 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.23699	1	0	0	0	0	0
setup	0	2006-07-26 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.19091	1	0	0	0	0	0
setup	0	2006-07-27 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.14275	1	0	0	0	0	0
setup	0	2006-07-28 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.0936	1	0	0	0	0	0
setup	0	2006-07-29 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	1.04353	1	0	0	0	0	0
setup	0	2006-07-30 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.992164	1	0	0	0	0	0
setup	0	2006-07-31 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.940078	1	0	0	0	0	0
setup	0	2006-08-01 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.886725	1	0	0	0	0	0
setup	0	2006-08-02 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.832591	1	0	0	0	0	0
setup	0	2006-08-03 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.777797	1	0	0	0	0	0
setup	0	2006-08-04 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.722988	1	0	0	0	0	0
setup	0	2006-08-05 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.668393	1	0	0	0	0	0
setup	0	2006-08-06 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.614564	1	0	0	0	0	0
setup	0	2006-08-07 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.561267	1	0	0	0	0	0
setup	0	2006-08-08 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.508689	1	0	0	0	0	0
setup	0	2006-08-09 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.457356	1	0	0	0	0	0
setup	0	2006-08-10 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.407533	1	0	0	0	0	0
setup	0	2006-08-11 23:00:00	ANGA	1	1	0	0	1	0	0	0	0.5	424	0.359414	1	0	0	0	0	0
