source	id	datetime	species	day_emerg	temp_cum	dvs_flush	dvs_mort	dN_don_upt[kgNm-2]	dN_nh4_upt[kgNm-2]	dN_no3_upt[kgNm-2]	dN_nh3_upt[kgNm-2]	dN_nox_upt[kgNm-2]	dN_n2_fix[kgNm-2]	dC_fol_grow[kgCm-2]	dC_fru_grow[kgCm-2]	dC_frt_grow[kgCm-2]	dC_lst_grow[kgCm-2]	dC_fac_grow[kgCm-2]	dC_fol_resp[kgCm-2]	dC_fru_resp[kgCm-2]	dC_frt_resp[kgCm-2]	dC_lst_resp[kgCm-2]	dC_maintenance_resp[kgCm-2]	dC_transport_resp[kgCm-2]	dC_growth_resp[kgCm-2]	dC_co2_upt[kgCm-2]	f_fac	DW_fol[kgDWm-2]	DW_fru[kgDWm-2]	DW_frt[kgDWm-2]	DW_lst[kgDWm-2]	DW_dst[kgDWm-2]	DW_below[kgDWm-2]	DW_above[kgDWm-2]	lai	specific_leaf_area[m2kg-1]	N_ret[kgNm-2]	NC_fol[gNgDW-1]	NC_fru[gNgDW-1]	NC_frt[gNgDW-1]	NC_lst[gNgDW-1]	NC_dst[gNgDW-1]	N_total[kgNm-2]	dDW_fol_sen[kgDWm-2]	dDW_fru_sen[kgDWm-2]	dDW_frt_sen[kgDWm-2]	dDW_lst_sen_below[kgDWm-2]	dDW_dst_sen_above[kgDWm-2]	dC_exsudates[kgCm-2]	N_lit_fol[kgNm-2]	N_lit_fru[kgNm-2]	N_lit_frt[kgNm-2]	N_lit_ldst_below[kgNm-2]	N_lit_ldst_above[kgNm-2]	drought_rel	conduct_rel	vc_act_25[umol_m-2_s-1]	iso_act[nmol_m-2_s-1]	mono_act[nmol_m-2_s-1]	iso_emis[umol_m-2]	mono_emis[umol_m-2]	mono_storage_emis[umol_m-2]	ovoc_emis[umol_m-2]	dN_nh4_throughf[kgN_L-1]	dN_no3_throughf[kgN_L-1]
setup	0	2009-12-03 23:00:00	ANGA	284	1735.34	1	0	0	5.07162e-08	3.68125e-05	0	0	6.83354e-06	0	0.00144078	0	0	-0.000190365	0.00028025	0.000367127	0.000480172	0	0.00112755	0.000158278	0.000498393	0.00302621	0.200422	0.116724	0.0979381	0.0271516	0	0	0.12509	0.116724	1.23727	10.6	9.21953e-07	0.0158592	0.0123607	0.0555018	0	0	0.00456869	0	0	3.54058e-05	0	0	0	0	0	1.03965e-06	0	0	0.788325	0.218338	23.9	0	0	0	0	0	0	7.19908e-07	6.9899e-07
setup	0	2009-12-04 23:00:00	ANGA	284	1755.64	1	0	0	8.1594e-08	6.00902e-05	0	0	1.17537e-05	0	0.00270703	0.000202702	0	-7.02e-05	0.000283293	0.000382059	0.000476992	0	0.00114234	0.00015025	0.000969912	0.00515512	0.207685	0.116648	0.103891	0.0275492	0	0	0.13144	0.116648	1.23647	10.6	9.20754e-07	0.0158761	0.0120729	0.0546352	0	0	0.00461135	0	0	3.52971e-05	0	0	6.75673e-05	0	0	1.0383e-06	0	0	0.7368	0.314536	23.9	0	0	0	0	0	0	6.81355e-07	6.81314e-07
setup	0	2009-12-05 23:00:00	ANGA	284	1775.85	1	0	0	9.0326e-08	6.28671e-05	0	0	1.21942e-05	0	0.00270009	0.000247084	0	-5.83989e-05	0.000281363	0.00040942	0.000480205	0	0.00117099	0.000197759	0.00100491	0.0052446	0.214763	0.116587	0.109836	0.0280481	0	0	0.137885	0.116587	1.23583	10.6	9.19653e-07	0.0158844	0.0120826	0.0535938	0	0	0.00468224	0	0	3.5814e-05	0	0	8.23612e-05	0	0	1.03706e-06	0	0	0.751546	0.294089	23.9	0	0	0	0	0	0	6.91814e-07	6.86109e-07
setup	0	2009-12-06 23:00:00	ANGA	284	1796.45	1	0	0	1.0869e-07	6.8655e-05	0	0	1.39416e-05	0	0.00298751	0.000346807	0	-1.66623e-05	0.000289278	0.000442562	0.000485414	0	0.00121725	0.000220567	0.00113889	0.00592214	0.222685	0.11657	0.116459	0.0287782	0	0	0.145238	0.11657	1.23565	10.6	9.18457e-07	0.0158867	0.0120487	0.0521661	0	0	0.00475635	0	0	3.64625e-05	0	0	0.000115602	0	0	1.03571e-06	0	0	0.814244	0.329518	23.9	0	0	0	0	0	0	7.17528e-07	6.97899e-07
setup	0	2009-12-07 23:00:00	ANGA	284	1817.4	1	0	0	1.12259e-07	6.6846e-05	0	0	1.38937e-05	0	0.00286134	0.000379802	0	-1.38109e-05	0.000296762	0.000482544	0.00049491	0	0.00127422	0.000233325	0.00111891	0.00588377	0.229984	0.116557	0.122804	0.0295815	0	0	0.152386	0.116557	1.2355	10.6	9.17263e-07	0.0158886	0.0121071	0.0506837	0	0	0.00483802	0	0	3.74117e-05	0	0	0.000126601	0	0	1.03436e-06	0	0	0.791423	0.333557	23.9	0	0	0	0	0	0	6.86493e-07	6.83669e-07
setup	0	2009-12-08 23:00:00	ANGA	284	1838.93	1	0	0	1.11543e-07	6.21684e-05	0	0	1.33675e-05	0	0.00267119	0.000394347	0	-1.69228e-05	0.000302165	0.000526324	0.000506302	0	0.00133479	0.000228186	0.00106405	0.00572248	0.236514	0.11654	0.128723	0.0304152	0	0	0.159138	0.11654	1.23533	10.6	9.16071e-07	0.0158908	0.0121856	0.0492303	0	0	0.00491784	0	0	3.84559e-05	0	0	0.000131449	0	0	1.03302e-06	0	0	0.754802	0.299914	23.9	0	0	0	0	0	0	6.83334e-07	6.82221e-07
setup	0	2009-12-09 23:00:00	ANGA	284	1859.9	1	0	0	1.16836e-07	6.19316e-05	0	0	1.27663e-05	0	0.00266244	0.000445316	0	-2.00788e-06	0.000305248	0.00054914	0.000505869	0	0.00136026	0.00022123	0.00107973	0.0058714	0.242905	0.116539	0.134637	0.0313648	0	0	0.166002	0.116539	1.23531	10.6	9.1488e-07	0.0158911	0.012219	0.0476778	0	0	0.00499246	0	0	3.95397e-05	0	0	0.000148439	0	0	1.03167e-06	0	0	0.758963	0.350624	23.9	0	0	0	0	0	0	6.90036e-07	6.85294e-07
setup	0	2009-12-10 23:00:00	ANGA	284	1881.31	1	0	0	1.10658e-07	5.44899e-05	0	0	1.15868e-05	0	0.00232849	0.00041887	0	-1.8984e-05	0.000309049	0.000591362	0.000514255	0	0.00141467	0.000212091	0.000965268	0.0053806	0.248198	0.116521	0.139792	0.0322501	0	0	0.172042	0.116521	1.23512	10.6	9.13691e-07	0.0158935	0.0123102	0.0463086	0	0	0.00506624	0	0	4.07742e-05	0	0	0.000139623	0	0	1.03033e-06	0	0	0.751194	0.300107	23.9	0	0	0	0	0	0	6.87832e-07	6.84283e-07
setup	0	2009-12-11 23:00:00	ANGA	284	1901.98	1	0	0	1.21759e-07	5.77547e-05	0	0	1.15865e-05	0	0.00249043	0.000511651	0	1.4495e-05	0.000308085	0.000604044	0.000508202	0	0.00142033	0.000206655	0.00104724	0.00584056	0.253934	0.116534	0.145342	0.0333488	0	0	0.17869	0.116534	1.23526	10.6	9.12503e-07	0.0158917	0.0123018	0.0447247	0	0	0.0051314	0	0	4.19251e-05	0	0	0.00017055	0	0	1.02899e-06	0	0	0.748674	0.351077	23.9	0	0	0	0	0	0	6.88366e-07	6.84529e-07
setup	0	2009-12-12 23:00:00	ANGA	284	1922.66	1	0	0	1.16886e-07	5.14937e-05	0	0	1.05918e-05	0	0.00218831	0.000483701	0	7.2683e-07	0.000309149	0.000636239	0.000509624	0	0.00145501	0.000205181	0.00094752	0.00537468	0.258755	0.116535	0.150205	0.0343805	0	0	0.184586	0.116535	1.23527	10.6	9.11316e-07	0.0158916	0.012372	0.0433262	0	0	0.00519984	0	0	4.33534e-05	0	0	0.000161234	0	0	1.02765e-06	0	0	0.848101	0.316407	23.9	0	0	0	0	0	0	7.4425e-07	7.10151e-07
setup	0	2009-12-13 23:00:00	ANGA	284	1943.65	1	0	0	1.25354e-07	5.4079e-05	0	0	1.13796e-05	0	0.00234412	0.000582704	0	3.81979e-05	0.000314702	0.000667152	0.000512697	0	0.00149455	0.000205947	0.00102935	0.00582842	0.264024	0.116568	0.155457	0.0356404	0	0	0.191097	0.116568	1.23562	10.6	9.10132e-07	0.0158871	0.01236	0.0417403	0	0	0.00526101	0	0	4.46947e-05	0	0	0.000194235	0	0	1.02632e-06	0	0	0.827779	0.345576	23.9	0	0	0	0	0	0	6.90096e-07	6.85322e-07
setup	0	2009-12-14 23:00:00	ANGA	284	1964.39	1	0	0	1.33053e-07	5.5492e-05	0	0	1.15419e-05	0	0.00237443	0.000651876	0	5.97957e-05	0.000315669	0.000689777	0.000511943	0	0.00151739	0.000217981	0.00107351	0.00605379	0.269347	0.116618	0.160801	0.0370581	0	0	0.197859	0.116618	1.23615	10.6	9.08949e-07	0.0158803	0.0123628	0.0400913	0	0	0.00532557	0	0	4.63325e-05	0	0	0.000217292	0	0	1.02498e-06	0	0	0.849003	0.375642	23.9	0	0	0	0	0	0	7.0356e-07	6.91495e-07
setup	0	2009-12-15 23:00:00	ANGA	284	1985.32	1	0	0	1.33733e-07	5.40924e-05	0	0	1.14621e-05	0	0.00230445	0.00069186	0	7.38755e-05	0.00031623	0.000723094	0.000514933	0	0.00155426	0.00022362	0.0010712	0.00608091	0.274466	0.116679	0.166005	0.0385667	0	0	0.204572	0.116679	1.2368	10.6	9.07767e-07	0.015872	0.0123852	0.038473	0	0	0.00539171	0	0	4.81755e-05	0	0	0.00023062	0	0	1.02365e-06	0	0	0.858831	0.350667	23.9	0	0	0	0	0	0	7.01392e-07	6.90501e-07
setup	0	2009-12-16 23:00:00	ANGA	284	2005.99	1	0	0	1.2506e-07	4.79299e-05	0	0	1.00195e-05	0	0.00201737	0.000651718	0	5.79436e-05	0.000311964	0.000748069	0.000516458	0	0.00157649	0.000210427	0.000966568	0.00565454	0.278805	0.116726	0.170555	0.0399803	0	0	0.210535	0.116726	1.23729	10.6	9.06587e-07	0.0158656	0.0124453	0.0370644	0	0	0.00545638	0	0	5.01367e-05	0	0	0.000217239	0	0	1.02232e-06	0	0	0.881286	0.31548	23.9	0	0	0	0	0	0	7.09737e-07	6.94327e-07
setup	0	2009-12-17 23:00:00	ANGA	284	2026.42	1	0	0	1.20688e-07	4.60827e-05	0	0	9.3486e-06	0	0.00194935	0.000679717	0	7.41363e-05	0.00030565	0.000767423	0.000514655	0	0.00158773	0.000197563	0.00094877	0.00564033	0.283005	0.116784	0.174973	0.0414589	0	0	0.216432	0.116784	1.23791	10.6	9.05408e-07	0.0158576	0.0124682	0.035696	0	0	0.00551343	0	0	5.19744e-05	0	0	0.000226572	0	0	1.02099e-06	0	0	0.820817	0.291756	23.9	0	0	0	0	0	0	6.81317e-07	6.81296e-07
setup	0	2009-12-18 23:00:00	ANGA	284	2047.26	1	0	0	1.08351e-07	4.0477e-05	0	0	8.38904e-06	0	0.00170253	0.000634054	0	6.27152e-05	0.000310337	0.000804114	0.000521503	0	0.00163595	0.000185691	0.000854387	0.00521653	0.286595	0.116833	0.178829	0.0428314	0	0	0.221661	0.116833	1.23843	10.6	9.04231e-07	0.015851	0.012515	0.0345073	0	0	0.00556797	0	0	5.38966e-05	0	0	0.000211351	0	0	1.01967e-06	0	0	0.762721	0.256143	23.9	0	0	0	0	0	0	6.8128e-07	6.81279e-07
setup	0	2009-12-19 23:00:00	ANGA	284	2068.38	1	0	0	1.1755e-07	4.33508e-05	0	0	9.0701e-06	0	0.00185113	0.000743433	0	0.000104782	0.000319633	0.000830818	0.000524708	0	0.00167516	0.000187238	0.000935305	0.00568592	0.290615	0.116914	0.183066	0.0444572	0	0	0.227523	0.116914	1.23928	10.6	9.03056e-07	0.0158401	0.0124978	0.0332021	0	0	0.00561592	0	0	5.56808e-05	0	0	0.000247811	0	0	1.01834e-06	0	0	0.710699	0.299104	23.9	0	0	0	0	0	0	6.8128e-07	6.81279e-07
setup	0	2009-12-20 23:00:00	ANGA	284	2089.7	1	0	0	1.08613e-07	3.97272e-05	0	0	8.31437e-06	0	0.00166077	0.000714166	0	8.67285e-05	0.000323833	0.000861006	0.000530851	0	0.00171569	0.000187349	0.000874248	0.0054022	0.29413	0.116979	0.186859	0.0460114	0	0	0.23287	0.116979	1.23998	10.6	9.01882e-07	0.0158312	0.0125301	0.032039	0	0	0.00566744	0	0	5.77944e-05	0	0	0.000238055	0	0	1.01702e-06	0	0	0.664214	0.290212	23.9	0	0	0	0	0	0	6.81284e-07	6.81281e-07
setup	0	2009-12-21 23:00:00	ANGA	284	2111.16	1	0	0	1.12277e-07	3.96427e-05	0	0	8.23459e-06	0	0.00167213	0.000767359	0	0.000108046	0.000324707	0.000885617	0.000533491	0	0.00174381	0.000184023	0.000892514	0.00557399	0.297711	0.117059	0.190703	0.0476884	0	0	0.238392	0.117059	1.24083	10.6	9.00709e-07	0.0158204	0.0125347	0.0308721	0	0	0.00571458	0	0	5.98148e-05	0	0	0.000255786	0	0	1.01569e-06	0	0	0.621542	0.287216	23.9	0	0	0	0	0	0	6.8128e-07	6.81279e-07
setup	0	2009-12-22 23:00:00	ANGA	284	2132.66	1	0	0	1.147e-07	3.81169e-05	0	0	7.94758e-06	0	0.00159401	0.000780987	0	0.000116521	0.000327136	0.000909052	0.000536078	0	0.00177227	0.00018402	0.000876927	0.00552701	0.301139	0.117145	0.194384	0.0493966	0	0	0.243781	0.117145	1.24173	10.6	8.99538e-07	0.0158089	0.0125489	0.0297657	0	0	0.00576155	0	0	6.19949e-05	0	0	0.000260329	0	0	1.01437e-06	0	0	0.652588	0.291165	23.9	0	0	0	0	0	0	6.91419e-07	6.85928e-07
setup	0	2009-12-23 23:00:00	ANGA	284	2152.28	1	0	0	1.04691e-07	3.35694e-05	0	0	6.28203e-06	0	0.00136555	0.000716704	0	9.19642e-05	0.000320247	0.000877636	0.000519255	0	0.00171714	0.000167704	0.000780861	0.00511268	0.30401	0.117211	0.197529	0.0509531	0	0	0.248482	0.117211	1.24244	10.6	8.98369e-07	0.0157999	0.0125874	0.028819	0	0	0.00580672	0	0	6.42156e-05	0	0	0.000238901	0	0	1.01305e-06	0	0	0.807913	0.34616	23.9	0	0	0	0	0	0	7.67337e-07	7.20737e-07
setup	0	2009-12-24 23:00:00	ANGA	284	2171.77	1	0	0	8.54941e-08	2.49537e-05	0	0	4.77472e-06	0	0.00102026	0.000570395	0	3.7779e-05	0.000312681	0.00089356	0.000513927	0	0.00172017	0.00013928	0.000609853	0.00426785	0.30601	0.117238	0.199842	0.0521661	0	0	0.252008	0.117238	1.24272	10.6	8.97201e-07	0.0157963	0.0126462	0.0281122	0	0	0.00584566	0	0	6.6239e-05	0	0	0.000190132	0	0	1.01174e-06	0	0	0.907472	0.274164	23.9	0	0	0	0	0	0	8.74056e-07	7.69667e-07
setup	0	2009-12-25 23:00:00	ANGA	284	2190.85	1	0	0	8.91178e-08	2.85982e-05	0	0	5.39833e-06	0	0.00121356	0.000701233	0	0.000101581	0.000309743	0.000890471	0.000504409	0	0.00170462	0.000135133	0.000701641	0.00479706	0.308603	0.11731	0.20266	0.0536884	0	0	0.256349	0.11731	1.24348	10.6	8.96035e-07	0.0157866	0.0126218	0.0272796	0	0	0.00587447	0	0	6.78159e-05	0	0	0.000233744	0	0	1.01042e-06	0	0	0.950203	0.308459	23.9	0	0	0	0	0	0	7.93589e-07	7.32773e-07
setup	0	2009-12-26 23:00:00	ANGA	284	2210.11	1	0	0	7.44565e-08	2.74333e-05	0	0	5.31023e-06	0	0.00112834	0.000687981	0	0.000100562	0.000314918	0.000912011	0.000507009	0	0.00173394	0.000142081	0.000683356	0.0046387	0.311021	0.11738	0.205289	0.0551796	0	0	0.260469	0.11738	1.24422	10.6	8.9487e-07	0.0157772	0.0126306	0.0265079	0	0	0.00590754	0	0	6.9795e-05	0	0	0.000229327	0	0	1.00911e-06	0	0	0.956174	0.29958	23.9	0	0	0	0	0	0	7.10286e-07	6.94579e-07
setup	0	2009-12-27 23:00:00	ANGA	284	2229.21	1	0	0	9.41699e-08	3.13414e-05	0	0	6.03894e-06	0	0.00129859	0.000815821	0	0.000154692	0.000314233	0.000918344	0.000502374	0	0.00173495	0.000153189	0.000781245	0.00518348	0.313924	0.117486	0.208362	0.056971	0	0	0.265333	0.117486	1.24536	10.6	8.93707e-07	0.0157629	0.0126061	0.025641	0	0	0.00593935	0	0	7.17335e-05	0	0	0.00027194	0	0	1.0078e-06	0	0	0.960037	0.339379	23.9	0	0	0	0	0	0	7.50576e-07	7.13052e-07
setup	0	2009-12-28 23:00:00	ANGA	284	2248.95	1	0	0	1.02346e-07	3.32659e-05	0	0	6.76869e-06	0	0.00136035	0.000891394	0	0.000192306	0.000320843	0.000956435	0.000509658	0	0.00178694	0.000171492	0.000841227	0.00544908	0.317042	0.117618	0.211617	0.0589414	0	0	0.270559	0.117618	1.24675	10.6	8.92545e-07	0.0157453	0.0125935	0.0247516	0	0	0.00597582	0	0	7.40623e-05	0	0	0.000297131	0	0	1.00649e-06	0	0	0.948611	0.340367	23.9	0	0	0	0	0	0	6.98054e-07	6.8897e-07
setup	0	2009-12-29 23:00:00	ANGA	284	2268.71	1	0	0	1.01409e-07	3.26662e-05	0	0	6.63818e-06	0	0.00131062	0.000913955	0	0.000204059	0.000320298	0.000974607	0.000512587	0	0.00180749	0.000176825	0.00084057	0.0055052	0.320092	0.117755	0.214777	0.0609647	0	0	0.275742	0.117755	1.2482	10.6	8.91384e-07	0.0157269	0.0125993	0.0238991	0	0	0.00601495	0	0	7.66238e-05	0	0	0.000304652	0	0	1.00518e-06	0	0	0.935124	0.339556	23.9	0	0	0	0	0	0	6.89265e-07	6.84941e-07
setup	0	2009-12-30 23:00:00	ANGA	284	2288.89	1	0	0	1.0628e-07	3.35091e-05	0	0	7.03953e-06	0	0.00135023	0.000983697	0	0.000243536	0.000321094	0.00100618	0.00051778	0	0.00184505	0.000183271	0.000879525	0.00574755	0.323316	0.117917	0.218073	0.0631553	0	0	0.281228	0.117917	1.24992	10.6	8.90226e-07	0.0157053	0.0125936	0.0230401	0	0	0.00605336	0	0	7.92541e-05	0	0	0.000327899	0	0	1.00387e-06	0	0	0.932209	0.323662	23.9	0	0	0	0	0	0	6.92217e-07	6.86294e-07
setup	0	2009-12-31 23:00:00	ANGA	284	2309.45	1	0	0	1.01765e-07	3.11052e-05	0	0	6.73333e-06	0	0.0012289	0.000962058	0	0.000242961	0.000327358	0.00103846	0.000525664	0	0.00189148	0.000182411	0.000839621	0.0055898	0.32631	0.118076	0.221099	0.0652965	0	0	0.286395	0.118076	1.25161	10.6	8.89068e-07	0.0156841	0.0126092	0.0222556	0	0	0.00609301	0	0	8.21018e-05	0	0	0.000320686	0	0	1.00257e-06	0	0	0.928003	0.313516	23.9	0	0	0	0	0	0	6.90715e-07	6.85605e-07
setup	0	2010-01-01 23:00:00	ANGA	284	2329.74	1	0	0	1.1636e-07	3.28625e-05	0	0	6.9835e-06	0	0.00130513	0.00106124	0	0.000293176	0.000329261	0.00104536	0.000524127	0	0.00189874	0.000186388	0.000895684	0.00596311	0.32957	0.118267	0.224355	0.0676751	0	0	0.29203	0.118267	1.25363	10.6	8.87913e-07	0.0156589	0.0125992	0.0214455	0	0	0.00612995	0	0	8.48854e-05	0	0	0.000353746	0	0	1.00126e-06	0	0	0.949528	0.357876	23.9	0	0	0	0	0	0	7.14512e-07	6.96516e-07
setup	0	2010-01-02 23:00:00	ANGA	284	2349.07	1	0	0	1.08158e-07	2.87345e-05	0	0	5.65757e-06	0	0.00107834	0.000958583	0	0.000254244	0.000325292	0.00103015	0.000516412	0	0.00187185	0.000176469	0.000796889	0.00545099	0.332304	0.11843	0.22706	0.0698105	0	0	0.296871	0.11843	1.25535	10.6	8.86758e-07	0.0156373	0.012629	0.0207624	0	0	0.00616891	0	0	8.79776e-05	0	0	0.000319528	0	0	9.99961e-07	0	0	0.947804	0.371318	23.9	0	0	0	0	0	0	6.97871e-07	6.88886e-07
setup	0	2010-01-03 23:00:00	ANGA	284	2369.05	1	0	0	9.34066e-08	2.50782e-05	0	0	5.20645e-06	0	0.000957141	0.000905445	0	0.000240952	0.000327402	0.00107127	0.00052202	0	0.00192069	0.000160862	0.000727371	0.0051448	0.334772	0.118582	0.22948	0.0718218	0	0	0.301302	0.118582	1.25697	10.6	8.85606e-07	0.0156172	0.0126501	0.0201548	0	0	0.00620241	0	0	9.07536e-05	0	0	0.000301815	0	0	9.98662e-07	0	0	0.931895	0.316681	23.9	0	0	0	0	0	0	6.87816e-07	6.84276e-07
setup	0	2010-01-04 23:00:00	ANGA	284	2388.35	1	0	0	9.16794e-08	2.38007e-05	0	0	4.67499e-06	0	0.000902449	0.000912824	0	0.000253491	0.000317419	0.0010593	0.000515328	0	0.00189205	0.000151198	0.000705696	0.00513249	0.337189	0.118741	0.231793	0.0738533	0	0	0.305647	0.118741	1.25866	10.6	8.84454e-07	0.0155963	0.0126587	0.0195749	0	0	0.00623179	0	0	9.33684e-05	0	0	0.000304275	0	0	9.97363e-07	0	0	0.952222	0.306616	23.9	0	0	0	0	0	0	7.144e-07	6.96465e-07
setup	0	2010-01-05 23:00:00	ANGA	284	2408.04	1	0	0	9.76892e-08	2.65899e-05	0	0	5.37953e-06	0	0.00102214	0.00102362	0	0.000325724	0.000313547	0.00108631	0.000516416	0	0.00191628	0.000160989	0.000783344	0.00552393	0.339993	0.118944	0.23446	0.076158	0	0	0.310618	0.118944	1.2608	10.6	8.83304e-07	0.0155697	0.0126403	0.0189578	0	0	0.00625936	0	0	9.60093e-05	0	0	0.000341205	0	0	9.96067e-07	0	0	0.923913	0.282933	23.9	0	0	0	0	0	0	6.83462e-07	6.8228e-07
setup	0	2010-01-06 23:00:00	ANGA	284	2428.34	1	0	0	9.30894e-08	2.43936e-05	0	0	5.18827e-06	0	0.000894164	0.000977802	0	0.000319319	0.000322283	0.00112528	0.000525617	0	0.00197317	0.000163128	0.000737723	0.00529822	0.342567	0.11914	0.236835	0.0783577	0	0	0.315192	0.11914	1.26289	10.6	8.82156e-07	0.0155441	0.0126527	0.0184017	0	0	0.00629044	0	0	9.90054e-05	0	0	0.000325934	0	0	9.94772e-07	0	0	0.941945	0.262551	23.9	0	0	0	0	0	0	6.96552e-07	6.88282e-07
setup	0	2010-01-07 23:00:00	ANGA	284	2448.85	1	0	0	9.92632e-08	2.50881e-05	0	0	5.4423e-06	0	0.000934105	0.00105359	0	0.000364204	0.000334567	0.00114647	0.000530621	0	0.00201166	0.000165123	0.000771208	0.00558782	0.345324	0.119362	0.239352	0.0807431	0	0	0.320095	0.119362	1.26524	10.6	8.81009e-07	0.0155151	0.0126473	0.0178348	0	0	0.00631912	0	0	0.000101865	0	0	0.000351196	0	0	9.93479e-07	0	0	0.94356	0.327329	23.9	0	0	0	0	0	0	6.98591e-07	6.89217e-07
setup	0	2010-01-08 23:00:00	ANGA	284	2469.36	1	0	0	1.0371e-07	2.60951e-05	0	0	5.65921e-06	0	0.000952815	0.00111078	0	0.000398147	0.000337317	0.00116063	0.000532343	0	0.00203029	0.000172961	0.000804931	0.00578837	0.348184	0.119603	0.241951	0.0832691	0	0	0.32522	0.119603	1.26779	10.6	8.79864e-07	0.015484	0.0126417	0.0172713	0	0	0.00634875	0	0	0.000104966	0	0	0.000370261	0	0	9.92187e-07	0	0	0.9373	0.351098	23.9	0	0	0	0	0	0	6.90597e-07	6.85551e-07
setup	0	2010-01-09 23:00:00	ANGA	284	2489.13	1	0	0	9.32841e-08	2.14096e-05	0	0	4.38121e-06	0	0.000720139	0.000969012	0	0.000337398	0.000328881	0.00114908	0.000527231	0	0.00200519	0.000158479	0.000686471	0.0051933	0.350504	0.119804	0.243959	0.0854546	0	0	0.329414	0.119804	1.26992	10.6	8.7872e-07	0.0154579	0.0126718	0.0168077	0	0	0.00637962	0	0	0.00010825	0	0	0.000323004	0	0	9.90897e-07	0	0	0.953074	0.317444	23.9	0	0	0	0	0	0	7.09144e-07	6.94055e-07
setup	0	2010-01-10 23:00:00	ANGA	284	2508.16	1	0	0	1.09739e-07	2.27115e-05	0	0	4.38462e-06	0	0.000804783	0.00105669	0	0.000405769	0.000320767	0.00112827	0.000514356	0	0.00196339	0.000154128	0.000728157	0.005492	0.353119	0.120045	0.246237	0.0878632	0	0	0.3341	0.120045	1.27247	10.6	8.77578e-07	0.015427	0.0126632	0.0163257	0	0	0.00640452	0	0	0.000111091	0	0	0.000352228	0	0	9.89609e-07	0	0	0.960401	0.341621	23.9	0	0	0	0	0	0	7.33311e-07	7.05136e-07
setup	0	2010-01-11 23:00:00	ANGA	284	2527.44	1	0	0	1.02862e-07	2.26517e-05	0	0	4.45073e-06	0	0.000766488	0.00104976	0	0.000422644	0.000316628	0.0011523	0.000515153	0	0.00198408	0.000157811	0.000722825	0.00540031	0.355697	0.120293	0.24845	0.0902635	0	0	0.338713	0.120293	1.27511	10.6	8.76437e-07	0.0153951	0.0126635	0.0158709	0	0	0.00643073	0	0	0.000114222	0	0	0.000349919	0	0	9.88323e-07	0	0	0.933287	0.299309	23.9	0	0	0	0	0	0	6.82507e-07	6.81842e-07
setup	0	2010-01-12 23:00:00	ANGA	284	2546.54	1	0	0	9.9439e-08	2.39321e-05	0	0	4.61838e-06	0	0.000809516	0.00112934	0	0.000489259	0.000315531	0.00115615	0.000512245	0	0.00198392	0.000163989	0.000762925	0.0056903	0.358509	0.120578	0.250837	0.0928696	0	0	0.343707	0.120578	1.27813	10.6	8.75298e-07	0.0153587	0.0126549	0.0154055	0	0	0.00645695	0	0	0.000117343	0	0	0.000376446	0	0	9.87038e-07	0	0	0.897017	0.313125	23.9	0	0	0	0	0	0	6.81279e-07	6.81279e-07
setup	0	2010-01-13 23:00:00	ANGA	284	2565.29	1	0	0	8.08178e-08	2.11713e-05	0	0	3.94474e-06	0	0.00064954	0.0010292	0	0.000451494	0.000304932	0.00115491	0.000508374	0	0.00196822	0.00015673	0.000685062	0.00526887	0.360971	0.120838	0.252823	0.0952367	0	0	0.348059	0.120838	1.28089	10.6	8.7416e-07	0.0153256	0.0126723	0.0150031	0	0	0.00648462	0	0	0.00012073	0	0	0.000343066	0	0	9.85755e-07	0	0	0.861389	0.26207	23.9	0	0	0	0	0	0	6.81279e-07	6.81279e-07
setup	0	2010-01-14 23:00:00	ANGA	284	2584.47	1	0	0	2.68026e-08	7.53374e-06	0	0	1.4527e-06	0	9.88146e-05	0.000567938	0	0.000203834	0.000309549	0.00119178	0.000517972	0	0.0020193	0.000103126	0.000336606	0.00344339	0.361987	0.120955	0.253286	0.096467	0	0	0.349753	0.120955	1.28213	10.6	8.73023e-07	0.0153108	0.012752	0.0147925	0	0	0.00650883	0	0	0.000123808	0	0	0.000189313	0	0	9.84473e-07	0	0	0.826269	0.17033	23.9	0	0	0	0	0	0	6.81282e-07	6.81281e-07
setup	0	2010-01-15 23:00:00	ANGA	284	2604.57	1	0	0	4.67304e-08	1.54132e-05	0	0	3.19704e-06	0	0.000579717	0.00100548	0	0.000474597	0.000321985	0.00123139	0.000524989	0	0.00207836	0.000111769	0.000591504	0.00512902	0.36439	0.121226	0.255142	0.0987921	0	0	0.353934	0.121226	1.285	10.6	8.71888e-07	0.0152766	0.012698	0.0144256	0	0	0.00651686	0	0	0.000125407	0	0	0.000335161	0	0	9.83193e-07	0	0	0.795951	0.243156	23.9	0	0	0	0	0	0	6.81281e-07	6.8128e-07
