source	id	datetime	dC_ch4_emis[kgCha-1]	dC_co2_emis_auto[kgCha-1]	dC_co2_emis_hetero[kgCha-1]	dC_doc_leach[kgCha-1]	dN_don_leach[kgNha-1]	dN_no3_leach[kgNha-1]	dN_nh4_leach[kgNha-1]	dN_no_emis[kgNha-1]	dN_n2o_emis[kgNha-1]	dN_n2_emis[kgNha-1]	dN_nh3_emis[kgNha-1]	dN_n2_fix[kgNha-1]	dC_co2_fix[kgCha-1]	dS_so4_leach[kgSha-1]	dC_litter[kgCha-1]	dN_litter[kgNha-1]	dN_dep[kgNha-1]	dN_up_floor[kgNha-1]	dN_up_min[kgNha-1]	dN_mineral_floor[kgNha-1]	dN_mineral_min[kgNha-1]	dN_nitrify_floor[kgNha-1]	dN_nitrify_min[kgNha-1]	dN_denitrify_floor[kgNha-1]	dN_denitrify_min[kgNha-1]	dN_chemo_floor[kgNha-1]	dN_chemo_min[kgNha-1]	C_plants_floor[kgCha-1]	C_plants_min[kgCha-1]	C_soil_floor[kgCha-1]	C_soil_min[kgCha-1]	C_aorg_floor[kgCha-1]	C_aorg_min[kgCha-1]	C_litter_raw[kgCha-1]	C_litter_floor[kgCha-1]	C_litter_min[kgCha-1]	C_mic_floor[kgCha-1]	C_mic_min[kgCha-1]	C_sol_floor[kgCha-1]	C_sol_min[kgCha-1]	C_wood_above[kgCha-1]	C_wood_below[kgCha-1]	N_plants_floor[kgNha-1]	N_plants_min[kgNha-1]	N_soil_floor[kgNha-1]	N_soil_min[kgNha-1]	N_aorg_floor[kgNha-1]	N_aorg_min[kgNha-1]	N_litter_raw[kgNha-1]	N_litter_floor[kgNha-1]	N_litter_min[kgNha-1]	N_mic_floor[kgNha-1]	N_mic_min[kgNha-1]	N_sol_floor[kgNha-1]	N_sol_min[kgNha-1]	N_wood_above[kgNha-1]	N_wood_below[kgNha-1]	anvf_mean[-]
setup	0	2014-03-02 23:00:00	0	18.1082	3.03055	0.000112731	0	0.000210927	0.00107421	0.000532998	0.000302231	1.8155e-06	0.000119922	0	0	0	14.5024	0.553567	0.0136256	0	0	-0	0.198379	-0	0.19005	-0	6.8638e-05	-0	6.18721e-08	0	1330.04	0	76759.4	0	381.635	841.257	0	170.728	0	156.161	0	1.39216	0	0	0	46.4224	0	4986.52	0	45.9381	29.5387	0	6.23755	0	14.3382	0	3.55821	0	0	0.129534
setup	0	2014-03-03 23:00:00	0	18.142	3.02998	0.000109438	0	0.000202548	0.0010325	0.000537371	0.000303117	1.74701e-06	0.000124333	0	0	0	13.697	0.529398	0.0136256	0	0	-0	0.196734	-0	0.188733	-0	6.6663e-05	-0	6.22914e-08	0	1314.4	0	76770.1	0	381.066	851.807	0	171.441	0	156.215	0	1.42951	0	0	0	46.4019	0	4987.06	0	45.9853	29.9554	0	6.26201	0	14.3497	0	3.59463	0	0	0.129523
setup	0	2014-03-04 23:00:00	0	17.2381	3.16735	0.000104243	0	0.000115564	0.00101634	0.000531404	0.000300196	1.92188e-06	8.87211e-05	0	0	0	12.8196	0.502077	0.0136267	0	0	-0	0.207611	-0	0.201428	-0	7.40694e-05	-0	6.19101e-08	0	1298.25	0	76779.7	0	380.546	861.163	0	172.257	0	156.415	0	1.3475	0	0	0	46.3815	0	4987.57	0	46.0286	30.3333	0	6.29033	0	14.3773	0	3.6334	0	0	0.128831
setup	0	2014-03-05 23:00:00	0	17.0788	9.61541	0.000151204	0	0.00011596	0.00106495	0.002901	0.00454024	0.0105624	8.34353e-06	0	0	0	11.8765	0.47171	0.0142749	0	0	-0	0.753151	-0	0.710453	-0	0.0304367	-0	1.7342e-07	0	1282.66	0	76782	0	384.305	860.938	0	175.654	0	152.51	0	0.636327	0	0	0	46.3611	0	4988.02	0	46.2973	30.3761	0	6.40572	0	14.3207	0	3.6482	0	0	0.141298
setup	0	2014-03-06 23:00:00	0	17.2585	7.71981	0.000123145	0	0.000115779	0.00110107	0.00214939	0.00210208	0.00303259	1.07279e-05	0	0	0	10.8859	0.438433	0.0136256	0	0	-0	0.548613	-0	0.524041	-0	0.00826185	-0	1.4219e-07	0	1267.61	0	76785.2	0	385.078	861.202	0	178.249	0	152.186	0	0.555748	0	0	0	46.3407	0	4988.47	0	46.5338	30.437	0	6.49453	0	14.3183	0	3.6894	0	0	0.138711
setup	0	2014-03-07 23:00:00	0	17.3019	6.96768	0.000125526	0	0.00019216	0.00109273	0.00166949	0.00122468	0.001049	1.15378e-05	0	0	0	9.85391	0.402414	0.0136256	0	0	-0	0.497557	-0	0.473246	-0	0.00408436	-0	1.32097e-07	0	1251.67	0	76788.1	0	385.287	861.464	0	180.384	0	152.506	0	0.547101	0	0	0	46.3203	0	4988.89	0	46.7034	30.4975	0	6.56852	0	14.3717	0	3.73312	0	0	0.137084
setup	0	2014-03-08 23:00:00	0	17.3371	6.58447	0.000123392	0	0.000205128	0.00108033	0.00148753	0.000950167	0.000500161	1.21113e-05	0	0	0	8.77455	0.363852	0.0136256	0	0	-0	0.471948	-0	0.446644	-0	0.00262328	-0	1.28694e-07	0	1235.11	0	76790.2	0	385.318	861.33	0	182.211	0	152.995	0	0.555177	0	0	0	46.3	0	4989.26	0	46.8482	30.5428	0	6.63269	0	14.4352	0	3.7784	0	0	0.136071
setup	0	2014-03-09 23:00:00	0	16.849	6.43945	0.000119973	0	0.000143412	0.00106283	0.00137569	0.000858252	0.000394135	1.15115e-05	0	0	0	7.66068	0.322972	0.0136267	0	0	-0	0.459578	-0	0.438323	-0	0.00238408	-0	1.2426e-07	0	1218.04	0	76791.4	0	385.482	860.476	0	183.834	0	153.31	0	0.55479	0	0	0	46.2797	0	4989.59	0	47.0016	30.5606	0	6.69057	0	14.4888	0	3.81894	0	0	0.135323
setup	0	2014-03-10 23:00:00	0	16.6971	6.12233	0.000114625	0	0.000144124	0.00107189	0.00126185	0.000757192	0.000238349	1.12886e-05	0	0	0	6.52354	0.280026	0.0136256	0	0	-0	0.43431	-0	0.416196	-0	0.00178343	-0	1.21818e-07	0	1201.15	0	76791.8	0	385.508	859.028	0	185.233	0	153.748	0	0.56279	0	0	0	46.2594	0	4989.89	0	47.1449	30.554	0	6.74136	0	14.5441	0	3.85669	0	0	0.134634
setup	0	2014-03-11 23:00:00	0	16.4015	5.85879	0.00011426	0	0.000142826	0.00109023	0.0011837	0.000691192	0.000164915	1.12468e-05	0	0	0	5.37843	0.235291	0.0136256	0	0	-0	0.418816	-0	0.400292	-0	0.00146178	-0	1.16079e-07	0	1184.2	0	76791.3	0	385.499	856.928	0	186.441	0	154.175	0	0.5758	0	0	0	46.2391	0	4990.13	0	47.2738	30.5196	0	6.78611	0	14.599	0	3.89696	0	0	0.134048
setup	0	2014-03-12 23:00:00	0	16.5359	5.78441	0.000114238	0	0.000199604	0.00110091	0.00118862	0.000674045	0.000123199	1.2164e-05	0	0	0	4.23368	0.189063	0.0136256	0	0	-0	0.411743	-0	0.392793	-0	0.00125873	-0	1.15412e-07	0	1167.45	0	76789.8	0	385.489	853.882	0	187.528	0	154.598	0	0.592303	0	0	0	46.2189	0	4990.33	0	47.4037	30.4455	0	6.82711	0	14.6501	0	3.9378	0	0	0.133784
setup	0	2014-03-13 23:00:00	0	16.2237	5.64928	0.00011646	0	0.000182582	0.00108896	0.00113887	0.000642181	9.66459e-05	1.20874e-05	0	0	0	3.1012	0.141654	0.0136256	0	0	-0	0.401532	-0	0.383693	-0	0.00111629	-0	1.12655e-07	0	1150.49	0	76787.2	0	385.483	850.013	0	188.479	0	154.983	0	0.605861	0	0	0	46.1987	0	4990.48	0	47.5314	30.3345	0	6.8638	0	14.6987	0	3.97897	0	0	0.133412
setup	0	2014-03-14 23:00:00	0	15.2768	5.43143	0.000111891	0	0.000148364	0.00109103	0.000985926	0.000574027	7.88414e-05	1.01239e-05	0	0	0	1.99137	0.0933923	0.0136256	0	0	-0	0.387956	-0	0.371482	-0	0.00100628	-0	1.09698e-07	0	1133.81	0	76783.7	0	385.52	845.438	0	189.29	0	155.285	0	0.608419	0	0	0	46.1785	0	4990.59	0	47.6546	30.1893	0	6.89596	0	14.7415	0	4.02038	0	0	0.13252
setup	0	2014-03-15 23:00:00	0	15.3577	5.3688	0.000104942	0	0.000150433	0.0011357	0.000994228	0.000573611	6.56381e-05	1.07597e-05	0	0	0	0.925724	0.0446148	0.0136256	0	0	-0	0.381944	-0	0.364792	-0	0.000910111	-0	1.07979e-07	0	1118.09	0	76779.3	0	385.553	839.93	0	190.009	0	155.595	0	0.619368	0	0	0	46.1583	0	4990.64	0	47.7792	29.9996	0	6.92521	0	14.7811	0	4.06147	0	0	0.132167
setup	0	2014-03-16 23:00:00	0	15.1828	5.29318	0.000113369	0	0.000153302	0.00114099	0.000983529	0.000564646	5.49511e-05	1.10386e-05	0	0	0	0.431672	0.0201267	0.0136256	0	0	-0	0.375789	-0	0.359723	-0	0.000825842	-0	1.07468e-07	0	1102.3	0	76774.4	0	385.561	834.12	0	190.628	0	155.915	0	0.632768	0	0	0	46.1382	0	4990.67	0	47.9023	29.7921	0	6.95111	0	14.8198	0	4.10202	0	0	0.131938
setup	0	2014-03-17 23:00:00	0	15.3847	5.2549	0.000111324	0	0.000240368	0.00113865	0.00105142	0.000583551	4.59599e-05	1.29112e-05	0	0	0	0.42518	0.0201005	0.0136256	0	0	-0	0.370523	-0	0.356192	-0	0.000747489	-0	1.05801e-07	0	1086.69	0	76769.6	0	385.542	828.442	0	191.157	0	156.248	0	0.654483	0	0	0	46.1181	0	4990.71	0	48.0282	29.5893	0	6.974	0	14.8571	0	4.14107	0	0	0.132049
setup	0	2014-03-18 23:00:00	0	15.0726	5.17515	0.000113093	0	0.000241164	0.00110072	0.00102817	0.000568182	3.82478e-05	1.29831e-05	0	0	0	0.418771	0.0200744	0.0136256	0	0	-0	0.371008	-0	0.352105	-0	0.000676109	-0	1.05802e-07	0	1070.89	0	76764.8	0	385.474	822.969	0	191.595	0	156.604	0	0.672253	0	0	0	46.098	0	4990.73	0	48.1362	29.3938	0	6.99383	0	14.897	0	4.18726	0	0	0.131865
setup	0	2014-03-19 23:00:00	0	14.8277	5.0808	0.000104946	0	0.000239153	0.00107665	0.00104199	0.00056886	3.21375e-05	1.3791e-05	0	0	0	0.412298	0.0200483	0.0136256	0	0	-0	0.360974	-0	0.347827	-0	0.000611191	-0	1.03628e-07	0	1055.4	0	76760.1	0	385.386	817.695	0	191.951	0	156.958	0	0.689477	0	0	0	46.078	0	4990.77	0	48.2483	29.2055	0	7.01092	0	14.9363	0	4.22969	0	0	0.131668
setup	0	2014-03-20 23:00:00	0	14.3518	4.99644	0.000103306	0	0.000206959	0.00105056	0.0009898	0.000547998	2.70451e-05	1.31189e-05	0	0	0	0.405959	0.0200222	0.0136256	0	0	-0	0.355557	-0	0.341365	-0	0.000553911	-0	1.04533e-07	0	1040.17	0	76755.5	0	385.309	812.597	0	192.236	0	157.28	0	0.702668	0	0	0	46.058	0	4990.8	0	48.3597	29.0234	0	7.02567	0	14.9727	0	4.27065	0	0	0.131248
setup	0	2014-03-21 23:00:00	0	14.1346	4.90361	9.71337e-05	0	0.000246707	0.00105274	0.00100746	0.000548046	2.28742e-05	1.41819e-05	0	0	0	0.399727	0.0199962	0.0136256	0	0	-0	0.352668	-0	0.336893	-0	0.000503065	-0	1.02213e-07	0	1025.42	0	76751	0	385.195	807.673	0	192.455	0	157.619	0	0.719798	0	0	0	46.038	0	4990.83	0	48.4597	28.8475	0	7.03826	0	15.0101	0	4.31629	0	0	0.131091
setup	0	2014-03-22 23:00:00	0	13.6955	4.81793	9.7865e-05	0	0.000245735	0.00103587	0.000992931	0.000540375	1.94788e-05	1.43351e-05	0	0	0	0.393692	0.0199702	0.0136256	0	0	-0	0.346158	-0	0.332138	-0	0.000458091	-0	1.01647e-07	0	1010.89	0	76746.6	0	385.041	802.918	0	192.614	0	157.976	0	0.735718	0	0	0	46.018	0	4990.86	0	48.5572	28.6777	0	7.04889	0	15.0484	0	4.36068	0	0	0.130803
setup	0	2014-03-23 23:00:00	0	12.8728	4.66438	9.14617e-05	0	0.000200116	0.00103163	0.000928409	0.000511844	1.67361e-05	1.34343e-05	0	0	0	0.387754	0.0199442	0.0136256	0	0	-0	0.334632	-0	0.325325	-0	0.000417978	-0	9.79e-08	0	996.805	0	76742.3	0	384.921	798.409	0	192.713	0	158.27	0	0.741961	0	0	0	45.9981	0	4990.89	0	48.6557	28.5166	0	7.05761	0	15.085	0	4.40163	0	0	0.130146
setup	0	2014-03-24 23:00:00	0	12.3361	4.56959	8.61886e-05	0	0.00020142	0.00105308	0.000888237	0.000494826	1.44556e-05	1.3276e-05	0	0	0	0.381997	0.0199183	0.0136256	0	0	-0	0.330905	-0	0.317655	-0	0.000383399	-0	9.72478e-08	0	983.55	0	76738.1	0	384.796	794.043	0	192.768	0	158.554	0	0.751291	0	0	0	45.9781	0	4990.92	0	48.7467	28.3607	0	7.0649	0	15.1204	0	4.44404	0	0	0.129708
setup	0	2014-03-25 23:00:00	0	11.8674	4.46413	8.46021e-05	0	0.000203114	0.00107543	0.000893305	0.000491376	1.26046e-05	1.49237e-05	0	0	0	0.376567	0.0198924	0.0136256	0	0	-0	0.323612	-0	0.311771	-0	0.000353248	-0	9.32732e-08	0	970.838	0	76734	0	384.655	789.845	0	192.778	0	158.829	0	0.764982	0	0	0	45.9583	0	4990.95	0	48.836	28.2108	0	7.07077	0	15.1548	0	4.48563	0	0	0.129477
setup	0	2014-03-26 23:00:00	0	11.5301	4.43615	8.50478e-05	0	0.000300805	0.00106599	0.000919712	0.000496875	1.10345e-05	1.7209e-05	0	0	0	0.371354	0.0198666	0.0136256	0	0	-0	0.324066	-0	0.308475	-0	0.000326224	-0	9.42784e-08	0	958.599	0	76730	0	384.495	785.731	0	192.751	0	159.1	0	0.788218	0	0	0	45.9384	0	4990.98	0	48.9183	28.0638	0	7.07547	0	15.1867	0	4.53304	0	0	0.129469
setup	0	2014-03-27 23:00:00	0	10.7166	4.39363	8.42894e-05	0	0.000246409	0.00102981	0.000889336	0.000487929	9.73973e-06	1.89989e-05	0	0	0	0.366332	0.0198407	0.0136256	0	0	-0	0.310597	-0	0.30368	-0	0.000301517	-0	9.46046e-08	0	946.702	0	76725.9	0	384.35	781.755	0	192.689	0	159.308	0	0.804827	0	0	0	45.9185	0	4991.02	0	49.0217	27.9218	0	7.07902	0	15.2117	0	4.56843	0	0	0.129
setup	0	2014-03-28 23:00:00	0	9.75941	4.31022	7.39039e-05	0	0.000219855	0.00102958	0.000833234	0.000462922	8.61888e-06	2.03439e-05	0	0	0	0.36145	0.0198149	0.0136256	0	0	-0	0.310864	-0	0.299205	-0	0.000279016	-0	9.26583e-08	0	935.624	0	76722	0	384.275	777.951	0	192.593	0	159.39	0	0.814786	0	0	0	45.8987	0	4991.05	0	49.1151	27.7859	0	7.08156	0	15.227	0	4.61431	0	0	0.12833
setup	0	2014-03-29 23:00:00	0	9.13874	4.27481	6.95913e-05	0	0.000221734	0.00104959	0.000838115	0.000464739	7.70526e-06	2.4258e-05	0	0	0	0.356888	0.0197892	0.0136256	0	0	-0	0.306315	-0	0.29334	-0	0.000259757	-0	9.21322e-08	0	925.508	0	76718.1	0	384.164	774.234	0	192.47	0	159.469	0	0.83623	0	0	0	45.8789	0	4991.07	0	49.2087	27.6532	0	7.08325	0	15.2394	0	4.66043	0	0	0.128157
setup	0	2014-03-30 23:00:00	0	8.33163	4.23322	6.99117e-05	0	0.00027162	0.00103856	0.000833124	0.000459923	6.93402e-06	2.8007e-05	0	0	0	0.352701	0.0197635	0.0136256	0	0	-0	0.301244	-0	0.288576	-0	0.000242344	-0	9.14158e-08	0	916.017	0	76714.2	0	384.047	770.63	0	192.32	0	159.513	0	0.858982	0	0	0	45.8592	0	4991.1	0	49.304	27.5244	0	7.0841	0	15.2478	0	4.70615	0	0	0.127837
setup	0	2014-03-31 23:00:00	0	7.43779	4.17401	6.38651e-05	0	0.000268358	0.00103528	0.000833267	0.000456929	6.2776e-06	3.30474e-05	0	0	0	0.34876	0.0197378	0.0136256	0	0	-0	0.293685	-0	0.285236	-0	0.000226443	-0	8.90247e-08	0	907.336	0	76710.3	0	383.897	767.154	0	192.146	0	159.548	0	0.881188	0	0	0	45.8394	0	4991.14	0	49.4024	27.4003	0	7.08419	0	15.254	0	4.74939	0	0	0.127483
setup	0	2014-04-01 23:00:00	0	6.48831	4.13006	6.06501e-05	0	0.000254411	0.00102156	0.00079964	0.00044136	5.71298e-06	3.50187e-05	0	0	0	0.345135	0.0197121	0.0136256	0	0	-0	0.291599	-0	0.278772	-0	0.000212168	-0	8.91963e-08	0	899.553	0	76706.5	0	383.777	763.776	0	191.951	0	159.522	0	0.902679	0	0	0	45.8197	0	4991.17	0	49.4968	27.2796	0	7.08362	0	15.257	0	4.79518	0	0	0.127091
setup	0	2014-04-02 23:00:00	0	5.55889	4.0815	5.5791e-05	0	0.000264695	0.00111212	0.000801355	0.00044243	5.23237e-06	4.02062e-05	0	0	0	0.341857	0.0196865	0.0136256	0	0	-0	0.283004	-0	0.276001	-0	0.000198844	-0	8.8498e-08	0	892.723	0	76702.8	0	383.671	760.497	0	191.737	0	159.451	0	0.92535	0	0	0	45.8	0	4991.2	0	49.6032	27.1625	0	7.08246	0	15.2539	0	4.83501	0	0	0.126647
setup	0	2014-04-03 23:00:00	0	4.64778	4.03442	5.93298e-05	0	0.000284101	0.00100846	0.00079019	0.000434724	4.82003e-06	4.47706e-05	0	0	0	0.338947	0.0196609	0.0136256	0	0	-0	0.281127	-0	0.270964	-0	0.000187448	-0	8.73332e-08	0	886.825	0	76699.1	0	383.494	757.313	0	191.506	0	159.42	0	0.949729	0	0	0	45.7804	0	4991.23	0	49.6989	27.0488	0	7.08076	0	15.2542	0	4.87803	0	0	0.126383
setup	0	2014-04-04 23:00:00	0	3.69238	3.97343	5.05134e-05	0	0.000248859	0.00100351	0.000752999	0.00041777	4.46018e-06	4.54964e-05	0	0	0	0.336395	0.0196353	0.0136256	0	0	-0	0.27707	-0	0.267892	-0	0.000176324	-0	8.66948e-08	0	881.841	0	76695.4	0	383.303	754.239	0	191.259	0	159.377	0	0.966489	0	0	0	45.7607	0	4991.26	0	49.7902	26.939	0	7.07859	0	15.2546	0	4.92236	0	0	0.125709
setup	0	2014-04-05 23:00:00	0	2.85104	3.90535	5.02144e-05	0	0.000251184	0.0010219	0.000723441	0.000404485	4.16137e-06	4.81121e-05	0	0	0	0.334195	0.0196098	0.0136256	0	0	-0	0.269776	-0	0.263049	-0	0.000166871	-0	8.4932e-08	0	877.815	0	76691.8	0	383.133	751.266	0	191.002	0	159.29	0	0.981506	0	0	0	45.7411	0	4991.29	0	49.8865	26.8328	0	7.07604	0	15.2524	0	4.96234	0	0	0.12523
setup	0	2014-04-06 23:00:00	0	2.15831	3.84549	6.21796e-05	0	0.000253689	0.00104979	0.000708871	0.000398155	3.9039e-06	5.25365e-05	0	0	0	0.332361	0.0195843	0.0136256	0	0	-0	0.269777	-0	0.259579	-0	0.000158263	-0	8.33752e-08	0	874.631	0	76688.3	0	382.963	748.38	0	190.733	0	159.179	0	1.00039	0	0	0	45.7215	0	4991.32	0	49.9715	26.7298	0	7.07315	0	15.2495	0	5.00938	0	0	0.124864
setup	0	2014-04-07 23:00:00	0	1.59004	3.79934	6.65417e-05	0	0.000256654	0.00106011	0.000691701	0.000389952	3.68405e-06	5.57919e-05	0	0	0	0.33085	0.0195588	0.0136256	0	0	-0	0.262766	-0	0.253742	-0	0.000151086	-0	8.23222e-08	0	872.142	0	76684.8	0	382.714	745.57	0	190.455	0	159.128	0	1.02253	0	0	0	45.702	0	4991.35	0	50.0577	26.6294	0	7.06994	0	15.2493	0	5.05129	0	0	0.124692
setup	0	2014-04-08 23:00:00	0	1.14328	3.75001	8.11538e-05	0	0.000317883	0.00106893	0.000694618	0.00038827	3.48581e-06	6.41541e-05	0	0	0	0.329603	0.0195334	0.0136256	0	0	-0	0.263498	-0	0.250644	-0	0.000144084	-0	7.99395e-08	0	870.222	0	76681.4	0	382.484	742.841	0	190.168	0	159.033	0	1.04912	0	0	0	45.6825	0	4991.38	0	50.1341	26.5319	0	7.06641	0	15.2477	0	5.10084	0	0	0.124592
setup	0	2014-04-09 23:00:00	0	0.796792	3.73121	7.45379e-05	0	0.000346703	0.00105553	0.000701013	0.000392308	3.31457e-06	7.00637e-05	0	0	0	0.328574	0.019508	0.0136256	0	0	-0	0.255972	-0	0.249113	-0	0.000138094	-0	8.14602e-08	0	868.751	0	76678	0	382.174	740.161	0	189.872	0	159.003	0	1.07868	0	0	0	45.6629	0	4991.41	0	50.2181	26.4362	0	7.06256	0	15.2479	0	5.1419	0	0	0.124687
setup	0	2014-04-10 23:00:00	0	0.533978	3.69787	7.72227e-05	0	0.000349129	0.00103573	0.000701576	0.000390777	3.14719e-06	7.59965e-05	0	0	0	0.327715	0.0194827	0.0136256	0	0	-0	0.251499	-0	0.245927	-0	0.000131766	-0	8.07927e-08	0	867.626	0	76674.6	0	381.909	737.549	0	189.568	0	158.91	0	1.10654	0	0	0	45.6435	0	4991.44	0	50.3053	26.3429	0	7.05845	0	15.2457	0	5.18076	0	0	0.12435
setup	0	2014-04-11 23:00:00	0	0.342438	3.66366	6.39082e-05	0	0.000310855	0.00101596	0.000683477	0.000383333	3.00394e-06	7.62968e-05	0	0	0	0.326988	0.0194573	0.0136256	0	0	-0	0.254347	-0	0.244733	-0	0.000126316	-0	8.18922e-08	0	866.765	0	76671.2	0	381.591	734.999	0	189.259	0	158.859	0	1.129	0	0	0	45.624	0	4991.47	0	50.3792	26.2518	0	7.05412	0	15.2446	0	5.22853	0	0	0.124246
setup	0	2014-04-12 23:00:00	0	0.212726	3.61433	6.40859e-05	0	0.00030016	0.00101879	0.000664882	0.000374149	2.87062e-06	7.87005e-05	0	0	0	0.326362	0.019432	0.0136256	0	0	-0	0.249775	-0	0.241409	-0	0.00012104	-0	8.04921e-08	0	866.096	0	76667.9	0	381.28	732.521	0	188.946	0	158.788	0	1.14805	0	0	0	45.6046	0	4991.5	0	50.4521	26.1633	0	7.04964	0	15.2442	0	5.2749	0	0	0.123894
setup	0	2014-04-13 23:00:00	0	0.131269	3.57949	6.79961e-05	0	0.000315889	0.00102794	0.00065364	0.000369796	2.75174e-06	8.26644e-05	0	0	0	0.325809	0.0194068	0.0136256	0	0	-0	0.24704	-0	0.237105	-0	0.000116389	-0	8.02195e-08	0	865.558	0	76664.6	0	380.93	730.094	0	188.629	0	158.741	0	1.17244	0	0	0	45.5852	0	4991.53	0	50.5229	26.0766	0	7.04499	0	15.245	0	5.32067	0	0	0.123795
setup	0	2014-04-14 23:00:00	0	0.0786655	3.52841	6.72674e-05	0	0.000309594	0.00103958	0.000639044	0.000361611	2.64564e-06	8.56995e-05	0	0	0	0.325305	0.0193816	0.0136256	0	0	-0	0.243188	-0	0.235525	-0	0.000112272	-0	7.83772e-08	0	865.101	0	76661.4	0	380.619	727.74	0	188.309	0	158.646	0	1.19129	0	0	0	45.5658	0	4991.56	0	50.5938	25.9925	0	7.04023	0	15.2436	0	5.36632	0	0	0.12367
setup	0	2014-04-15 23:00:00	0	0.0469637	3.48748	6.79975e-05	0	0.000307581	0.00104984	0.000622594	0.000354895	2.54767e-06	8.82769e-05	0	0	0	0.324833	0.0193564	0.0136256	0	0	-0	0.238604	-0	0.23208	-0	0.00010846	-0	7.76074e-08	0	864.698	0	76658.2	0	380.262	725.438	0	187.987	0	158.587	0	1.21277	0	0	0	45.5464	0	4991.59	0	50.6645	25.9103	0	7.03537	0	15.2443	0	5.40883	0	0	0.123663
setup	0	2014-04-16 23:00:00	0	0.028332	3.45996	7.45959e-05	0	0.00036476	0.00105894	0.000628639	0.000358622	2.45876e-06	9.79362e-05	0	0	0	0.324381	0.0193312	0.0136256	0	0	-0	0.234679	-0	0.229667	-0	0.000105105	-0	7.75107e-08	0	864.326	0	76655.1	0	379.936	723.177	0	187.661	0	158.485	0	1.24226	0	0	0	45.5271	0	4991.62	0	50.7387	25.8296	0	7.03037	0	15.2435	0	5.44865	0	0	0.123821
setup	0	2014-04-17 23:00:00	0	0.0166315	3.41488	7.17188e-05	0	0.000332167	0.00105912	0.00060804	0.000345391	2.37217e-06	9.83432e-05	0	0	0	0.323942	0.0193061	0.0136256	0	0	-0	0.236226	-0	0.226783	-0	0.000101755	-0	7.49864e-08	0	863.974	0	76652	0	379.59	720.982	0	187.335	0	158.396	0	1.26314	0	0	0	45.5078	0	4991.65	0	50.8016	25.7512	0	7.02531	0	15.2427	0	5.49653	0	0	0.123684
setup	0	2014-04-18 23:00:00	0	0.00987919	3.38984	7.62849e-05	0	0.000360635	0.00105867	0.00061042	0.000348964	2.28695e-06	0.000106325	0	0	0	0.32351	0.019281	0.0136256	0	0	-0	0.230226	-0	0.225631	-0	9.83987e-05	-0	7.58313e-08	0	863.634	0	76648.9	0	379.224	718.822	0	187.006	0	158.317	0	1.29152	0	0	0	45.4885	0	4991.68	0	50.8706	25.674	0	7.02015	0	15.243	0	5.53746	0	0	0.123548
setup	0	2014-04-19 23:00:00	0	0.00585009	3.36635	7.51921e-05	0	0.000375713	0.00105494	0.00060539	0.000345565	2.2118e-06	0.000110082	0	0	0	0.323083	0.0192559	0.0136256	0	0	-0	0.230816	-0	0.222565	-0	9.54415e-05	-0	7.5788e-08	0	863.301	0	76645.9	0	378.828	716.701	0	186.675	0	158.261	0	1.32102	0	0	0	45.4693	0	4991.71	0	50.9322	25.5983	0	7.01488	0	15.2446	0	5.58272	0	0	0.123521
setup	0	2014-04-20 23:00:00	0	0.00348649	3.35305	7.85554e-05	0	0.000418493	0.00104319	0.000619727	0.000352807	2.14393e-06	0.000121771	0	0	0	0.32266	0.0192309	0.0136256	0	0	-0	0.226763	-0	0.221618	-0	9.28257e-05	-0	7.67122e-08	0	862.972	0	76642.8	0	378.41	714.61	0	186.341	0	158.216	0	1.35681	0	0	0	45.45	0	4991.74	0	50.9981	25.5236	0	7.0095	0	15.2464	0	5.62382	0	0	0.123684
setup	0	2014-04-21 23:00:00	0	0.00199807	3.83214	6.90128e-05	0	0.000358063	0.001027	0.000755588	0.000424428	3.62674e-06	6.62313e-05	0	0	0	0.322238	0.0192059	0.0136299	0	0	-0	0.280868	-0	0.274416	-0	0.000137377	-0	8.38622e-08	0	862.647	0	76639.3	0	378.111	711.701	0	186.017	0	158.592	0	1.15871	0	0	0	45.4308	0	4991.77	0	51.0321	25.4197	0	7.00437	0	15.3067	0	5.66646	0	0	0.123543
setup	0	2014-04-22 23:00:00	0	0.00112119	6.06153	5.96157e-05	0	0.000351255	0.00103686	0.00125129	0.000724207	7.8126e-05	1.85988e-05	0	0	0	0.321818	0.0191809	0.0136583	0	0	-0	0.481573	-0	0.460323	-0	0.0017311	-0	1.15066e-07	0	862.323	0	76633.5	0	379.503	706.243	0	185.699	0	157.556	0	0.900173	0	0	0	45.4116	0	4991.8	0	51.1456	25.2247	0	6.9992	0	15.3753	0	5.70938	0	0	0.123596
setup	0	2014-04-23 23:00:00	0	0.000622565	10.7394	3.91232e-05	0	0.000352888	0.00109165	0.00396506	0.00693258	0.0203107	5.80262e-06	0	0	0	0.321399	0.019156	0.0145992	0	0	-0	0.854061	-0	0.815914	-0	0.0566924	-0	2.17923e-07	0	862	0	76623.2	0	383.768	696.905	0	185.359	0	153.06	0	0.547681	0	0	0	45.3925	0	4991.77	0	51.5981	24.8912	0	6.99248	0	15.1843	0	5.75471	0	0	0.124118
