source	id	datetime	dC_ch4_emis[kgCha-1]	dC_co2_emis_auto[kgCha-1]	dC_co2_emis_hetero[kgCha-1]	dC_doc_leach[kgCha-1]	dN_don_leach[kgNha-1]	dN_no3_leach[kgNha-1]	dN_nh4_leach[kgNha-1]	dN_no_emis[kgNha-1]	dN_n2o_emis[kgNha-1]	dN_n2_emis[kgNha-1]	dN_nh3_emis[kgNha-1]	dN_n2_fix[kgNha-1]	dC_co2_fix[kgCha-1]	dS_so4_leach[kgSha-1]	dC_litter[kgCha-1]	dN_litter[kgNha-1]	dN_dep[kgNha-1]	dN_up_floor[kgNha-1]	dN_up_min[kgNha-1]	dN_mineral_floor[kgNha-1]	dN_mineral_min[kgNha-1]	dN_nitrify_floor[kgNha-1]	dN_nitrify_min[kgNha-1]	dN_denitrify_floor[kgNha-1]	dN_denitrify_min[kgNha-1]	dN_chemo_floor[kgNha-1]	dN_chemo_min[kgNha-1]	C_plants_floor[kgCha-1]	C_plants_min[kgCha-1]	C_soil_floor[kgCha-1]	C_soil_min[kgCha-1]	C_aorg_floor[kgCha-1]	C_aorg_min[kgCha-1]	C_litter_raw[kgCha-1]	C_litter_floor[kgCha-1]	C_litter_min[kgCha-1]	C_mic_floor[kgCha-1]	C_mic_min[kgCha-1]	C_sol_floor[kgCha-1]	C_sol_min[kgCha-1]	C_wood_above[kgCha-1]	C_wood_below[kgCha-1]	N_plants_floor[kgNha-1]	N_plants_min[kgNha-1]	N_soil_floor[kgNha-1]	N_soil_min[kgNha-1]	N_aorg_floor[kgNha-1]	N_aorg_min[kgNha-1]	N_litter_raw[kgNha-1]	N_litter_floor[kgNha-1]	N_litter_min[kgNha-1]	N_mic_floor[kgNha-1]	N_mic_min[kgNha-1]	N_sol_floor[kgNha-1]	N_sol_min[kgNha-1]	N_wood_above[kgNha-1]	N_wood_below[kgNha-1]	anvf_mean[-]
setup	0	2008-03-25 23:00:00	0	30.581	10.6055	0.00265405	1.52336e-06	0.000143244	0.00156655	0.00230668	0.0128399	0.078896	3.60672e-06	0	0	0	1.03573	0.0407072	0.0143224	0	0	-0	0.667151	-0	0.661226	-0	0.191493	-0	1.88873e-07	0	1709.55	0	76893.5	0	306.23	774.811	0	269.959	0	150.951	0	0.432982	0	0	0	74.3542	0	4941.75	0	32.2656	20.7729	0	6.96259	0	12.0268	0	2.56008	0	0	0.337342
setup	0	2008-03-26 23:00:00	0	28.8858	9.53466	0.00356413	6.4408e-06	0.000141754	0.0016074	0.00173401	0.0159244	0.154069	2.19435e-06	0	0	0	1.01703	0.0406543	0.0146935	0	0	-0	0.653452	-0	0.664172	-0	0.275809	-0	2.03072e-07	0	1676.99	0	76884.9	0	306.88	764.289	0	270.17	0	150.716	0	0.321522	0	0	0	74.2667	0	4941.63	0	32.126	20.4908	0	6.98475	0	12.2202	0	2.50653	0	0	0.439317
setup	0	2008-03-27 23:00:00	0	28.8298	10.0997	0.00281825	1.36408e-05	0.000134554	0.00138173	0.00234758	0.0169085	0.114339	3.02024e-06	0	0	0	0.997544	0.0406014	0.0136477	0	0	-0	0.611269	-0	0.607663	-0	0.216979	-0	1.66895e-07	0	1645.91	0	76875.7	0	307.128	753.851	0	269.825	0	150.86	0	0.262461	0	0	0	74.1675	0	4941.53	0	32.0937	20.211	0	6.99271	0	12.3863	0	2.44019	0	0	0.468198
setup	0	2008-03-28 23:00:00	0	29.3903	9.64819	0.00263797	2.48743e-05	0.000129745	0.00135107	0.00168238	0.019688	0.238022	2.67203e-06	0	0	0	0.979094	0.0405487	0.0148431	0	0	-0	0.663187	-0	0.658612	-0	0.349453	-0	1.95776e-07	0	1614.65	0	76867	0	307.432	743.166	0	269.871	0	150.735	0	0.210827	0	0	0	74.054	0	4941.32	0	31.9215	19.9245	0	7.01101	0	12.5674	0	2.35916	0	0	0.54919
setup	0	2008-03-29 23:00:00	0	29.054	9.26237	0.00309843	4.47338e-05	0.000129111	0.00120967	0.00128419	0.017565	0.350623	2.4923e-06	0	0	0	0.960708	0.0404959	0.015515	0	0	-0	0.668353	-0	0.630687	-0	0.428044	-0	1.87986e-07	0	1582.54	0	76858.7	0	307.527	732.724	0	269.906	0	150.497	0	0.160313	0	0	0	73.9232	0	4941	0	31.6755	19.6445	0	7.02903	0	12.738	0	2.22109	0	0	0.667784
setup	0	2008-03-30 23:00:00	0	29.0669	9.57585	0.00297202	8.46519e-05	0.00117718	0.00145588	0.00168435	0.017706	0.362309	2.73428e-06	0	0	0	0.94202	0.0404433	0.0143017	0	0	-0	0.64927	-0	0.602576	-0	0.427021	-0	1.71987e-07	0	1550.41	0	76850	0	307.362	722.29	0	269.623	0	150.445	0	0.129934	0	0	0	73.7715	0	4940.67	0	31.4766	19.3648	0	7.03916	0	12.8814	0	2.05602	0	0	0.739885
setup	0	2008-03-31 23:00:00	0	28.74	9.97819	0.00267114	0.000236167	0.000330822	0.00141461	0.00215832	0.0166765	0.320235	2.76761e-06	0	0	0	0.92356	0.0403907	0.0137428	0	0	-0	0.628388	-0	0.574508	-0	0.381237	-0	1.60735e-07	0	1517.86	0	76841	0	307.175	712.062	0	268.949	0	150.503	0	0.124142	0	0	0	73.5948	0	4940.38	0	31.3734	19.0906	0	7.0396	0	12.9792	0	1.90247	0	0	0.690091
setup	0	2008-04-01 23:00:00	0	28.5601	10.2434	0.00485352	0.000523459	0.0020738	0.00114653	0.00239148	0.0158326	0.2459	3.49476e-06	0	0	0	0.905119	0.0403382	0.0136273	0	0	-0	0.611789	-0	0.572213	-0	0.303222	-0	1.53762e-07	0	1485.16	0	76831.7	0	306.798	701.963	0	268.011	0	150.704	0	0.121428	0	0	0	73.3879	0	4940.14	0	31.3276	18.8199	0	7.03342	0	13.0427	0	1.7997	0	0	0.675165
setup	0	2008-04-02 23:00:00	0	28.429	9.54433	0.00459156	0.000481859	0.00706439	0.00239444	0.00251073	0.0152708	0.234293	3.72645e-06	0	0	0	0.886897	0.0402858	0.0136269	0	0	-0	0.614723	-0	0.582248	-0	0.306595	-0	1.57067e-07	0	1452.07	0	76823	0	306.687	691.919	0	266.986	0	151.421	0	0.0605752	0	0	0	73.1455	0	4939.9	0	31.2652	18.5505	0	7.02529	0	13.1261	0	1.68808	0	0	0.664582
setup	0	2008-04-03 23:00:00	0	27.9473	9.20807	0.00344147	0.000357396	0.00788212	0.00245296	0.00253414	0.0144697	0.236089	3.8365e-06	0	0	0	0.868803	0.0402334	0.013626	0	0	-0	0.61312	-0	0.5901	-0	0.308046	-0	1.56538e-07	0	1418.47	0	76814.7	0	307.116	682.127	0	265.888	0	151.781	0	0.0597539	0	0	0	72.8609	0	4939.68	0	31.23	18.288	0	7.01551	0	13.1745	0	1.5962	0	0	0.634265
setup	0	2008-04-04 23:00:00	0	27.3352	8.792	0.00263677	0.000264721	0.00468881	0.00200626	0.0025093	0.0138826	0.249218	3.60488e-06	0	0	0	0.850804	0.0401811	0.0136292	0	0	-0	0.597864	-0	0.584449	-0	0.286954	-0	1.55418e-07	0	1384.61	0	76806.8	0	308.029	672.586	0	264.726	0	152.025	0	0.0588219	0	0	0	72.5269	0	4939.48	0	31.2419	18.0322	0	7.00435	0	13.1832	0	1.533	0	0	0.589099
setup	0	2008-04-05 23:00:00	0	26.7988	8.85455	0.00207731	0.000199556	0.00249493	0.00106941	0.00253503	0.0133246	0.23216	3.68007e-06	0	0	0	0.833105	0.0401289	0.0136259	0	0	-0	0.573419	-0	0.559081	-0	0.227556	-0	1.49987e-07	0	1350.5	0	76798.9	0	309.097	663.316	0	263.472	0	152.062	0	0.0574713	0	0	0	72.1352	0	4939.35	0	31.3103	17.7837	0	6.99106	0	13.1575	0	1.51001	0	0	0.534417
setup	0	2008-04-06 23:00:00	0	26.6672	10.8581	0.00165876	0.000152925	0.00259914	0.00070498	0.00263788	0.0133046	0.166317	3.84244e-06	0	0	0	0.81578	0.0400767	0.0136266	0	0	-0	0.562366	-0	0.544572	-0	0.174638	-0	1.52907e-07	0	1315.98	0	76788.9	0	309.654	653.966	0	262.104	0	150.925	0	0.105731	0	0	0	71.6766	0	4939.26	0	31.4797	17.533	0	6.9751	0	13.0576	0	1.52035	0	0	0.480387
setup	0	2008-04-07 23:00:00	0	26.1543	10.4964	0.00132968	0.000118877	0.00235919	0.000870353	0.00272538	0.0130185	0.113634	3.95381e-06	0	0	0	0.798781	0.0400246	0.0136268	0	0	-0	0.559543	-0	0.538894	-0	0.152666	-0	1.52529e-07	0	1280.5	0	76779.3	0	309.66	644.776	0	260.65	0	150.815	0	0.114	0	0	0	71.141	0	4939.19	0	31.5812	17.2866	0	6.95715	0	13.0469	0	1.5338	0	0	0.43266
setup	0	2008-04-08 23:00:00	0	25.4707	10.5603	0.00108275	9.34653e-05	0.00236605	0.000839366	0.00280347	0.012535	0.0931705	4.1121e-06	0	0	0	0.781856	0.0399726	0.0136266	0	0	-0	0.559265	-0	0.538153	-0	0.140119	-0	1.49798e-07	0	1244.35	0	76769.6	0	309.679	635.834	0	259.133	0	150.633	0	0.0509688	0	0	0	70.5172	0	4939.13	0	31.6824	17.0469	0	6.93777	0	13.0479	0	1.54989	0	0	0.391561
setup	0	2008-04-09 23:00:00	0	24.2571	9.55593	0.000905687	7.3323e-05	0.00248946	0.000790989	0.002316	0.0162727	0.147133	2.16638e-06	0	0	0	0.765233	0.0399206	0.014117	0	0	-0	0.572229	-0	0.577012	-0	0.229868	-0	1.80442e-07	0	1207.54	0	76760.8	0	309.679	627.048	0	257.982	0	150.507	0	0.132144	0	0	0	69.7928	0	4939.02	0	31.7097	16.8114	0	6.92814	0	13.0543	0	1.54991	0	0	0.425785
setup	0	2008-04-10 23:00:00	0	23.0627	9.02766	0.000816223	5.75932e-05	0.00253145	0.000751338	0.00192183	0.0188687	0.211144	2.08518e-06	0	0	0	0.749008	0.0398687	0.0143476	0	0	-0	0.580509	-0	0.595522	-0	0.305954	-0	1.85523e-07	0	1170.46	0	76752.5	0	309.638	618.638	0	256.922	0	150.287	0	0.137747	0	0	0	68.9551	0	4938.84	0	31.654	16.5859	0	6.92096	0	13.0647	0	1.53334	0	0	0.466839
setup	0	2008-04-11 23:00:00	0	22.4985	9.30704	0.000886501	6.47611e-05	0.0022613	0.000622156	0.00208583	0.019911	0.198354	2.26893e-06	0	0	0	0.733486	0.0398169	0.014027	0	0	-0	0.571306	-0	0.585241	-0	0.284277	-0	1.77307e-07	0	1132.97	0	76744	0	309.394	610.222	0	255.724	0	150.21	0	0.0627365	0	0	0	67.9906	0	4938.67	0	31.612	16.3602	0	6.91032	0	13.0735	0	1.52617	0	0	0.469094
setup	0	2008-04-12 23:00:00	0	21.7727	9.72131	0.0019046	0.000193227	0.00226114	0.000594238	0.00241639	0.0168666	0.144478	2.43089e-06	0	0	0	0.718664	0.0397651	0.0136837	0	0	-0	0.553985	-0	0.548831	-0	0.208961	-0	1.56336e-07	0	1094.34	0	76735	0	309.005	601.85	0	254.193	0	150.279	0	0.0592744	0	0	0	66.8855	0	4938.55	0	31.6396	16.1358	0	6.89109	0	13.0772	0	1.52572	0	0	0.462406
setup	0	2008-04-13 23:00:00	0	21.0742	9.98163	0.0020711	0.000215124	0.00234501	0.000520994	0.00267715	0.0165867	0.128987	2.63949e-06	0	0	0	0.704163	0.0397134	0.0136566	0	0	-0	0.559336	-0	0.551917	-0	0.187311	-0	1.59611e-07	0	1054.62	0	76725.7	0	308.678	593.42	0	252.556	0	150.255	0	0.0561098	0	0	0	65.6253	0	4938.46	0	31.6925	15.9098	0	6.86921	0	13.0767	0	1.53121	0	0	0.455074
setup	0	2008-04-14 23:00:00	0	20.1912	9.51671	0.00167555	0.00016532	0.00228857	0.000488423	0.00282268	0.0160047	0.122145	2.92792e-06	0	0	0	0.690089	0.0396618	0.0136339	0	0	-0	0.564109	-0	0.549647	-0	0.173342	-0	1.56719e-07	0	1013.7	0	76716.9	0	308.336	585.033	0	250.832	0	150.799	0	0.0457661	0	0	0	64.1952	0	4938.36	0	31.7196	15.6849	0	6.84519	0	13.1178	0	1.53167	0	0	0.451683
setup	0	2008-04-15 23:00:00	0	19.2327	8.87634	0.00123248	0.000110708	0.00214248	0.00054268	0.00295055	0.0158592	0.114855	3.00543e-06	0	0	0	0.676436	0.0396102	0.0136303	0	0	-0	0.579332	-0	0.557671	-0	0.163587	-0	1.58155e-07	0	971.703	0	76708.7	0	308.762	576.614	0	249.048	0	151.327	0	0.0464389	0	0	0	62.5807	0	4938.28	0	31.7513	15.4592	0	6.81968	0	13.1678	0	1.53063	0	0	0.441209
setup	0	2008-04-16 23:00:00	0	17.8652	8.86432	0.000938726	7.53935e-05	0.00196475	0.000510071	0.00292166	0.0157913	0.113995	2.66321e-06	0	0	0	0.663358	0.0395587	0.0136745	0	0	-0	0.575026	-0	0.555307	-0	0.166207	-0	1.59876e-07	0	928.631	0	76700.5	0	309.504	568.376	0	247.287	0	151.337	0	0.0456354	0	0	0	60.7683	0	4938.19	0	31.8225	15.2383	0	6.79483	0	13.1691	0	1.5348	0	0	0.438789
setup	0	2008-04-17 23:00:00	0	16.4704	8.91881	0.000750736	5.27945e-05	0.00195224	0.000536634	0.002964	0.0156691	0.104659	2.59738e-06	0	0	0	0.650914	0.0395073	0.0136391	0	0	-0	0.571486	-0	0.54735	-0	0.152332	-0	1.56244e-07	0	884.848	0	76692.2	0	310.226	560.232	0	245.471	0	151.338	0	0.0457428	0	0	0	58.7455	0	4938.12	0	31.9031	15.02	0	6.76858	0	13.168	0	1.54365	0	0	0.423893
setup	0	2008-04-18 23:00:00	0	14.4956	8.38829	0.000631588	3.90926e-05	0.0019716	0.000503624	0.00277109	0.0160904	0.104713	1.89607e-06	0	0	0	0.639418	0.0394559	0.0137747	0	0	-0	0.547137	-0	0.540227	-0	0.165487	-0	1.61303e-07	0	840.167	0	76684.4	0	310.938	552.605	0	243.796	0	151.224	0	0.043388	0	0	0	56.5027	0	4938.05	0	31.9745	14.8155	0	6.74614	0	13.1566	0	1.55503	0	0	0.415224
setup	0	2008-04-19 23:00:00	0	13.3055	9.65779	0.0524402	0.00660264	0.00628988	0.000478362	0.00257128	0.0188308	0.123046	2.27716e-06	0	0	0	0.628797	0.0394047	0.0141563	0	0	-0	0.564553	-0	0.556464	-0	0.191506	-0	1.67078e-07	0	795.686	0	76675.4	0	311.406	544.839	0	242.17	0	150.07	0	0.0524477	0	0	0	54.0324	0	4937.94	0	32.0809	14.6073	0	6.725	0	13.0654	0	1.57374	0	0	0.391348
setup	0	2008-04-20 23:00:00	0	11.6771	9.38426	0.363124	0.045887	0.0202646	0.000568399	0.0024729	0.0194769	0.135655	1.99302e-06	0	0	0	0.619921	0.0393534	0.014117	0	0	-0	0.560688	-0	0.552574	-0	0.196954	-0	1.65942e-07	0	750.176	0	76666.2	0	310.717	537.3	0	240.525	0	149.819	0	0.0760037	0	0	0	51.3344	0	4937.76	0	32.0671	14.4052	0	6.7033	0	13.0471	0	1.57395	0	0	0.407965
setup	0	2008-04-21 23:00:00	0	9.93218	8.7093	0.538869	0.0680162	0.0283091	0.000618786	0.00164287	0.0145202	0.140346	1.60253e-06	0	0	0	0.611935	0.0393023	0.0170044	0	0	-0	0.552361	-0	0.532622	-0	0.19866	-0	1.68098e-07	0	703.984	0	76657.6	0	310.127	530.241	0	239.044	0	149.217	0	0.0929606	0	0	0	48.4086	0	4937.56	0	32.0159	14.2159	0	6.68599	0	13.0056	0	1.58021	0	0	0.456475
setup	0	2008-04-22 23:00:00	0	8.84678	9.035	0.563934	0.0709987	0.0280889	0.000730739	0.00231687	0.0210497	0.159798	2.07367e-06	0	0	0	0.605141	0.0392512	0.0138668	0	0	-0	0.562583	-0	0.566382	-0	0.22832	-0	1.64478e-07	0	658.427	0	76648.6	0	309.306	522.947	0	237.388	0	148.893	0	0.0758945	0	0	0	45.261	0	4937.33	0	31.9451	14.0204	0	6.66386	0	12.9896	0	1.56329	0	0	0.475446
setup	0	2008-04-23 23:00:00	0	7.65264	9.01338	0.489865	0.0615654	0.0228646	0.000782478	0.0023618	0.0211495	0.128636	1.92455e-06	0	0	0	0.599883	0.0392001	0.0140144	0	0	-0	0.542503	-0	0.530545	-0	0.17346	-0	1.55704e-07	0	612.749	0	76639.7	0	308.456	515.813	0	235.688	0	148.649	0	0.0806543	0	0	0	41.9205	0	4937.15	0	31.9189	13.8291	0	6.64042	0	12.967	0	1.5666	0	0	0.455428
setup	0	2008-04-24 23:00:00	0	6.5275	8.95423	0.342416	0.0429084	0.0164941	0.00079492	0.00245754	0.0182123	0.0935898	1.898e-06	0	0	0	0.594806	0.0391492	0.0139362	0	0	-0	0.528916	-0	0.511071	-0	0.131284	-0	1.47655e-07	0	567.385	0	76631	0	307.649	508.898	0	233.955	0	148.546	0	0.0864268	0	0	0	38.4418	0	4937.03	0	31.9253	13.6437	0	6.61598	0	12.9568	0	1.58996	0	0	0.419909
setup	0	2008-04-25 23:00:00	0	5.558	8.97968	0.244054	0.0305065	0.0128056	0.000739506	0.00260288	0.0148925	0.0698794	1.84044e-06	0	0	0	0.589959	0.0390983	0.0138417	0	0	-0	0.520502	-0	0.496576	-0	0.0993762	-0	1.36683e-07	0	523.262	0	76622.4	0	306.995	502.16	0	232.145	0	148.463	0	0.0885836	0	0	0	34.9277	0	4936.96	0	31.9687	13.4631	0	6.5893	0	12.9526	0	1.61985	0	0	0.386909
setup	0	2008-04-26 23:00:00	0	4.84237	9.1986	0.0974664	0.0121375	0.00693411	0.000654652	0.00280497	0.0127626	0.0551394	1.92061e-06	0	0	0	0.585356	0.0390475	0.0136918	0	0	-0	0.522276	-0	0.491802	-0	0.0748375	-0	1.27934e-07	0	481.607	0	76613.6	0	306.486	495.42	0	230.247	0	148.438	0	0.0858413	0	0	0	31.6147	0	4936.92	0	32.0514	13.2824	0	6.56006	0	12.9584	0	1.65548	0	0	0.354828
setup	0	2008-04-27 23:00:00	0	4.37948	8.7027	0.000329975	0	0.00285619	0.000577382	0.00287224	0.0112335	0.0461928	2.08223e-06	0	0	0	0.580958	0.0389967	0.0136293	0	0	-0	0.527549	-0	0.49331	-0	0.0598178	-0	1.22749e-07	0	458.488	0	76605.5	0	306.181	488.669	0	228.302	0	149.031	0	0.0419654	0	0	0	29.9585	0	4936.91	0	32.1249	13.1014	0	6.52937	0	13.0145	0	1.68678	0	0	0.328991
setup	0	2008-04-28 23:00:00	0	4.66066	8.21809	0.000303841	0	0.00321785	0.000542468	0.00281062	0.00977383	0.0396548	2.31843e-06	0	0	0	0.576593	0.0206414	0.0136298	0	0.345423	-0	0.736821	-0	0.546307	-0	0.0514479	-0	1.29868e-07	0	459.249	0	76597.9	0	306.495	482.031	0	226.364	0	149.418	0	0.0413542	0	0	0	29.9378	0	4936.42	0	31.8114	12.9234	0	6.48035	0	13.0582	0	1.6533	0	0	0.307918
setup	0	2008-04-29 23:00:00	0	5.41603	8.49102	0.000279967	0	0.00330113	0.000530648	0.00299505	0.00943051	0.0361769	2.5074e-06	0	0	0	0.572162	0.0206146	0.0136397	0	0.276359	-0	0.626621	-0	0.61223	-0	0.0371452	-0	1.25474e-07	0	459.354	0	76590	0	306.993	475.272	0	224.402	0	149.548	0	0.0428696	0	0	0	30.3163	0	4936.16	0	31.7727	12.7422	0	6.43053	0	13.0538	0	1.62771	0	0	0.293522
setup	0	2008-04-30 23:00:00	0	5.56445	8.43656	0.000261542	0	0.0032444	0.000511513	0.00273472	0.0082012	0.0321578	2.56041e-06	0	0	0	0.567738	0.0205878	0.0136341	0	0.269546	-0	0.633856	-0	0.586422	-0	0.0344066	-0	1.23176e-07	0	456.874	0	76582.1	0	307.557	468.637	0	222.466	0	149.542	0	0.0424398	0	0	0	30.1082	0	4935.88	0	31.7187	12.5643	0	6.38125	0	13.0305	0	1.61801	0	0	0.28314
setup	0	2008-05-01 23:00:00	0	5.82488	8.24439	0.00024827	0	0.00356765	0.000507089	0.00256733	0.00727319	0.0281335	2.51744e-06	0	0	0	0.56327	0.0205989	0.0136339	0	0.342949	-0	0.670806	-0	0.581689	-0	0.029383	-0	1.22242e-07	0	457.391	0	76574.5	0	308.088	462.24	0	220.579	0	149.509	0	0.0411088	0	0	0	30.2041	0	4935.49	0	31.5625	12.3928	0	6.33328	0	13.0096	0	1.59902	0	0	0.271644
setup	0	2008-05-02 23:00:00	0	6.25789	8.17954	0.000235807	0	0.00377472	0.000436535	0.00249856	0.00673284	0.0255437	2.37025e-06	0	0	0	0.558721	0.0205721	0.0136488	0	0.348759	-0	0.642688	-0	0.599638	-0	0.0230426	-0	1.18881e-07	0	457.64	0	76566.8	0	308.517	455.935	0	218.722	0	149.543	0	0.0408919	0	0	0	30.2522	0	4935.15	0	31.4485	12.2237	0	6.28602	0	12.9931	0	1.56937	0	0	0.262768
setup	0	2008-05-03 23:00:00	0	6.52253	8.47587	0.000227152	0	0.00405993	0.000368863	0.00226105	0.00581148	0.0218441	2.27909e-06	0	0	0	0.55421	0.0205453	0.0136312	0	0.386253	-0	0.635184	-0	0.576153	-0	0.0184336	-0	1.10645e-07	0	454.848	0	76558.9	0	308.761	450.006	0	216.946	0	149.022	0	0.0497628	0	0	0	30.2199	0	4934.76	0	31.3282	12.0648	0	6.24098	0	12.9327	0	1.53647	0	0	0.253706
setup	0	2008-05-04 23:00:00	0	6.8748	7.92137	0.000220332	0	0.00437964	0.000276771	0.00206977	0.00493485	0.017774	2.99539e-06	0	0	0	0.549636	0.0205186	0.0136281	0	0.395168	-0	0.633848	-0	0.58626	-0	0.0124718	-0	1.08529e-07	0	453.486	0	76551.6	0	308.762	444.213	0	215.197	0	149.178	0	0.0408583	0	0	0	30.2164	0	4934.37	0	31.1554	11.9095	0	6.19667	0	12.9154	0	1.50501	0	0	0.243163
setup	0	2008-05-05 23:00:00	0	7.33577	8.43766	0.000208823	0	0.00442871	0.000248761	0.00195317	0.00428463	0.0147953	2.66347e-06	0	0	0	0.545066	0.0204936	0.0136281	0	0.367057	-0	0.608393	-0	0.56272	-0	0.00847609	-0	1.04841e-07	0	453.304	0	76543.7	0	308.64	438.38	0	213.443	0	148.986	0	0.0649838	0	0	0	30.1956	0	4934.02	0	31.0498	11.7531	0	6.15213	0	12.8751	0	1.47644	0	0	0.232609
setup	0	2008-05-06 23:00:00	0	7.89829	8.19136	0.000195548	0	0.00446409	0.00032236	0.00192156	0.00378642	0.012751	4.60439e-06	0	0	0	0.540478	0.020467	0.013626	0	0.346333	-0	0.64361	-0	0.611531	-0	0.00690301	-0	1.10271e-07	0	456.343	0	76536	0	308.496	432.478	0	211.654	0	149.249	0	0.0399182	0	0	0	30.1394	0	4933.68	0	30.8801	11.5949	0	6.10658	0	12.8673	0	1.50267	0	0	0.223005
setup	0	2008-05-07 23:00:00	0	8.45515	8.03	0.000178012	0	0.00432058	0.000428168	0.00192141	0.00353133	0.0114525	3.64582e-06	0	0	0	0.535841	0.0204404	0.01363	0	0.332519	-0	0.625008	-0	0.55126	-0	0.00657227	-0	1.09884e-07	0	460.776	0	76528.6	0	308.464	426.704	0	209.879	0	149.437	0	0.0395293	0	0	0	30.1671	0	4933.35	0	30.7504	11.4401	0	6.06137	0	12.8572	0	1.48366	0	0	0.212559
setup	0	2008-05-08 23:00:00	0	8.86621	7.73467	0.000163625	0	0.00420108	0.000517448	0.0019925	0.00340161	0.0106002	5.04569e-06	0	0	0	0.53115	0.0204138	0.0136346	0	0.33568	-0	0.520952	-0	0.558691	-0	0.00579425	-0	1.04511e-07	0	468.964	0	76521.4	0	308.511	421.102	0	208.131	0	149.689	0	0.0390325	0	0	0	30.2676	0	4933.08	0	30.8229	11.2899	0	6.01691	0	12.8511	0	1.33089	0	0	0.203186
setup	0	2008-05-09 23:00:00	0	9.26242	7.48085	0.000156677	0	0.00417894	0.000557273	0.00181663	0.00299077	0.00945815	3.98525e-06	0	0	0	0.526476	0.0203873	0.0136274	0	0.326489	-0	0.573831	-0	0.551101	-0	0.00573328	-0	1.03425e-07	0	483.427	0	76514.4	0	308.617	415.794	0	206.453	0	149.798	0	0.037321	0	0	0	30.4309	0	4932.79	0	30.7547	11.1476	0	5.97443	0	12.8366	0	1.28597	0	0	0.195357
setup	0	2008-05-10 23:00:00	0	9.81643	7.49985	0.000147962	0	0.00414565	0.00059558	0.00170751	0.0026503	0.00805579	3.98383e-06	0	0	0	0.521967	0.0203608	0.013632	0	0.31955	-0	0.608329	-0	0.545525	-0	0.00475527	-0	1.04745e-07	0	501.948	0	76507.4	0	308.699	410.635	0	204.811	0	149.745	0	0.0367835	0	0	0	30.6614	0	4932.47	0	30.6013	11.0092	0	5.93299	0	12.8002	0	1.32393	0	0	0.187842
setup	0	2008-05-11 23:00:00	0	10.4646	8.13185	0.000143076	0	0.00410932	0.000700279	0.0016478	0.0024503	0.00734962	3.41296e-06	0	0	0	0.517797	0.0203343	0.0136273	0	0.312545	-0	0.615688	-0	0.519238	-0	0.00500334	-0	1.04042e-07	0	530.582	0	76499.8	0	308.287	405.641	0	203.212	0	149.293	0	0.105261	0	0	0	30.985	0	4932.15	0	30.4108	10.8754	0	5.89272	0	12.7354	0	1.42293	0	0	0.18243
setup	0	2008-05-12 23:00:00	0	11.3143	7.2411	0.000138379	0	0.00385364	0.000795666	0.00171696	0.00235048	0.00666	9.28914e-06	0	0	0	0.514132	0.0203079	0.0136259	0	0.316251	-0	0.477955	-0	0.512313	-0	0.00490395	-0	9.95795e-08	0	564.539	0	76493.1	0	307.824	400.81	0	201.631	0	149.744	0	0.0564598	0	0	0	31.4226	0	4931.9	0	30.439	10.7458	0	5.85301	0	12.7469	0	1.28286	0	0	0.177619
setup	0	2008-05-13 23:00:00	0	12.029	7.69721	0.000131142	0	0.00359805	0.000881105	0.0015673	0.00210151	0.00572132	5.00788e-06	0	0	0	0.511019	0.0202815	0.0136341	0	0.308794	-0	0.570971	-0	0.500473	-0	0.004132	-0	1.06231e-07	0	601.084	0	76485.9	0	307.201	396.186	0	200.108	0	149.569	0	0.111109	0	0	0	32.0112	0	4931.59	0	30.2771	10.6219	0	5.81486	0	12.7018	0	1.33793	0	0	0.17252
setup	0	2008-05-14 23:00:00	0	12.5637	7.29743	0.000128084	0	0.00357161	0.000999594	0.00148156	0.00190248	0.00480737	7.04557e-06	0	0	0	0.508335	0.0202551	0.0136301	0	0.300898	-0	0.565555	-0	0.478163	-0	0.00388504	-0	1.04679e-07	0	640.889	0	76479.1	0	306.417	391.83	0	198.648	0	149.678	0	0.121356	0	0	0	32.7266	0	4931.3	0	30.0604	10.5051	0	5.77856	0	12.6764	0	1.43022	0	0	0.168728
setup	0	2008-05-15 23:00:00	0	13.1553	6.42102	0.000125733	0	0.00349645	0.00108186	0.00148675	0.00178897	0.0040675	1.26196e-05	0	0	0	0.511952	0.0202288	0.0136295	0	0.307131	-0	0.396448	-0	0.473794	-0	0.0036005	-0	9.36844e-08	0	682.354	0	76473.2	0	305.853	387.721	0	197.234	0	150.23	0	0.0705933	0	0	0	33.5206	0	4931.07	0	30.1426	10.3949	0	5.74355	0	12.7145	0	1.21801	0	0	0.165537
setup	0	2008-05-16 23:00:00	0	13.7971	6.90146	0.000118587	0	0.00338106	0.00116945	0.00139458	0.00168842	0.00373597	4.18272e-06	0	0	0	0.589674	0.0202025	0.0136656	0	0.294	-0	0.533722	-0	0.479709	-0	0.00321873	-0	1.01029e-07	0	718.406	0	76466.9	0	305.907	383.331	0	195.805	0	149.995	0	0.0751799	0	0	0	34.3729	0	4930.79	0	30.0337	10.2772	0	5.70809	0	12.6629	0	1.24391	0	0	0.163034
