datetime	nee	h2o	LE	H	ET	LAI	SWC_1	SWC_2	SWC_3
18/04/2019	-99.99	-99.99	-99.99	-99.99	0.676		23.2741643	18.8584262	6.1488858
19/04/2019	-99.99	-99.99	-99.99	-99.99	0.982	0.4	23.2377871	18.7761308	6.0622825
20/04/2019	-99.99	-99.99	-99.99	-99.99	1.097		23.0226323	18.7820334	6.0966574
21/04/2019	1.729695999	0.90083633	41.60314266	43.64039961	1.292		22.94242	18.7059805	6.0089708
22/04/2019	1.928680717	1.014513032	48.12574345	41.46545259	1.569		22.9491301	18.4888657	5.8345164
23/04/2019	2.188706043	1.220098246	57.20631971	38.36928057	1.879	0.3	23.1698955	18.1580488	5.7310801
24/04/2019	2.399636709	1.423156587	66.16214692	35.8337117	2.18		22.7380056	18.0029289	17.388145
25/04/2019	2.556032837	1.602907074	74.09209149	33.57988983	2.448		22.6108787	17.8970014	21.9444212
26/04/2019	2.472518109	1.76932142	81.44258602	31.50926952	2.687		22.4894774	17.841115	22.7078049
27/04/2019	2.18796913	1.855419725	85.22565287	31.00024194	2.822	0.4	22.3933844	17.8263744	25.3398747
28/04/2019	1.86287482	1.863183827	85.77334576	31.72087264	2.845		22.3256089	17.7969381	23.4687543
29/04/2019	1.234761224	1.766616511	80.46590944	31.92623377	2.699		22.2653472	17.9339583	21.3049306
30/04/2019	0.618379545	1.755226328	79.95875462	34.10273656	2.681		22.276875	17.9249306	19.9177778
01/05/2019	0.116501084	1.734178993	78.14622675	33.86407547	2.653	0.3	22.3488194	17.9495139	19.0185417
02/05/2019	-0.388744359	1.639013695	72.24911638	36.15797353	2.541		22.3899306	18.0794444	17.9555556
03/05/2019	-0.755868463	1.529857079	67.44824397	37.5324737	2.371		22.1938846	18.1017373	16.7559416
04/05/2019	-1.105808753	1.404168284	61.90713082	37.51514586	2.177		22.1693436	18.0463687	15.527514
05/05/2019	-1.436110984	1.297013787	57.17990776	37.44629294	2.01	0.7	22.1331633	17.9986395	14.6161565
06/05/2019	-1.480723479	1.192711416	52.57214647	38.1795837	1.866		-99.99	-99.99	-99.99
07/05/2019	-1.431693356	1.108838772	48.89437896	38.62397734	1.734		-99.99	-99.99	-99.99
08/05/2019	-1.457994595	1.046926951	46.16748984	40.19732778	1.641		-99.99	-99.99	-99.99
09/05/2019	-1.402216756	1.012799833	44.65992681	41.37137857	1.589	0.3	-99.99	-99.99	-99.99
10/05/2019	-1.423530183	0.975007346	42.99043521	43.12220739	1.535		-99.99	-99.99	-99.99
11/05/2019	-1.334566499	0.85412374	37.65871262	44.02613776	1.351		-99.99	-99.99	-99.99
12/05/2019	-1.267742192	0.79662829	35.12543487	43.78593468	1.265		-99.99	-99.99	-99.99
13/05/2019	-1.124827218	0.856367053	37.91407217	41.86070521	1.356	0.3	-99.99	-99.99	-99.99
14/05/2019	-0.916112709	0.885441006	39.21476357	40.145746	1.4		-99.99	-99.99	-99.99
15/05/2019	-0.787118197	0.893910181	39.59681852	40.08313768	1.414		-99.99	-99.99	-99.99
16/05/2019	-0.717526624	0.891596919	39.49507773	38.9961852	1.41		-99.99	-99.99	-99.99
17/05/2019	-0.683027052	0.845498783	37.45859458	38.1090533	1.341	0.2	-99.99	-99.99	-99.99
18/05/2019	-0.556290951	0.906912366	40.09899499	36.4126506	1.426		-99.99	-99.99	-99.99
19/05/2019	-0.486931264	0.988721094	43.71936653	36.28082534	1.546		-99.99	-99.99	-99.99
20/05/2019	-0.382898984	1.00703726	44.54458363	33.58304918	1.57		-99.99	-99.99	-99.99
21/05/2019	-0.309151595	1.06313029	47.03692112	32.23214244	1.653	0.7	-99.99	-99.99	-99.99
22/05/2019	-0.375482727	1.105429458	48.91356975	31.35217036	1.713		-99.99	-99.99	-99.99
23/05/2019	-0.453341887	0.992315635	43.78002437	30.69271314	1.539		-99.99	-99.99	-99.99
24/05/2019	-0.597106452	0.936420893	41.30247197	32.32102058	1.452		-99.99	-99.99	-99.99
25/05/2019	-0.651187391	0.909532994	40.11016933	34.69761907	1.41	0.5	-99.99	-99.99	-99.99
26/05/2019	-0.696629437	0.861322293	37.9841172	34.15866783	1.336		-99.99	-99.99	-99.99
27/05/2019	-0.66216767	0.873738933	38.53083109	36.70770896	1.353		-99.99	-99.99	-99.99
28/05/2019	-0.474435572	0.882977429	39.11293612	37.89114254	1.35		-99.99	-99.99	-99.99
29/05/2019	-0.320158099	0.89688354	39.51268318	36.50298981	1.364	0.9	-99.99	-99.99	-99.99
30/05/2019	-0.208825258	0.940200648	41.42756079	36.05576589	1.432		-99.99	-99.99	-99.99
31/05/2019	-0.060405489	0.903094684	39.78931479	34.67929234	1.374		-99.99	-99.99	-99.99
01/06/2019	0.096043283	0.956081424	42.51786501	33.07140239	1.456		21.9475472	18.7187421	10.0796226
02/06/2019	0.091619174	1.053844478	46.84078317	32.87369103	1.607	0.8	21.8409312	18.7035441	17.4790827
03/06/2019	0.043207237	1.148290914	51.01109335	31.71680877	1.754		21.961324	18.5177003	25.7577003
04/06/2019	0.249347624	1.156625964	51.39404546	26.65264749	1.766		21.9525	18.4841667	22.9747222
05/06/2019	0.38485954	1.189468412	52.85869184	24.37435622	1.815		21.7494093	18.4251564	21.2640723
06/06/2019	0.265353218	1.223311993	54.3666464	20.56722786	1.867	0.2	21.6711605	18.3864489	23.60959
07/06/2019	0.040676836	1.164750252	51.68908317	17.99199735	1.799		21.5597222	18.3936806	23.3730556
08/06/2019	-0.314360733	1.110357056	49.50117912	17.53238476	1.727		21.4184722	18.5009028	21.7967361
09/06/2019	-0.555359785	1.0539728	47.00754641	17.35036159	1.639		21.5068198	18.5346555	20.4189283
10/06/2019	-0.87476287	1.060222905	47.28051609	18.72912407	1.649	0.2	21.4285017	18.3015331	19.5087108
11/06/2019	-1.19720599	1.02841618	45.48402796	19.68221122	1.6		21.4784819	18.3385097	19.0442897
12/06/2019	-1.389921813	1.009173481	44.62737675	21.54036352	1.57		21.3052192	18.4851079	18.3890049
13/06/2019	-1.408020154	0.921312249	40.75143075	20.47230658	1.434		21.2481944	18.6048611	17.5109028
14/06/2019	-1.774856375	0.942297688	41.46702978	22.22516583	1.46	0.3	21.33	18.7332639	16.4952778
15/06/2019	-1.994169254	0.9534098	41.94318976	24.66398482	1.479		21.4216667	18.7234722	15.4617361
16/06/2019	-1.864722547	0.88808194	39.05346831	24.63641883	1.378		21.3950694	18.8210417	14.7448611
17/06/2019	-1.956635358	0.893305824	39.27763729	27.91342769	1.386		21.3340972	18.8915278	14.0050694
18/06/2019	-1.87301886	0.874509777	38.44295886	29.41861366	1.359	0.2	21.4957521	18.9685237	13.0827298
19/06/2019	-1.773895947	0.854422967	37.54991251	30.29814774	1.327		21.4675	18.940625	12.5195139
20/06/2019	-1.611742536	0.807673711	35.48009145	29.85913123	1.256		21.5	19.0438889	11.84375
21/06/2019	-1.380836528	0.733191177	32.19115521	29.92520217	1.142		21.5	18.9940972	11.3102778
22/06/2019	-1.180596751	0.635877481	27.86926015	28.5881332	0.991	0.2	21.5	18.9866388	11.1595685
23/06/2019	-1.170876234	0.61165592	26.7983971	30.64808065	0.954		21.4457143	19.1709408	10.8779094
24/06/2019	-1.036246195	0.588099633	25.95477915	33.90668273	0.925		21.4126389	19.3402778	10.5113889
25/06/2019	-0.934578257	0.563302187	24.8581089	35.11512015	0.887		21.5965278	19.375	9.9795139
26/06/2019	-0.968219385	0.58000532	25.58627046	39.00379939	0.919	0.3	21.6193056	19.2015972	9.7539583
27/06/2019	-0.850575582	0.542276261	23.91598205	39.16178853	0.87		21.6457639	19.2079167	9.521875
28/06/2019	-0.732797375	0.471625406	20.79904765	38.19214612	0.761		21.6097222	19.1852778	9.3445139
29/06/2019	-0.684180444	0.458255379	20.20864523	40.5181204	0.742		21.4525694	19.1990972	9.3184028
30/06/2019	-0.667202171	0.461129387	20.33150977	43.68167309	0.749	0.3	21.4001389	19.289375	9.1648611
01/07/2019	-0.58604739	0.443973833	19.49809311	44.76786219	0.72		21.5377778	19.3139583	9.0263194
02/07/2019	-0.529408065	0.432398352	19.00933571	45.96611636	0.708		21.6422917	19.3983333	8.8684722
03/07/2019	-0.439973611	0.419756483	18.32534493	47.80881951	0.688		21.6919444	19.31375	8.5619444
04/07/2019	-0.332586883	0.380309479	16.58256098	48.02030685	0.633	1.2	21.6990278	19.2611111	8.3645139
05/07/2019	-0.268144287	0.346046087	15.07091627	48.309182	0.582		21.6021528	19.3086111	8.3301389
06/07/2019	-0.212461551	0.32058039	13.94911462	48.67196914	0.541		21.5774306	19.3874306	8.1924306
07/07/2019	-0.197127894	0.300144689	12.97834564	50.13628912	0.5		21.5509028	19.3065278	7.8888194
08/07/2019	-0.174878736	0.287599661	12.42342678	50.24449656	0.482	1.1	21.6979833	19.2376217	7.9205146
09/07/2019	-0.09062917	0.253415675	10.91484931	49.91303815	0.433		21.7613194	19.3988889	7.8997222
10/07/2019	-0.05278286	0.233130244	10.02097623	48.43914832	0.403		21.7991661	19.3835997	7.6958999
11/07/2019	-0.056883491	0.22105365	9.563032555	48.58932796	0.389		21.7240278	19.3215972	7.5717361
12/07/2019	-0.029523461	0.210984165	9.120276252	48.56346911	0.376	1.1	21.7579861	19.4035417	7.5821528
13/07/2019	0.013689478	0.223733984	9.571942702	47.7127414	0.376		21.8159028	19.3059028	7.4211111
14/07/2019	0.030012715	0.210930691	9.010861135	46.96866613	0.354		21.8870833	19.1813889	7.3151389
15/07/2019	0.053099516	0.202167119	8.625989153	46.09698915	0.336		21.6112735	19.195755	7.2195546
16/07/2019	0.044412745	0.201992692	8.616301339	46.35104731	0.337	1.2	21.5007655	19.1082116	7.0888657
17/07/2019	0.055731071	0.193666965	8.319985388	44.15592029	0.33		21.557312	19.0410864	6.9681058
18/07/2019	0.018717615	0.207990672	8.950997068	47.43700994	0.349		21.5829861	18.9602778	7.0545833
19/07/2019	0.002106135	0.211257811	9.094142605	47.27569831	0.351		21.5938194	19.0146528	7.0866667
20/07/2019	-0.013318465	0.218013438	9.388228227	50.51107538	0.363	0.9	21.555	18.9305556	7.0182639
21/07/2019	-0.042123739	0.230061559	9.918182372	53.49089099	0.381		21.2329167	18.9852778	7.0866667
22/07/2019	-0.068150103	0.232406605	10.01973042	55.41609989	0.385		21.1756606	19.0600139	6.9381085
23/07/2019	-0.077357523	0.196511408	8.667813906	55.04590929	0.358		21.2215031	19.0005567	6.9894224
24/07/2019	-0.091381679	0.187629693	8.232573101	55.01068565	0.342	0.5	21.3586111	19.125625	6.924375
25/07/2019	-0.059247205	0.180597537	7.922379812	54.15656329	0.331		21.3193593	19.0705637	6.9069589
26/07/2019	0.075921835	0.202759112	8.869018657	49.96240836	0.359		21.363125	19.1346528	6.9184028
27/07/2019	0.249223593	0.294919373	12.93576883	49.86294073	0.497		21.5706944	19.0581944	6.7420139
28/07/2019	0.361561162	0.30496804	13.37982899	47.5420304	0.52	0.7	21.5618056	18.9599306	6.6022917
29/07/2019	0.435349958	0.403418676	17.82288508	49.12733538	0.661		21.4102778	18.9046528	6.5560417
30/07/2019	0.462727954	0.444641472	19.64686225	48.76639805	0.721		21.4018056	18.9275694	6.4713194
31/07/2019	0.478420839	0.465704784	20.44996382	48.72576086	0.746		21.4581476	18.8625348	6.3951253
01/08/2019	0.466593807	0.487556348	21.41135066	49.77008271	0.775	0.5	21.564375	18.7345139	6.4288889
02/08/2019	0.492758145	0.489707799	21.50596521	51.08818805	0.778		21.5050694	18.72125	6.5568056
03/08/2019	0.513775874	0.501192391	22.05529888	52.67601087	0.797		21.2936806	18.6904167	6.7289583
04/08/2019	0.456849602	0.499985802	22.01401271	57.52451447	0.803		21.2915972	18.6954167	6.9528472
05/08/2019	0.353343813	0.462466891	20.39271199	60.53951722	0.75	0.6	21.5847917	18.8859722	7.2334028
06/08/2019	0.22237189	0.362268134	15.97271556	60.44011728	0.597		21.623697	19.0216122	7.3567755
07/08/2019	0.144388602	0.335483103	14.74778032	62.8437448	0.549		21.6025766	19.0889276	7.3517409
08/08/2019	0.073375516	0.228324286	9.92089964	63.20829674	0.4		21.6625694	19.0584722	7.1724306
09/08/2019	0.086103173	0.169003693	7.30180288	59.91573181	0.311	0.2	21.665	19.0175	7.0556944
10/08/2019	0.105156505	0.135997412	5.973531434	57.13916272	0.266		21.66375	18.9553472	6.863125
11/08/2019	0.148779193	0.108393112	4.75924793	54.50631802	0.224		21.6380654	18.9270007	6.706263
12/08/2019	0.143421639	0.098477944	4.321516993	53.06440546	0.207		21.327627	18.7751566	6.6500348
13/08/2019	0.148372896	0.082418838	3.612126957	51.42663332	0.185	0.5	21.4322222	18.8229167	6.6871528
14/08/2019	0.213351951	0.079377286	3.448704962	46.18225171	0.174		21.5075694	18.8565278	6.5171528
15/08/2019	0.224906464	0.077592652	3.370665867	45.63054172	0.171		21.532707	18.5940153	6.2738344
16/08/2019	0.175468608	0.076961518	3.341472123	48.10673914	0.175		21.5188587	18.5000696	6.3394572
17/08/2019	0.182999977	0.074080012	3.256466087	46.81603807	0.176	0.4	21.3349306	18.4855556	6.2720139
18/08/2019	0.149322795	0.074625438	3.248232922	47.78921544	0.176		21.4676389	18.485	6.1389583
19/08/2019	0.131661751	0.07288224	3.169973849	50.16138736	0.178		21.4665972	18.4545139	6.0518056
20/08/2019	0.16097634	0.129488724	5.675988587	54.07635103	0.269		21.493737	18.3546973	6.1562283
21/08/2019	0.127237713	0.134016104	5.873386323	58.07107776	0.282	0.2	21.2382046	18.4727905	6.2562978
22/08/2019	0.130089169	0.135558952	5.94063102	58.29282384	0.285		21.1987456	18.5535889	6.2159582
23/08/2019	0.107672164	0.147131954	6.451563902	60.35337594	0.301		21.2749826	18.6192495	6.3695622
24/08/2019	0.064893469	0.146769007	6.450275548	62.24157975	0.304		21.4788889	18.6654167	6.2195139
25/08/2019	0.054958255	0.140613076	6.177596132	62.41680156	0.3	0.5	21.4120474	18.6456825	6.1692201
26/08/2019	0.132263918	0.171710948	7.521071797	60.45670562	0.344		21.3686806	18.6646528	6.1547222
27/08/2019	0.407651114	0.311865514	13.71151421	59.82691644	0.555		21.3176389	18.6834722	6.1250694
28/08/2019	0.787856171	0.503506628	22.21747295	55.69125028	0.847		21.329375	18.675	6.12125
29/08/2019	1.016106403	0.627593968	27.70794729	51.61246017	1.027	0.4	21.4603472	18.7569444	6.0254167
30/08/2019	1.163113193	0.671249905	29.6350536	46.05700992	1.09		21.6757639	18.6811111	5.9802083
31/08/2019	1.311244414	0.736061616	32.50551132	40.1639594	1.181		21.6363194	18.6065278	5.8793056
01/09/2019	1.347766467	0.837313925	36.97509121	40.34051607	1.332		21.2107939	18.4405989	10.5382312
02/09/2019	1.440708859	0.88027519	38.87767236	35.93720668	1.393	0.5	21.3169916	18.1905292	22.6585655
03/09/2019	1.495756384	0.925701972	40.89088416	33.55727064	1.454		21.2295549	18.0833797	20.2481224
04/09/2019	1.443719374	1.001033424	44.21734071	32.02098118	1.562		21.0794444	18.0329167	19.1817361
05/09/2019	1.323200177	1.033089733	45.66521704	30.82357801	1.609		21.153125	18.0501389	18.3031944
06/09/2019	0.912517834	0.995376773	44.00197419	30.30898906	1.548	0.2	20.9748086	18.1412665	17.5997216
07/09/2019	0.450150346	0.901918504	39.94681994	32.47415267	1.406		21.015299	18.2454103	16.500904
08/09/2019	0.08817413	0.858607533	38.1071945	36.4938984	1.346		21.1612701	18.0485694	15.4352408
09/09/2019	-0.202093386	0.839924376	37.26504924	40.48081244	1.32		20.9052778	18.1400694	14.8529861
10/09/2019	-0.401707943	0.843489071	37.40728636	44.62589805	1.328	0.2	20.9195833	18.1298611	14.20375
11/09/2019	-0.491428895	0.805658475	35.73425425	47.14292256	1.273		21.0982639	18.1910417	13.71625
12/09/2019	-0.623805786	0.798010989	35.38838306	52.22884513	1.265		21.0997917	18.4519444	13.2556944
13/09/2019	-0.676470219	0.792938623	35.15331536	55.15184457	1.261		21.0876389	18.6938194	12.5072917
14/09/2019	-0.690482187	0.761121211	33.7456567	60.49442793	1.212	0.1	20.9489583	18.79375	11.6949306
15/09/2019	-0.674434178	0.725422748	32.16477651	64.96812325	1.162		21.2276389	18.9775694	11.0336111
16/09/2019	-0.590471106	0.649327213	28.79887264	68.18396878	1.049		21.20875	19.0695833	10.3959028
17/09/2019	-0.504789562	0.567885386	25.11708974	69.42560327	0.926		21.1227778	19.0865972	9.8872222
18/09/2019	-0.375052234	0.508547151	22.41175555	70.09265349	0.833	0.3	21.1611266	19.0850487	9.4463143
19/09/2019	-0.285634413	0.424632592	18.71631618	69.55469317	0.706		21.2615331	19.0526132	9.0556794
20/09/2019	-0.256010616	0.380382156	16.76798815	70.26595502	0.587		21.3538248	19.0640473	8.7403338
21/09/2019	-0.249887443	0.343598534	15.1467256	70.06989537	0.529		21.158125	19.0538889	8.4019444
22/09/2019	-0.219063356	0.320192061	14.11403337	68.87039179	0.466	0.4	21.0479861	19.04	8.1714583
23/09/2019	-0.239251462	0.294541069	12.98160759	72.57840614	0.438		21.1997222	19.0611111	7.9739583
24/09/2019	-0.185676674	0.26263479	11.57016544	71.79068519	0.412		21.2002778	18.960625	7.6354167
25/09/2019	-0.134850349	0.246504709	10.85462516	72.26413426	0.4		21.2134685	18.8884226	7.4900868
26/09/2019	-0.015637749	0.2985625	12.8356156	71.74327068	0.447	0.5	21.2596528	18.8461111	7.3459722
27/09/2019	0.156445971	0.352044268	15.2049559	69.09333101	0.503		21.3938151	18.7220292	7.0974983
28/09/2019	0.151182893	0.372276467	16.09847697	69.47708921	0.527		21.4032639	18.7843056	7.2179861
29/09/2019	0.12496394	0.392433698	16.98854526	72.34908325	0.55		21.5229167	18.9461806	7.1247917
30/09/2019	0.193067984	0.420781224	18.28795504	67.27563905	0.646	0.2	21.4645139	19.0307639	6.8663194
01/10/2019	0.330133156	0.516195975	22.38531441	63.6659745	0.768		21.4189583	19.0336111	6.7406944
02/10/2019	0.329282521	0.555941736	24.1818697	65.15318529	0.883		21.3011806	18.7366667	6.3281944
03/10/2019	0.34391446	0.577482959	25.13356345	66.31076734	0.916		21.4072222	18.6305556	6.5655556
04/10/2019	0.496338902	0.668244012	29.14360728	64.08271719	1.047	0.5	21.4755556	18.6565278	6.7253472
05/10/2019	0.715149365	0.829473978	36.27587613	59.34538664	1.285		21.4180556	18.6309028	6.5618056
06/10/2019	1.018598119	0.95252365	41.95043576	54.63686996	1.486		21.1170139	18.45375	6.3533333
07/10/2019	1.271965961	1.115049519	49.14606401	52.29386875	1.739		21.160334	18.3052888	6.5574113
08/10/2019	1.474669599	1.283571352	56.60777967	47.88184842	1.996	0.6	21.3277778	18.5730556	6.871875
09/10/2019	1.721873892	1.415688555	62.45436788	41.91657712	2.197		21.2122222	18.643125	6.9909028
10/10/2019	1.75605864	1.569387895	69.23085319	42.17202022	2.436		21.1815972	18.4240278	12.5834028
11/10/2019	1.604553639	1.659167881	73.42666935	42.68057834	2.591		21.2490972	18.0747917	22.6643056
12/10/2019	1.759928799	1.741020116	76.80037647	36.78793326	2.699	1.3	21.1433634	17.9753301	24.7407227
13/10/2019	1.717772176	1.833099826	80.56838485	28.90507556	2.824		21.1073868	17.934007	27.2513589
14/10/2019	1.377167339	1.883587212	82.76674477	24.69227538	2.897		20.9901389	17.990625	25.1069444
15/10/2019	1.149733106	1.981980924	87.09536942	24.75869185	3.041		20.9115278	18.0522222	23.5859028
16/10/2019	0.811600874	1.998714507	87.81064042	24.91884092	3.067	0.7	20.9264767	18.34246	22.2747047
17/10/2019	0.417674465	1.96415405	86.24899763	24.34652543	3.016		20.8759722	18.4156944	24.5724306
18/10/2019	0.057667948	1.970541484	86.50630696	26.04528394	3.026		20.8069444	18.1060417	29.2683333
19/10/2019	-0.344673231	2.046050731	89.84096638	25.9875307	3.143		20.6672006	18.516922	29.9013231
20/10/2019	-0.628049828	2.054945838	90.24693396	25.629968	3.156	1.3	20.6366481	21.7527816	27.3198887
21/10/2019	-0.871394714	2.137997621	94.0336714	25.34986337	3.28		20.8562674	23.5277159	25.6029248
22/10/2019	-1.212477643	2.238460398	98.93002925	26.57222063	3.455		20.9847387	24.1739373	24.0803484
23/10/2019	-1.334517718	2.332369983	103.2447739	29.02772323	3.608		20.9986111	24.4239583	22.9272222
24/10/2019	-1.190716268	2.37281611	105.0529782	30.44732472	3.668	1	20.8037526	24.594788	29.0722724
25/10/2019	-1.328271171	2.284237394	101.1487871	29.35253834	3.533		20.7954007	27.3112892	30.6122648
26/10/2019	-1.366219876	2.280721435	101.0059832	29.16243064	3.52		20.6684722	29.3661111	30.5774306
27/10/2019	-1.499918435	2.310010114	102.3119891	29.85680262	3.563		20.8902778	29.47375	28.4304167
28/10/2019	-1.497193481	2.282512163	101.1045522	28.46097778	3.52	1.7	20.9999306	29.2909028	26.6990278
29/10/2019	-1.44046365	2.266370759	100.3765075	29.33650299	3.495		20.999375	29.0361111	25.2036111
30/10/2019	-1.581890845	2.303209392	101.9878943	29.11401635	3.553		21	28.7934028	23.9604167
31/10/2019	-1.578733228	2.233948565	98.70422523	28.02603073	3.45		20.9998611	28.548125	23.5297917
01/11/2019	-1.691524973	2.183335896	96.23125732	27.4828225	3.373	1.4	21	28.3576389	23.4
02/11/2019	-1.709305522	2.115916349	93.37903675	26.72534835	3.277		21	28.1455687	23.0219819
03/11/2019	-1.96201449	2.109810437	93.11555186	27.11686538	3.274		20.9999304	27.9524704	22.5075852
04/11/2019	-2.136457366	2.101667055	92.74700166	28.26245235	3.271		21	27.7379694	24.5554937
05/11/2019	-2.387850424	2.053277112	90.60159714	29.23566128	3.204	1.6	21.0027778	27.7320833	23.395625
06/11/2019	-2.518621096	2.006330715	88.52621175	30.58300234	3.131		21.0014583	27.7074306	21.9797917
07/11/2019	-2.630842031	2.002785593	88.37227759	31.48635663	3.125		21.0011111	27.6968056	20.6027083
08/11/2019	-2.662969496	1.954368736	86.32297141	31.26285652	3.047		21.0452712	27.4926287	19.7141864
09/11/2019	-2.599255643	1.881126961	83.10083267	31.568122	2.909	1.5	20.9690278	27.2791667	18.60625
10/11/2019	-2.612879078	1.826864905	80.71930739	32.23997015	2.829		21.253125	27.1327778	17.5988194
11/11/2019	-2.840906608	1.834501132	81.06291751	34.83616817	2.789		21.2821528	26.96875	16.4219444
12/11/2019	-3.029308902	1.831197314	80.9164088	36.61534414	2.788		21.1306944	26.749375	15.0872917
13/11/2019	-3.045429053	1.781001032	78.69348206	37.95877675	2.721	1.5	21.123125	26.3218056	14.5545833
14/11/2019	-3.037200205	1.743100731	77.02421166	39.85338097	2.668		21.2180556	26.0830556	14.1726389
15/11/2019	-2.931263721	1.812612203	80.25747523	41.34381736	2.759		21.2020139	25.7911806	14.0014583
16/11/2019	-2.842953464	1.865426922	85.16402493	40.34895096	2.808		20.9332639	25.5911806	13.8264583
17/11/2019	-2.96123337	1.967967823	89.96054105	40.77908273	2.953	1.1	20.9579861	25.3752083	13.5586111
18/11/2019	-2.749331736	1.931377266	87.75370224	40.16603658	2.857		21.0569241	25.0758525	13.2373695
19/11/2019	-2.583542381	1.901841852	86.84876938	37.89020494	2.845		21.2099306	24.7883333	12.9738889
20/11/2019	-2.68559778	1.888017873	88.71628474	36.28792466	2.819		21.2289583	24.2609722	12.6032639
21/11/2019	-2.431597685	1.841345654	89.50564094	33.36110819	2.755	0.4	21.0443056	23.8731944	12.4346528
22/11/2019	-2.371262793	1.935803821	93.67640582	32.93942611	2.898		20.9769444	23.6704861	26.3913194
23/11/2019	-2.225622772	2.009916407	97.87579075	32.27859613	3.014		21.2498611	30.5789583	30.84125
24/11/2019	-1.980567316	2.054568348	100.0234982	29.95576655	3.081		27.2065972	32.4127778	30.1142361
25/11/2019	-2.003196181	2.009139354	97.97652197	27.54301658	3.005	1.4	29.722439	50.2816028	36.3870383
26/11/2019	-1.806509052	2.03449567	98.40298853	27.52426929	2.991		30.6143433	55.5059764	36.1711605
27/11/2019	-1.509735658	1.925064711	93.35532572	25.33144871	2.777		29.1681723	43.6615705	31.8742877
28/11/2019	-1.778868047	1.966646416	95.58318763	25.77920905	2.885		28.4838889	40.9961111	29.3471528
29/11/2019	-1.918018082	2.00523487	96.67041609	26.38029099	2.948	1.4	28.1077083	39.8588194	27.4571528
30/11/2019	-1.839929979	1.967610927	92.84099607	26.48082676	2.89		28.7656944	47.5320139	34.9777778
01/12/2019	-1.933342817	1.983162615	91.93401645	27.85117883	2.944		30.2001837	51.8671994	36.961501
02/12/2019	-1.678333186	1.880000773	88.69741292	25.57708596	2.753		29.3839944	51.5166319	36.6024356
03/12/2019	-1.628390595	1.81097444	84.15269352	23.2646617	2.589	1.5	29.2569241	49.1063326	35.301531
04/12/2019	-1.803284695	1.750497687	81.70205436	22.0672207	2.501		28.7919164	48.1142857	35.0243902
05/12/2019	-1.831836048	1.713407964	79.09758074	21.91048824	2.396		28.7277855	52.6633008	38.5670613
06/12/2019	-2.051846595	1.681401035	76.36089161	21.54797681	2.424		29.3822222	52.9097222	39.4015278
07/12/2019	-2.255290624	1.76573036	80.29350858	23.46594137	2.597	0.5	29.1685417	54.2131944	39.3169444
08/12/2019	-2.237181703	1.838178514	83.47313321	24.77050096	2.712		29.3208333	54.964375	40.0471528
09/12/2019	-1.916479117	1.838044432	83.6686282	25.50189144	2.714		29.2017361	54.5333333	39.7203472
10/12/2019	-1.715742021	1.874798316	84.86913747	25.7392215	2.789		29.1020891	53.606546	39.3860724
11/12/2019	-1.620947853	1.897931057	85.13578175	25.99898886	2.833	2.1	29.0725436	53.4613937	38.955331
12/12/2019	-1.659188847	1.936845536	85.53966662	26.89908671	2.931		28.7479861	47.3547222	36.3311111
13/12/2019	-1.592257313	2.007380042	89.2230463	28.66402037	3.098		28.5946528	45.06125	34.0320139
14/12/2019	-1.460759927	2.105204206	93.14376284	30.48193355	3.247		28.339749	43.6439024	31.413101
15/12/2019	-1.430125115	2.197144045	98.07053904	31.95073642	3.448	1.7	28.2215278	42.9199306	29.4390972
16/12/2019	-1.360140743	2.129705457	95.11773019	30.9664034	3.344		28.1803472	42.4011111	29.5003472
17/12/2019	-1.357015665	2.034991809	90.72506455	30.09717984	3.196		28.0501391	41.6246175	28.1303894
18/12/2019	-1.357263212	1.974577449	88.06489657	29.58796516	3.101		27.8124306	41.0878472	26.2725
19/12/2019	-1.546402655	1.926214958	85.73715373	28.15444942	3.024	1.7	27.7878472	40.6152083	24.3232639
20/12/2019	-1.865053175	1.982927538	88.26913703	29.01688101	3.117		27.6172917	40.0891667	22.5145139
21/12/2019	-1.898925825	1.963658591	86.91989091	28.42723069	3.09		27.8681944	39.6307639	20.8415278
22/12/2019	-2.332790256	1.986839544	87.9315785	29.41892078	3.119		27.5431944	39.0679861	20.0171528
23/12/2019	-2.396674984	1.960933232	86.96733736	28.6666832	3.079	1.5	27.6310417	38.6934028	19.4661806
24/12/2019	-2.743529723	1.929763707	85.58958776	27.85966237	3.03		27.2772222	38.211875	19.8065972
25/12/2019	-2.896298098	1.918906144	85.11800955	27.33982285	3.013		27.3638194	37.8883333	20.8709722
26/12/2019	-3.012071842	1.978308665	87.66970954	28.04741752	3.106		27.380459	37.5380389	24.4513908
27/12/2019	-2.991686315	2.079706707	92.12994429	27.91384816	3.26	0.2	27.1804167	38.5951389	32.763125
28/12/2019	-2.92643122	2.098717619	92.96429466	27.43073811	3.292		27.4341667	51.4334028	37.2613194
29/12/2019	-2.93746951	2.142365993	94.88397272	28.56478818	3.357		27.73875	49.9504167	36.0947917
30/12/2019	-2.847416946	2.130975724	94.17564192	28.88425376	3.317		27.6213194	44.6959028	33.1345139
31/12/2019	-3.035833239	2.163341709	95.59427197	29.4389038	3.361	1.4	27.7122917	43.1380556	31.176875
01/01/2020	-3.070984603	2.19537642	97.47861508	29.79409583	3.396		27.6797222	42.0363194	29.3253472
