source	id	datetime	daylength[h]	solar_radiation[Wm-2]	sw_radiation_above_canopy_in[Wm-2]	sw_radiation_above_canopy_out[Wm-2]	lw_radiation_above_canopy_in[Wm-2]	lw_radiation_above_canopy_out[Wm-2]	latent_heat_out_top[Wm-2]	latent_heat_out_bottom[Wm-2]	sensible_heat_out_top[Wm-2]	sensible_heat_out_bottom[Wm-2]	energy[Jm-2]	temp_above_canopy_avg[oC]	temp_above_canopy_min[oC]	temp_above_canopy_max[oC]	temp_canopy_top	temp_canopy_middle	temp_canopy_bottom	temp_soil_surface[oC]	temp_5cm[oC]	temp_10cm[oC]	temp_15cm[oC]	temp_20cm[oC]	temp_30cm[oC]	temp_50cm[oC]	temp_100cm[oC]	vpd
setup	0	2006-01-01 23:00:00	12.0927	421.532	223.65	22.3616	359.26	0	26.796	0	0	0	0	21.95	16.42	29.57	22.8214	21.0929	19.4509	19.4293	19.132	16.1025	14.5051	13.1665	10.9763	8.00311	-99.99	1.14734
setup	0	2006-01-02 23:00:00	12.0924	421.752	227	22.2914	357.672	0	26.2603	0	0	0	0	21.74	15.53	29.53	21.7399	21.7399	21.5285	21.4569	20.6072	19.1814	18.3052	17.4802	15.8548	8.03576	-99.99	0.947941
setup	0	2006-01-03 23:00:00	12.092	421.985	190.79	19.2701	374.229	0	38.5917	0	0	0	0	21.58	17.01	28.8	21.5799	21.5363	21.4179	21.4138	20.9206	20.1018	19.5933	19.1051	18.0902	8.09726	-99.99	0.711568
setup	0	2006-01-04 23:00:00	12.0916	422.232	272.82	27.5496	338.151	0	81.7396	0	0	0	0	21.52	16.32	28.84	21.5199	21.4906	21.411	21.4082	21.0723	20.5005	20.139	19.7873	19.0311	8.17206	-99.99	0.790073
setup	0	2006-01-05 23:00:00	12.0912	422.491	300.7	30.3599	321.494	0	86.7992	0	0	0	0	21.31	14.43	29.38	21.3099	21.2893	21.2336	21.2317	20.9908	20.5605	20.28	20.0017	19.3818	8.25242	-99.99	0.993626
setup	0	2006-01-06 23:00:00	12.0908	422.763	265.3	26.7825	338.36	0	79.1181	0	0	0	0	21.61	14.53	29.39	21.6099	21.5857	21.52	21.5177	21.2447	20.793	20.511	20.2357	19.6269	8.33512	-99.99	1.02751
setup	0	2006-01-07 23:00:00	12.0903	423.048	257.43	25.9857	348.14	0	73.5706	0	0	0	0	22.46	16.29	30.43	22.4599	22.4276	22.34	22.3369	21.9778	21.4059	21.0611	20.7324	20.0319	8.41985	-99.99	0.964945
setup	0	2006-01-08 23:00:00	12.0898	423.344	294.11	29.6865	333.989	0	74.3931	0	0	0	0	22.64	15.83	30.83	22.6399	22.6137	22.5428	22.5404	22.2424	21.7397	21.423	21.1135	20.4342	8.50759	-99.99	1.05956
setup	0	2006-01-09 23:00:00	12.0893	423.651	296.54	29.9307	334.25	0	73.5571	0	0	0	0	22.9	15.49	31.43	22.8998	22.874	22.8037	22.8013	22.5066	22.0117	21.7006	21.3968	20.7286	8.59794	-99.99	1.15675
setup	0	2006-01-10 23:00:00	12.0887	423.97	304.06	30.6891	336.171	0	70.3146	0	0	0	0	23.69	16.78	31.31	23.6898	23.6566	23.5665	23.5633	23.1939	22.6054	22.2489	21.9073	21.1726	8.69068	-99.99	1.12015
setup	0	2006-01-11 23:00:00	12.0881	424.298	272.01	27.4546	347.984	0	78.2391	0	0	0	0	23.3	16.3	31.82	23.2999	23.2796	23.2247	23.2228	22.9894	22.5824	22.3123	22.0398	21.4135	8.78631	-99.99	1.13067
setup	0	2006-01-12 23:00:00	12.0875	424.637	199.47	20.1333	370.287	0	73.4011	0	0	0	0	21.71	16.11	28.64	21.7099	21.7096	21.7086	21.7086	21.6983	21.6417	21.5689	21.4679	21.1337	8.88268	-99.99	0.845858
setup	0	2006-01-13 23:00:00	12.0868	424.985	284.85	28.7517	332.487	0	66.1908	0	0	0	0	20.86	15.03	26.89	20.8599	20.8595	20.8582	20.8582	20.8468	20.7931	20.7327	20.6516	20.3819	8.97515	-99.99	0.82233
setup	0	2006-01-14 23:00:00	12.0862	425.343	314.47	31.7436	317.776	0	75.4726	0	0	0	0	21.76	15.03	30.75	21.7599	21.737	21.675	21.6729	21.4151	20.9968	20.741	20.497	19.9716	9.06175	-99.99	1.02018
setup	0	2006-01-15 23:00:00	12.0855	425.708	314.01	31.7	318.135	0	75.144	0	0	0	0	22.48	14.08	31.87	22.4798	22.4511	22.3731	22.3704	22.047	21.5204	21.1978	20.8894	20.2324	9.14664	-99.99	1.26707
setup	0	2006-01-16 23:00:00	12.0847	426.082	241.58	24.3901	359.524	0	70.0877	0	0	0	0	22.21	16.53	29.59	22.2099	22.1901	22.1365	22.1347	21.9189	21.5792	21.3596	21.1359	20.6015	9.23391	-99.99	0.882809
setup	0	2006-01-17 23:00:00	12.084	426.463	236.61	23.891	359.902	0	75.8174	0	0	0	0	21.95	16.68	29.62	21.9499	21.9351	21.8949	21.8935	21.7235	21.4282	21.2309	21.0287	20.5441	9.32233	-99.99	0.828349
setup	0	2006-01-18 23:00:00	12.0832	426.85	253.27	25.5764	352.91	0	75.4643	0	0	0	0	21.93	16.48	29.79	21.9299	21.9134	21.8686	21.867	21.679	21.3592	21.151	20.9414	20.4502	9.40976	-99.99	0.853078
setup	0	2006-01-19 23:00:00	12.0824	427.244	268.19	27.0871	341.5	0	74.0608	0	0	0	0	21.46	15.15	29.67	21.4599	21.4494	21.4211	21.4201	21.2949	21.0562	20.8885	20.7124	20.2779	9.49595	-99.99	0.941111
setup	0	2006-01-20 23:00:00	12.0816	427.644	257.43	26.0043	347.34	0	69.4957	0	0	0	0	21.54	14.84	29.51	21.5399	21.5241	21.4811	21.4796	21.2998	20.9946	20.7978	20.6003	20.1372	9.58035	-99.99	0.984522
setup	0	2006-01-21 23:00:00	12.0807	428.049	139.07	14.0505	382.757	0	65.185	0	0	0	0	19.57	14.98	26.12	19.5699	19.5798	19.6066	19.6075	19.71	19.8249	19.8515	19.8412	19.685	9.66315	-99.99	0.639368
setup	0	2006-01-22 23:00:00	12.0798	428.457	297.35	30.046	324.68	0	54.9511	0	0	0	0	20.91	13.21	29.63	20.9099	20.8865	20.8232	20.821	20.5566	20.1291	19.8762	19.6416	19.1563	9.74044	-99.99	1.07613
setup	0	2006-01-23 23:00:00	12.0789	428.87	323.61	32.7056	313.612	0	62.1646	0	0	0	0	21.85	13.91	30.56	21.8498	21.8196	21.7374	21.7345	21.3976	20.8628	20.543	20.2414	19.6075	9.81608	-99.99	1.15807
setup	0	2006-01-24 23:00:00	12.078	429.286	267.85	27.0756	344.616	0	62.2852	0	0	0	0	21.77	15.41	29.66	21.7699	21.7495	21.6941	21.6922	21.4641	21.0887	20.8502	20.613	20.0705	9.8952	-99.99	0.95373
setup	0	2006-01-25 23:00:00	12.0771	429.704	266.57	26.9518	346.176	0	63.2113	0	0	0	0	22.26	15.42	30.33	22.2599	22.2356	22.1697	22.1674	21.8935	21.4437	21.1663	20.8987	20.3153	9.97671	-99.99	1.04025
setup	0	2006-01-26 23:00:00	12.0761	430.124	281.61	28.4784	340.458	0	55.2184	0	0	0	0	22.31	16.21	30.64	22.3099	22.2897	22.2349	22.233	22.0041	21.6194	21.375	21.1333	20.5858	10.06	-99.99	0.960303
setup	0	2006-01-27 23:00:00	12.0751	430.545	332.41	33.6229	311.918	0	55.783	0	0	0	0	22.64	14.58	31.95	22.6399	22.6176	22.5573	22.5553	22.2992	21.8609	21.5847	21.3164	20.7303	10.1446	-99.99	1.2376
setup	0	2006-01-28 23:00:00	12.0741	430.967	332.75	33.6646	304.943	0	49.2597	0	0	0	0	23.2	14.96	33.07	23.1998	23.1731	23.1005	23.098	22.7963	22.3015	21.9972	21.7042	21.0711	10.2304	-99.99	1.30908
setup	0	2006-01-29 23:00:00	12.0731	431.388	310.31	31.4012	324.323	0	47.1499	0	0	0	0	24.27	14.94	33.51	24.2698	24.2347	24.1394	24.1361	23.744	23.1169	22.7406	22.3849	21.6397	10.3191	-99.99	1.51055
setup	0	2006-01-30 23:00:00	12.072	431.808	286.94	29.042	342.638	0	41.8931	0	0	0	0	25.03	16.76	33.4	25.0299	24.995	24.9005	24.8972	24.5098	23.8923	23.5186	23.1614	22.3976	10.4126	-99.99	1.40909
setup	0	2006-01-31 23:00:00	12.071	432.227	270.74	27.4077	353.328	0	49.8494	0	0	0	0	24.13	17.52	31.77	24.1299	24.1163	24.0794	24.0781	23.9199	23.6311	23.4298	23.2171	22.6891	10.5109	-99.99	1.11221
setup	0	2006-02-01 23:00:00	12.0699	432.643	261.13	26.4399	356.909	0	47.2656	0	0	0	0	23.12	17.45	29.82	23.1199	23.1153	23.1028	23.1024	23.0448	22.9168	22.8112	22.6869	22.3286	10.6093	-99.99	0.916182
setup	0	2006-02-02 23:00:00	12.0688	433.056	247.02	25.016	359.097	0	46.1054	0	0	0	0	22.79	16.53	30.21	22.7899	22.7812	22.7578	22.7569	22.6528	22.4538	22.313	22.1633	21.782	10.7034	-99.99	0.988679
setup	0	2006-02-03 23:00:00	12.0676	433.466	256.62	25.9929	352.158	0	39.5103	0	0	0	0	22.32	16.48	29.96	22.3199	22.3119	22.2903	22.2895	22.1949	22.0155	21.8869	21.748	21.3863	10.7931	-99.99	0.917094
setup	0	2006-02-04 23:00:00	12.0665	433.871	297.35	30.1238	327.512	0	35.9821	0	0	0	0	22.42	15.88	31.12	22.4199	22.4055	22.3665	22.3652	22.1987	21.9086	21.7201	21.5311	21.0929	10.8792	-99.99	1.03007
setup	0	2006-02-05 23:00:00	12.0653	434.271	318.18	32.2396	322.841	0	33.7414	0	0	0	0	22.83	14.69	31.59	22.8299	22.8092	22.7533	22.7513	22.5162	22.1225	21.8763	21.6366	21.1096	10.963	-99.99	1.24972
setup	0	2006-02-06 23:00:00	12.0641	434.665	328.24	33.2642	317.401	0	28.872	0	0	0	0	22.74	15.8	31.56	22.7399	22.7229	22.6769	22.6753	22.4829	22.1588	21.9504	21.7413	21.2577	11.0472	-99.99	1.09892
setup	0	2006-02-07 23:00:00	12.063	435.053	326.16	33.0584	318.172	0	27.3268	0	0	0	0	22.78	14.38	31.65	22.7799	22.763	22.7171	22.7155	22.5202	22.1822	21.9641	21.7473	21.256	11.1314	-99.99	1.28157
setup	0	2006-02-08 23:00:00	12.0617	435.433	307.41	31.1618	332.316	0	22.7038	0	0	0	0	23.17	15.91	31.6	23.1699	23.148	23.0885	23.0864	22.842	22.4482	22.2055	21.9688	21.4425	11.2157	-99.99	1.15452
setup	0	2006-02-09 23:00:00	12.0605	435.806	234.87	23.8114	360.226	0	22.8212	0	0	0	0	22.49	15.64	30.33	22.4899	22.4804	22.4545	22.4536	22.341	22.131	21.9826	21.8245	21.4262	11.3006	-99.99	1.05475
setup	0	2006-02-10 23:00:00	12.0593	436.17	292.37	29.6434	344.305	0	21.281	0	0	0	0	23.14	15.84	31.3	23.1399	23.1178	23.0579	23.0558	22.8073	22.403	22.1552	21.9161	21.3958	11.3843	-99.99	1.15232
setup	0	2006-02-11 23:00:00	12.058	436.525	331.13	33.5758	332.347	0	26.4073	0	0	0	0	24.04	17.35	32.06	24.0399	24.0103	23.9298	23.927	23.597	23.0723	22.7568	22.4566	21.8212	11.4685	-99.99	1.1215
setup	0	2006-02-12 23:00:00	12.0567	436.869	288.21	29.2256	345.486	0	28.2126	0	0	0	0	24.54	16.31	33.75	24.5399	24.5125	24.438	24.4355	24.1218	23.5951	23.2675	22.9519	22.2806	11.5557	-99.99	1.38829
setup	0	2006-02-13 23:00:00	12.0555	437.204	217.05	22.0099	379.805	0	25.2662	0	0	0	0	24.64	17.4	32.63	24.6399	24.6165	24.5531	24.5509	24.2889	23.8597	23.5908	23.3262	22.734	11.6464	-99.99	1.23515
setup	0	2006-02-14 23:00:00	12.0542	437.527	272.36	27.6182	354.481	0	20.4357	0	0	0	0	24.12	17.42	31.45	24.1199	24.1065	24.0702	24.0689	23.914	23.6386	23.4525	23.2595	22.7913	11.7393	-99.99	1.11862
setup	0	2006-02-15 23:00:00	12.0528	437.838	304.06	30.8319	341.138	0	26.3664	0	0	0	0	23.81	16.83	31.78	23.8099	23.7976	23.7642	23.7631	23.6195	23.3595	23.1834	23.002	22.5657	11.8309	-99.99	1.15065
setup	0	2006-02-16 23:00:00	12.0515	438.136	306.95	31.1232	332.026	0	25.5001	0	0	0	0	23.24	15.73	32.25	23.2399	23.2319	23.2102	23.2094	23.1108	22.9137	22.7716	22.6199	22.2387	11.9198	-99.99	1.20714
setup	0	2006-02-17 23:00:00	12.0502	438.422	279.53	28.3409	344.758	0	26.3576	0	0	0	0	23.6	15.68	32.85	23.5999	23.5817	23.5325	23.5308	23.3259	22.985	22.7705	22.5601	22.0876	12.0056	-99.99	1.28548
setup	0	2006-02-18 23:00:00	12.0488	438.693	326.51	33.1005	327.872	0	25.675	0	0	0	0	23.89	15.74	32.75	23.8899	23.8696	23.8144	23.8124	23.5834	23.204	22.966	22.7329	22.2149	12.0903	-99.99	1.3259
setup	0	2006-02-19 23:00:00	12.0475	438.951	271.2	27.4897	350.502	0	26.66	0	0	0	0	23.69	16.42	32.31	23.6899	23.6745	23.6328	23.6313	23.4571	23.1599	22.9656	22.7691	22.3093	12.1756	-99.99	1.19421
setup	0	2006-02-20 23:00:00	12.0461	439.193	278.26	28.2007	350.054	0	26.4818	0	0	0	0	23.74	16.42	31.84	23.7399	23.7234	23.6786	23.677	23.4901	23.1746	22.9724	22.7705	22.3068	12.2606	-99.99	1.19276
setup	0	2006-02-21 23:00:00	12.0447	439.42	311.93	31.607	339.353	0	26.9254	0	0	0	0	23.16	16.23	30.75	23.1599	23.151	23.1269	23.126	23.0219	22.8282	22.6914	22.5454	22.176	12.3448	-99.99	1.09912
setup	0	2006-02-22 23:00:00	12.0433	439.631	297.81	30.1696	340.184	0	26.1758	0	0	0	0	23.42	15.79	32.17	23.4199	23.4037	23.3599	23.3583	23.1725	22.8535	22.65	22.4491	21.9983	12.4268	-99.99	1.22601
setup	0	2006-02-23 23:00:00	12.0419	439.825	343.17	34.7555	314.851	0	18.839	0	0	0	0	23.99	15.31	33.48	23.9899	23.9673	23.9059	23.9038	23.6471	23.2198	22.9551	22.6998	22.1517	12.5075	-99.99	1.41474
setup	0	2006-02-24 23:00:00	12.0405	440.002	271.2	27.4578	355.192	0	24.3564	0	0	0	0	24.89	16.47	33.6	24.8899	24.86	24.779	24.7762	24.4452	23.9187	23.6014	23.2997	22.6637	12.59	-99.99	1.42858
setup	0	2006-02-25 23:00:00	12.0391	440.162	280.34	28.3729	359.043	0	27.4251	0	0	0	0	25.63	18.73	33.39	25.6299	25.5988	25.5142	25.5113	25.1688	24.6304	24.3037	23.9913	23.3265	12.6767	-99.99	1.24339
setup	0	2006-02-26 23:00:00	12.0377	440.303	189.05	19.126	390.147	0	29.1196	0	0	0	0	23.44	18.99	28.41	23.44	23.4452	23.4592	23.4597	23.5111	23.5493	23.5334	23.4856	23.2584	12.7673	-99.99	0.737784
setup	0	2006-02-27 23:00:00	12.0362	440.427	208.72	21.1078	377.485	0	46.3843	0	0	0	0	21.41	18.19	26.31	21.41	21.4261	21.4698	21.4713	21.6439	21.88	21.9833	22.0497	22.0573	12.853	-99.99	0.507907
setup	0	2006-02-28 23:00:00	12.0348	440.531	233.71	23.6253	374.44	0	58.3981	0	0	0	0	22.22	17.49	28.45	22.2199	22.2058	22.1674	22.1661	22.0127	21.7821	21.6408	21.5046	21.2001	12.9278	-99.99	0.743449
setup	0	2006-03-01 23:00:00	12.0333	440.615	169.5	17.1268	388.574	0	71.2052	0	0	0	0	21.18	18.04	26.06	21.18	21.1683	21.1368	21.1357	21.0937	21.0984	21.0775	21.0371	20.8699	12.9973	-99.99	0.486845
setup	0	2006-03-02 23:00:00	12.0319	440.68	252.8	25.5312	368.811	0	63.5526	0	0	0	0	22.74	17.54	30.19	22.7399	22.7112	22.6331	22.6304	22.3091	21.8167	21.5335	21.2743	20.7569	13.0626	-99.99	0.846777
setup	0	2006-03-03 23:00:00	12.0304	440.725	214.51	21.6529	380.173	0	82.6454	0	0	0	0	22.2	18.47	28.63	22.1999	22.1682	22.0822	22.0792	21.8791	21.6918	21.5596	21.4184	21.0676	13.1287	-99.99	0.618295
setup	0	2006-03-04 23:00:00	12.0289	440.75	157	15.839	397.783	0	77.8819	0	0	0	0	22.31	17.9	28.63	22.31	22.2946	22.2531	22.2517	22.0794	21.8068	21.6373	21.4706	21.087	13.1954	-99.99	0.706878
setup	0	2006-03-05 23:00:00	12.0275	440.753	264.03	26.6206	359.593	0	72.9589	0	0	0	0	22.16	16.92	29.35	22.1599	22.1306	22.051	22.0482	21.8477	21.637	21.4928	21.3483	21.0094	13.2615	-99.99	0.822592
setup	0	2006-03-06 23:00:00	12.026	440.736	245.75	24.7621	367.124	0	80.9871	0	0	0	0	21.95	16.88	29.09	21.95	21.9384	21.9072	21.9061	21.7781	21.5851	21.4554	21.3208	20.9949	13.3265	-99.99	0.792776
setup	0	2006-03-07 23:00:00	12.0245	440.697	240.77	24.2445	370.921	0	76.8788	0	0	0	0	22.67	16.76	30.41	22.6699	22.6488	22.5914	22.5895	22.3526	21.9746	21.7497	21.5386	21.0931	13.3907	-99.99	0.940837
setup	0	2006-03-08 23:00:00	12.023	440.636	251.53	25.3107	366.845	0	72.4049	0	0	0	0	22.59	16.95	30.04	22.59	22.5757	22.5371	22.5358	22.3743	22.1013	21.9258	21.7506	21.3477	13.4559	-99.99	0.898587
setup	0	2006-03-09 23:00:00	12.0215	440.554	229.9	23.118	371.121	0	69.8278	0	0	0	0	21.83	17.1	29.43	21.83	21.8271	21.8195	21.8192	21.7818	21.6914	21.6139	21.522	21.2606	13.5217	-99.99	0.758687
setup	0	2006-03-10 23:00:00	12.02	440.449	244.47	24.5656	363.495	0	64.9066	0	0	0	0	21.78	16.41	29.37	21.78	21.7721	21.7508	21.75	21.6587	21.4959	21.3864	21.2731	20.994	13.5852	-99.99	0.832831
setup	0	2006-03-11 23:00:00	12.0185	440.323	261.13	26.2208	354.725	0	60.8712	0	0	0	0	21.59	15.69	29.76	21.59	21.5828	21.5634	21.5627	21.4774	21.3175	21.2071	21.0922	20.8103	13.6458	-99.99	0.899795
setup	0	2006-03-12 23:00:00	12.017	440.173	258.71	25.9592	359.753	0	56.6745	0	0	0	0	21.94	15.42	30	21.94	21.9255	21.8864	21.885	21.7228	21.4578	21.2945	21.1363	20.7847	13.7044	-99.99	0.986535
setup	0	2006-03-13 23:00:00	12.0154	440.002	252.46	25.3144	360.163	0	52.7088	0	0	0	0	21.16	16.06	28.31	21.16	21.1581	21.153	21.1528	21.1296	21.072	21.0168	20.9468	20.731	13.7624	-99.99	0.766507
setup	0	2006-03-14 23:00:00	12.0139	439.808	254.54	25.5056	361.922	0	51.124	0	0	0	0	21.99	16.56	29.57	21.99	21.9713	21.9207	21.919	21.7128	21.3917	21.2031	21.0266	20.6544	13.8186	-99.99	0.847057
setup	0	2006-03-15 23:00:00	12.0124	439.591	258.71	25.9066	357.814	0	48.7081	0	0	0	0	21.52	16.2	29.03	21.52	21.5131	21.4945	21.4938	21.4119	21.2559	21.1449	21.0271	20.7341	13.8744	-99.99	0.814115
setup	0	2006-03-16 23:00:00	12.0109	439.351	270.28	27.0485	356.978	0	45.9732	0	0	0	0	22.22	16.11	30.4	22.22	22.201	22.1494	22.1476	21.9347	21.5935	21.3894	21.1975	20.7939	13.9298	-99.99	0.953721
setup	0	2006-03-17 23:00:00	12.0094	439.089	222.84	22.2882	375.391	0	44.3821	0	0	0	0	22.65	16.53	31.22	22.65	22.6303	22.5768	22.575	22.3541	21.9964	21.7784	21.5703	21.126	13.986	-99.99	0.986067
setup	0	2006-03-18 23:00:00	12.0078	438.804	258.24	25.8153	363.362	0	42.1002	0	0	0	0	22.7	16.91	31.34	22.7	22.6844	22.6421	22.6406	22.4649	22.1738	21.9899	21.8091	21.4048	14.0442	-99.99	0.950433
setup	0	2006-03-19 23:00:00	12.0063	438.496	254.54	25.4335	369.005	0	44.6555	0	0	0	0	22.62	16.95	30.73	22.62	22.6067	22.5708	22.5696	22.4221	22.1859	22.0334	21.8804	21.5249	14.1038	-99.99	0.919413
setup	0	2006-03-20 23:00:00	12.0048	438.166	223.3	22.3029	376.846	0	43.3809	0	0	0	0	21.77	17.53	28.08	21.77	21.7686	21.7648	21.7647	21.7484	21.7114	21.6691	21.6101	21.4106	14.1635	-99.99	0.669306
setup	0	2006-03-21 23:00:00	12.0032	437.813	249.1	24.8711	371.921	0	41.1926	0	0	0	0	22.72	17.45	29.95	22.72	22.7	22.6457	22.6439	22.4215	22.0728	21.868	21.6775	21.2812	14.2211	-99.99	0.85217
setup	0	2006-03-22 23:00:00	12.0017	437.437	255.7	25.5231	370.487	0	40.5437	0	0	0	0	22.76	17.47	30.39	22.76	22.7453	22.7054	22.704	22.5369	22.2563	22.0779	21.9022	21.5092	14.2784	-99.99	0.866674
setup	0	2006-03-23 23:00:00	12.0002	437.04	258.71	25.8182	368.784	0	38.5849	0	0	0	0	22.92	17.27	30.77	22.92	22.9049	22.8638	22.8624	22.6909	22.4052	22.2254	22.0496	21.6582	14.3367	-99.99	0.925004
setup	0	2006-03-24 23:00:00	11.9986	436.62	260.79	26.0223	365.319	0	36.9828	0	0	0	0	22.47	16.53	30.46	22.47	22.4628	22.4432	22.4425	22.3564	22.1947	22.0796	21.9577	21.6553	14.3955	-99.99	0.944041
setup	0	2006-03-25 23:00:00	11.9971	436.179	227	22.6492	373.918	0	33.9411	0	0	0	0	21.54	17.02	27.18	21.54	21.5421	21.5477	21.5479	21.571	21.5925	21.5839	21.5551	21.4116	14.4535	-99.99	0.683919
setup	0	2006-03-26 23:00:00	11.9956	435.716	215.32	21.4839	369.007	0	30.3127	0	0	0	0	19.85	16.46	23.99	19.85	19.8672	19.9138	19.9154	20.1009	20.36	20.4817	20.5673	20.6326	14.5077	-99.99	0.475417
setup	0	2006-03-27 23:00:00	11.9941	435.232	270.28	26.9695	354.598	0	31.5931	0	0	0	0	21.29	15.83	29.33	21.29	21.2706	21.2179	21.2161	20.9985	20.6745	20.4958	20.3377	20.0367	14.5546	-99.99	0.82882
setup	0	2006-03-28 23:00:00	11.9925	434.726	328.59	32.7919	334.747	0	31.3292	0	0	0	0	21.43	15.65	30.07	21.43	21.4164	21.3796	21.3783	21.2233	20.9624	20.7993	20.6413	20.2983	14.5991	-99.99	0.887014
setup	0	2006-03-29 23:00:00	11.991	434.2	280.34	27.9815	354.373	0	30.4888	0	0	0	0	21.95	15.74	29.73	21.95	21.9316	21.8817	21.8799	21.6765	21.3575	21.167	20.9867	20.6049	14.6453	-99.99	0.943097
setup	0	2006-03-30 23:00:00	11.9895	433.653	211.62	21.1268	378.331	0	30.8754	0	0	0	0	22.01	16.14	29.99	22.01	21.9956	21.9565	21.9552	21.7925	21.5339	21.3742	21.2176	20.8695	14.6935	-99.99	0.910572
setup	0	2006-03-31 23:00:00	11.988	433.086	249.91	24.9552	365.441	0	31.7362	0	0	0	0	22.15	16.27	30.59	22.15	22.1351	22.0948	22.0934	21.9268	21.6671	21.5098	21.3574	21.0192	14.743	-99.99	0.928798
setup	0	2006-04-01 23:00:00	11.9864	432.5	248.29	24.7995	367.761	0	31.7808	0	0	0	0	21.79	16.51	29.37	21.79	21.7818	21.7597	21.7589	21.6685	21.5289	21.4326	21.3327	21.0794	14.7932	-99.99	0.821872
setup	0	2006-04-02 23:00:00	11.9849	431.894	232.44	23.222	374.067	0	31.7616	0	0	0	0	22.49	16.32	30.94	22.49	22.4716	22.4215	22.4198	22.2125	21.8828	21.6878	21.5057	21.1283	14.843	-99.99	0.980727
setup	0	2006-04-03 23:00:00	11.9834	431.269	219.48	21.9324	379.517	0	31.6757	0	0	0	0	21.99	17.18	29.27	21.99	21.9829	21.9638	21.9631	21.8839	21.753	21.6596	21.5588	21.2977	14.8934	-99.99	0.766904
setup	0	2006-04-04 23:00:00	11.9819	430.626	187.43	18.7337	384.298	0	30.8575	0	0	0	0	21.41	16.63	28.15	21.41	21.4089	21.406	21.4059	21.3896	21.3475	21.3038	21.2473	21.0736	14.9435	-99.99	0.730207
setup	0	2006-04-05 23:00:00	11.9804	429.965	187.43	18.7372	386.271	0	56.7605	0	0	0	0	21.68	16.67	29.13	21.68	21.6503	21.5696	21.5668	21.3813	21.2202	21.1192	21.0194	20.794	14.9908	-99.99	0.780923
setup	0	2006-04-06 23:00:00	11.9789	429.286	86.2	8.61866	409.966	0	82.7702	0	0	0	0	20.38	17.36	25.21	20.3812	20.4305	20.4772	20.4785	20.5846	20.6804	20.7131	20.7206	20.6443	15.0354	-99.99	0.465951
setup	0	2006-04-07 23:00:00	11.9774	428.591	224.92	22.491	371.956	0	40.1522	0	0	0	0	20.79	16.99	26.49	20.7893	20.7595	20.7313	20.7306	20.6198	20.5174	20.4546	20.3916	20.2408	15.0748	-99.99	0.564573
setup	0	2006-04-08 23:00:00	11.9759	427.879	214.97	21.4975	375.015	0	37.7812	0	0	0	0	20.4	17.75	25.01	20.3999	20.3955	20.3914	20.3913	20.3687	20.3397	20.3091	20.2669	20.1245	15.1107	-99.99	nan
setup	0	2006-04-09 23:00:00	11.9744	427.151	182.46	18.2469	385.31	0	36.8576	0	0	0	0	20.89	16.77	27.63	20.8894	20.8652	20.8421	20.8415	20.6962	20.4723	20.3377	20.2127	19.9591	15.1451	-99.99	nan
setup	0	2006-04-10 23:00:00	11.9729	426.408	205.71	20.572	373.593	0	30.6726	0	0	0	0	20.08	16.92	25.37	20.0801	20.0826	20.0849	20.085	20.098	20.1081	20.0958	20.0679	19.9444	15.1786	-99.99	nan
setup	0	2006-04-11 23:00:00	11.9714	425.651	209.88	20.9891	373.54	0	29.4386	0	0	0	0	20.28	16.14	26.52	20.2797	20.2675	20.2559	20.2556	20.1803	20.049	19.9664	19.8863	19.7078	15.2107	-99.99	nan
setup	0	2006-04-12 23:00:00	11.9699	424.879	231.17	23.1183	369.024	0	30.2501	0	0	0	0	21.07	16.34	27.96	21.0692	21.0353	21.003	21.0022	20.8043	20.4963	20.3184	20.1559	19.8324	15.2416	-99.99	nan
setup	0	2006-04-13 23:00:00	11.9685	424.094	245.28	24.5294	364.178	0	29.9399	0	0	0	0	20.94	16.09	27.76	20.9396	20.9212	20.9037	20.9032	20.792	20.5991	20.4742	20.35	20.0715	15.2741	-99.99	nan
setup	0	2006-04-14 23:00:00	11.967	423.296	231.17	23.1184	369.113	0	30.5622	0	0	0	0	21.56	15.73	29.39	21.5592	21.5257	21.4938	21.493	21.2943	20.9742	20.7845	20.6089	20.2553	15.3077	-99.99	nan
setup	0	2006-04-15 23:00:00	11.9656	422.486	240.77	24.0785	366.812	0	29.6636	0	0	0	0	20.87	16.46	27.12	20.8699	20.8646	20.8595	20.8594	20.8271	20.7609	20.7047	20.6367	20.4402	15.3428	-99.99	nan
setup	0	2006-04-16 23:00:00	11.9641	421.665	272.82	27.2838	358.555	0	30.5127	0	0	0	0	21.14	16.99	27	21.1395	21.1201	21.1016	21.1011	20.9883	20.8138	20.7089	20.6074	20.378	15.378	-99.99	nan
setup	0	2006-04-17 23:00:00	11.9627	420.833	180.72	18.0732	389.373	0	31.7218	0	0	0	0	21.69	16.82	28.21	21.6893	21.6581	21.6286	21.6278	21.4441	21.1543	20.9823	20.8224	20.4951	15.413	-99.99	nan
setup	0	2006-04-18 23:00:00	11.9612	419.991	166.61	16.6622	394.185	0	32.0296	0	0	0	0	21.72	17.39	28.05	21.7194	21.6954	21.6725	21.6719	21.5312	21.3103	21.1718	21.0359	20.7323	15.4489	-99.99	nan
