row,time,.lai.sim.val
348,2018-12-15T23:00:00,1.34982
349,2018-12-16T23:00:00,1.38955
350,2018-12-17T23:00:00,1.4241700000000002
351,2018-12-18T23:00:00,1.4530399999999999
352,2018-12-19T23:00:00,1.4756
353,2018-12-20T23:00:00,1.49145
354,2018-12-21T23:00:00,1.50076
355,2018-12-22T23:00:00,1.5030700000000001
356,2018-12-23T23:00:00,1.50217
357,2018-12-24T23:00:00,1.5015399999999999
358,2018-12-25T23:00:00,1.50099
359,2018-12-26T23:00:00,1.50054
360,2018-12-27T23:00:00,1.50016
361,2018-12-28T23:00:00,1.50009
362,2018-12-29T23:00:00,1.5002
363,2018-12-30T23:00:00,1.50068
364,2018-12-31T23:00:00,1.50102
365,2019-01-01T23:00:00,1.50168
366,2019-01-02T23:00:00,1.50247
367,2019-01-03T23:00:00,1.50311
368,2019-01-04T23:00:00,1.5037
369,2019-01-05T23:00:00,1.50435
370,2019-01-06T23:00:00,1.5052
371,2019-01-07T23:00:00,1.50673
372,2019-01-08T23:00:00,1.5081200000000001
373,2019-01-09T23:00:00,1.50892
374,2019-01-10T23:00:00,1.5106700000000002
375,2019-01-11T23:00:00,1.5123799999999998
376,2019-01-12T23:00:00,1.51432
377,2019-01-13T23:00:00,1.5162799999999999
378,2019-01-14T23:00:00,1.51731
379,2019-01-15T23:00:00,1.5185
380,2019-01-16T23:00:00,1.5191
381,2019-01-17T23:00:00,1.51994
382,2019-01-18T23:00:00,1.52154
383,2019-01-19T23:00:00,1.52243
384,2019-01-20T23:00:00,1.5227899999999999
385,2019-01-21T23:00:00,1.52233
386,2019-01-22T23:00:00,1.52154
387,2019-01-23T23:00:00,1.5209
388,2019-01-24T23:00:00,1.51901
389,2019-01-25T23:00:00,1.51607
390,2019-01-26T23:00:00,1.5119799999999999
391,2019-01-27T23:00:00,1.50804
392,2019-01-28T23:00:00,1.50205
393,2019-01-29T23:00:00,1.49488
394,2019-01-30T23:00:00,1.4870299999999999
395,2019-01-31T23:00:00,1.4771299999999998
396,2019-02-01T23:00:00,1.4661600000000001
397,2019-02-02T23:00:00,1.45391
398,2019-02-03T23:00:00,1.44018
399,2019-02-04T23:00:00,1.4251
400,2019-02-05T23:00:00,1.4092
401,2019-02-06T23:00:00,1.39276
402,2019-02-07T23:00:00,1.37509
403,2019-02-08T23:00:00,1.35599
404,2019-02-09T23:00:00,1.33534
405,2019-02-10T23:00:00,1.31384
406,2019-02-11T23:00:00,1.29109
407,2019-02-12T23:00:00,1.2655100000000001
408,2019-02-13T23:00:00,1.2387700000000001
409,2019-02-14T23:00:00,1.20997
410,2019-02-15T23:00:00,1.1798
411,2019-02-16T23:00:00,1.14727
412,2019-02-17T23:00:00,1.11411
413,2019-02-18T23:00:00,1.07951
414,2019-02-19T23:00:00,1.0426
415,2019-02-20T23:00:00,1.00434
416,2019-02-21T23:00:00,0.965817
417,2019-02-22T23:00:00,0.9271
418,2019-02-23T23:00:00,0.886877
419,2019-02-24T23:00:00,0.846505
420,2019-02-25T23:00:00,0.806028
421,2019-02-26T23:00:00,0.765096
422,2019-02-27T23:00:00,0.722549
423,2019-02-28T23:00:00,0.679104
424,2019-03-01T23:00:00,0.634778
425,2019-03-02T23:00:00,0.590062
426,2019-03-03T23:00:00,0.545296
427,2019-03-04T23:00:00,0.5015
428,2019-03-05T23:00:00,0.45906099999999994
429,2019-03-06T23:00:00,0.417508
430,2019-03-07T23:00:00,0.37671
431,2019-03-08T23:00:00,0.336791
432,2019-03-09T23:00:00,0.298129
433,2019-03-10T23:00:00,0.26114
434,2019-03-11T23:00:00,0.226018
435,2019-03-12T23:00:00,0.193018
436,2019-03-13T23:00:00,0.162208
437,2019-03-14T23:00:00,0.13380899999999998
438,2019-03-15T23:00:00,0.10799600000000001
439,2019-03-16T23:00:00,0.0848477
