timestamp,precipitation (mm),temperature AVG (degrees Celsius),temperature MAX (degrees Celsius),temperature MIN (degrees Celsius)
2019-12-01,,,,
2019-12-02,6.074000000000001,18.144444444444446,22.8,16.1
2019-12-03,1.2760000000000002,18.45034722222222,23.3,15.9
2019-12-04,2.7399999999999998,19.402083333333334,25.2,15.6
2019-12-05,25.367,17.841666666666665,23.3,15.3
2019-12-06,1.9890000000000003,18.946527777777778,24.0,15.2
2019-12-07,5.681,18.428124999999998,22.4,16.5
2019-12-08,2.9749999999999996,18.338541666666668,23.9,15.2
2019-12-09,6.832000000000001,18.354166666666668,23.0,15.9
2019-12-10,,,,
2019-12-11,,,,
2019-12-12,0.0,18.27630662020906,24.0,13.7
2019-12-13,0.0,19.15694444444445,24.4,14.6
2019-12-14,0.017,18.060627177700347,23.8,14.6
2019-12-15,4.526,18.297569444444445,23.7,15.2
2019-12-16,0.017,18.69340277777778,24.2,15.0
2019-12-17,0.0,18.749305555555555,23.8,15.1
2019-12-18,0.0,19.06597222222222,24.1,15.0
2019-12-19,0.0,17.90381944444444,23.7,13.1
2019-12-20,0.051000000000000004,18.581720430107527,24.3,12.8
2019-12-21,3.2310000000000003,18.388967971530253,24.3,15.1
2019-12-22,0.0,18.24946996466431,23.0,15.2
2019-12-23,7.666999999999999,18.974377224199287,24.2,15.3
2019-12-24,2.876,18.964664310954067,23.9,15.8
2019-12-25,1.2759999999999998,19.45177304964539,24.5,15.4
2019-12-26,15.794,18.81595744680851,25.1,13.9
2019-12-27,39.278999999999996,19.893617021276597,26.8,16.8
2019-12-28,18.3,18.86197183098591,25.6,16.4
2019-12-29,0.017,19.555516014234875,24.4,15.9
2019-12-30,0.0,18.48521126760563,23.5,13.6
2019-12-31,0.034,18.613427561837458,24.0,14.1
2020-01-01,0.051,18.77323943661972,24.4,13.9
2020-01-02,0.136,18.82918149466192,24.7,15.0
2020-01-03,0.85,18.9469964664311,23.9,14.5
2020-01-04,0.017,18.337323943661968,23.5,14.5
2020-01-05,0.0,19.455160142348753,25.4,13.1
2020-01-06,11.123000000000001,19.676595744680853,25.9,15.3
2020-01-07,9.032,18.263957597173146,23.0,15.2
2020-01-08,4.388,17.44098939929329,22.4,15.3
2020-01-09,2.927,18.36950354609929,24.5,14.6
2020-01-10,0.034,19.569824561403507,25.8,15.5
2020-01-11,0.017,19.814487632508833,26.3,14.7
2020-01-12,7.0760000000000005,19.922775800711744,26.9,15.9
2020-01-13,11.223,18.018374558303886,23.4,15.9
2020-01-14,0.0,19.379094076655054,24.0,15.4
2020-01-15,0.0,19.764664310954064,25.0,16.2
2020-01-16,0.017,19.381914893617022,24.3,16.0
2020-01-17,0.0,19.214736842105264,25.2,15.2
2020-01-18,0.0,19.837809187279152,26.2,15.5
2020-01-19,0.0,19.655985915492955,26.0,14.4
2020-01-20,0.0,19.858245614035088,26.5,14.0
2020-01-21,0.051000000000000004,20.159298245614035,25.6,14.8
2020-01-22,0.0,19.716901408450706,24.2,15.8
2020-01-23,0.034,19.302473498233216,24.0,16.9
