source	id	datetime	C_mic_1[kgCm-2]	C_mic_2[kgCm-2]	C_mic_3[kgCm-2]	C_aorg[kgCm-2]	N_nh4[kgNm-2]	N_no3_ae[kgNm-2]	N_no3_an[kgNm-2]	C_doc_ae[kgCm-2]	C_doc_an[kgCm-2]	C_acetate_ae[kgCm-2]	C_acetate_an[kgCm-2]	sC_ch4_ebul[kgCm-2]	sC_ch4_plant[kgCm-2]	sC_ch4_soil[kgCm-2]	sC_ch4_water[kgCm-2]	sC_ch4_leach[kgCm-2]	sC_ch4_prod[kgCm-2]	sC_ch4_ox[kgCm-2]	sC_acetate_prod[kgCm-2]	sC_doc_prod[kgCm-2]	sN_no2_nit[kgNm-2]	sN_no3_denit[kgNm-2]	sN_n2o_ebul[kgNm-2]	sN_n2o_plant[kgNm-2]	sN_n2o_soil[kgNm-2]	sN_n2o_water[kgNm-2]	sN_no_ebul[kgNm-2]	sN_no_plant[kgNm-2]	sN_no_soil[kgNm-2]	sN_no_water[kgNm-2]	sN_nh3_ebul[kgNm-2]	sN_nh3_plant[kgNm-2]	sN_nh3_soil[kgNm-2]	sN_nh3_water[kgNm-2]	sO_plant_o2_cons[kgOm-2]	sO_plant_o2_prod[kgOm-2]	sO_algae_o2_prod[kgOm-2]	ph_watertable[-]	ph_soil_surface[-]	anvf[%]
setup	0	2008-02-28 08:00:00	0.00620164	0.0034153	0.000922158	0.067628	0.000334931	0.000132425	5.56539e-05	0.000394936	0.000622967	1.51377e-05	0.000922628	0	0	-7.09337e-10	0	-1.03398e-24	1.09058e-07	1.09793e-07	1.13258e-06	1.58986e-05	9.15971e-07	3.26382e-07	0	0	5.2578e-09	0	0	0	2.1939e-09	0	0	0	6.49631e-14	0	0	0	0	7	7.5	0.561328
setup	0	2008-02-28 09:00:00	0.00619967	0.0034155	0.00092179	0.0676319	0.000335023	0.000132244	5.5554e-05	0.00039522	0.000622643	1.51066e-05	0.000922944	0	0	-6.82189e-10	0	2.48154e-24	1.08998e-07	1.09742e-07	1.1324e-06	1.61186e-05	9.03016e-07	3.26611e-07	0	0	5.24875e-09	0	0	0	2.18546e-09	0	0	0	6.47124e-14	0	0	0	0	7	7.5	0.561134
setup	0	2008-02-28 10:00:00	0.00619772	0.00341568	0.000921426	0.0676359	0.000335173	0.000130313	5.51192e-05	0.000395515	0.000622287	1.50759e-05	0.000923259	0	0	-6.55818e-10	0	-1.07533e-23	1.0895e-07	1.09709e-07	1.13245e-06	1.6399e-05	1.23723e-06	3.25751e-07	0	0	5.23097e-09	0	0	0	2.18464e-09	0	0	0	6.59655e-14	0	0	0	0	7	7.5	0.560918
setup	0	2008-02-28 11:00:00	0.00619567	0.00341597	0.000921052	0.0676399	0.000334915	0.000130168	5.53446e-05	0.000395676	0.00062201	1.52644e-05	0.00092336	0	0	-9.74054e-10	0	-5.37667e-24	1.08726e-07	1.09508e-07	1.14348e-06	1.66442e-05	1.2645e-06	3.29031e-07	0	0	6.21404e-09	0	0	0	2.57537e-09	0	0	0	6.60558e-14	0	0	0	0	7	7.5	0.561433
setup	0	2008-02-28 12:00:00	0.00619365	0.00341622	0.00092067	0.0676431	0.000334757	0.000130396	5.51948e-05	0.000395937	0.000621608	1.51313e-05	0.000923672	0	0	-7.77865e-10	0	4.96308e-24	1.08361e-07	1.09167e-07	1.15217e-06	1.69083e-05	1.27709e-06	3.29257e-07	0	0	5.85789e-09	0	0	0	2.38103e-09	0	0	0	4.92296e-14	0	0	0	0	7	7.5	0.560992
setup	0	2008-02-28 13:00:00	0.00619165	0.00341646	0.000920284	0.0676473	0.000334665	0.000130594	5.50773e-05	0.000396178	0.000621228	1.51082e-05	0.000923985	0	0	-7.0653e-10	0	4.75629e-24	1.08258e-07	1.0907e-07	1.14119e-06	1.70909e-05	1.29031e-06	3.29636e-07	0	0	5.74622e-09	0	0	0	2.33045e-09	0	0	0	7.3252e-14	0	0	0	0	7	7.5	0.560702
setup	0	2008-02-28 14:00:00	0.00618967	0.00341668	0.000919896	0.0676515	0.000334592	0.00013066	5.49596e-05	0.0003964	0.000620847	1.50819e-05	0.0009243	0	0	-6.92394e-10	0	2.27475e-24	1.08185e-07	1.09e-07	1.1388e-06	1.71972e-05	1.1705e-06	3.29779e-07	0	0	5.63792e-09	0	0	0	2.3082e-09	0	0	0	8.54958e-14	0	0	0	0	7	7.5	0.560427
setup	0	2008-02-28 15:00:00	0.0061877	0.00341689	0.000919509	0.0676557	0.000334551	0.000130618	5.48383e-05	0.000396568	0.000620437	1.50434e-05	0.000924633	0	0	-6.93723e-10	0	8.78879e-24	1.0795e-07	1.08764e-07	1.14389e-06	1.71845e-05	1.06402e-06	3.29647e-07	0	0	5.52923e-09	0	0	0	2.29816e-09	0	0	0	6.53807e-14	0	0	0	0	7	7.5	0.560147
setup	0	2008-02-28 16:00:00	0.00618562	0.00341719	0.00091911	0.0676599	0.000334872	0.000130285	5.50558e-05	0.000396375	0.000620116	1.52965e-05	0.000924669	0	0	-1.02976e-09	0	2.06795e-24	1.07835e-07	1.0866e-07	1.13555e-06	1.68559e-05	1.10832e-06	3.31954e-07	0	0	6.48394e-09	0	0	0	2.68685e-09	0	0	0	6.85135e-14	0	0	0	0	7	7.5	0.560631
setup	0	2008-02-28 17:00:00	0.00618357	0.00341744	0.000918714	0.0676642	0.000334761	0.000130294	5.48772e-05	0.000396462	0.000619513	1.52723e-05	0.000924985	0	0	-8.45422e-10	0	6.10046e-24	1.07787e-07	1.08608e-07	1.13925e-06	1.67982e-05	1.05103e-06	3.30884e-07	0	0	6.08748e-09	0	0	0	2.46672e-09	0	0	0	9.23092e-14	0	0	0	0	7	7.5	0.560067
setup	0	2008-02-28 18:00:00	0.00618154	0.00341768	0.000918318	0.0676684	0.000334878	0.000130205	5.47538e-05	0.000396435	0.000619055	1.52419e-05	0.000925306	0	0	-7.742e-10	0	3.61892e-24	1.07759e-07	1.08572e-07	1.13637e-06	1.67208e-05	1.00102e-06	3.30026e-07	0	0	5.94429e-09	0	0	0	2.39556e-09	0	0	0	7.83947e-14	0	0	0	0	7	7.5	0.559744
setup	0	2008-02-28 19:00:00	0.00617952	0.00341789	0.000917924	0.0676725	0.00033492	0.00013009	5.46385e-05	0.00039642	0.000618615	1.52121e-05	0.000925625	0	0	-7.53745e-10	0	-3.72231e-24	1.07732e-07	1.08534e-07	1.13445e-06	1.66047e-05	9.73332e-07	3.29043e-07	0	0	5.81523e-09	0	0	0	2.35466e-09	0	0	0	7.30244e-14	0	0	0	0	7	7.5	0.559461
setup	0	2008-02-28 20:00:00	0.00617751	0.0034181	0.00091753	0.0676766	0.000335026	0.000129959	5.45283e-05	0.000396419	0.000618187	1.5183e-05	0.000925943	0	0	-7.47758e-10	0	3.10193e-25	1.07709e-07	1.08498e-07	1.13278e-06	1.64586e-05	9.50265e-07	3.27917e-07	0	0	5.71204e-09	0	0	0	2.3286e-09	0	0	0	7.53227e-14	0	0	0	0	7	7.5	0.559204
setup	0	2008-02-28 21:00:00	0.00617553	0.00341829	0.000917138	0.0676806	0.00033517	0.000129835	5.44184e-05	0.000396447	0.000617756	1.51554e-05	0.000926259	0	0	-7.50716e-10	0	7.13443e-24	1.07691e-07	1.08466e-07	1.13131e-06	1.6292e-05	9.43167e-07	3.26635e-07	0	0	5.63594e-09	0	0	0	2.31224e-09	0	0	0	7.35268e-14	0	0	0	0	7	7.5	0.558952
setup	0	2008-02-28 22:00:00	0.00617358	0.00341847	0.000916748	0.0676846	0.000335436	0.00012978	5.4312e-05	0.000396491	0.000617334	1.51287e-05	0.000926574	0	0	-7.52548e-10	0	-1.24077e-24	1.07676e-07	1.08439e-07	1.12998e-06	1.61134e-05	9.9889e-07	3.25257e-07	0	0	5.58633e-09	0	0	0	2.30102e-09	0	0	0	7.49608e-14	0	0	0	0	7	7.5	0.558717
setup	0	2008-02-28 23:00:00	0.00617165	0.00341864	0.000916359	0.0676885	0.000335607	0.00012974	5.42108e-05	0.000396542	0.000616925	1.51028e-05	0.000926888	0	0	-7.53677e-10	0	-2.68834e-24	1.07667e-07	1.08416e-07	1.12877e-06	1.5927e-05	1.00704e-06	3.23829e-07	0	0	5.56272e-09	0	0	0	2.29284e-09	0	0	0	8.75892e-14	0	0	0	0	7	7.5	0.558504
setup	0	2008-02-29 00:00:00	0.0061697	0.00341887	0.000915963	0.0676921	0.000335712	0.000129414	5.43309e-05	0.00039489	0.000617028	1.50771e-05	0.000927184	0	0	-9.07566e-10	0	-1.03398e-24	1.07656e-07	1.08263e-07	1.1082e-06	1.36813e-05	9.8826e-07	3.20113e-07	0	0	5.9631e-09	0	0	0	2.46379e-09	0	0	0	8.88427e-14	0	0	0	0	7	7.5	0.558987
setup	0	2008-02-29 01:00:00	0.00616772	0.00341913	0.000915567	0.0676956	0.000376688	0.000134829	5.44056e-05	0.000393438	0.000617067	1.50525e-05	0.000927478	0	0	-9.60004e-10	0	1.09601e-23	1.07648e-07	1.08317e-07	1.10547e-06	1.34234e-05	6.48449e-06	3.17977e-07	0	0	6.3693e-09	0	0	0	2.46751e-09	0	0	0	9.53781e-14	0	0	0	0	7	7.5	0.559387
setup	0	2008-02-29 02:00:00	0.0061657	0.00341942	0.000915172	0.0676991	0.000373041	0.000141028	5.45282e-05	0.000391934	0.000617183	1.5029e-05	0.000927771	0	0	-9.02834e-10	0	8.4786e-24	1.07643e-07	1.08304e-07	1.10407e-06	1.31213e-05	7.35267e-06	3.16126e-07	0	0	6.7485e-09	0	0	0	2.43503e-09	0	0	0	1.0138e-12	0	0	0	0	7	7.5	0.559853
setup	0	2008-02-29 03:00:00	0.00616364	0.00341971	0.000914777	0.0677024	0.000369378	0.000146176	5.46121e-05	0.000390698	0.000617108	1.50082e-05	0.000928061	0	0	-8.47436e-10	0	-7.23783e-24	1.07643e-07	1.08293e-07	1.10286e-06	1.29173e-05	6.30013e-06	3.14012e-07	0	0	6.97162e-09	0	0	0	2.38465e-09	0	0	0	7.90091e-13	0	0	0	0	7	7.5	0.560072
setup	0	2008-02-29 04:00:00	0.00616158	0.00341999	0.000914384	0.0677058	0.000366436	0.000150103	5.46762e-05	0.000389665	0.000616911	1.49885e-05	0.000928349	0	0	-8.02662e-10	0	8.3752e-24	1.07644e-07	1.08286e-07	1.10191e-06	1.27429e-05	5.08719e-06	3.11789e-07	0	0	7.06796e-09	0	0	0	2.32654e-09	0	0	0	5.9099e-13	0	0	0	0	7	7.5	0.560136
setup	0	2008-02-29 05:00:00	0.00615953	0.00342026	0.000913992	0.067709	0.000364146	0.000153057	5.47182e-05	0.000388825	0.000616603	1.49699e-05	0.000928636	0	0	-7.57442e-10	0	2.37814e-24	1.07648e-07	1.0828e-07	1.10098e-06	1.25868e-05	4.10806e-06	3.09446e-07	0	0	7.04672e-09	0	0	0	2.25926e-09	0	0	0	4.58278e-13	0	0	0	0	7	7.5	0.560058
setup	0	2008-02-29 06:00:00	0.0061575	0.0034205	0.000913602	0.0677122	0.000362376	0.000155297	5.47432e-05	0.000388154	0.000616207	1.49527e-05	0.000928921	0	0	-6.75643e-10	0	8.27181e-24	1.07653e-07	1.08277e-07	1.10011e-06	1.24585e-05	3.38496e-06	3.0721e-07	0	0	6.86104e-09	0	0	0	2.16499e-09	0	0	0	3.74683e-13	0	0	0	0	7	7.5	0.559868
setup	0	2008-02-29 07:00:00	0.0061555	0.00342071	0.000913213	0.0677154	0.000360968	0.000157031	5.47411e-05	0.000387667	0.0006157	1.49369e-05	0.000929204	0	0	-5.70882e-10	0	-7.03104e-24	1.07661e-07	1.08276e-07	1.09933e-06	1.23619e-05	2.85662e-06	3.05198e-07	0	0	6.51373e-09	0	0	0	2.05019e-09	0	0	0	3.18213e-13	0	0	0	0	7	7.5	0.559532
setup	0	2008-02-29 08:00:00	0.00615353	0.00342089	0.000912825	0.0677185	0.000359755	0.000158372	5.47268e-05	0.000387516	0.000615173	1.49213e-05	0.000929487	0	0	-4.76866e-10	0	1.03398e-25	1.07669e-07	1.08277e-07	1.09872e-06	1.25826e-05	2.45622e-06	3.03669e-07	0	0	6.05995e-09	0	0	0	1.93267e-09	0	0	0	2.76349e-13	0	0	0	0	7	7.5	0.559119
setup	0	2008-02-29 09:00:00	0.00615153	0.00342106	0.00091244	0.0677216	0.000358109	0.000158535	5.46001e-05	0.000387334	0.000614818	1.4902e-05	0.000929772	0	0	-5.04799e-10	0	-2.17135e-24	1.07683e-07	1.08297e-07	1.09866e-06	1.28434e-05	2.17075e-06	3.02737e-07	0	0	5.80036e-09	0	0	0	1.88338e-09	0	0	0	2.52107e-13	0	0	0	0	7	7.5	0.558942
setup	0	2008-02-29 10:00:00	0.00614964	0.00342099	0.000912064	0.0677251	0.000357129	0.000159973	5.40738e-05	0.000388961	0.000612539	1.49365e-05	0.000929999	0	0	2.48266e-09	0	-9.20238e-24	1.07693e-07	1.08257e-07	1.09988e-06	1.3367e-05	2.0975e-06	3.05775e-07	0	0	2.01848e-09	0	0	0	5.89855e-10	0	0	0	8.04858e-14	0	0	0	0	7	7.5	0.556084
setup	0	2008-02-29 11:00:00	0.0061464	0.00342222	0.000911648	0.0677288	0.000356303	0.000154786	5.98613e-05	0.000377471	0.000623072	1.48876e-05	0.000930317	0	0	-1.51821e-09	0	-2.68834e-24	1.07704e-07	1.08365e-07	1.10116e-06	1.3403e-05	1.86392e-06	3.38761e-07	0	0	7.24295e-09	0	0	0	2.80229e-09	0	0	0	2.00017e-13	0	0	0	0	7	7.5	0.569889
setup	0	2008-02-29 12:00:00	0.00614336	0.00342313	0.000911238	0.0677326	0.000353576	0.000154147	5.8786e-05	0.000378255	0.000621445	1.49007e-05	0.000930569	0	0	-1.11257e-09	0	3.30872e-24	1.0772e-07	1.08403e-07	1.10201e-06	1.3874e-05	1.99723e-06	3.35231e-07	0	0	5.3451e-09	0	0	0	2.17839e-09	0	0	0	2.07792e-13	0	0	0	0	7	7.5	0.567587
setup	0	2008-02-29 13:00:00	0.00614029	0.00342397	0.000910825	0.0677365	0.000353329	0.000154929	5.87587e-05	0.000378427	0.000620451	1.50984e-05	0.000930646	0	0	-1.28732e-09	0	-6.61744e-24	1.075e-07	1.08212e-07	1.11831e-06	1.41077e-05	2.02754e-06	3.36157e-07	0	0	6.1797e-09	0	0	0	2.40193e-09	0	0	0	1.59458e-13	0	0	0	0	7	7.5	0.566931
setup	0	2008-02-29 14:00:00	0.00613729	0.00342468	0.000910411	0.0677404	0.000352773	0.000155695	5.85436e-05	0.000378348	0.00061978	1.50913e-05	0.000930919	0	0	-9.60415e-10	0	-1.44757e-24	1.07446e-07	1.0817e-07	1.10917e-06	1.42367e-05	1.83058e-06	3.3496e-07	0	0	6.02063e-09	0	0	0	2.22133e-09	0	0	0	1.67582e-13	0	0	0	0	7	7.5	0.566081
setup	0	2008-02-29 15:00:00	0.00613433	0.00342532	0.000909998	0.0677443	0.000352186	0.000156116	5.84348e-05	0.000378081	0.000619314	1.50744e-05	0.0009312	0	0	-8.5322e-10	0	-1.44757e-24	1.0741e-07	1.08134e-07	1.10705e-06	1.4216e-05	1.58978e-06	3.33959e-07	0	0	5.95223e-09	0	0	0	2.15984e-09	0	0	0	1.35253e-13	0	0	0	0	7	7.5	0.565564
setup	0	2008-02-29 16:00:00	0.0061314	0.0034259	0.000909586	0.0677482	0.000351789	0.000156329	5.83608e-05	0.000377558	0.000618851	1.50537e-05	0.000931485	0	0	-8.16899e-10	0	3.10193e-24	1.07383e-07	1.08102e-07	1.10541e-06	1.38203e-05	1.40673e-06	3.32639e-07	0	0	5.88088e-09	0	0	0	2.13025e-09	0	0	0	1.11681e-13	0	0	0	0	7	7.5	0.565159
setup	0	2008-02-29 17:00:00	0.0061285	0.00342645	0.000909176	0.067752	0.00035148	0.000156418	5.82975e-05	0.000377043	0.000618383	1.50314e-05	0.000931771	0	0	-8.0735e-10	0	5.06648e-24	1.07365e-07	1.08072e-07	1.10363e-06	1.35999e-05	1.27595e-06	3.30884e-07	0	0	5.82296e-09	0	0	0	2.11409e-09	0	0	0	9.91727e-14	0	0	0	0	7	7.5	0.564787
setup	0	2008-02-29 18:00:00	0.00612566	0.00342695	0.000908767	0.0677558	0.000351282	0.000156429	5.82455e-05	0.000376583	0.000617928	1.50083e-05	0.000932058	0	0	-8.01554e-10	0	4.96308e-24	1.07352e-07	1.08043e-07	1.10168e-06	1.33806e-05	1.18624e-06	3.28744e-07	0	0	5.76653e-09	0	0	0	2.09851e-09	0	0	0	9.33113e-14	0	0	0	0	7	7.5	0.564452
setup	0	2008-02-29 19:00:00	0.00612287	0.00342743	0.00090836	0.0677594	0.000351087	0.000156386	5.8205e-05	0.000376161	0.000617486	1.49853e-05	0.000932344	0	0	-7.99683e-10	0	-5.16988e-25	1.07346e-07	1.08019e-07	1.09968e-06	1.31248e-05	1.11749e-06	3.26394e-07	0	0	5.73137e-09	0	0	0	2.08496e-09	0	0	0	9.12375e-14	0	0	0	0	7	7.5	0.564154
setup	0	2008-02-29 20:00:00	0.0061201	0.00342789	0.000907954	0.0677629	0.000351138	0.000156335	5.8192e-05	0.00037573	0.000617086	1.49623e-05	0.00093263	0	0	-8.31993e-10	0	-1.33383e-23	1.07341e-07	1.08002e-07	1.09789e-06	1.29248e-05	1.11535e-06	3.24342e-07	0	0	5.85849e-09	0	0	0	2.10603e-09	0	0	0	9.39575e-14	0	0	0	0	7	7.5	0.563932
setup	0	2008-02-29 21:00:00	0.00611736	0.00342834	0.000907549	0.0677665	0.000351326	0.000156367	5.82037e-05	0.000375275	0.000616734	1.49399e-05	0.000932916	0	0	-8.62386e-10	0	1.24077e-24	1.07332e-07	1.07988e-07	1.09688e-06	1.27884e-05	1.20592e-06	3.22739e-07	0	0	6.06773e-09	0	0	0	2.13188e-09	0	0	0	1.15043e-13	0	0	0	0	7	7.5	0.563791
setup	0	2008-02-29 22:00:00	0.00611463	0.00342878	0.000907146	0.0677699	0.000351051	0.000156387	5.82004e-05	0.00037487	0.000616353	1.49184e-05	0.0009332	0	0	-8.71773e-10	0	-1.60266e-23	1.07322e-07	1.07972e-07	1.09583e-06	1.26558e-05	1.17037e-06	3.20873e-07	0	0	6.29178e-09	0	0	0	2.14999e-09	0	0	0	1.48931e-13	0	0	0	0	7	7.5	0.563628
setup	0	2008-02-29 23:00:00	0.00611192	0.00342919	0.000906745	0.0677734	0.000350863	0.000156368	5.81807e-05	0.000374536	0.000615927	1.48983e-05	0.000933484	0	0	-8.69755e-10	0	9.09899e-24	1.07311e-07	1.07957e-07	1.09478e-06	1.25302e-05	1.10371e-06	3.18763e-07	0	0	6.50129e-09	0	0	0	2.15796e-09	0	0	0	1.43334e-13	0	0	0	0	7	7.5	0.56342
setup	0	2008-03-01 00:00:00	0.00610921	0.00342964	0.000906344	0.0677768	0.000350771	0.000156119	5.8344e-05	0.000373885	0.000615848	1.48768e-05	0.000933768	0	0	-1.04166e-09	0	-1.65436e-24	1.07302e-07	1.07947e-07	1.09363e-06	1.23786e-05	1.04314e-06	3.16885e-07	0	0	7.15564e-09	0	0	0	2.27217e-09	0	0	0	1.50726e-13	0	0	0	0	7	7.5	0.563675
setup	0	2008-03-01 01:00:00	0.00610654	0.00343005	0.000905946	0.0677801	0.000350772	0.000156064	5.83165e-05	0.00037365	0.000615418	1.48595e-05	0.000934048	0	0	-9.77555e-10	0	2.48154e-24	1.07292e-07	1.07934e-07	1.09235e-06	1.22352e-05	1.02832e-06	3.13616e-07	0	0	7.48799e-09	0	0	0	2.25204e-09	0	0	0	1.57891e-13	0	0	0	0	7	7.5	0.563463
setup	0	2008-03-01 02:00:00	0.00610396	0.00343043	0.000905549	0.0677833	0.00035067	0.000156038	5.82444e-05	0.000373628	0.000614868	1.48436e-05	0.000934326	0	0	-9.12162e-10	0	1.20975e-23	1.07283e-07	1.07918e-07	1.09104e-06	1.2085e-05	9.92448e-07	3.0982e-07	0	0	7.69442e-09	0	0	0	2.20411e-09	0	0	0	1.74182e-13	0	0	0	0	7	7.5	0.563091
setup	0	2008-03-01 03:00:00	0.00610149	0.00343077	0.000905155	0.0677863	0.000350583	0.000156006	5.81638e-05	0.000373788	0.000614286	1.48285e-05	0.000934603	0	0	-8.52147e-10	0	3.10193e-25	1.07275e-07	1.07902e-07	1.08957e-06	1.19327e-05	9.53144e-07	3.05744e-07	0	0	7.78915e-09	0	0	0	2.13591e-09	0	0	0	1.7695e-13	0	0	0	0	7	7.5	0.562679
setup	0	2008-03-01 04:00:00	0.00609919	0.00343107	0.000904763	0.0677891	0.000350537	0.000155994	5.80588e-05	0.000374237	0.000613631	1.48148e-05	0.000934878	0	0	-7.90289e-10	0	-4.96308e-24	1.07268e-07	1.07885e-07	1.0879e-06	1.1776e-05	9.18503e-07	3.01437e-07	0	0	7.76385e-09	0	0	0	2.04943e-09	0	0	0	1.80252e-13	0	0	0	0	7	7.5	0.562174
setup	0	2008-03-01 05:00:00	0.00609706	0.00343132	0.000904373	0.0677916	0.00035049	0.000155995	5.79426e-05	0.000374966	0.000612939	1.48021e-05	0.000935151	0	0	-7.14339e-10	0	-1.64402e-23	1.07261e-07	1.07868e-07	1.08614e-06	1.16196e-05	8.88125e-07	2.97318e-07	0	0	7.60855e-09	0	0	0	1.94684e-09	0	0	0	1.83654e-13	0	0	0	0	7	7.5	0.561624
setup	0	2008-03-01 06:00:00	0.0060951	0.00343151	0.000903986	0.0677939	0.000350432	0.000156065	5.77637e-05	0.000376027	0.000612088	1.47924e-05	0.00093542	0	0	-5.56352e-10	0	2.99853e-24	1.07254e-07	1.07849e-07	1.08459e-06	1.14808e-05	8.67347e-07	2.93705e-07	0	0	7.17067e-09	0	0	0	1.80339e-09	0	0	0	1.82145e-13	0	0	0	0	7	7.5	0.560864
setup	0	2008-03-01 07:00:00	0.00609327	0.00343164	0.000903602	0.0677962	0.000350481	0.000156188	5.75541e-05	0.000377243	0.000611141	1.47838e-05	0.000935687	0	0	-3.60251e-10	0	3.61892e-24	1.07248e-07	1.07829e-07	1.08342e-06	1.13783e-05	8.72427e-07	2.90879e-07	0	0	6.49255e-09	0	0	0	1.64162e-09	0	0	0	1.72594e-13	0	0	0	0	7	7.5	0.559982
setup	0	2008-03-01 08:00:00	0.00609152	0.00343171	0.000903221	0.0677984	0.00035038	0.000156312	5.73437e-05	0.00037878	0.000610223	1.47749e-05	0.000935954	0	0	-2.86471e-10	0	-2.58494e-24	1.07241e-07	1.07821e-07	1.08268e-06	1.17271e-05	8.68517e-07	2.88977e-07	0	0	5.89296e-09	0	0	0	1.52741e-09	0	0	0	1.72738e-13	0	0	0	0	7	7.5	0.559097
setup	0	2008-03-01 09:00:00	0.00608889	0.00343244	0.000902826	0.0678015	0.000350452	0.000154278	5.92511e-05	0.000376231	0.000612351	1.50406e-05	0.000935949	0	0	2.00594e-09	0	6.52697e-24	1.07139e-07	1.07722e-07	1.08774e-06	1.2439e-05	9.51804e-07	3.11617e-07	0	0	6.35325e-10	0	0	0	1.30624e-10	0	0	0	2.42617e-14	0	0	0	0	7	7.5	0.561902
setup	0	2008-03-01 10:00:00	0.00608702	0.00343214	0.000902445	0.0678052	0.000350115	0.000157605	5.60617e-05	0.000382729	0.000605405	1.5197e-05	0.000936059	0	0	-2.32374e-10	0	7.80652e-24	1.06887e-07	1.0751e-07	1.10655e-06	1.39226e-05	1.29428e-06	3.05971e-07	0	0	2.6442e-09	0	0	0	1.5015e-09	0	0	0	1.66655e-13	0	0	0	0	7	7.5	0.553039
setup	0	2008-03-01 11:00:00	0.00608349	0.00343341	0.000902025	0.0678094	0.000349473	0.000148875	6.29196e-05	0.00036703	0.000620193	1.5121e-05	0.000936401	0	0	-1.20645e-09	0	0	1.06824e-07	1.0761e-07	1.10144e-06	1.45045e-05	1.82278e-06	3.50483e-07	0	0	6.61163e-09	0	0	0	2.36244e-09	0	0	0	1.77575e-13	0	0	0	0	7	7.5	0.573059
setup	0	2008-03-01 12:00:00	0.00608001	0.00343445	0.000901608	0.0678139	0.000349014	0.000150022	6.2166e-05	0.00036784	0.000618496	1.51085e-05	0.000936678	0	0	-9.79245e-10	0	2.48154e-24	1.06773e-07	1.07621e-07	1.10224e-06	1.54377e-05	1.72097e-06	3.53997e-07	0	0	5.44226e-09	0	0	0	2.08088e-09	0	0	0	1.66527e-13	0	0	0	0	7	7.5	0.570591
setup	0	2008-03-01 13:00:00	0.0060765	0.00343535	0.000901193	0.0678187	0.000348671	0.000150473	6.17752e-05	0.000367857	0.000617662	1.50843e-05	0.000936965	0	0	-8.44195e-10	0	-2.68834e-24	1.06729e-07	1.07606e-07	1.10249e-06	1.59239e-05	1.43578e-06	3.55687e-07	0	0	5.33414e-09	0	0	0	1.97386e-09	0	0	0	1.12271e-13	0	0	0	0	7	7.5	0.569527
setup	0	2008-03-01 14:00:00	0.00607296	0.00343615	0.000900781	0.0678234	0.000348491	0.000150596	6.15061e-05	0.000367694	0.000617093	1.50546e-05	0.000937258	0	0	-7.80718e-10	0	-9.20238e-24	1.0669e-07	1.07572e-07	1.10195e-06	1.61137e-05	1.24757e-06	3.56091e-07	0	0	5.21407e-09	0	0	0	1.92238e-09	0	0	0	9.09381e-14	0	0	0	0	7	7.5	0.568858
setup	0	2008-03-01 15:00:00	0.00606935	0.00343694	0.000900364	0.0678281	0.000348489	0.000150593	6.13986e-05	0.000367911	0.000616192	1.52281e-05	0.000937356	0	0	-1.194e-09	0	-6.82424e-24	1.06428e-07	1.07319e-07	1.11502e-06	1.60145e-05	1.27489e-06	3.56049e-07	0	0	5.83599e-09	0	0	0	2.18628e-09	0	0	0	9.76103e-14	0	0	0	0	7	7.5	0.568256
setup	0	2008-03-01 16:00:00	0.00606579	0.00343764	0.000899945	0.0678327	0.000348316	0.000150705	6.11182e-05	0.000367643	0.000615549	1.52073e-05	0.000937638	0	0	-9.28954e-10	0	2.06795e-25	1.06348e-07	1.07213e-07	1.10329e-06	1.54058e-05	1.19658e-06	3.52738e-07	0	0	5.66708e-09	0	0	0	2.06818e-09	0	0	0	1.20209e-13	0	0	0	0	7	7.5	0.567608
setup	0	2008-03-01 17:00:00	0.00606227	0.00343827	0.000899527	0.0678371	0.000348191	0.000150671	6.09104e-05	0.000367331	0.000614979	1.51793e-05	0.000937926	0	0	-8.56951e-10	0	-1.96455e-24	1.06279e-07	1.07111e-07	1.0999e-06	1.49127e-05	1.08961e-06	3.49087e-07	0	0	5.54913e-09	0	0	0	2.03191e-09	0	0	0	1.1326e-13	0	0	0	0	7	7.5	0.567093
setup	0	2008-03-01 18:00:00	0.00605886	0.00343887	0.000899111	0.0678413	0.000348155	0.000150575	6.07296e-05	0.000367109	0.000614441	1.51507e-05	0.000938214	0	0	-8.54515e-10	0	-4.65289e-24	1.06221e-07	1.07011e-07	1.09642e-06	1.44123e-05	1.00924e-06	3.44655e-07	0	0	5.44646e-09	0	0	0	2.0117e-09	0	0	0	1.03406e-13	0	0	0	0	7	7.5	0.56664
setup	0	2008-03-01 19:00:00	0.00605558	0.00343942	0.000898696	0.0678452	0.000348131	0.000150436	6.05848e-05	0.000366929	0.000613959	1.51217e-05	0.000938502	0	0	-8.56031e-10	0	-4.3427e-24	1.06171e-07	1.06916e-07	1.09303e-06	1.38331e-05	9.50528e-07	3.39753e-07	0	0	5.38126e-09	0	0	0	1.99746e-09	0	0	0	9.60771e-14	0	0	0	0	7	7.5	0.566273
setup	0	2008-03-01 20:00:00	0.00605242	0.00343995	0.000898282	0.0678489	0.000348142	0.000150269	6.04747e-05	0.000366744	0.000613535	1.50925e-05	0.00093879	0	0	-8.94258e-10	0	1.89218e-23	1.06125e-07	1.06833e-07	1.09e-06	1.33128e-05	9.10126e-07	3.35229e-07	0	0	5.47287e-09	0	0	0	2.00987e-09	0	0	0	9.35551e-14	0	0	0	0	7	7.5	0.565998
