source	id	datetime	C_mic_1[kgCm-2]	C_mic_2[kgCm-2]	C_mic_3[kgCm-2]	C_aorg[kgCm-2]	N_nh4[kgNm-2]	N_no3_ae[kgNm-2]	N_no3_an[kgNm-2]	C_doc_ae[kgCm-2]	C_doc_an[kgCm-2]	C_acetate_ae[kgCm-2]	C_acetate_an[kgCm-2]	sC_ch4_ebul[kgCm-2]	sC_ch4_plant[kgCm-2]	sC_ch4_soil[kgCm-2]	sC_ch4_water[kgCm-2]	sC_ch4_leach[kgCm-2]	sC_ch4_prod[kgCm-2]	sC_ch4_ox[kgCm-2]	sC_acetate_prod[kgCm-2]	sC_doc_prod[kgCm-2]	sN_no2_nit[kgNm-2]	sN_no3_denit[kgNm-2]	sN_n2o_ebul[kgNm-2]	sN_n2o_plant[kgNm-2]	sN_n2o_soil[kgNm-2]	sN_n2o_water[kgNm-2]	sN_no_ebul[kgNm-2]	sN_no_plant[kgNm-2]	sN_no_soil[kgNm-2]	sN_no_water[kgNm-2]	sN_nh3_ebul[kgNm-2]	sN_nh3_plant[kgNm-2]	sN_nh3_soil[kgNm-2]	sN_nh3_water[kgNm-2]	sO_plant_o2_cons[kgOm-2]	sO_plant_o2_prod[kgOm-2]	sO_algae_o2_prod[kgOm-2]	ph_watertable[-]	ph_soil_surface[-]	anvf[%]
setup	0	2008-05-02 23:00:00	0.00259637	0.00083468	0.00223137	0.0660977	0.0003699	9.96502e-07	3.98903e-07	0.000628257	6.42008e-05	6.26167e-06	0.000673993	0	0	-3.01187e-09	0	3.67387e-16	6.396e-07	4.73523e-07	2.25344e-06	1.78777e-05	4.29618e-07	2.74835e-09	0	0	4.18314e-10	0	0	0	5.0116e-10	0	0	0	5.82655e-14	0	0	0	0	7	7.5	0.525424
setup	0	2008-05-03 00:00:00	0.00258913	0.000833508	0.00223125	0.0660929	0.000369932	9.61883e-07	3.98415e-07	0.000621245	6.47149e-05	6.30031e-06	0.000673385	0	0	-3.03649e-09	0	3.60806e-16	6.38957e-07	4.72872e-07	2.24907e-06	1.68637e-05	3.98014e-07	2.74253e-09	0	0	1.72886e-10	0	0	0	4.93023e-10	0	0	0	5.72808e-14	0	0	0	0	7	7.5	0.52641
setup	0	2008-05-03 01:00:00	0.00258225	0.000832328	0.00223118	0.0660881	0.000370353	9.42716e-07	3.98131e-07	0.000614752	6.54709e-05	6.21137e-06	0.000672912	0	0	-2.94404e-09	0	3.5432e-16	6.38289e-07	4.72591e-07	2.23969e-06	1.61744e-05	3.82933e-07	2.73546e-09	0	0	6.93323e-11	0	0	0	4.79695e-10	0	0	0	5.56046e-14	0	0	0	0	7	7.5	0.527859
setup	0	2008-05-03 02:00:00	0.00257561	0.000831136	0.00223112	0.0660835	0.00037001	9.06956e-07	3.97526e-07	0.000610481	6.4599e-05	6.26386e-06	0.00067229	0	0	-2.86404e-09	0	3.47938e-16	6.37603e-07	4.72024e-07	2.22475e-06	1.56769e-05	3.49571e-07	2.72776e-09	0	0	2.33798e-11	0	0	0	4.68195e-10	0	0	0	4.7708e-14	0	0	0	0	7	7.5	0.525522
setup	0	2008-05-03 03:00:00	0.00256908	0.000829931	0.00223109	0.0660791	0.000369922	8.63932e-07	3.96938e-07	0.000606571	6.38314e-05	6.31787e-06	0.000671662	0	0	-2.79753e-09	0	3.41648e-16	6.3689e-07	4.71444e-07	2.21189e-06	1.52974e-05	3.10601e-07	2.72005e-09	0	0	1.96493e-11	0	0	0	4.59841e-10	0	0	0	4.55099e-14	0	0	0	0	7	7.5	0.523215
setup	0	2008-05-03 04:00:00	0.00256255	0.000828718	0.00223107	0.0660747	0.000369963	8.37572e-07	3.96744e-07	0.000601701	6.45983e-05	6.25941e-06	0.000671156	0	0	-2.73381e-09	0	3.35464e-16	6.36112e-07	4.71396e-07	2.20946e-06	1.53576e-05	2.89424e-07	2.71331e-09	0	0	6.408e-11	0	0	0	4.51923e-10	0	0	0	4.04252e-14	0	0	0	0	7	7.5	0.524483
setup	0	2008-05-03 05:00:00	0.00255612	0.000827495	0.00223105	0.0660705	0.00036994	8.13515e-07	3.96224e-07	0.000604661	6.4397e-05	6.26531e-06	0.000670586	0	0	-2.67692e-09	0	3.29366e-16	6.35345e-07	4.70717e-07	2.20374e-06	2.22209e-05	2.68778e-07	2.70541e-09	0	0	1.70942e-10	0	0	0	4.46572e-10	0	0	0	3.98721e-14	0	0	0	0	7	7.5	0.523426
setup	0	2008-05-03 06:00:00	0.0025497	0.000826268	0.00223103	0.0660663	0.000370024	8.05005e-07	3.9573e-07	0.000609512	6.44651e-05	6.30971e-06	0.00066998	0	0	-2.63537e-09	0	3.2334e-16	6.34534e-07	4.70106e-07	2.20656e-06	2.52034e-05	2.63609e-07	2.69734e-09	0	0	3.25169e-10	0	0	0	4.43214e-10	0	0	0	3.80907e-14	0	0	0	0	7	7.5	0.523303
setup	0	2008-05-03 07:00:00	0.00254322	0.00082504	0.00223097	0.066062	0.00036999	7.98354e-07	3.95296e-07	0.000616082	6.42298e-05	6.29062e-06	0.000669437	0	0	-2.62043e-09	0	3.17443e-16	6.33676e-07	4.69712e-07	2.204e-06	2.73494e-05	2.58967e-07	2.68929e-09	0	0	5.11143e-10	0	0	0	4.43345e-10	0	0	0	4.11278e-14	0	0	0	0	7	7.5	0.522511
setup	0	2008-05-03 08:00:00	0.00253666	0.000823813	0.00223088	0.0660577	0.00037005	8.09406e-07	3.94909e-07	0.000622477	6.52343e-05	6.2555e-06	0.000668921	0	0	-2.64049e-09	0	3.11631e-16	6.32775e-07	4.69275e-07	2.21355e-06	2.97508e-05	2.71996e-07	2.68093e-09	0	0	6.99774e-10	0	0	0	4.46099e-10	0	0	0	4.4523e-14	0	0	0	0	7	7.5	0.524591
setup	0	2008-05-03 09:00:00	0.00253012	0.000822584	0.00223074	0.0660532	0.000370057	8.27497e-07	3.94369e-07	0.000631404	6.46557e-05	6.2994e-06	0.000668322	0	0	-2.70355e-09	0	3.05916e-16	6.3183e-07	4.68759e-07	2.21851e-06	3.23948e-05	2.90322e-07	2.67215e-09	0	0	8.71656e-10	0	0	0	4.52781e-10	0	0	0	5.29626e-14	0	0	0	0	7	7.5	0.522804
setup	0	2008-05-03 10:00:00	0.00252373	0.000821359	0.00223056	0.0660485	0.000370102	8.65528e-07	3.94168e-07	0.000640141	6.47187e-05	6.26867e-06	0.000667801	0	0	-2.80967e-09	0	3.00282e-16	6.30813e-07	4.68702e-07	2.22975e-06	3.47645e-05	3.28337e-07	2.66419e-09	0	0	1.00157e-09	0	0	0	4.61683e-10	0	0	0	6.0539e-14	0	0	0	0	7	7.5	0.522107
setup	0	2008-05-03 11:00:00	0.00251763	0.000820143	0.00223035	0.0660434	0.000370123	9.0832e-07	3.93892e-07	0.000646005	6.6382e-05	6.27288e-06	0.000667261	0	0	-2.95169e-09	0	2.94735e-16	6.29805e-07	4.68032e-07	2.26191e-06	3.63383e-05	3.69189e-07	2.6553e-09	0	0	1.08258e-09	0	0	0	4.73369e-10	0	0	0	6.97392e-14	0	0	0	0	7	7.5	0.525641
setup	0	2008-05-03 12:00:00	0.00251189	0.000818932	0.0022301	0.0660379	0.000370165	9.59807e-07	3.93469e-07	0.000653711	6.60131e-05	6.24767e-06	0.000666745	0	0	-3.11028e-09	0	2.89282e-16	6.28764e-07	4.67516e-07	2.26365e-06	3.71812e-05	4.18195e-07	2.64624e-09	0	0	1.10144e-09	0	0	0	4.84623e-10	0	0	0	7.61154e-14	0	0	0	0	7	7.5	0.52511
setup	0	2008-05-03 13:00:00	0.00250657	0.000817725	0.00222984	0.066032	0.000370199	9.99566e-07	3.92981e-07	0.000660647	6.58089e-05	6.24589e-06	0.000666205	0	0	-3.25677e-09	0	2.83918e-16	6.27702e-07	4.66853e-07	2.26329e-06	3.73639e-05	4.54531e-07	2.63686e-09	0	0	1.07722e-09	0	0	0	4.94853e-10	0	0	0	8.18703e-14	0	0	0	0	7	7.5	0.524788
setup	0	2008-05-03 14:00:00	0.00250164	0.000816521	0.00222955	0.0660259	0.000370244	1.03183e-06	3.92427e-07	0.000667219	6.52167e-05	6.29087e-06	0.000665615	0	0	-3.37192e-09	0	2.78632e-16	6.26627e-07	4.66095e-07	2.25757e-06	3.70386e-05	4.84282e-07	2.62729e-09	0	0	1.02334e-09	0	0	0	5.01545e-10	0	0	0	8.5605e-14	0	0	0	0	7	7.5	0.523206
setup	0	2008-05-03 15:00:00	0.00249705	0.00081532	0.00222927	0.0660196	0.000370283	1.04716e-06	3.91914e-07	0.000672328	6.50891e-05	6.31285e-06	0.000665048	0	0	-3.45581e-09	0	2.73438e-16	6.25546e-07	4.65309e-07	2.25063e-06	3.60862e-05	4.97671e-07	2.61775e-09	0	0	9.49275e-10	0	0	0	5.05752e-10	0	0	0	8.93552e-14	0	0	0	0	7	7.5	0.522971
setup	0	2008-05-03 16:00:00	0.0024927	0.000814125	0.00222899	0.0660131	0.000370327	1.0513e-06	3.91881e-07	0.000674499	6.6142e-05	6.20772e-06	0.000664622	0	0	-3.50749e-09	0	2.68328e-16	6.2443e-07	4.6508e-07	2.24826e-06	3.40246e-05	5.01781e-07	2.60964e-09	0	0	8.54084e-10	0	0	0	5.0652e-10	0	0	0	9.23354e-14	0	0	0	0	7	7.5	0.524652
setup	0	2008-05-03 17:00:00	0.00248832	0.000812929	0.00222872	0.0660066	0.000370364	1.04204e-06	3.9138e-07	0.000673244	6.60291e-05	6.21188e-06	0.000664086	0	0	-3.52795e-09	0	2.63303e-16	6.23369e-07	4.64098e-07	2.23645e-06	2.85244e-05	4.92888e-07	2.60042e-09	0	0	7.43707e-10	0	0	0	5.04631e-10	0	0	0	9.53949e-14	0	0	0	0	7	7.5	0.524166
setup	0	2008-05-03 18:00:00	0.00248349	0.000811728	0.00222847	0.0660002	0.000370402	1.0244e-06	3.90873e-07	0.000664207	6.60616e-05	6.25896e-06	0.000663509	0	0	-3.51923e-09	0	2.5835e-16	6.22319e-07	4.63119e-07	2.22899e-06	1.97997e-05	4.76719e-07	2.59132e-09	0	0	6.20415e-10	0	0	0	4.99718e-10	0	0	0	9.74146e-14	0	0	0	0	7	7.5	0.524014
setup	0	2008-05-03 19:00:00	0.00247834	0.000810514	0.00222825	0.065994	0.000370431	9.98333e-07	3.90309e-07	0.000656456	6.5668e-05	6.29032e-06	0.000662945	0	0	-3.48539e-09	0	2.53507e-16	6.21283e-07	4.62188e-07	2.21274e-06	1.89471e-05	4.52797e-07	2.58237e-09	0	0	4.91197e-10	0	0	0	4.92641e-10	0	0	0	9.81518e-14	0	0	0	0	7	7.5	0.522963
setup	0	2008-05-03 20:00:00	0.00247303	0.000809289	0.00222805	0.065988	0.000370459	9.68321e-07	3.89729e-07	0.000649978	6.49548e-05	6.34529e-06	0.000662352	0	0	-3.4311e-09	0	2.48719e-16	6.20259e-07	4.61276e-07	2.19684e-06	1.83563e-05	4.25662e-07	2.57374e-09	0	0	3.61224e-10	0	0	0	4.83695e-10	0	0	0	9.67258e-14	0	0	0	0	7	7.5	0.520615
setup	0	2008-05-03 21:00:00	0.00246766	0.00080806	0.00222788	0.0659821	0.000370476	9.34789e-07	3.89792e-07	0.000641163	6.72035e-05	6.17762e-06	0.000662006	0	0	-3.36277e-09	0	2.44018e-16	6.19216e-07	4.61092e-07	2.19817e-06	1.76534e-05	3.95989e-07	2.56679e-09	0	0	2.38149e-10	0	0	0	4.73502e-10	0	0	0	9.35541e-14	0	0	0	0	7	7.5	0.524295
setup	0	2008-05-03 22:00:00	0.00246231	0.000806821	0.00222775	0.0659765	0.00037049	9.02036e-07	3.89175e-07	0.000636079	6.64216e-05	6.23322e-06	0.000661431	0	0	-3.28521e-09	0	2.39393e-16	6.18227e-07	4.60091e-07	2.18358e-06	1.70282e-05	3.66764e-07	2.5587e-09	0	0	1.27557e-10	0	0	0	4.62477e-10	0	0	0	8.85452e-14	0	0	0	0	7	7.5	0.521896
setup	0	2008-05-03 23:00:00	0.00245705	0.000805575	0.00222765	0.065971	0.0003705	8.70179e-07	3.88634e-07	0.000630632	6.61892e-05	6.28625e-06	0.000660857	0	0	-3.20303e-09	0	2.3486e-16	6.17244e-07	4.59196e-07	2.17639e-06	1.64126e-05	3.38499e-07	2.55093e-09	0	0	3.52342e-11	0	0	0	4.51215e-10	0	0	0	8.24289e-14	0	0	0	0	7	7.5	0.521183
setup	0	2008-05-04 00:00:00	0.00245209	0.000804322	0.00222759	0.0659657	0.000370509	8.37909e-07	3.88042e-07	0.00062657	6.53663e-05	6.34334e-06	0.000660273	0	0	-3.16334e-09	0	2.30386e-16	6.16262e-07	4.5827e-07	2.15845e-06	1.55072e-05	3.09675e-07	2.54499e-09	0	0	-1.85503e-10	0	0	0	4.38846e-10	0	0	0	7.51147e-14	0	0	0	0	7	7.5	0.518827
setup	0	2008-05-04 01:00:00	0.00244738	0.000803066	0.00222758	0.0659607	0.000370938	8.27433e-07	3.87753e-07	0.000620593	6.68201e-05	6.25395e-06	0.000659851	0	0	-3.04511e-09	0	2.25998e-16	6.15274e-07	4.57719e-07	2.15592e-06	1.46904e-05	3.03035e-07	2.53793e-09	0	0	-2.92939e-10	0	0	0	4.25198e-10	0	0	0	6.70521e-14	0	0	0	0	7	7.5	0.52161
setup	0	2008-05-04 02:00:00	0.00244286	0.000801801	0.0022276	0.0659558	0.000370568	7.95345e-07	3.87162e-07	0.000617193	6.60505e-05	6.30914e-06	0.000659279	0	0	-2.9337e-09	0	2.21685e-16	6.14283e-07	4.56913e-07	2.14291e-06	1.4032e-05	2.72468e-07	2.53048e-09	0	0	-3.3375e-10	0	0	0	4.13167e-10	0	0	0	5.41283e-14	0	0	0	0	7	7.5	0.519186
setup	0	2008-05-04 03:00:00	0.00243846	0.00080054	0.00222764	0.0659512	0.000370478	7.60211e-07	3.87558e-07	0.000611465	6.70501e-05	6.21557e-06	0.000658867	0	0	-2.83188e-09	0	2.17428e-16	6.13194e-07	4.57126e-07	2.14891e-06	1.35337e-05	2.41978e-07	2.52627e-09	0	0	-3.16454e-10	0	0	0	4.03313e-10	0	0	0	4.75059e-14	0	0	0	0	7	7.5	0.520371
setup	0	2008-05-04 04:00:00	0.00243408	0.000799276	0.0022277	0.0659467	0.000370507	7.35999e-07	3.87051e-07	0.000607417	6.77117e-05	6.19638e-06	0.000658386	0	0	-2.7265e-09	0	2.13268e-16	6.12197e-07	4.56097e-07	2.14154e-06	1.39376e-05	2.21882e-07	2.5189e-09	0	0	-2.0684e-10	0	0	0	3.94222e-10	0	0	0	3.98598e-14	0	0	0	0	7	7.5	0.521817
setup	0	2008-05-04 05:00:00	0.0024297	0.000798003	0.00222776	0.0659423	0.000370477	7.15777e-07	3.86381e-07	0.000611083	6.68924e-05	6.25134e-06	0.000657824	0	0	-2.62613e-09	0	2.0917e-16	6.11173e-07	4.55204e-07	2.13279e-06	2.014e-05	2.04762e-07	2.51098e-09	0	0	1.4127e-11	0	0	0	3.87692e-10	0	0	0	3.73619e-14	0	0	0	0	7	7.5	0.519341
setup	0	2008-05-04 06:00:00	0.00242521	0.00079674	0.0022278	0.0659379	0.000370541	7.05217e-07	3.85772e-07	0.000615903	6.62744e-05	6.30479e-06	0.000657262	0	0	-2.54968e-09	0	2.05149e-16	6.10113e-07	4.54484e-07	2.1423e-06	2.26725e-05	1.97038e-07	2.50286e-09	0	0	3.20171e-10	0	0	0	3.83576e-10	0	0	0	3.53187e-14	0	0	0	0	7	7.5	0.517887
setup	0	2008-05-04 07:00:00	0.00242054	0.000795478	0.0022278	0.0659333	0.000370577	7.01947e-07	3.8535e-07	0.000621384	6.701e-05	6.245e-06	0.000656821	0	0	-2.52095e-09	0	2.01187e-16	6.0901e-07	4.54105e-07	2.13926e-06	2.57226e-05	1.95941e-07	2.49474e-09	0	0	6.70366e-10	0	0	0	3.83214e-10	0	0	0	3.98349e-14	0	0	0	0	7	7.5	0.519733
setup	0	2008-05-04 08:00:00	0.00241576	0.000794216	0.00222773	0.0659285	0.000370614	7.12927e-07	3.8473e-07	0.000630155	6.67971e-05	6.27373e-06	0.000656293	0	0	-2.56644e-09	0	1.97298e-16	6.07868e-07	4.5365e-07	2.14403e-06	2.96241e-05	2.083e-07	2.486e-09	0	0	1.00909e-09	0	0	0	3.86562e-10	0	0	0	4.7518e-14	0	0	0	0	7	7.5	0.519138
setup	0	2008-05-04 09:00:00	0.00241101	0.000792955	0.00222761	0.0659232	0.000370666	7.42076e-07	3.8412e-07	0.000640345	6.6272e-05	6.32312e-06	0.000655741	0	0	-2.71397e-09	0	1.93478e-16	6.06685e-07	4.53276e-07	2.15756e-06	3.30221e-05	2.37545e-07	2.47707e-09	0	0	1.29223e-09	0	0	0	3.95605e-10	0	0	0	6.41251e-14	0	0	0	0	7	7.5	0.51738
setup	0	2008-05-04 10:00:00	0.00240649	0.000791715	0.00222744	0.0659171	0.000370717	7.94658e-07	3.84087e-07	0.0006464	6.81121e-05	6.28205e-06	0.000655299	0	0	-2.97491e-09	0	1.89736e-16	6.05448e-07	4.53391e-07	2.21259e-06	3.55997e-05	2.89125e-07	2.46905e-09	0	0	1.48953e-09	0	0	0	4.09959e-10	0	0	0	8.63393e-14	0	0	0	0	7	7.5	0.521416
setup	0	2008-05-04 11:00:00	0.00240234	0.000790482	0.00222721	0.0659101	0.000370768	8.65174e-07	3.83585e-07	0.000655049	6.81712e-05	6.2202e-06	0.000654874	0	0	-3.33302e-09	0	1.86042e-16	6.04209e-07	4.53171e-07	2.21625e-06	3.74806e-05	3.56084e-07	2.45996e-09	0	0	1.59318e-09	0	0	0	4.29517e-10	0	0	0	1.1239e-13	0	0	0	0	7	7.5	0.522142
setup	0	2008-05-04 12:00:00	0.00239866	0.000789255	0.00222694	0.0659022	0.000370825	9.42481e-07	3.82943e-07	0.000664479	6.74472e-05	6.26902e-06	0.000654334	0	0	-3.73656e-09	0	1.82426e-16	6.02954e-07	4.52691e-07	2.22221e-06	3.88242e-05	4.2801e-07	2.45055e-09	0	0	1.59869e-09	0	0	0	4.51104e-10	0	0	0	1.36872e-13	0	0	0	0	7	7.5	0.52049
setup	0	2008-05-04 13:00:00	0.00239547	0.000788033	0.00222664	0.0658937	0.000370882	1.00821e-06	3.82367e-07	0.000673185	6.72634e-05	6.29585e-06	0.000653817	0	0	-4.10315e-09	0	1.7886e-16	6.01693e-07	4.52123e-07	2.22637e-06	3.96739e-05	4.87668e-07	2.44114e-09	0	0	1.53561e-09	0	0	0	4.71558e-10	0	0	0	1.58471e-13	0	0	0	0	7	7.5	0.520226
setup	0	2008-05-04 14:00:00	0.00239277	0.000786815	0.00222631	0.0658846	0.000370942	1.05773e-06	3.81772e-07	0.000682038	6.67231e-05	6.3447e-06	0.000653275	0	0	-4.38116e-09	0	1.75368e-16	6.0044e-07	4.51422e-07	2.22419e-06	4.01178e-05	5.32012e-07	2.43169e-09	0	0	1.43335e-09	0	0	0	4.87561e-10	0	0	0	1.75564e-13	0	0	0	0	7	7.5	0.518617
setup	0	2008-05-04 15:00:00	0.00239051	0.000785608	0.00222599	0.0658752	0.000370997	1.08627e-06	3.81693e-07	0.000687595	6.88705e-05	6.19821e-06	0.000652948	0	0	-4.5694e-09	0	1.71943e-16	5.99179e-07	4.51224e-07	2.23365e-06	4.00336e-05	5.57219e-07	2.42346e-09	0	0	1.29909e-09	0	0	0	4.99091e-10	0	0	0	1.88948e-13	0	0	0	0	7	7.5	0.522657
setup	0	2008-05-04 16:00:00	0.00238861	0.000784403	0.00222566	0.0658656	0.000371051	1.09691e-06	3.81066e-07	0.000695234	6.81801e-05	6.24882e-06	0.000652419	0	0	-4.66781e-09	0	1.68559e-16	5.97981e-07	4.5021e-07	2.22268e-06	3.91468e-05	5.65774e-07	2.41442e-09	0	0	1.13306e-09	0	0	0	5.05236e-10	0	0	0	1.98069e-13	0	0	0	0	7	7.5	0.520941
setup	0	2008-05-04 17:00:00	0.00238676	0.000783201	0.00222535	0.0658561	0.0003711	1.0894e-06	3.80479e-07	0.000697793	6.79181e-05	6.27889e-06	0.00065191	0	0	-4.68148e-09	0	1.65257e-16	5.96818e-07	4.49216e-07	2.20911e-06	3.37554e-05	5.57726e-07	2.40582e-09	0	0	9.40001e-10	0	0	0	5.06117e-10	0	0	0	2.03009e-13	0	0	0	0	7	7.5	0.520538
setup	0	2008-05-04 18:00:00	0.00238444	0.000781996	0.00222504	0.0658468	0.000371143	1.06745e-06	3.79868e-07	0.000691681	6.71881e-05	6.33324e-06	0.00065137	0	0	-4.62111e-09	0	1.62005e-16	5.95697e-07	4.48201e-07	2.18862e-06	2.30455e-05	5.36668e-07	2.39766e-09	0	0	7.25944e-10	0	0	0	5.01764e-10	0	0	0	2.02895e-13	0	0	0	0	7	7.5	0.518568
setup	0	2008-05-04 19:00:00	0.00238171	0.000780784	0.00222477	0.0658381	0.000371174	1.0333e-06	3.79491e-07	0.000682899	6.87509e-05	6.27052e-06	0.000650964	0	0	-4.50222e-09	0	1.58806e-16	5.94622e-07	4.47425e-07	2.18581e-06	2.14687e-05	5.04902e-07	2.39024e-09	0	0	5.01155e-10	0	0	0	4.9313e-10	0	0	0	1.96894e-13	0	0	0	0	7	7.5	0.521651
setup	0	2008-05-04 20:00:00	0.00237869	0.000779562	0.00222453	0.0658297	0.000371198	9.92178e-07	3.78852e-07	0.000677471	6.77666e-05	6.32946e-06	0.000650426	0	0	-4.34255e-09	0	1.55678e-16	5.93596e-07	4.46469e-07	2.16408e-06	2.03564e-05	4.67025e-07	2.38307e-09	0	0	2.7655e-10	0	0	0	4.81241e-10	0	0	0	1.85056e-13	0	0	0	0	7	7.5	0.519167
setup	0	2008-05-04 21:00:00	0.0023755	0.000778338	0.00222433	0.0658219	0.00037121	9.4654e-07	3.78964e-07	0.000670944	6.84762e-05	6.21882e-06	0.000650067	0	0	-4.16118e-09	0	1.52611e-16	5.92541e-07	4.46494e-07	2.15181e-06	1.91633e-05	4.26034e-07	2.37885e-09	0	0	6.45955e-11	0	0	0	4.67216e-10	0	0	0	1.68763e-13	0	0	0	0	7	7.5	0.51978
setup	0	2008-05-04 22:00:00	0.00237223	0.000777106	0.00222417	0.0658146	0.000371214	9.01614e-07	3.7833e-07	0.000666522	6.76617e-05	6.28161e-06	0.000649528	0	0	-3.97278e-09	0	1.49573e-16	5.9162e-07	4.45348e-07	2.13399e-06	1.80452e-05	3.85437e-07	2.37281e-09	0	0	-1.23901e-10	0	0	0	4.52e-10	0	0	0	1.49501e-13	0	0	0	0	7	7.5	0.51731
setup	0	2008-05-04 23:00:00	0.00236895	0.000775871	0.00222405	0.0658078	0.000371209	8.58661e-07	3.77878e-07	0.000660463	6.87491e-05	6.2242e-06	0.000649122	0	0	-3.7876e-09	0	1.46614e-16	5.90735e-07	4.44658e-07	2.12924e-06	1.69532e-05	3.47017e-07	2.36731e-09	0	0	-2.793e-10	0	0	0	4.36532e-10	0	0	0	1.29194e-13	0	0	0	0	7	7.5	0.519587
setup	0	2008-05-05 00:00:00	0.00236557	0.000774639	0.00222395	0.0658012	0.000371204	8.23982e-07	3.77261e-07	0.000656231	6.7989e-05	6.28537e-06	0.000648592	0	0	-3.51676e-09	0	1.43705e-16	5.89879e-07	4.44031e-07	2.12822e-06	1.67541e-05	3.16673e-07	2.36351e-09	0	0	-7.38612e-11	0	0	0	4.23707e-10	0	0	0	1.1087e-13	0	0	0	0	7	7.5	0.518071
setup	0	2008-05-05 01:00:00	0.00236215	0.000773397	0.00222386	0.0657949	0.000371615	8.14585e-07	3.76614e-07	0.000652384	6.75122e-05	6.32563e-06	0.000648079	0	0	-3.47016e-09	0	1.40835e-16	5.89041e-07	4.43503e-07	2.11105e-06	1.62284e-05	3.10795e-07	2.35826e-09	0	0	-1.07521e-10	0	0	0	4.139e-10	0	0	0	9.66555e-14	0	0	0	0	7	7.5	0.516885
setup	0	2008-05-05 02:00:00	0.00235871	0.000772162	0.00222381	0.0657888	0.000371296	7.87699e-07	3.76051e-07	0.000648259	6.6838e-05	6.38621e-06	0.000647543	0	0	-3.38627e-09	0	1.3804e-16	5.88212e-07	4.42983e-07	2.11913e-06	1.57094e-05	2.85126e-07	2.3533e-09	0	0	-1.48893e-10	0	0	0	4.04604e-10	0	0	0	8.22031e-14	0	0	0	0	7	7.5	0.515426
setup	0	2008-05-05 03:00:00	0.00235525	0.000770926	0.00222376	0.0657829	0.000371258	7.5994e-07	3.75855e-07	0.000641918	6.88625e-05	6.24968e-06	0.000647222	0	0	-3.28597e-09	0	1.35285e-16	5.87365e-07	4.43141e-07	2.11092e-06	1.52586e-05	2.60678e-07	2.34904e-09	0	0	-1.4022e-10	0	0	0	3.9648e-10	0	0	0	7.61057e-14	0	0	0	0	7	7.5	0.519434
setup	0	2008-05-05 04:00:00	0.00235173	0.000769694	0.00222373	0.0657772	0.000371275	7.40589e-07	3.75211e-07	0.000639515	6.7911e-05	6.30977e-06	0.000646697	0	0	-3.17102e-09	0	1.32576e-16	5.86541e-07	4.42607e-07	2.1067e-06	1.58825e-05	2.44362e-07	2.34394e-09	0	0	-2.0917e-11	0	0	0	3.88382e-10	0	0	0	6.76758e-14	0	0	0	0	7	7.5	0.517315
setup	0	2008-05-05 05:00:00	0.00234828	0.000768461	0.00222369	0.0657714	0.00037126	7.24565e-07	3.74667e-07	0.000643233	6.75746e-05	6.34875e-06	0.000646192	0	0	-3.06825e-09	0	1.29925e-16	5.85703e-07	4.42247e-07	2.10588e-06	2.31519e-05	2.30823e-07	2.33885e-09	0	0	2.33252e-10	0	0	0	3.83394e-10	0	0	0	6.60697e-14	0	0	0	0	7	7.5	0.516924
setup	0	2008-05-05 06:00:00	0.0023449	0.000767224	0.00222361	0.0657654	0.000371315	7.20502e-07	3.74003e-07	0.000650502	6.6876e-05	6.40443e-06	0.000645666	0	0	-3.01191e-09	0	1.27322e-16	5.84846e-07	4.42009e-07	2.09749e-06	2.67808e-05	2.28921e-07	2.33333e-09	0	0	5.85982e-10	0	0	0	3.81047e-10	0	0	0	6.62077e-14	0	0	0	0	7	7.5	0.514771
setup	0	2008-05-05 07:00:00	0.0023417	0.000766002	0.0022235	0.0657588	0.00037135	7.26105e-07	3.74358e-07	0.000656379	6.9499e-05	6.19297e-06	0.000645434	0	0	-3.04849e-09	0	1.24756e-16	5.8389e-07	4.43113e-07	2.1332e-06	3.10052e-05	2.36606e-07	2.33031e-09	0	0	9.83651e-10	0	0	0	3.83873e-10	0	0	0	7.80325e-14	0	0	0	0	7	7.5	0.519769
setup	0	2008-05-05 08:00:00	0.00233886	0.000764784	0.00222334	0.0657513	0.000371429	7.54468e-07	3.73751e-07	0.000668213	6.87152e-05	6.24805e-06	0.000644928	0	0	-3.22882e-09	0	1.22249e-16	5.83004e-07	4.42911e-07	2.14005e-06	3.50242e-05	2.65243e-07	2.32475e-09	0	0	1.36063e-09	0	0	0	3.91949e-10	0	0	0	1.00681e-13	0	0	0	0	7	7.5	0.517862
setup	0	2008-05-05 09:00:00	0.00233655	0.00076357	0.00222313	0.0657424	0.000371492	8.01685e-07	3.73191e-07	0.000680632	6.84991e-05	6.28126e-06	0.000644445	0	0	-3.60064e-09	0	1.19787e-16	5.82101e-07	4.431e-07	2.16177e-06	3.81771e-05	3.10728e-07	2.31895e-09	0	0	1.67355e-09	0	0	0	4.08243e-10	0	0	0	1.44108e-13	0	0	0	0	7	7.5	0.517481
setup	0	2008-05-05 10:00:00	0.00233488	0.000762362	0.00222288	0.065732	0.00037158	8.7271e-07	3.72598e-07	0.000693718	6.79277e-05	6.33341e-06	0.000643939	0	0	-4.17218e-09	0	1.17372e-16	5.81187e-07	4.43494e-07	2.18021e-06	4.03305e-05	3.78208e-07	2.31278e-09	0	0	1.89454e-09	0	0	0	4.31767e-10	0	0	0	2.05615e-13	0	0	0	0	7	7.5	0.515843
