#%info
#%EC station description
#   Kapiti = "The Savanna site in Kenya"

#   author  = ""
#   contact = ""
#   date    = "2021-05-10"
#   comments = ""
#
#%abbreviations
#   NEE = "Co2 flux"
#   H2O = "H2O flux"
#   LE = "Latent heat flux"
#   H = "sensible heat flux"
#   ET = "Evapotranspiration"
#   LAI = "LAI"
#%units
#   NEE = "micromolm-2s-1"
#   H2O = "mmol+1s-1m-2"
#   LE = "W+1m-2"
#   H = "W+1m-2"
#   ET = "mm+1hour-1"
#   LAI = "m2 m-2"
#

#%data
datetime	nee	h2o	LE	H	ET LAI
2019-05-21	-0.309151595	1.06313029	47.03692112	32.23214244	0.06897401	0.7
2019-05-22	-0.375482727	1.105429458	48.91356975	31.35217036	0.071714999	-99.99
2019-05-23	-0.453341887	0.992315635	43.78002437	30.69271314	0.064187684	-99.99
2019-05-24	-0.597106452	0.936420893	41.30247197	32.32102058	0.060565711	-99.99
2019-05-25	-0.651187391	0.909532994	40.11016933	34.69761907	0.058823369	0.5
2019-05-26	-0.696629437	0.861322293	37.9841172	34.15866783	0.055699313	-99.99
2019-05-27	-0.66216767	0.873738933	38.53083109	36.70770896	0.05650391	-99.99
2019-05-28	-0.474435572	0.882977429	39.11293612	37.89114254	0.057357263	-99.99
2019-05-29	-0.320158099	0.89688354	39.51268318	36.50298981	0.057948409	0.9
2019-05-30	-0.208825258	0.940200648	41.42756079	36.05576589	0.060755352	-99.99
2019-05-31	-0.060405489	0.903094684	39.78931479	34.67929234	0.058350879	-99.99
2019-06-01	0.096043283	0.956081424	42.51786501	33.07140239	0.062339115	-99.99
2019-06-02	0.091619174	1.053844478	46.84078317	32.87369103	0.06867416	0.8
2019-06-03	0.043207237	1.148290914	51.01109335	31.71680877	0.074794289	-99.99
2019-06-04	0.249347624	1.156625964	51.39404546	26.65264749	0.0753344	-99.99
2019-06-05	0.38485954	1.189468412	52.85869184	24.37435622	0.077462591	-99.99
2019-06-06	0.265353218	1.223311993	54.3666464	20.56722786	0.079655654	0.2
2019-06-07	0.040676836	1.164750252	51.68908317	17.99199735	0.075720538	-99.99
2019-06-08	-0.314360733	1.110357056	49.50117912	17.53238476	0.072505826	-99.99
2019-06-09	-0.555359785	1.0539728	47.00754641	17.35036159	0.06885213	-99.99
2019-06-10	-0.87476287	1.060222905	47.28051609	18.72912407	0.069257137	0.2
2019-06-11	-1.19720599	1.02841618	45.48402796	19.68221122	0.066641363	-99.99
2019-06-12	-1.389921813	1.009173481	44.62737675	21.54036352	0.065394437	-99.99
2019-06-13	-1.408020154	0.921312249	40.75143075	20.47230658	0.059701029	-99.99
2019-06-14	-1.774856375	0.942297688	41.46702978	22.22516583	0.060773453	0.3
2019-06-15	-1.994169254	0.9534098	41.94318976	24.66398482	0.061493515	-99.99
2019-06-16	-1.864722547	0.88808194	39.05346831	24.63641883	0.057260271	-99.99
2019-06-17	-1.956635358	0.893305824	39.27763729	27.91342769	0.057598777	-99.99
2019-06-18	-1.87301886	0.874509777	38.44295886	29.41861366	0.056380795	0.2
2019-06-19	-1.773895947	0.854422967	37.54991251	30.29814774	0.055079169	-99.99
2019-06-20	-1.611742536	0.807673711	35.48009145	29.85913123	0.052049818	-99.99
2019-06-21	-1.380836528	0.733191177	32.19115521	29.92520217	0.047223354	-99.99
2019-06-22	-1.180596751	0.635877481	27.86926015	28.5881332	0.040881549	0.2
2019-06-23	-1.170876234	0.61165592	26.7983971	30.64808065	0.039311991	-99.99
2019-06-24	-1.036246195	0.588099633	25.95477915	33.90668273	0.038072972	-99.99
2019-06-25	-0.934578257	0.563302187	24.8581089	35.11512015	0.036466094	-99.99
2019-06-26	-0.968219385	0.58000532	25.58627046	39.00379939	0.03754846	0.3
2019-06-27	-0.850575582	0.542276261	23.91598205	39.16178853	0.035103617	-99.99
2019-06-28	-0.732797375	0.471625406	20.79904765	38.19214612	0.030525444	-99.99
2019-06-29	-0.684180444	0.458255379	20.20864523	40.5181204	0.029659069	-99.99
2019-06-30	-0.667202171	0.461129387	20.33150977	43.68167309	0.029845308	0.3
2019-07-01	-0.58604739	0.443973833	19.49809311	44.76786219	0.028624362	-99.99
2019-07-02	-0.529408065	0.432398352	19.00933571	45.96611636	0.027910149	-99.99
2019-07-03	-0.439973611	0.419756483	18.32534493	47.80881951	0.026917035	-99.99
2019-07-04	-0.332586883	0.380309479	16.58256098	48.02030685	0.024360872	1.2
2019-07-05	-0.268144287	0.346046087	15.07091627	48.309182	0.022140611	-99.99
2019-07-06	-0.212461551	0.32058039	13.94911462	48.67196914	0.020490432	-99.99
2019-07-07	-0.197127894	0.300144689	12.97834564	50.13628912	0.01906298	-99.99
2019-07-08	-0.174878736	0.287599661	12.42342678	50.24449656	0.018250061	1.1
2019-07-09	-0.09062917	0.253415675	10.91484931	49.91303815	0.016034936	-99.99
2019-07-10	-0.05278286	0.233130244	10.02097623	48.43914832	0.014720438	-99.99
2019-07-11	-0.056883491	0.22105365	9.563032555	48.58932796	0.014047136	-99.99
2019-07-12	-0.029523461	0.210984165	9.120276252	48.56346911	0.013394633	1.1
2019-07-13	0.013689478	0.223733984	9.571942702	47.7127414	0.014052209	-99.99
2019-07-14	0.030012715	0.210930691	9.010861135	46.96866613	0.013222554	-99.99
2019-07-15	0.053099516	0.202167119	8.625989153	46.09698915	0.012654674	-99.99
2019-07-16	0.044412745	0.201992692	8.616301339	46.35104731	0.012643371	1.2
2019-07-17	0.055731071	0.193666965	8.319985388	44.15592029	0.012207086	-99.99
2019-07-18	0.018717615	0.207990672	8.950997068	47.43700994	0.013135263	-99.99
2019-07-19	0.002106135	0.211257811	9.094142605	47.27569831	0.013346973	-99.99
2019-07-20	-0.013318465	0.218013438	9.388228227	50.51107538	0.013950963	0.9
2019-07-21	-0.042123739	0.230061559	9.918182372	53.49089099	0.014731681	-99.99
2019-07-22	-0.068150103	0.232406605	10.01973042	55.41609989	0.01488364	-99.99
2019-07-23	-0.077357523	0.196511408	8.667813906	55.04590929	0.012900164	-99.99
2019-07-24	-0.091381679	0.187629693	8.232573101	55.01068565	0.012263355	0.5
2019-07-25	-0.059247205	0.180597537	7.922379812	54.15656329	0.011807672	-99.99
2019-07-26	0.075921835	0.202759112	8.869018657	49.96240836	0.013184324	-99.99
2019-07-27	0.249223593	0.294919373	12.93576883	49.86294073	0.019156308	-99.99
2019-07-28	0.361561162	0.30496804	13.37982899	47.5420304	0.020181949	0.7
2019-07-29	0.435349958	0.403418676	17.82288508	49.12733538	0.027015967	-99.99
2019-07-30	0.462727954	0.444641472	19.64686225	48.76639805	0.029520977	-99.99
2019-07-31	0.478420839	0.465704784	20.44996382	48.72576086	0.0307015	-99.99
2019-08-01	0.466593807	0.487556348	21.41135066	49.77008271	0.032117481	0.5
2019-08-02	0.492758145	0.489707799	21.50596521	51.08818805	0.032256896	-99.99
2019-08-03	0.513775874	0.501192391	22.05529888	52.67601087	0.033062371	-99.99
2019-08-04	0.456849602	0.499985802	22.01401271	57.52451447	0.033005885	-99.99
2019-08-05	0.353343813	0.462466891	20.39271199	60.53951722	0.030634077	0.6
2019-08-06	0.22237189	0.362268134	15.97271556	60.44011728	0.024141198	-99.99
2019-08-07	0.144388602	0.335483103	14.74778032	62.8437448	0.021966756	-99.99
2019-08-08	0.073375516	0.228324286	9.92089964	63.20829674	0.014568448	-99.99
2019-08-09	0.086103173	0.169003693	7.30180288	59.91573181	0.010724476	0.2
2019-08-10	0.105156505	0.135997412	5.973531434	57.13916272	0.008770048	-99.99
2019-08-11	0.148779193	0.108393112	4.75924793	54.50631802	0.006981289	-99.99
2019-08-12	0.143421639	0.098477944	4.321516993	53.06440546	0.006338787	-99.99
2019-08-13	0.148372896	0.082418838	3.612126957	51.42663332	0.005298158	0.5
2019-08-14	0.213351951	0.079377286	3.448704962	46.18225171	0.005055552	-99.99
2019-08-15	0.224906464	0.077592652	3.370665867	45.63054172	0.004939907	-99.99
2019-08-16	0.175468608	0.076961518	3.341472123	48.10673914	0.00489901	-99.99
2019-08-17	0.182999977	0.074080012	3.256466087	46.81603807	0.004776572	0.4
2019-08-18	0.149322795	0.074625438	3.248232922	47.78921544	0.004766772	-99.99
2019-08-19	0.131661751	0.07288224	3.169973849	50.16138736	0.004653813	-99.99
2019-08-20	0.16097634	0.129488724	5.675988587	54.07635103	0.008321916	-99.99
2019-08-21	0.127237713	0.134016104	5.873386323	58.07107776	0.00861529	0.2
2019-08-22	0.130089169	0.135558952	5.94063102	58.29282384	0.008715266	-99.99
2019-08-23	0.107672164	0.147131954	6.451563902	60.35337594	0.009465197	-99.99
2019-08-24	0.064893469	0.146769007	6.450275548	62.24157975	0.009465489	-99.99
2019-08-25	0.054958255	0.140613076	6.177596132	62.41680156	0.009066585	0.5
2019-08-26	0.132263918	0.171710948	7.521071797	60.45670562	0.011034621	-99.99
2019-08-27	0.407651114	0.311865514	13.71151421	59.82691644	0.020116636	-99.99
2019-08-28	0.787856171	0.503506628	22.21747295	55.69125028	0.032580121	-99.99
2019-08-29	1.016106403	0.627593968	27.70794729	51.61246017	0.040620979	0.4
2019-08-30	1.163113193	0.671249905	29.6350536	46.05700992	0.043449881	-99.99
2019-08-31	1.311244414	0.736061616	32.50551132	40.1639594	0.047649677	-99.99
2019-09-01	1.347766467	0.837313925	36.97509121	40.34051607	0.054210825	-99.99
2019-09-02	1.440708859	0.88027519	38.87767236	35.93720668	0.056994714	0.5
2019-09-03	1.495756384	0.925701972	40.89088416	33.55727064	0.059938369	-99.99
2019-09-04	1.443719374	1.001033424	44.21734071	32.02098118	0.064819849	-99.99
2019-09-05	1.323200177	1.033089733	45.66521704	30.82357801	0.066944201	-99.99
2019-09-06	0.912517834	0.995376773	44.00197419	30.30898906	0.064500405	0.2
2019-09-07	0.450150346	0.901918504	39.94681994	32.47415267	0.058578359	-99.99
2019-09-08	0.08817413	0.858607533	38.1071945	36.4938984	0.05617653	-99.99
2019-09-09	-0.202093386	0.839924376	37.26504924	40.48081244	0.054965864	-99.99
2019-09-10	-0.401707943	0.843489071	37.40728636	44.62589805	0.055196855	0.2
2019-09-11	-0.491428895	0.805658475	35.73425425	47.14292256	0.052745432	-99.99
2019-09-12	-0.623805786	0.798010989	35.38838306	52.22884513	0.052249873	-99.99
2019-09-13	-0.676470219	0.792938623	35.15331536	55.15184457	0.051921186	-99.99
2019-09-14	-0.690482187	0.761121211	33.7456567	60.49442793	0.049859417	0.1
2019-09-15	-0.674434178	0.725422748	32.16477651	64.96812325	0.04754616	-99.99
2019-09-16	-0.590471106	0.649327213	28.79887264	68.18396878	0.042615169	-99.99
2019-09-17	-0.504789562	0.567885386	25.11708974	69.42560327	0.037203691	-99.99
2019-09-18	-0.375052234	0.508547151	22.41175555	70.09265349	0.032953852	0.3
2019-09-19	-0.285634413	0.424632592	18.71631618	69.55469317	0.027516187	-99.99
2019-09-20	-0.256010616	0.380382156	16.76798815	70.26595502	0.024648763	-99.99
2019-09-21	-0.249887443	0.343598534	15.1467256	70.06989537	0.022265187	-99.99
2019-09-22	-0.219063356	0.320192061	14.11403337	68.87039179	0.020748452	0.4
2019-09-23	-0.239251462	0.294541069	12.98160759	72.57840614	0.019086263	-99.99
2019-09-24	-0.185676674	0.26263479	11.57016544	71.79068519	0.017018737	-99.99
2019-09-25	-0.134850349	0.246504709	10.85462516	72.26413426	0.015973505	-99.99
2019-09-26	-0.015637749	0.2985625	12.8356156	71.74327068	0.018868212	0.5
2019-09-27	0.156445971	0.352044268	15.2049559	69.09333101	0.022333828	-99.99
2019-09-28	0.151182893	0.372276467	16.09847697	69.47708921	0.023644876	-99.99
2019-09-29	0.12496394	0.392433698	16.98854526	72.34908325	0.024951065	-99.99
2019-09-30	0.193067984	0.420781224	18.28795504	67.27563905	0.026847817	0.2
2019-10-01	0.330133156	0.516195975	22.38531441	63.6659745	0.032838501	-99.99
2019-10-02	0.329282521	0.555941736	24.1818697	65.15318529	0.035475127	-99.99
2019-10-03	0.34391446	0.577482959	25.13356345	66.31076734	0.036871	-99.99
2019-10-04	0.496338902	0.668244012	29.14360728	64.08271719	0.042752313	0.5
2019-10-05	0.715149365	0.829473978	36.27587613	59.34538664	0.053200016	-99.99
2019-10-06	1.018598119	0.95252365	41.95043576	54.63686996	0.061508687	-99.99
2019-10-07	1.271965961	1.115049519	49.14606401	52.29386875	0.07204036	-99.99
2019-10-08	1.474669599	1.283571352	56.60777967	47.88184842	0.082960575	0.6
2019-10-09	1.721873892	1.415688555	62.45436788	41.91657712	0.091521772	-99.99
2019-10-10	1.75605864	1.569387895	69.23085319	42.17202022	0.101481487	-99.99
2019-10-11	1.604553639	1.659167881	73.42666935	42.68057834	0.108140615	-99.99
2019-10-12	1.759928799	1.741020116	76.80037647	36.78793326	0.113068408	1.3
2019-10-13	1.717772176	1.833099826	80.56838485	28.90507556	0.118567365	-99.99
2019-10-14	1.377167339	1.883587212	82.76674477	24.69227538	0.122149367	-99.99
2019-10-15	1.149733106	1.981980924	87.09536942	24.75869185	0.128525287	-99.99
2019-10-16	0.811600874	1.998714507	87.81064042	24.91884092	0.129609616	0.7
2019-10-17	0.417674465	1.96415405	86.24899763	24.34652543	0.127370107	-99.99
2019-10-18	0.057667948	1.970541484	86.50630696	26.04528394	0.127784017	-99.99
2019-10-19	-0.344673231	2.046050731	89.84096638	25.9875307	0.132677014	-99.99
2019-10-20	-0.628049828	2.054945838	90.24693396	25.629968	0.133253413	1.3
2019-10-21	-0.871394714	2.137997621	94.0336714	25.34986337	0.13832335	-99.99
2019-10-22	-1.212477643	2.238460398	98.93002925	26.57222063	0.145547642	-99.99
2019-10-23	-1.334517718	2.332369983	103.2447739	29.02772323	0.152399625	-99.99
2019-10-24	-1.190716268	2.37281611	105.0529782	30.44732472	0.154710117	1
2019-10-25	-1.328271171	2.284237394	101.1487871	29.35253834	0.148970209	-99.99
2019-10-26	-1.366219876	2.280721435	101.0059832	29.16243064	0.148742379	-99.99
2019-10-27	-1.499918435	2.310010114	102.3119891	29.85680262	0.150640283	-99.99
2019-10-28	-1.497193481	2.282512163	101.1045522	28.46097778	0.148858411	1.7
2019-10-29	-1.44046365	2.266370759	100.3765075	29.33650299	0.147812447	-99.99
2019-10-30	-1.581890845	2.303209392	101.9878943	29.11401635	0.150199586	-99.99
2019-10-31	-1.578733228	2.233948565	98.70422523	28.02603073	0.14539677	-99.99
2019-11-01	-1.691524973	2.183335896	96.23125732	27.4828225	0.141778999	1.4
2019-11-02	-1.709305522	2.115916349	93.37903675	26.72534835	0.137111381	-99.99
2019-11-03	-1.96201449	2.109810437	93.11555186	27.11686538	0.136715718	-99.99
2019-11-04	-2.136457366	2.101667055	92.74700166	28.26245235	0.13618803	-99.99
2019-11-05	-2.387850424	2.053277112	90.60159714	29.23566128	0.133052359	1.6
2019-11-06	-2.518621096	2.006330715	88.52621175	30.58300234	0.130010228	-99.99
2019-11-07	-2.630842031	2.002785593	88.37227759	31.48635663	0.129780506	-99.99
2019-11-08	-2.662969496	1.954368736	86.32297141	31.26285652	0.126752541	-99.99
2019-11-09	-2.599255643	1.881126961	83.10083267	31.568122	0.122018645	1.5
2019-11-10	-2.612879078	1.826864905	80.71930739	32.23997015	0.118517668	-99.99
2019-11-11	-2.840906608	1.834501132	81.06291751	34.83616817	0.119012488	-99.99
2019-11-12	-3.029308902	1.831197314	80.9164088	36.61534414	0.118798402	-99.99
2019-11-13	-3.045429053	1.781001032	78.69348206	37.95877675	0.115545679	1.5
2019-11-14	-3.037200205	1.743100731	77.02421166	39.85338097	0.113089734	-99.99
2019-11-15	-2.931263721	1.812612203	80.25747523	41.34381736	0.117838315	-99.99
2019-11-16	-2.842953464	1.865426922	85.16402493	40.34895096	0.125071752	-99.99
2019-11-17	-2.96123337	1.967967823	89.96054105	40.77908273	0.132780547	1.1
2019-11-18	-2.749331736	1.931377266	87.75370224	40.16603658	0.129548153	-99.99
2019-11-19	-2.583542381	1.901841852	86.84876938	37.89020494	0.12812664	-99.99
2019-11-20	-2.68559778	1.888017873	88.71628474	36.28792466	0.130793388	-99.99
2019-11-21	-2.431597685	1.841345654	89.50564094	33.36110819	0.131920938	0.4
2019-11-22	-2.371262793	1.935803821	93.67640582	32.93942611	0.138041822	-99.99
2019-11-23	-2.225622772	2.009916407	97.87579075	32.27859613	0.144201362	-99.99
2019-11-24	-1.980567316	2.054568348	100.0234982	29.95576655	0.147347886	-99.99
2019-11-25	-2.003196181	2.009139354	97.97652197	27.54301658	0.144325007	1.4
2019-11-26	-1.806509052	2.03449567	98.40298853	27.52426929	0.144912643	-99.99
2019-11-27	-1.509735658	1.925064711	93.35532572	25.33144871	0.136961832	-99.99
2019-11-28	-1.778868047	1.966646416	95.58318763	25.77920905	0.140235939	-99.99
2019-11-29	-1.918018082	2.00523487	96.67041609	26.38029099	0.141853837	1.4
2019-11-30	-1.839929979	1.967610927	92.84099607	26.48082676	0.136232097	-99.99
2019-12-01	-1.933342817	1.983162615	91.93401645	27.85117883	0.134916703	-99.99
2019-12-02	-1.678333186	1.880000773	88.69741292	25.57708596	0.130145607	-99.99
2019-12-03	-1.628390595	1.81097444	84.15269352	23.2646617	0.123462731	1.5
2019-12-04	-1.803284695	1.750497687	81.70205436	22.0672207	0.120193798	-99.99
2019-12-05	-1.831836048	1.713407964	79.09758074	21.91048824	0.116368599	-99.99
2019-12-06	-2.051846595	1.681401035	76.36089161	21.54797681	0.112812041	-99.99
2019-12-07	-2.255290624	1.76573036	80.29350858	23.46594137	0.118603988	0.5
2019-12-08	-2.237181703	1.838178514	83.47313321	24.77050096	0.123298625	-99.99
2019-12-09	-1.916479117	1.838044432	83.6686282	25.50189144	0.123566264	-99.99
2019-12-10	-1.715742021	1.874798316	84.86913747	25.7392215	0.125332775	-99.99
2019-12-11	-1.620947853	1.897931057	85.13578175	25.99898886	0.126240427	2.1
2019-12-12	-1.659188847	1.936845536	85.53966662	26.89908671	0.127231257	-99.99
2019-12-13	-1.592257313	2.007380042	89.2230463	28.66402037	0.132654825	-99.99
2019-12-14	-1.460759927	2.105204206	93.14376284	30.48193355	0.138090794	-99.99
2019-12-15	-1.430125115	2.197144045	98.07053904	31.95073642	0.145353971	1.7
2019-12-16	-1.360140743	2.129705457	95.11773019	30.9664034	0.140919638	-99.99
2019-12-17	-1.357015665	2.034991809	90.72506455	30.09717984	0.134463152	-99.99
2019-12-18	-1.357263212	1.974577449	88.06489657	29.58796516	0.1305483	-99.99
2019-12-19	-1.546402655	1.926214958	85.73715373	28.15444942	0.127138084	1.7
2019-12-20	-1.865053175	1.982927538	88.26913703	29.01688101	0.130875905	-99.99
2019-12-21	-1.898925825	1.963658591	86.91989091	28.42723069	0.128389863	-99.99
2019-12-22	-2.332790256	1.986839544	87.9315785	29.41892078	0.129509026	-99.99
2019-12-23	-2.396674984	1.960933232	86.96733736	28.6666832	0.128499648	1.5
2019-12-24	-2.743529723	1.929763707	85.58958776	27.85966237	0.126479867	-99.99
2019-12-25	-2.896298098	1.918906144	85.11800955	27.33982285	0.125776294	-99.99
2019-12-26	-3.012071842	1.978308665	87.66970954	28.04741752	0.12917902	-99.99
2019-12-27	-2.991686315	2.079706707	92.12994429	27.91384816	0.135749612	0.2
2019-12-28	-2.92643122	2.098717619	92.96429466	27.43073811	0.136981522	-99.99
2019-12-29	-2.93746951	2.142365993	94.88397272	28.56478818	0.139809934	-99.99
2019-12-30	-2.847416946	2.130975724	94.17564192	28.88425376	0.138756575	-99.99
2019-12-31	-3.035833239	2.163341709	95.59427197	29.4389038	0.141319976	1.4
2020-01-01	-3.070984603	2.19537642	97.47861508	29.79409583	0.144086358	-99.99
2020-01-02	-3.194866533	2.181055831	97.01384078	29.87398923	0.142978434	-99.99
2020-01-03	-2.923043076	2.237133189	100.0997774	29.46717531	0.147451837	-99.99
2020-01-04	-3.113460233	2.175236805	97.36953539	29.02482771	0.143440949	1.8
2020-01-05	-3.191007943	2.189239859	97.97690162	28.80590197	0.14434835	-99.99
2020-01-06	-3.253064671	2.185959976	97.81854983	28.61921569	0.144135816	-99.99
2020-01-07	-3.26495351	2.190650597	98.01165798	28.80096095	0.144853555	-99.99
2020-01-08	-2.961888403	2.150711775	96.34910337	27.39818844	0.143170513	0.7
2020-01-09	-3.087620508	2.131478427	95.49575222	26.56754052	0.141924197	-99.99
2020-01-10	-3.153241783	2.146291287	96.14819892	26.71235786	0.142417984	-99.99
2020-01-11	-2.89367977	2.082325992	92.86594768	25.46414779	0.1375825	-99.99
2020-01-12	-2.912404911	2.050846715	91.13159097	25.00078966	0.135053238	0.6
2020-01-13	-3.066299138	2.010063246	88.7083723	25.90092693	0.131570872	-99.99
2020-01-14	-2.955223471	2.072706573	91.45605122	26.31283764	0.135630164	-99.99
2020-01-15	-2.950159497	2.091612305	92.28098562	26.95915875	0.136855253	-99.99
2020-01-16	-3.068851333	2.059272626	90.85900985	27.02714846	0.134759645	1.5
2020-01-17	-3.355588596	2.035596473	89.82900122	26.0989846	0.132811646	-99.99
2020-01-18	-3.751753768	2.042184816	90.20472468	27.047192	0.132596211	-99.99
2020-01-19	-3.63765657	1.954456572	86.33770563	26.18899772	0.126911419	-99.99
2020-01-20	-3.41467387	1.842982271	81.31654893	25.35114418	0.119517718	2.1
2020-01-21	-3.173352464	1.800136747	79.42034047	25.97958656	0.116721898	-99.99
2020-01-22	-3.357149781	1.792831509	79.22557913	27.33060604	0.116761977	-99.99
2020-01-23	-3.540211813	1.702713988	75.93145077	28.11342893	0.112241081	-99.99
2020-01-24	-3.621865057	1.711689195	76.3349115	29.56220773	0.112822667	1.6
2020-01-25	-3.663047712	1.705742198	76.0880428	30.60593551	0.112437306	-99.99
2020-01-26	-3.446481066	1.716801546	76.58336843	30.96331832	0.113153939	-99.99
2020-01-27	-3.281926607	1.743706242	77.78298719	31.70429806	0.115369173	-99.99
2020-01-28	-3.55231666	1.764905216	78.72032242	31.0023076	0.116755307	2.1
2020-01-29	-3.809107547	1.886634008	84.08131034	32.56626178	0.124643338	-99.99
2020-01-30	-3.962960103	1.98194467	88.39753785	33.37467829	0.130989636	-99.99
2020-01-31	-4.437804613	2.090024972	93.22654125	34.08576429	0.138106052	-99.99
2020-02-01	-4.36852157	2.209707127	98.2869121	34.35110729	0.145747401	1.4
2020-02-02	-4.118686302	2.349110574	104.0175945	33.93030896	0.154377069	-99.99
2020-02-03	-3.878138075	2.366959893	104.8024898	32.4813962	0.155533706	-99.99
2020-02-04	-3.910195488	2.402654322	106.3770615	31.62556165	0.1578467	-99.99
2020-02-05	-4.23136075	2.433820999	107.7373166	31.75884273	0.159866312	1.7
2020-02-06	-4.278114349	2.475340159	109.5135887	31.10277769	0.162084948	-99.99
2020-02-07	-4.233631444	2.524491781	111.4690061	32.3155546	0.164994898	-99.99
2020-02-08	-3.918795132	2.483831634	109.670349	32.56284352	0.162360117	-99.99
2020-02-09	-3.846769805	2.438200699	107.6593565	33.20968537	0.159403231	1.1
2020-02-10	-3.483001205	2.364844752	104.3745561	32.36213993	0.154556394	-99.99
2020-02-11	-3.360120374	2.27161712	100.3658287	31.76471529	0.148115841	-99.99
2020-02-12	-3.464323129	2.2344602	98.70892564	33.030722	0.145151107	-99.99
2020-02-13	-3.509945529	2.209641892	97.61263199	34.80695921	0.143542887	1.3
2020-02-14	-3.288942552	2.148268659	94.89352128	35.72808982	0.139565896	-99.99
2020-02-15	-3.078568883	2.145673075	95.01221447	37.37169983	0.139754244	-99.99
2020-02-16	-3.095027195	2.108578432	93.39544419	40.17502899	0.137350511	-99.99
2020-02-17	-2.970474492	2.023921688	89.68117984	41.06295551	0.132194363	1.2
2020-02-18	-3.010676813	1.987466136	88.07813283	41.91106876	0.129832047	-99.99
2020-02-19	-2.997344917	1.994230479	88.36334627	43.12791786	0.130270373	-99.99
2020-02-20	-3.204080745	2.016800197	89.40117228	45.80794709	0.131849471	-99.99
2020-02-21	-2.900091109	2.038126864	90.31413405	47.69405357	0.133231441	1.2
2020-02-22	-2.807227568	2.007635521	88.72672328	50.06707018	0.13089753	-99.99
2020-02-23	-2.673184628	1.958831715	86.7596611	51.46455593	0.12838527	-99.99
2020-02-24	-2.645506278	1.888914431	83.67372943	51.83726964	0.123854639	-99.99
2020-02-25	-2.233007101	1.744073246	76.9640024	51.36563861	0.113962985	1
2020-02-26	-1.926521007	1.691120192	74.64994172	50.01916357	0.110889204	-99.99
2020-02-27	-1.75510833	1.729499659	76.33284567	49.98443273	0.113046587	-99.99
2020-02-28	-1.50589157	1.797461348	79.31759682	49.66551412	0.117450498	-99.99
2020-02-29	-1.380755112	1.871371825	82.56420923	47.97566085	0.122239896	1.5
2020-03-01	-1.341372259	1.899956603	83.74301039	46.74046053	0.123975603	-99.99
2020-03-02	-1.613608755	1.935603017	85.3058536	46.48152845	0.126285484	-99.99
2020-03-03	-1.520738382	1.940519486	85.52034573	45.97940925	0.126604063	-99.99
2020-03-04	-1.392955228	1.913827523	84.15689388	43.81338007	0.12422419	0.8
2020-03-05	-1.356161021	1.95519293	85.98038466	44.12684864	0.126904666	-99.99
2020-03-06	-1.648437788	2.028518448	89.48915289	45.55430186	0.132067359	-99.99
2020-03-07	-1.735702821	1.990259462	87.7998726	47.32635141	0.129230589	-99.99
2020-03-08	-1.670794273	1.945775788	85.84575328	48.91081141	0.126348041	1
2020-03-09	-1.764826751	1.84575989	81.43853423	50.1412941	0.120175455	-99.99
2020-03-10	-1.626557451	1.726400802	76.3071541	54.16050683	0.112626455	-99.99
2020-03-11	-1.464876551	1.638734509	72.58292796	57.45408891	0.107147024	-99.99
2020-03-12	-1.392539411	1.512501918	67.02924404	59.64988226	0.098967154	0.2
2020-03-13	-1.347464963	1.419001337	62.90868641	61.27671853	0.092908319	-99.99
2020-03-14	-1.310058492	1.430006485	63.39774357	65.09493988	0.093621456	-99.99
2020-03-15	-1.269893876	1.369779169	60.74684756	68.71398022	0.089718727	-99.99
2020-03-16	-1.157801768	1.342866236	59.3895566	71.840593	0.087712967	1.3
2020-03-17	-1.118096594	1.330546685	58.84446742	75.53242911	0.086914671	-99.99
2020-03-18	-1.129158687	1.2892809	57.01757458	79.71653124	0.084240658	-99.99
2020-03-19	-0.959114329	1.243431139	55.00029407	80.98448916	0.080961157	-99.99
2020-03-20	-0.829737504	1.147121941	50.64166635	77.8572308	0.074534857	1.1
2020-03-21	-0.664886816	1.092681954	48.19885088	74.96519377	0.070911685	-99.99
2020-03-22	-0.326966186	1.109999826	48.97383651	72.30422854	0.072033887	-99.99
2020-03-23	-0.122663034	1.135427387	50.10108383	69.14811511	0.073681596	-99.99
2020-03-24	-0.271747486	1.168044867	51.53995379	65.95797541	0.075795207	1
2020-03-25	-0.263448791	1.252248305	55.25251224	62.97551443	0.081251593	-99.99
2020-03-26	-0.253656428	1.294857287	57.12437624	59.67439683	0.084012653	-99.99
2020-03-27	-0.250279117	1.406435726	62.24091896	56.54081023	0.091545776	-99.99
2020-03-28	-0.326835761	1.489598619	66.0914204	51.83607149	0.097194958	1
2020-03-29	-0.529162955	1.620446553	71.8608128	50.41049941	0.105673902	-99.99
2020-03-30	-0.805478123	1.751059368	77.61749183	50.80012607	0.114137617	-99.99
2020-03-31	-1.022931186	1.862062389	82.43313681	50.90873174	0.121224727	-99.99
2020-04-01	-1.428517183	1.940724442	85.89331567	52.01631889	0.126322025	0.1
2020-04-02	-1.554754853	1.958184004	86.66838211	50.73009478	0.1274534	-99.99
2020-04-03	-1.585222535	1.969932829	87.36298684	52.8604964	0.128486528	-99.99
2020-04-04	-1.675416066	1.936898534	85.91077659	52.30512471	0.126345901	-99.99
2020-04-05	-1.797538077	1.888413512	83.77632379	52.61147705	0.123204075	0.1
2020-04-06	-1.867115855	1.803446952	79.96725456	52.90170045	0.117593881	-99.99
