row,time,.nee.sim.val
396,2019-02-01T23:00:00,-17.37246
397,2019-02-02T23:00:00,-15.578269999999998
398,2019-02-03T23:00:00,-14.80097
399,2019-02-04T23:00:00,-15.05277
400,2019-02-05T23:00:00,-15.90606
401,2019-02-06T23:00:00,-14.98062
402,2019-02-07T23:00:00,-13.812269999999998
403,2019-02-08T23:00:00,-13.10718
404,2019-02-09T23:00:00,-13.85107
405,2019-02-10T23:00:00,-13.720479999999998
406,2019-02-11T23:00:00,-10.504400000000002
407,2019-02-12T23:00:00,-10.887209999999998
408,2019-02-13T23:00:00,-9.53907
409,2019-02-14T23:00:00,-9.40028
410,2019-02-15T23:00:00,-7.926090000000002
411,2019-02-16T23:00:00,-9.07767
412,2019-02-17T23:00:00,-8.659010000000002
413,2019-02-18T23:00:00,-6.974070000000001
414,2019-02-19T23:00:00,-6.637410000000001
415,2019-02-20T23:00:00,-7.84088
416,2019-02-21T23:00:00,-8.90541
417,2019-02-22T23:00:00,-7.547009999999999
418,2019-02-23T23:00:00,-8.23148
419,2019-02-24T23:00:00,-9.45814
420,2019-02-25T23:00:00,-10.29189
421,2019-02-26T23:00:00,-7.89073
422,2019-02-27T23:00:00,-6.855170000000001
423,2019-02-28T23:00:00,-5.203809999999999
424,2019-03-01T23:00:00,-4.152909999999999
425,2019-03-02T23:00:00,-2.6923399999999993
426,2019-03-03T23:00:00,-3.35231
427,2019-03-04T23:00:00,-5.222
428,2019-03-05T23:00:00,-4.44775
429,2019-03-06T23:00:00,-3.743609999999999
430,2019-03-07T23:00:00,-2.70315
431,2019-03-08T23:00:00,-1.8743799999999986
432,2019-03-09T23:00:00,-1.2454899999999998
433,2019-03-10T23:00:00,-0.4757500000000001
434,2019-03-11T23:00:00,0.05996999999999986
435,2019-03-12T23:00:00,0.6003400000000005
436,2019-03-13T23:00:00,1.1002
437,2019-03-14T23:00:00,1.51254
438,2019-03-15T23:00:00,1.90621
439,2019-03-16T23:00:00,2.207642
440,2019-03-17T23:00:00,2.4688570000000003
441,2019-03-18T23:00:00,2.6928659999999995
442,2019-03-19T23:00:00,2.8415630000000003
443,2019-03-20T23:00:00,2.9527289999999997
444,2019-03-21T23:00:00,2.9946986
445,2019-03-22T23:00:00,3.00165406
446,2019-03-23T23:00:00,3.104439042
447,2019-03-24T23:00:00,3.1823
448,2019-03-25T23:00:00,3.12975
449,2019-03-26T23:00:00,3.1154
450,2019-03-27T23:00:00,4.66432
451,2019-03-28T23:00:00,4.62953
452,2019-03-29T23:00:00,4.14867
453,2019-03-30T23:00:00,4.4058
454,2019-03-31T23:00:00,4.75597
455,2019-04-01T23:00:00,5.83699
456,2019-04-02T23:00:00,5.22532
457,2019-04-03T23:00:00,5.52654
458,2019-04-04T23:00:00,5.58663
459,2019-04-05T23:00:00,5.05877
460,2019-04-06T23:00:00,5.33556
461,2019-04-07T23:00:00,4.8821699999999995
462,2019-04-08T23:00:00,4.70592
463,2019-04-09T23:00:00,4.788469999999999
464,2019-04-10T23:00:00,4.55248
465,2019-04-11T23:00:00,4.70907421203
466,2019-04-12T23:00:00,4.4787338105400005
467,2019-04-13T23:00:00,4.490706555699999
468,2019-04-14T23:00:00,4.3519466829
469,2019-04-15T23:00:00,4.225126424500001
470,2019-04-16T23:00:00,4.1154556632
471,2019-04-17T23:00:00,3.984725276
472,2019-04-18T23:00:00,3.9278345186999997
473,2019-04-19T23:00:00,4.3790352813
474,2019-04-20T23:00:00,4.751735662300001
475,2019-04-21T23:00:00,5.210299462
476,2019-04-22T23:00:00,5.636237101100001
477,2019-04-23T23:00:00,6.7766881456
478,2019-04-24T23:00:00,7.6408613416
479,2019-04-25T23:00:00,8.096493575199998
480,2019-04-26T23:00:00,8.7318345521
481,2019-04-27T23:00:00,8.89978198
482,2019-04-28T23:00:00,8.918096346
483,2019-04-29T23:00:00,8.640109078
484,2019-04-30T23:00:00,8.4653519
485,2019-05-01T23:00:00,8.26434482
486,2019-05-02T23:00:00,8.052831119999999
487,2019-05-03T23:00:00,7.894311770000001
488,2019-05-04T23:00:00,8.06432814
489,2019-05-05T23:00:00,8.336440399999999
490,2019-05-06T23:00:00,8.528889699999999
491,2019-05-07T23:00:00,8.3551217
492,2019-05-08T23:00:00,8.1436583
493,2019-05-09T23:00:00,7.885363600000001
494,2019-05-10T23:00:00,7.476326
495,2019-05-11T23:00:00,7.186751999999999
496,2019-05-12T23:00:00,7.286155
497,2019-05-13T23:00:00,7.240000000000001
498,2019-05-14T23:00:00,7.074422
499,2019-05-15T23:00:00,6.73358
500,2019-05-16T23:00:00,6.230530000000001
501,2019-05-17T23:00:00,5.60582
502,2019-05-18T23:00:00,4.947900000000001
503,2019-05-19T23:00:00,4.039390000000001
504,2019-05-20T23:00:00,2.677669999999999
505,2019-05-21T23:00:00,0.06932999999999989
506,2019-05-22T23:00:00,-1.5481599999999993
507,2019-05-23T23:00:00,-2.7540400000000016
508,2019-05-24T23:00:00,-5.331789999999999
509,2019-05-25T23:00:00,-8.546600000000002
510,2019-05-26T23:00:00,-12.028950000000002
511,2019-05-27T23:00:00,-15.836079999999999
512,2019-05-28T23:00:00,-18.42228
513,2019-05-29T23:00:00,-24.013709999999996
514,2019-05-30T23:00:00,-30.063109999999998
515,2019-05-31T23:00:00,-33.54331
516,2019-06-01T23:00:00,-34.74062
517,2019-06-02T23:00:00,-34.354040000000005
518,2019-06-03T23:00:00,-40.16454
519,2019-06-04T23:00:00,-33.001270000000005
520,2019-06-05T23:00:00,-34.542159999999996
521,2019-06-06T23:00:00,-38.135650000000005
522,2019-06-07T23:00:00,-53.105149999999995
523,2019-06-08T23:00:00,-52.61048
524,2019-06-09T23:00:00,-24.32851
525,2019-06-10T23:00:00,-20.113439999999997
526,2019-06-11T23:00:00,-41.867340000000006
527,2019-06-12T23:00:00,-37.19073
528,2019-06-13T23:00:00,-53.03119
529,2019-06-14T23:00:00,-31.08286
530,2019-06-15T23:00:00,-31.956120000000002
531,2019-06-16T23:00:00,-57.7151
532,2019-06-17T23:00:00,-59.3925
533,2019-06-18T23:00:00,-38.02497999999999
534,2019-06-19T23:00:00,-54.80235
535,2019-06-20T23:00:00,-41.90377
536,2019-06-21T23:00:00,-25.88998
537,2019-06-22T23:00:00,-52.46939
538,2019-06-23T23:00:00,-58.00289
539,2019-06-24T23:00:00,-44.677780000000006
540,2019-06-25T23:00:00,-40.0909
541,2019-06-26T23:00:00,-46.87208
542,2019-06-27T23:00:00,-38.587430000000005
543,2019-06-28T23:00:00,-31.412049999999997
544,2019-06-29T23:00:00,-55.57828
545,2019-06-30T23:00:00,-50.21186
546,2019-07-01T23:00:00,-49.39487
547,2019-07-02T23:00:00,-51.59556
548,2019-07-03T23:00:00,-32.34588
549,2019-07-04T23:00:00,-40.13538
550,2019-07-05T23:00:00,-40.939550000000004
551,2019-07-06T23:00:00,-31.415480000000002
552,2019-07-07T23:00:00,-30.71828
553,2019-07-08T23:00:00,-28.809209999999997
554,2019-07-09T23:00:00,-28.63657
555,2019-07-10T23:00:00,-22.98153
556,2019-07-11T23:00:00,-27.20484
557,2019-07-12T23:00:00,-24.28229
558,2019-07-13T23:00:00,-21.59377
559,2019-07-14T23:00:00,-21.08306
560,2019-07-15T23:00:00,-19.60753
561,2019-07-16T23:00:00,-15.75001
562,2019-07-17T23:00:00,-16.80413
563,2019-07-18T23:00:00,-18.352469999999997
564,2019-07-19T23:00:00,-16.55622
565,2019-07-20T23:00:00,-15.666050000000002
566,2019-07-21T23:00:00,-17.64187
567,2019-07-22T23:00:00,-14.3671
568,2019-07-23T23:00:00,-13.141109999999998
569,2019-07-24T23:00:00,-11.301359999999999
570,2019-07-25T23:00:00,-11.365260000000001
571,2019-07-26T23:00:00,-10.71567
572,2019-07-27T23:00:00,-11.050019999999998
573,2019-07-28T23:00:00,-10.01134
574,2019-07-29T23:00:00,-9.80473
575,2019-07-30T23:00:00,-10.001249999999999
576,2019-07-31T23:00:00,-14.98842
577,2019-08-01T23:00:00,-27.394660000000002
578,2019-08-02T23:00:00,-18.52842
579,2019-08-03T23:00:00,-15.977800000000002
580,2019-08-04T23:00:00,-13.770839999999998
581,2019-08-05T23:00:00,-11.912749999999999
582,2019-08-06T23:00:00,-9.424570000000001
583,2019-08-07T23:00:00,-8.95169
584,2019-08-08T23:00:00,-9.588499999999998
585,2019-08-09T23:00:00,-6.5174199999999995
586,2019-08-10T23:00:00,-6.0484599999999995
587,2019-08-11T23:00:00,-4.63087
588,2019-08-12T23:00:00,-4.67037
589,2019-08-13T23:00:00,-3.36031
590,2019-08-14T23:00:00,-1.7311999999999994
