row,time,.water.sim.soilwater_5cm
637,2019-09-30T23:00:00,15.3131
638,2019-10-01T23:00:00,19.4323
639,2019-10-02T23:00:00,19.5168
640,2019-10-03T23:00:00,21.8656
641,2019-10-04T23:00:00,21.4444
642,2019-10-05T23:00:00,25.4203
643,2019-10-06T23:00:00,23.8086
644,2019-10-07T23:00:00,22.6122
645,2019-10-08T23:00:00,27.7971
646,2019-10-09T23:00:00,28.6829
647,2019-10-10T23:00:00,27.9786
648,2019-10-11T23:00:00,28.0784
649,2019-10-12T23:00:00,37.2184
650,2019-10-13T23:00:00,28.8761
651,2019-10-14T23:00:00,28.0974
652,2019-10-15T23:00:00,27.5378
653,2019-10-16T23:00:00,27.9727
654,2019-10-17T23:00:00,28.0963
655,2019-10-18T23:00:00,28.4072
656,2019-10-19T23:00:00,28.1061
657,2019-10-20T23:00:00,27.7767
658,2019-10-21T23:00:00,27.796
659,2019-10-22T23:00:00,28.0353
660,2019-10-23T23:00:00,27.7968
661,2019-10-24T23:00:00,28.0821
662,2019-10-25T23:00:00,41.5023
663,2019-10-26T23:00:00,28.4591
664,2019-10-27T23:00:00,28.1503
665,2019-10-28T23:00:00,29.0319
666,2019-10-29T23:00:00,28.2461
667,2019-10-30T23:00:00,28.2513
668,2019-10-31T23:00:00,27.6161
669,2019-11-01T23:00:00,26.8916
670,2019-11-02T23:00:00,26.1236
671,2019-11-03T23:00:00,25.4002
672,2019-11-04T23:00:00,24.6851
673,2019-11-05T23:00:00,23.9196
674,2019-11-06T23:00:00,24.6396
675,2019-11-07T23:00:00,26.3052
676,2019-11-08T23:00:00,24.9355
677,2019-11-09T23:00:00,24.4786
678,2019-11-10T23:00:00,25.9997
679,2019-11-11T23:00:00,26.9601
680,2019-11-12T23:00:00,27.9038
681,2019-11-13T23:00:00,27.8878
682,2019-11-14T23:00:00,28.8128
683,2019-11-15T23:00:00,28.3191
684,2019-11-16T23:00:00,27.5328
685,2019-11-17T23:00:00,28.2024
686,2019-11-18T23:00:00,28.4369
687,2019-11-19T23:00:00,28.0181
688,2019-11-20T23:00:00,27.9284
689,2019-11-21T23:00:00,27.5971
