source	id	datetime	irri[mm]	prec[mm]	throughf[mm]	evapot[mm]	transp[mm]	evacep[mm]	evasoil[mm]	evasurfacewater[mm]	runoff[mm]	percol[mm]	infiltration[mm]	groundwateraccess[mm]	capillaryrise[mm]	snow_height[mm]	snow[mmh2oeq]	surfacewater[mm]	soil_water[mm]	root_soil_water[mm]	leafwater[mm]	soilwater_floor[%]	soilwater_5cm[%]	soilwater_10cm[%]	soilwater_15cm[%]	soilwater_20cm[%]	soilwater_30cm[%]	soilwater_50cm[%]	soilwater_100cm[%]	groundwaterdepth[m]
setup	0	2006-01-01 23:00:00	0	0.51	0.51	3.72779	0	0	0.770747	0.155324	0	0	0.354676	0	0	0	0	0	140.053	140.053	0	-99.99	23.4586	26.9257	26.9786	27.0271	31.7302	31.8028	-99.99	99
setup	0	2006-01-02 23:00:00	0	0.32	0.283828	3.69069	0	0.0361725	0.753777	0.117606	0	0	0.166221	0	0	0	0	0	139.466	139.466	0	-99.99	23.2865	26.6327	26.7362	26.8313	31.6598	31.8041	-99.99	99
setup	0	2006-01-03 23:00:00	0	1.49	1.11967	3.6624	0.320777	0.370335	0.642617	0	0	0	1.11967	0	0	0	0	0	139.622	139.622	0	-99.99	24.0509	26.6991	26.5663	26.6073	31.5496	31.7515	-99.99	99
setup	0	2006-01-04 23:00:00	0	0.88	0.51228	3.65171	2.23364	0.36772	0.223561	0	0	0	0.51228	0	0	0	0	0	137.677	137.677	0	-99.99	23.6884	26.3584	26.1734	26.1063	31.1226	31.3307	-99.99	99
setup	0	2006-01-05 23:00:00	0	0.26	0	3.61462	2.58182	0.26	0.157965	0	0	0	0	0	0	0	0	0	134.937	134.937	0	-99.99	22.8131	25.7039	25.621	25.5801	30.6309	30.8362	-99.99	99
setup	0	2006-01-06 23:00:00	0	0.04	0	3.6673	2.467	0.04	0.22732	0	0	0	0	0	0	0	0	0	132.243	132.243	0	-99.99	21.9652	25.0265	25.006	24.9961	30.1515	30.361	-99.99	99
setup	0	2006-01-07 23:00:00	0	0.05	0	3.81693	2.19815	0.05	0.294445	0	0	0	0	0	0	0	0	0	129.75	129.75	0	-99.99	21.1629	24.4027	24.4098	24.418	29.713	29.934	-99.99	99
setup	0	2006-01-08 23:00:00	0	0.04	0	3.84852	2.25131	0.04	0.279716	0	0	0	0	0	0	0	0	0	127.219	127.219	0	-99.99	20.3692	23.7783	23.8026	23.8268	29.2632	29.4927	-99.99	99
setup	0	2006-01-09 23:00:00	0	0.12	0	3.89421	2.14184	0.12	0.280298	0	0	0	0	0	0	0	0	0	124.797	124.797	0	-99.99	19.6176	23.1809	23.221	23.2598	28.8313	29.0691	-99.99	99
setup	0	2006-01-10 23:00:00	0	0.22	0	4.03351	1.89506	0.22	0.315014	0	0	0	0	0	0	0	0	0	122.587	122.587	0	-99.99	18.9213	22.6283	22.6852	22.7397	28.4402	28.6909	-99.99	99
setup	0	2006-01-11 23:00:00	0	3.48	3.12533	3.96444	2.07756	0.354666	0.27172	0	0	0	3.12533	0	0	0	0	0	123.363	123.363	0	-99.99	21.7419	22.9831	22.451	22.3176	28.093	28.3476	-99.99	99
setup	0	2006-01-12 23:00:00	0	3.38	3.0268	3.6839	1.91939	0.353197	0.264154	0	0	0	3.0268	0	0	0	0	0	124.206	124.206	0	-99.99	23.247	23.8614	22.723	22.3012	27.8103	28.0687	-99.99	99
setup	0	2006-01-13 23:00:00	0	1.02	0.66826	3.53417	1.65967	0.35174	0.276141	0	0	0	0.66826	0	0	0	0	0	122.939	122.939	0	-99.99	22.3551	23.8121	22.9297	22.5265	27.5464	27.8117	-99.99	99
setup	0	2006-01-14 23:00:00	0	2.87	2.51945	3.6923	2.00671	0.350552	0.251071	0	0	0	2.51945	0	0	0	0	0	123.201	123.201	0	-99.99	23.3104	24.2288	23.1292	22.6779	27.2766	27.5428	-99.99	99
setup	0	2006-01-15 23:00:00	0	1.88	1.53049	3.81893	1.96666	0.349507	0.280815	0	0	0	1.53049	0	0	0	0	0	122.484	122.484	0	-99.99	23.1034	24.3302	23.315	22.8695	27.0123	27.2819	-99.99	99
setup	0	2006-01-16 23:00:00	0	3.86	3.51162	3.77112	1.73943	0.348379	0.334418	0	0	0	3.51162	0	0	0	0	0	123.921	123.921	0	-99.99	24.7447	25.2745	23.8169	23.2118	26.8215	27.0984	-99.99	99
setup	0	2006-01-17 23:00:00	0	2.32	1.97259	3.72509	1.99835	0.347407	0.274492	0	0	0	1.97259	0	0	0	0	0	123.621	123.621	0	-99.99	24.5544	25.5688	24.2563	23.6602	26.6036	26.882	-99.99	99
setup	0	2006-01-18 23:00:00	0	2.1	1.75351	3.72133	1.98639	0.346492	0.275164	0	0	0	1.75351	0	0	0	0	0	123.113	123.113	0	-99.99	24.3569	25.6308	24.4846	23.8807	26.3937	26.6738	-99.99	99
setup	0	2006-01-19 23:00:00	0	1.06	0.714305	3.63837	1.95878	0.345695	0.255067	0	0	0	0.714305	0	0	0	0	0	121.614	121.614	0	-99.99	23.4005	25.2005	24.3648	23.8557	26.1752	26.4558	-99.99	99
setup	0	2006-01-20 23:00:00	0	0.46	0.115064	3.65219	1.77915	0.344936	0.277683	0	0	0	0.115064	0	0	0	0	0	119.672	119.672	0	-99.99	22.2308	24.5043	24.0052	23.6784	26.0101	26.244	-99.99	99
setup	0	2006-01-21 23:00:00	0	1.8	1.45577	3.30598	1.67407	0.344227	0.234499	0	0	0	1.45577	0	0	0	0	0	119.219	119.219	0	-99.99	22.5797	24.3693	23.7687	23.4824	25.868	26.0647	-99.99	99
setup	0	2006-01-22 23:00:00	0	0.62	0.276715	3.54091	1.20648	0.343285	0.349346	0	0	0	0.276715	0	0	0	0	0	117.94	117.94	0	-99.99	21.7998	23.9906	23.5681	23.34	25.7408	25.9243	-99.99	99
setup	0	2006-01-23 23:00:00	0	0.62	0.277323	3.70594	1.488	0.342677	0.31773	0	0	0	0.277323	0	0	0	0	0	116.411	116.411	0	-99.99	21.1089	23.4582	23.1888	23.0618	25.5658	25.7463	-99.99	99
setup	0	2006-01-24 23:00:00	0	0.91	0.567848	3.69158	1.50595	0.342152	0.304477	0	0	0	0.567848	0	0	0	0	0	115.169	115.169	0	-99.99	20.7869	23.0357	22.7967	22.7002	25.3789	25.5674	-99.99	99
setup	0	2006-01-25 23:00:00	0	0.41	0.0683445	3.77753	1.54506	0.341656	0.297863	0	0	0	0.0683445	0	0	0	0	0	113.394	113.394	0	-99.99	19.9613	22.4528	22.3311	22.273	25.1738	25.3724	-99.99	99
setup	0	2006-01-26 23:00:00	0	0.02	0	3.78604	1.55802	0.02	0.330324	0	0	0	0	0	0	0	0	0	111.506	111.506	0	-99.99	19.069	21.8178	21.7817	21.7639	24.9572	25.1674	-99.99	99
setup	0	2006-01-27 23:00:00	0	0	0	3.84385	1.61172	0	0.316147	0	0	0	0	0	0	0	0	0	109.578	109.578	0	-99.99	18.1934	21.1951	21.1961	21.1993	24.7276	24.9473	-99.99	99
setup	0	2006-01-28 23:00:00	0	0	0	3.94222	1.35546	0	0.346955	0	0	0	0	0	0	0	0	0	107.876	107.876	0	-99.99	17.4246	20.6499	20.6728	20.6965	24.5225	24.7554	-99.99	99
setup	0	2006-01-29 23:00:00	0	0	0	4.13068	1.26499	0	0.364506	0	0	0	0	0	0	0	0	0	106.246	106.246	0	-99.99	16.7007	20.1295	20.1736	20.2172	24.3225	24.5699	-99.99	99
setup	0	2006-01-30 23:00:00	0	0	0	4.2646	1.06086	0	0.386971	0	0	0	0	0	0	0	0	0	104.798	104.798	0	-99.99	16.0565	19.6646	19.7297	19.7935	24.1438	24.4091	-99.99	99
setup	0	2006-01-31 23:00:00	0	0.43	0.0915995	4.10524	1.07307	0.338401	0.311329	0	0	0	0.0915995	0	0	0	0	0	103.506	103.506	0	-99.99	15.5991	19.2343	19.314	19.3917	23.967	24.2432	-99.99	99
setup	0	2006-02-01 23:00:00	0	0.09	0	3.92673	1.26121	0.09	0.282291	0	0	0	0	0	0	0	0	0	101.962	101.962	0	-99.99	14.9777	18.7659	18.856	18.9439	23.7601	24.0417	-99.99	99
setup	0	2006-02-02 23:00:00	0	0.14	0	3.86824	1.19035	0.14	0.263053	0	0	0	0	0	0	0	0	0	100.509	100.509	0	-99.99	14.4085	18.3296	18.4282	18.5244	23.5608	23.8465	-99.99	99
setup	0	2006-02-03 23:00:00	0	0.11	0	3.78514	0.991741	0.11	0.263736	0	0	0	0	0	0	0	0	0	99.2532	99.2532	0	-99.99	13.9168	17.9516	18.059	18.1638	23.3876	23.6799	-99.99	99
setup	0	2006-02-04 23:00:00	0	0.02	0	3.80238	0.960053	0.02	0.263488	0	0	0	0	0	0	0	0	0	98.0296	98.0296	0	-99.99	13.4464	17.5856	17.7011	17.8139	23.2162	23.515	-99.99	99
setup	0	2006-02-05 23:00:00	0	0.07	0	3.87418	0.832344	0.07	0.263757	0	0	0	0	0	0	0	0	0	96.9335	96.9335	0	-99.99	13.0251	17.2569	17.3805	17.5015	23.0618	23.3688	-99.99	99
setup	0	2006-02-06 23:00:00	0	0.11	0	3.85795	0.622837	0.11	0.26498	0	0	0	0	0	0	0	0	0	96.0457	96.0457	0	-99.99	12.6738	16.9856	17.1184	17.2487	22.9385	23.257	-99.99	99
setup	0	2006-02-07 23:00:00	0	0.02	0	3.86461	0.666546	0.02	0.257867	0	0	0	0	0	0	0	0	0	95.1213	95.1213	0	-99.99	12.3209	16.7078	16.8483	16.9864	22.8068	23.135	-99.99	99
setup	0	2006-02-08 23:00:00	0	0.01	0	3.93289	0.509338	0.01	0.265307	0	0	0	0	0	0	0	0	0	94.3467	94.3467	0	-99.99	12.0143	16.4695	16.6189	16.7663	22.6984	23.0398	-99.99	99
setup	0	2006-02-09 23:00:00	0	0.02	0	3.8128	0.52498	0.02	0.243719	0	0	0	0	0	0	0	0	0	93.578	93.578	0	-99.99	11.7219	16.2377	16.394	16.5486	22.588	22.9399	-99.99	99
setup	0	2006-02-10 23:00:00	0	0.03	0	3.9268	0.459318	0.03	0.246154	0	0	0	0	0	0	0	0	0	92.8725	92.8725	0	-99.99	11.4505	16.0229	16.1865	16.3487	22.487	22.8508	-99.99	99
setup	0	2006-02-11 23:00:00	0	0.26	0	4.08497	0.418092	0.26	0.234545	0	0	0	0	0	0	0	0	0	92.2199	92.2199	0	-99.99	11.2013	15.8245	15.9946	16.1639	22.3929	22.7682	-99.99	99
setup	0	2006-02-12 23:00:00	0	0.38	0.0539414	4.17272	0.420649	0.326059	0.228321	0	0	0	0.0539414	0	0	0	0	0	91.6248	91.6248	0	-99.99	11.0094	15.6308	15.8066	15.9819	22.2987	22.6845	-99.99	99
setup	0	2006-02-13 23:00:00	0	0.65	0.325834	4.18992	0.312074	0.324166	0.236961	0	0	0	0.325834	0	0	0	0	0	91.4016	91.4016	0	-99.99	11.4062	15.4691	15.6516	15.8342	22.2258	22.6251	-99.99	99
setup	0	2006-02-14 23:00:00	0	0.17	0	4.09776	0.302978	0.17	0.233281	0	0	0	0	0	0	0	0	0	90.8654	90.8654	0	-99.99	11.1795	15.3084	15.4972	15.6867	22.1513	22.5638	-99.99	99
setup	0	2006-02-15 23:00:00	0	1.29	0.969968	4.04269	0.357693	0.320032	0.233497	0	0	0	0.969968	0	0	0	0	0	91.2441	91.2441	0	-99.99	12.7777	15.1623	15.3554	15.5496	22.082	22.5041	-99.99	99
setup	0	2006-02-16 23:00:00	0	0.63	0.312232	3.94188	0.33606	0.317768	0.227455	0	0	0	0.312232	0	0	0	0	0	90.9929	90.9929	0	-99.99	13.0746	15.0214	15.2183	15.417	22.0125	22.4439	-99.99	99
setup	0	2006-02-17 23:00:00	0	0.91	0.594619	4.00481	0.359351	0.315381	0.236187	0	0	0	0.594619	0	0	0	0	0	90.9919	90.9919	0	-99.99	13.5126	14.9465	15.085	15.2875	21.9445	22.3843	-99.99	99
setup	0	2006-02-18 23:00:00	0	0.7	0.387221	4.05543	0.332998	0.312779	0.241551	0	0	0	0.387221	0	0	0	0	0	90.8046	90.8046	0	-99.99	13.5986	14.9701	14.9579	15.1643	21.8795	22.3284	-99.99	99
setup	0	2006-02-19 23:00:00	0	1.11	0.799977	4.01975	0.364957	0.310023	0.246389	0	0	0	0.799977	0	0	0	0	0	90.9932	90.9932	0	-99.99	14.0931	15.0855	14.9025	15.047	21.8173	22.2738	-99.99	99
setup	0	2006-02-20 23:00:00	0	0.48	0.172929	4.0281	0.368334	0.307071	0.239805	0	0	0	0.172929	0	0	0	0	0	90.558	90.558	0	-99.99	13.7926	15.0991	14.8981	14.924	21.7491	22.2125	-99.99	99
setup	0	2006-02-21 23:00:00	0	0.79	0.486054	3.92558	0.39461	0.303946	0.231986	0	0	0	0.486054	0	0	0	0	0	90.4175	90.4175	0	-99.99	13.9063	15.0953	14.8733	14.8144	21.6825	22.1507	-99.99	99
setup	0	2006-02-22 23:00:00	0	0.27	0	3.97086	0.409044	0.27	0.22559	0	0	0	0	0	0	0	0	0	89.7829	89.7829	0	-99.99	13.4512	14.9879	14.8149	14.7419	21.6082	22.0802	-99.99	99
setup	0	2006-02-23 23:00:00	0	0.04	0	4.07071	0.371386	0.04	0.239692	0	0	0	0	0	0	0	0	0	89.1718	89.1718	0	-99.99	13.0496	14.8134	14.7162	14.6662	21.5365	22.0144	-99.99	99
setup	0	2006-02-24 23:00:00	0	0.85	0.557047	4.22879	0.306237	0.292953	0.242566	0	0	0	0.557047	0	0	0	0	0	89.18	89.18	0	-99.99	13.4269	14.7521	14.632	14.5945	21.4812	21.9666	-99.99	99
setup	0	2006-02-25 23:00:00	0	3.36	3.07139	4.3588	0.339632	0.288607	0.319572	0	0	0	3.07139	0	0	0	0	0	91.5922	91.5922	0	-99.99	16.2079	15.5635	14.7601	14.5841	21.4559	21.9503	-99.99	99
setup	0	2006-02-26 23:00:00	0	1.8	1.51594	3.97251	0.425865	0.284056	0.296453	0	0	0	1.51594	0	0	0	0	0	92.3858	92.3858	0	-99.99	16.6784	16.2821	15.131	14.7266	21.4156	21.9153	-99.99	99
setup	0	2006-02-27 23:00:00	0	5.56	5.1298	3.6157	0.898628	0.4302	0.274214	0	0	0	5.1298	0	0	0	0	0	96.3428	96.3428	0	-99.99	20.3582	18.0939	15.8665	15.1091	21.4009	21.8966	-99.99	99
setup	0	2006-02-28 23:00:00	0	7.11	6.67861	3.75729	1.27447	0.431391	0.312377	0	0	0	6.67861	0	0	0	0	0	101.435	101.435	0	-99.99	23.9466	21.102	17.536	16.0303	21.4076	21.8982	-99.99	99
setup	0	2006-03-01 23:00:00	0	9.1	8.68118	3.57454	1.70228	0.418819	0.259443	0.08031	0.00328019	0	8.59759	0	0	0	0	0	108.07	108.07	0	-99.99	27.3928	25.5325	20.6045	18.0677	21.4597	21.9415	-99.99	99
setup	0	2006-03-02 23:00:00	0	3.88	3.61546	3.84763	1.53482	0.264545	0.397012	0	0	0	3.61546	0	0	0	0	0	109.754	109.754	0	-99.99	26.528	26.3307	22.9413	20.3977	21.4539	21.9337	-99.99	99
setup	0	2006-03-03 23:00:00	0	12.45	11.8783	3.75241	1.85976	0.571672	0.275433	0.149361	0.0196703	0	11.7093	0	0	0	0	0	119.328	119.328	0	-99.99	28.1544	33.6292	27.2683	22.481	21.8181	22.1281	-99.99	99
setup	0	2006-03-04 23:00:00	0	5.38	4.96981	3.77124	1.93462	0.410191	0.346787	0	0	0	4.96981	0	0	0	0	0	122.017	122.017	0	-99.99	28.0221	31.517	31.1281	27.2715	22.4576	22.1499	-99.99	99
setup	0	2006-03-05 23:00:00	0	9.74	9.33737	3.74448	1.58637	0.402629	0.438484	0.0939762	0.00801926	1.56166e-09	9.23538	0	0	0	0	0	129.227	129.227	0	-99.99	28.0843	34.0482	32.0069	32.0886	24.1377	22.306	-99.99	99
setup	0	2006-03-06 23:00:00	0	6.91	6.51556	3.70721	2.06772	0.394441	0.336753	0	0	0.000201326	6.51556	0	0	0	0	0	133.338	133.338	0	-99.99	27.8615	32.2822	32.4986	31.6639	27.5697	22.3855	-99.99	99
setup	0	2006-03-07 23:00:00	0	0.83	0.597062	3.83299	2.02763	0.232938	0.396361	0	0	0.00183983	0.597062	0	0	0	0	0	131.509	131.509	0	-99.99	27.3586	31.1027	30.8741	30.1877	28.4705	22.4448	-99.99	99
setup	0	2006-03-08 23:00:00	0	0.62	0.394495	3.81848	1.85831	0.225505	0.418498	0	0	0.00520006	0.394495	0	0	0	0	0	129.622	129.622	0	-99.99	26.7317	29.9408	29.5309	28.8253	28.2923	22.6576	-99.99	99
setup	0	2006-03-09 23:00:00	0	1.58	1.36229	3.68481	1.80109	0.21771	0.394444	0	0	0.00785298	1.36229	0	0	0	0	0	128.781	128.781	0	-99.99	26.788	29.3951	28.6913	27.9271	28.0208	23.0058	-99.99	99
setup	0	2006-03-10 23:00:00	0	0.41	0.200462	3.67559	1.61596	0.209538	0.417675	0	0	0.00866542	0.200462	0	0	0	0	0	126.939	126.939	0	-99.99	25.7108	28.4766	27.9055	27.2415	27.7409	23.3682	-99.99	99
setup	0	2006-03-11 23:00:00	0	0.53	0.328965	3.64187	1.47683	0.201035	0.425845	0	0	0.00830488	0.328965	0	0	0	0	0	125.357	125.357	0	-99.99	24.929	27.6626	27.1777	26.6279	27.4744	23.709	-99.99	99
setup	0	2006-03-12 23:00:00	0	0.19	0	3.70268	1.31389	0.19	0.454782	0	0	0.00746149	0	0	0	0	0	0	123.581	123.581	0	-99.99	23.9505	26.8134	26.4795	26.0625	27.2137	24.0001	-99.99	99
setup	0	2006-03-13 23:00:00	0	1.14	0.95665	3.56573	1.19159	0.18335	0.446676	0	0	0.00649691	0.95665	0	0	0	0	0	122.892	122.892	0	-99.99	23.9942	26.4236	25.9778	25.5887	26.9778	24.256	-99.99	99
setup	0	2006-03-14 23:00:00	0	0.5	0.325782	3.7105	1.11546	0.174218	0.47717	0	0	0.00556409	0.325782	0	0	0	0	0	121.62	121.62	0	-99.99	23.3362	25.8927	25.52	25.1812	26.7463	24.455	-99.99	99
setup	0	2006-03-15 23:00:00	0	0.71	0.545059	3.62778	1.05528	0.164941	0.463135	0	0	0.00471009	0.545059	0	0	0	0	0	120.642	120.642	0	-99.99	22.994	25.4579	25.1021	24.8114	26.534	24.6126	-99.99	99
setup	0	2006-03-16 23:00:00	0	0.43	0.274477	3.74983	0.938094	0.155523	0.494943	0.000271961	0	0.00395854	0.274205	0	0	0	0	0	119.479	119.479	0	-99.99	22.4233	24.9772	24.7018	24.4726	26.3361	24.7325	-99.99	99
setup	0	2006-03-17 23:00:00	0	0.72	0.573983	3.82466	0.870172	0.146017	0.512344	0.00531298	0	0.00330876	0.56867	0	0	0	0	0	118.662	118.662	0	-99.99	22.2072	24.6251	24.3474	24.1589	26.1531	24.825	-99.99	99
setup	0	2006-03-18 23:00:00	0	1.34	1.20356	3.83294	0.774695	0.136443	0.534295	0.00955165	0	0.00275173	1.19401	0	0	0	0	0	118.544	118.544	0	-99.99	22.5612	24.5909	24.152	23.9224	25.9943	24.9037	-99.99	99
setup	0	2006-03-19 23:00:00	0	3.96	3.83315	3.81844	0.833042	0.126854	0.570205	0.013195	0	0.00227255	3.81995	0	0	0	0	0	120.959	120.959	0	-99.99	25.0314	25.7456	24.4859	23.8919	25.8819	24.9888	-99.99	99
setup	0	2006-03-20 23:00:00	0	3.17	3.05271	3.66919	0.794669	0.117291	0.574738	0.0125477	0	0.001866	3.04016	0	0	0	0	0	122.628	122.628	0	-99.99	26.0087	26.8388	25.1963	24.1761	25.8196	25.0543	-99.99	99
setup	0	2006-03-21 23:00:00	0	0.89	0.782205	3.83498	0.673118	0.107795	0.618813	0.0238885	0	0.00153758	0.758316	0	0	0	0	0	122.093	122.093	0	-99.99	25.0608	26.6486	25.4062	24.4322	25.8159	25.0868	-99.99	99
setup	0	2006-03-22 23:00:00	0	1.52	1.42157	3.84149	0.640822	0.0984287	0.626487	0.0354537	0	0.00130393	1.38612	0	0	0	0	0	122.21	122.21	0	-99.99	25.0166	26.6071	25.4479	24.5398	25.8643	25.1169	-99.99	99
setup	0	2006-03-23 23:00:00	0	0.94	0.850884	3.86902	0.557932	0.0891157	0.63749	0.0489561	0	0.00118406	0.801928	0	0	0	0	0	121.815	121.815	0	-99.99	24.5108	26.3678	25.3897	24.5779	25.9168	25.1397	-99.99	99
setup	0	2006-03-24 23:00:00	0	2.1	2.02005	3.78975	0.490322	0.0799471	0.649536	0.0583197	0	0.00115609	1.96173	0	0	0	0	0	122.636	122.636	0	-99.99	25.1696	26.6469	25.488	24.6295	25.9805	25.1798	-99.99	99
setup	0	2006-03-25 23:00:00	0	1.44	1.36902	3.62666	0.403002	0.0709819	0.635362	0.0636602	0	0.00117828	1.30536	0	0	0	0	0	122.902	122.902	0	-99.99	25.1257	26.7454	25.6166	24.7354	26.0443	25.2204	-99.99	99
setup	0	2006-03-26 23:00:00	0	2.43	2.36771	3.33143	0.30413	0.0622933	0.616837	0.0643478	0	0.00121813	2.30336	0	0	0	0	0	124.283	124.283	0	-99.99	26.0209	27.3241	25.946	24.9226	26.138	25.2821	-99.99	99
setup	0	2006-03-27 23:00:00	0	4.46	4.40603	3.58208	0.209178	0.0539705	0.74166	0.0870479	0	0.00126587	4.31898	0	0	0	0	0	127.65	127.65	0	-99.99	27.7011	29.2991	27.2259	25.5233	26.2852	25.3784	-99.99	99
setup	0	2006-03-28 23:00:00	0	0.7	0.653818	3.60606	0.213077	0.0461823	0.728291	0.0951854	0	0.0013265	0.558632	0	0	0	0	0	127.266	127.266	0	-99.99	26.7395	28.7034	27.3044	25.9404	26.4782	25.4341	-99.99	99
setup	0	2006-03-29 23:00:00	0	0.54	0.50113	3.69643	0.166241	0.0388705	0.740402	0.108179	0	0.00142975	0.39295	0	0	0	0	0	126.751	126.751	0	-99.99	25.9554	28.1529	27.0939	26.015	26.6901	25.4952	-99.99	99
setup	0	2006-03-30 23:00:00	0	3.3	3.26789	3.70644	0.128823	0.0321072	0.788975	0.117149	0	0.00161076	3.15074	0	0	0	0	0	128.982	128.982	0	-99.99	27.2912	29.1688	27.6144	26.2535	26.8941	25.6011	-99.99	99
setup	0	2006-03-31 23:00:00	0	4.37	4.34407	3.73043	0.0950627	0.0259308	0.850124	0.125686	0	0.0018303	4.21838	0	0	0	0	0	132.253	132.253	0	-99.99	28.2926	30.8652	29.1994	27.2497	27.1455	25.7357	-99.99	99
setup	0	2006-04-01 23:00:00	0	4.52	4.49962	3.66708	0.0697531	0.0203841	0.878612	0.129595	0	0.00204067	4.37002	0	0	0	0	0	135.673	135.673	0	-99.99	28.0693	31.85	31.1601	29.4754	27.7065	25.8891	-99.99	99
setup	0	2006-04-02 23:00:00	0	1.44	1.42451	3.7889	0.0430604	0.0154903	0.898532	0.140598	0	0.002346	1.28391	0	0	0	0	0	136.013	136.013	0	-99.99	27.8384	31.1806	30.5473	29.3438	28.4775	26.0174	-99.99	99
setup	0	2006-04-03 23:00:00	0	3.78	3.76873	3.70107	0.0292623	0.0112716	0.912437	0.14174	0	0.00302133	3.62699	0	0	0	0	0	138.695	138.695	0	-99.99	28.3229	31.7607	31.3286	30.2608	29.1419	26.2147	-99.99	99
setup	0	2006-04-04 23:00:00	0	3.38	3.37227	3.59937	0.0148059	0.00772918	0.90226	0.14164	0	0.00397389	3.23063	0	0	0	0	0	141.005	141.005	0	-99.99	28.0637	31.7188	31.5729	31.1159	30.2976	26.4561	-99.99	99
setup	0	2006-04-05 23:00:00	0	15.9	15.8805	3.64603	0.00703664	0.0194797	0.74156	1.19357	0.0403891	0.00508829	14.6466	0	0	0	0	0	154.898	154.898	0	-99.99	29.6433	39.4934	33.6398	32.0121	35.1103	27.3444	-99.99	99
setup	0	2006-04-06 23:00:00	0	26.81	26.7939	3.41901	0.00328786	0.016115	0.295439	2.54569	0.197846	0.0531705	24.0503	0	0	0	0	0	178.596	178.596	0	-99.99	42.6241	41.7943	41.9689	37.9885	35.6253	33.547	-99.99	99
setup	0	2006-04-07 23:00:00	0	5.33	5.32768	3.48997	0.000828806	0.00232177	1.09607	0.28844	0.000844356	6.21088	5.03839	0	0	0	0	0	176.327	176.327	0	-99.99	28.3153	40.949	41.6542	41.7678	37.4025	35.296	-99.99	99
setup	0	2006-04-08 23:00:00	0	5.93	5.92945	3.42163	0.000172396	0.000550784	1.02042	0.284571	0	6.559	5.64488	0	0	0	0	0	174.392	174.392	0	-99.99	28.335	32.1155	38.6754	40.778	41.7456	35.5338	-99.99	99
setup	0	2006-04-09 23:00:00	0	5.4	5.4	3.50651	9.269e-06	0	0.981582	0.292208	0	6.6728	5.10779	0	0	0	0	0	171.846	171.846	0	-99.99	28.1076	31.6981	31.5935	36.6709	41.5901	35.8593	-99.99	99
setup	0	2006-04-10 23:00:00	0	3.76	3.76	3.36512	0	0	0.919833	0.140213	0	6.90463	3.61979	0	0	0	0	0	167.641	167.641	0	-99.99	28.2869	31.7943	31.6837	32.2506	36.4408	36.7545	-99.99	99
setup	0	2006-04-11 23:00:00	0	1.04	1.04	3.39948	0	0	0.875753	0.141645	0	7.51854	0.898355	0	0	0	0	0	160.145	160.145	0	-99.99	27.8201	31.4806	31.4928	31.7701	35.6771	38.3324	-99.99	99
setup	0	2006-04-12 23:00:00	0	0.36	0.36	3.53656	0	0	0.898086	0.147356	0	1.20724	0.212644	0	0	0	0	0	158.252	158.252	0	-99.99	27.5203	31.1576	31.2062	31.5379	35.4473	35.3758	-99.99	99
setup	0	2006-04-13 23:00:00	0	0.66	0.66	3.51349	0	0	0.888328	0.146395	0	0.000560278	0.513605	0	0	0	0	0	157.877	157.877	0	-99.99	27.5316	31.0018	30.9806	31.3124	35.3604	35.4057	-99.99	99
setup	0	2006-04-14 23:00:00	0	0.38	0.38	3.62105	0	0	0.905353	0.150877	0	5.58194e-05	0.229123	0	0	0	0	0	157.201	157.201	0	-99.99	27.2173	30.7302	30.7313	31.0794	35.2764	35.4097	-99.99	99
setup	0	2006-04-15 23:00:00	0	1.13	1.13	3.50045	0	0	0.87932	0.145852	0	5.55942e-06	0.984148	0	0	0	0	0	157.305	157.305	0	-99.99	27.5019	30.8749	30.7576	30.8653	35.2003	35.415	-99.99	99
setup	0	2006-04-16 23:00:00	0	1.85	1.85	3.54702	0	0	0.906728	0.147792	0	5.50795e-07	1.70221	0	0	0	0	0	158.101	158.101	0	-99.99	28.0742	31.4396	31.1821	31.0479	35.1294	35.424	-99.99	99
setup	0	2006-04-17 23:00:00	0	2.79	2.79	3.64238	0	0	0.944541	0.151766	0	0.817449	2.63823	0	0	0	0	0	158.977	158.977	0	-99.99	28.0074	31.5999	31.6736	31.8191	35.207	35.4397	-99.99	99
setup	0	2006-04-18 23:00:00	0	3.97	3.97	3.64717	0	0	0.954978	0.151966	0	2.72972	3.81803	0	0	0	0	0	159.111	159.111	0	-99.99	28.2497	31.8205	31.7141	31.5952	35.1823	35.4655	-99.99	99
setup	0	2006-04-19 23:00:00	0	7.59	7.59	3.53879	0	0	0.888447	0.423754	0.000269009	5.476	7.16598	0	0	0	0	0	159.912	159.912	0	-99.99	28.3394	32.1611	32.1261	31.6251	35.2608	35.4998	-99.99	99
setup	0	2006-04-20 23:00:00	0	4.59	4.59	3.2569	0	0	0.867801	0.135704	0	3.56158	4.4543	0	0	0	0	0	159.937	159.937	0	-99.99	28.303	32.1355	32.0006	31.9175	35.3397	35.5029	-99.99	99
setup	0	2006-04-21 23:00:00	0	1.21	1.21	3.43362	0	0	0.885391	0.143067	0	1.09467	1.06693	0	0	0	0	0	159.024	159.024	0	-99.99	27.9309	31.7163	31.7076	31.6999	35.2882	35.4983	-99.99	99
