source	id	datetime	irri[mm]	prec[mm]	throughf[mm]	evapot[mm]	transp[mm]	evacep[mm]	evasoil[mm]	evasurfacewater[mm]	runoff[mm]	percol[mm]	infiltration[mm]	groundwateraccess[mm]	capillaryrise[mm]	snow_height[mm]	snow[mmh2oeq]	surfacewater[mm]	soil_water[mm]	root_soil_water[mm]	leafwater[mm]	soilwater_floor[%]	soilwater_5cm[%]	soilwater_10cm[%]	soilwater_15cm[%]	soilwater_20cm[%]	soilwater_30cm[%]	soilwater_50cm[%]	soilwater_100cm[%]	groundwaterdepth[m]
setup	0	2011-07-21 23:00:00	0	0.22	0	3.44841	0.920062	0.22	0.269663	0	0	0.000127167	0	0	0	0	0	0	102.154	102.154	0	-99.99	15.9475	19.4716	19.631	19.7813	23.4198	23.4045	-99.99	99
setup	0	2011-07-22 23:00:00	0	0.1	0	3.32916	1.00622	0.1	0.247883	0	0	6.80088e-05	0	0	0	0	0	0	100.9	100.9	0	-99.99	15.3884	19.0565	19.2193	19.3734	23.2735	23.2794	-99.99	99
setup	0	2011-07-23 23:00:00	0	0.2	0	3.45237	1.10024	0.2	0.228095	0	0	2.65695e-05	0	0	0	0	0	0	99.5715	99.5715	0	-99.99	14.8205	18.6243	18.7878	18.9428	23.1124	23.1354	-99.99	99
setup	0	2011-07-24 23:00:00	0	1.3	0.622855	3.44916	0.958615	0.677145	0.191105	0	0	7.36501e-06	0.622855	0	0	0	0	0	99.0446	99.0446	0	-99.99	15.4868	18.2772	18.4402	18.5952	22.981	23.0166	-99.99	99
setup	0	2011-07-25 23:00:00	0	1.87	1.1674	3.34895	0.979685	0.702605	0.181098	0	0	1.79534e-06	1.1674	0	0	0	0	0	99.0512	99.0512	0	-99.99	16.508	18.157	18.1278	18.2819	22.8615	22.9074	-99.99	99
setup	0	2011-07-26 23:00:00	0	1.08	0.353029	3.2056	0.898477	0.726971	0.167211	0	0	4.3838e-07	0.353029	0	0	0	0	0	98.3386	98.3386	0	-99.99	16.2833	18.0412	17.9233	17.9941	22.7453	22.8003	-99.99	99
setup	0	2011-07-27 23:00:00	0	1.95	1.19572	3.32177	0.95556	0.754283	0.175545	0	0	1.07972e-07	1.19572	0	0	0	0	0	98.4032	98.4032	0	-99.99	16.9045	18.1145	17.792	17.7276	22.6377	22.7012	-99.99	99
setup	0	2011-07-28 23:00:00	0	1.34	0.561233	3.42425	0.968111	0.778767	0.179266	0	0	2.67653e-08	0.561233	0	0	0	0	0	97.817	97.817	0	-99.99	16.6859	18.0656	17.6929	17.557	22.5239	22.5956	-99.99	99
setup	0	2011-07-29 23:00:00	0	0.37	0	3.30328	1.02407	0.37	0.192673	0	0	6.64574e-09	0	0	0	0	0	0	96.6003	96.6003	0	-99.99	15.9134	17.74	17.4976	17.3811	22.3929	22.4734	-99.99	99
setup	0	2011-07-30 23:00:00	0	0	0	3.32088	1.10866	0	0.210053	0	0	1.65118e-09	0	0	0	0	0	0	95.2816	95.2816	0	-99.99	15.1636	17.3073	17.1886	17.1241	22.2458	22.3354	-99.99	99
setup	0	2011-07-31 23:00:00	0	0.57	0	3.27096	0.865999	0.57	0.164381	0	0	4.17499e-10	0	0	0	0	0	0	94.2512	94.2512	0	-99.99	14.5979	16.9766	16.9218	16.8918	22.1271	22.2235	-99.99	99
setup	0	2011-08-01 23:00:00	0	0.32	0	3.31627	0.926523	0.32	0.175497	0	0	1.06026e-10	0	0	0	0	0	0	93.1492	93.1492	0	-99.99	14.0133	16.6384	16.6185	16.6083	21.9965	22.0999	-99.99	99
setup	0	2011-08-02 23:00:00	0	0.04	0	3.32003	0.844077	0.04	0.194969	0	0	2.69229e-11	0	0	0	0	0	0	92.1101	92.1101	0	-99.99	13.4724	16.3245	16.324	16.3253	21.8717	21.9836	-99.99	99
setup	0	2011-08-03 23:00:00	0	0.08	0	3.25973	0.881543	0.08	0.173385	0	0	6.99441e-12	0	0	0	0	0	0	91.0552	91.0552	0	-99.99	12.9482	16.0132	16.0227	16.0335	21.7401	21.8582	-99.99	99
setup	0	2011-08-04 23:00:00	0	0.31	0	3.28774	0.584309	0.31	0.17115	0	0	1.83187e-12	0	0	0	0	0	0	90.2997	90.2997	0	-99.99	12.5697	15.7861	15.805	15.8248	21.6466	21.7728	-99.99	99
setup	0	2011-08-05 23:00:00	0	1.42	0.573298	3.30537	0.606596	0.846702	0.134455	0	0	2.77556e-13	0.573298	0	0	0	0	0	90.132	90.132	0	-99.99	13.27	15.5867	15.6118	15.6376	21.5615	21.6922	-99.99	99
setup	0	2011-08-06 23:00:00	0	0.49	0	3.39062	0.675616	0.49	0.153695	0	0	0	0	0	0	0	0	0	89.3027	89.3027	0	-99.99	12.8194	15.3569	15.3887	15.4211	21.459	21.5947	-99.99	99
setup	0	2011-08-07 23:00:00	0	0.55	0	3.30428	0.714507	0.55	0.133368	0	0	0	0	0	0	0	0	0	88.4548	88.4548	0	-99.99	12.3725	15.1248	15.1616	15.1989	21.3502	21.4888	-99.99	99
setup	0	2011-08-08 23:00:00	0	0.4	0	3.28556	0.603998	0.4	0.141296	0	0	0	0	0	0	0	0	0	87.7095	87.7095	0	-99.99	11.984	14.9184	14.9606	15.0031	21.2541	21.3971	-99.99	99
setup	0	2011-08-09 23:00:00	0	2.05	1.21755	3.27896	0.530899	0.832453	0.130212	0	0	0	1.21755	0	0	0	0	0	88.2659	88.2659	0	-99.99	13.5623	14.8658	14.8196	14.865	21.1897	21.3361	-99.99	99
setup	0	2011-08-10 23:00:00	0	6.06	5.10095	3.13388	0.717761	0.959047	0.145459	0	0	0	5.10095	0	0	0	0	0	92.5037	92.5037	0	-99.99	18.2791	16.3551	15.0711	14.8357	21.1779	21.3264	-99.99	99
setup	0	2011-08-11 23:00:00	0	9.02	8.07395	2.91998	1.12618	0.946051	0.122959	0	0	0	8.07395	0	0	0	0	0	99.3285	99.3285	0	-99.99	23.7315	20.2539	16.6517	15.3611	21.2072	21.3553	-99.99	99
setup	0	2011-08-12 23:00:00	0	0.65	0	3.12415	1.21588	0.65	0.16588	0	0	0	0	0	0	0	0	0	97.9467	97.9467	0	-99.99	20.7281	20.3885	17.9714	16.6256	21.1498	21.2988	-99.99	99
setup	0	2011-08-13 23:00:00	0	3.59	2.77378	2.99138	1.136	0.816222	0.14558	0	0	0	2.77378	0	0	0	0	0	99.4389	99.4389	0	-99.99	21.5541	20.9622	18.8045	17.7435	21.1291	21.2785	-99.99	99
setup	0	2011-08-14 23:00:00	0	1.19	0.377513	3.20618	1.13878	0.812487	0.166352	0	0	0	0.377513	0	0	0	0	0	98.5113	98.5113	0	-99.99	20.0451	20.7271	19.2884	18.5315	21.0801	21.2305	-99.99	99
setup	0	2011-08-15 23:00:00	0	0.86	0.0513449	3.0871	1.00438	0.808655	0.15877	0	0	0	0.0513449	0	0	0	0	0	97.3995	97.3995	0	-99.99	18.8268	20.2463	19.3919	18.9254	21.0295	21.181	-99.99	99
setup	0	2011-08-16 23:00:00	0	0.06	0	3.28312	1.32772	0.06	0.220994	0	0	0	0	0	0	0	0	0	95.8508	95.8508	0	-99.99	17.6565	19.5442	19.095	18.8437	20.9558	21.1089	-99.99	99
setup	0	2011-08-17 23:00:00	0	0.09	0	3.31123	1.23947	0.09	0.214637	0	0	0	0	0	0	0	0	0	94.3967	94.3967	0	-99.99	16.6873	18.8923	18.6838	18.5657	20.8808	21.0353	-99.99	99
setup	0	2011-08-18 23:00:00	0	0.19	0	3.21278	1.09503	0.19	0.19469	0	0	0	0	0	0	0	0	0	93.107	93.107	0	-99.99	15.8577	18.3524	18.2604	18.209	20.8092	20.9649	-99.99	99
setup	0	2011-08-19 23:00:00	0	0.04	0	3.24261	1.09675	0.04	0.198434	0	0	0	0	0	0	0	0	0	91.8118	91.8118	0	-99.99	15.0543	17.8385	17.8038	17.7853	20.7324	20.889	-99.99	99
setup	0	2011-08-20 23:00:00	0	0.09	0	3.35573	0.856285	0.09	0.212373	0	0	0	0	0	0	0	0	0	90.7431	90.7431	0	-99.99	14.4042	17.4232	17.4176	17.4158	20.6663	20.8255	-99.99	99
setup	0	2011-08-21 23:00:00	0	0.08	0	3.32661	1.00625	0.08	0.184502	0	0	0	0	0	0	0	0	0	89.5524	89.5524	0	-99.99	13.7142	16.9714	16.9792	16.9881	20.5867	20.7461	-99.99	99
setup	0	2011-08-22 23:00:00	0	0.02	0	3.47116	1.01688	0.02	0.185834	0	0	0	0	0	0	0	0	0	88.3497	88.3497	0	-99.99	13.0416	16.5185	16.5369	16.5562	20.5012	20.6603	-99.99	99
setup	0	2011-08-23 23:00:00	0	0.01	0	3.44375	0.931928	0.01	0.176656	0	0	0	0	0	0	0	0	0	87.2411	87.2411	0	-99.99	12.4414	16.1038	16.1312	16.1591	20.418	20.5767	-99.99	99
setup	0	2011-08-24 23:00:00	0	0.09	0	3.50153	0.735707	0.09	0.175688	0	0	0	0	0	0	0	0	0	86.3297	86.3297	0	-99.99	11.9557	15.7634	15.7993	15.8355	20.3473	20.5069	-99.99	99
setup	0	2011-08-25 23:00:00	0	0.7	0	3.51238	0.580122	0.7	0.137691	0	0	0	0	0	0	0	0	0	85.6119	85.6119	0	-99.99	11.5828	15.4972	15.5391	15.5811	20.2892	20.4494	-99.99	99
setup	0	2011-08-26 23:00:00	0	0.76	0.0309063	3.39108	0.465909	0.729094	0.128993	0	0	0	0.0309063	0	0	0	0	0	85.0479	85.0479	0	-99.99	11.3039	15.2779	15.3252	15.3726	20.2407	20.4019	-99.99	99
setup	0	2011-08-27 23:00:00	0	0.9	0.182631	3.48364	0.400098	0.717369	0.135811	0	0	0	0.182631	0	0	0	0	0	84.6946	84.6946	0	-99.99	11.3661	15.086	15.1391	15.192	20.1989	20.3621	-99.99	99
setup	0	2011-08-28 23:00:00	0	0.86	0.154967	3.23734	0.436537	0.705033	0.117124	0	0	0	0.154967	0	0	0	0	0	84.2959	84.2959	0	-99.99	11.3654	14.8941	14.951	15.0078	20.1541	20.3178	-99.99	99
setup	0	2011-08-29 23:00:00	0	0.2	0	3.36102	0.439151	0.2	0.144477	0	0	0	0	0	0	0	0	0	83.7123	83.7123	0	-99.99	11.0422	14.6893	14.7512	14.8131	20.1051	20.2704	-99.99	99
setup	0	2011-08-30 23:00:00	0	0.15	0	3.41358	0.514353	0.15	0.137664	0	0	0	0	0	0	0	0	0	83.0603	83.0603	0	-99.99	10.6918	14.4632	14.5287	14.5942	20.0475	20.2128	-99.99	99
setup	0	2011-08-31 23:00:00	0	0.19	0	3.4975	0.433116	0.19	0.135463	0	0	0	0	0	0	0	0	0	82.4917	82.4917	0	-99.99	10.3893	14.2657	14.3349	14.4041	19.9964	20.1626	-99.99	99
setup	0	2011-09-01 23:00:00	0	0.13	0	3.56062	0.332466	0.13	0.138282	0	0	0	0	0	0	0	0	0	82.0209	82.0209	0	-99.99	10.1368	14.1007	14.1742	14.2479	19.9544	20.1228	-99.99	99
setup	0	2011-09-02 23:00:00	0	0.97	0.339082	3.45659	0.331424	0.630918	0.112327	0	0	0	0.339082	0	0	0	0	0	81.9163	81.9163	0	-99.99	10.5265	13.9586	14.0345	14.1108	19.9178	20.0869	-99.99	99
setup	0	2011-09-03 23:00:00	0	0.87	0.256416	3.62947	0.323882	0.613584	0.120695	0	0	0	0.256416	0	0	0	0	0	81.7281	81.7281	0	-99.99	10.7588	13.8212	13.8996	13.9786	19.8816	20.0516	-99.99	99
setup	0	2011-09-04 23:00:00	0	0.98	0.384627	3.42263	0.293352	0.595373	0.115701	0	0	0	0.384627	0	0	0	0	0	81.7037	81.7037	0	-99.99	11.2321	13.7041	13.7847	13.866	19.8512	20.0222	-99.99	99
setup	0	2011-09-05 23:00:00	0	0.5	0	3.39348	0.338408	0.5	0.110936	0	0	0	0	0	0	0	0	0	81.2543	81.2543	0	-99.99	10.9295	13.5721	13.6541	13.7369	19.8125	19.9835	-99.99	99
setup	0	2011-09-06 23:00:00	0	0.72	0.163172	3.44437	0.300625	0.556828	0.10998	0	0	0	0.163172	0	0	0	0	0	81.0069	81.0069	0	-99.99	10.9474	13.4556	13.539	13.6234	19.779	19.9504	-99.99	99
setup	0	2011-09-07 23:00:00	0	0.55	0.0136647	3.40651	0.256226	0.536335	0.106178	0	0	0	0.0136647	0	0	0	0	0	80.6582	80.6582	0	-99.99	10.7158	13.3507	13.4357	13.5218	19.7482	19.9203	-99.99	99
setup	0	2011-09-08 23:00:00	0	0.8	0.2848	3.4522	0.272797	0.5152	0.109006	0	0	0	0.2848	0	0	0	0	0	80.5612	80.5612	0	-99.99	10.978	13.2487	13.3348	13.4223	19.7188	19.8914	-99.99	99
setup	0	2011-09-09 23:00:00	0	0.5	0.00684465	3.42999	0.230109	0.493155	0.105787	0	0	0	0.00684465	0	0	0	0	0	80.2321	80.2321	0	-99.99	10.742	13.1554	13.2429	13.332	19.6907	19.8643	-99.99	99
setup	0	2011-09-10 23:00:00	0	0.52	0.0495983	3.44784	0.215416	0.470402	0.104289	0	0	0	0.0495983	0	0	0	0	0	79.962	79.962	0	-99.99	10.5896	13.0672	13.1561	13.2468	19.6642	19.8389	-99.99	99
setup	0	2011-09-11 23:00:00	0	0.39	0	3.44479	0.225828	0.39	0.102005	0	0	0	0	0	0	0	0	0	79.6342	79.6342	0	-99.99	10.3444	12.9764	13.0662	13.158	19.6357	19.811	-99.99	99
setup	0	2011-09-12 23:00:00	0	0.75	0.3267	3.26422	0.197249	0.4233	0.0978528	0	0	0	0.3267	0	0	0	0	0	79.6658	79.6658	0	-99.99	10.7382	12.9026	12.9933	13.0863	19.6142	19.7904	-99.99	99
setup	0	2011-09-13 23:00:00	0	0.13	0	3.52236	0.19632	0.13	0.113062	0	0	0	0	0	0	0	0	0	79.3564	79.3564	0	-99.99	10.4967	12.8206	12.9127	13.0072	19.5888	19.7665	-99.99	99
setup	0	2011-09-14 23:00:00	0	0.49	0.115487	3.64321	0.19534	0.374513	0.106476	0	0	0	0.115487	0	0	0	0	0	79.1701	79.1701	0	-99.99	10.468	12.7436	12.8366	12.9323	19.5649	19.7436	-99.99	99
setup	0	2011-09-15 23:00:00	0	0.51	0.160248	3.59479	0.179654	0.349752	0.105232	0	0	0	0.160248	0	0	0	0	0	79.0454	79.0454	0	-99.99	10.5392	12.6733	12.7672	12.864	19.5432	19.7231	-99.99	99
setup	0	2011-09-16 23:00:00	0	0.53	0.205123	3.64065	0.174136	0.324877	0.108062	0	0	0	0.205123	0	0	0	0	0	78.9683	78.9683	0	-99.99	10.692	12.6068	12.7015	12.7994	19.5228	19.7041	-99.99	99
setup	0	2011-09-17 23:00:00	0	0.64	0.339957	3.49101	0.164706	0.300043	0.107498	0	0	0	0.339957	0	0	0	0	0	79.0361	79.0361	0	-99.99	11.0778	12.5484	12.6439	12.7428	19.5056	19.6882	-99.99	99
setup	0	2011-09-18 23:00:00	0	0.11	0	3.48448	0.166993	0.11	0.108822	0	0	0	0	0	0	0	0	0	78.7603	78.7603	0	-99.99	10.8292	12.4851	12.5813	12.6811	19.4848	19.6686	-99.99	99
setup	0	2011-09-19 23:00:00	0	0.05	0	3.61933	0.151641	0.05	0.110795	0	0	0	0	0	0	0	0	0	78.4978	78.4978	0	-99.99	10.5801	12.4239	12.5208	12.6217	19.4648	19.6503	-99.99	99
setup	0	2011-09-20 23:00:00	0	0.02	0	3.7614	0.126998	0.02	0.112074	0	0	0	0	0	0	0	0	0	78.2588	78.2588	0	-99.99	10.3539	12.3669	12.4648	12.5671	19.4467	19.6344	-99.99	99
setup	0	2011-09-21 23:00:00	0	0.03	0	3.83364	0.111394	0.03	0.109683	0	0	0	0	0	0	0	0	0	78.0377	78.0377	0	-99.99	10.1462	12.3134	12.4124	12.5161	19.4299	19.6201	-99.99	99
setup	0	2011-09-22 23:00:00	0	0.41	0.22889	3.89017	0.0975219	0.18111	0.109447	0	0	0	0.22889	0	0	0	0	0	78.0596	78.0596	0	-99.99	10.3719	12.2678	12.3678	12.473	19.417	19.6098	-99.99	99
setup	0	2011-09-23 23:00:00	0	1.72	1.56083	3.73834	0.105124	0.159173	0.142016	0	0	0	1.56083	0	0	0	0	0	79.3733	79.3733	0	-99.99	12.2121	12.4725	12.3463	12.4504	19.4176	19.6133	-99.99	99
setup	0	2011-09-24 23:00:00	0	0.24	0.101758	3.67759	0.095926	0.138242	0.134974	0.0113342	0	0	0.0904238	0	0	0	0	0	79.2328	79.2328	0	-99.99	11.892	12.668	12.4152	12.4145	19.4066	19.6051	-99.99	99
setup	0	2011-09-25 23:00:00	0	0.6	0.481499	3.58016	0.0933025	0.118501	0.13695	0.0269428	0	0	0.454556	0	0	0	0	0	79.4571	79.4571	0	-99.99	12.0973	12.7902	12.4918	12.405	19.3993	19.6005	-99.99	99
setup	0	2011-09-26 23:00:00	0	0.4	0.30003	3.5579	0.0762163	0.0999702	0.137084	0.0451499	0	0	0.25488	0	0	0	0	0	79.4987	79.4987	0	-99.99	12.0625	12.8793	12.5617	12.4435	19.3916	19.5959	-99.99	99
setup	0	2011-09-27 23:00:00	0	0.46	0.377208	3.58981	0.063511	0.0827921	0.141143	0.0642011	0	0	0.313007	0	0	0	0	0	79.6071	79.6071	0	-99.99	12.1244	12.948	12.6269	12.4994	19.3854	19.593	-99.99	99
setup	0	2011-09-28 23:00:00	0	0.36	0.292947	3.64622	0.0490567	0.067053	0.1438	0.0828538	0	0	0.210093	0	0	0	0	0	79.6243	79.6243	0	-99.99	12.0747	12.9955	12.6879	12.5597	19.3793	19.5905	-99.99	99
setup	0	2011-09-29 23:00:00	0	0.28	0.227148	3.73945	0.0375627	0.0528522	0.145944	0.101398	0	0	0.125749	0	0	0	0	0	79.5665	79.5665	0	-99.99	11.9524	13.0084	12.7375	12.6178	19.3731	19.5882	-99.99	99
setup	0	2011-09-30 23:00:00	0	0.75	0.709735	3.76269	0.0281022	0.040265	0.158202	0.115412	0	0	0.594323	0	0	0	0	0	79.9746	79.9746	0	-99.99	12.4019	13.0984	12.7905	12.6752	19.3717	19.5908	-99.99	99
setup	0	2011-10-01 23:00:00	0	1.91	1.88064	3.74565	0.0229048	0.0293565	0.198092	0.125931	0	0	1.75471	0	0	0	0	0	81.5083	81.5083	0	-99.99	14.0279	13.584	12.9342	12.7557	19.3807	19.604	-99.99	99
setup	0	2011-10-02 23:00:00	0	0.39	0.369827	3.82848	0.0128497	0.0201731	0.199208	0.13881	0	0	0.231017	0	0	0	0	0	81.5272	81.5272	0	-99.99	13.6483	13.8991	13.1671	12.8879	19.3773	19.6052	-99.99	99
setup	0	2011-10-03 23:00:00	0	0.36	0.347264	3.84299	0.00696052	0.0127358	0.197654	0.1471	0	0	0.200165	0	0	0	0	0	81.5228	81.5228	0	-99.99	13.3952	14.0029	13.3589	13.0692	19.3738	19.6064	-99.99	99
setup	0	2011-10-04 23:00:00	0	0.22	0.212965	3.947	0.0028405	0.00703526	0.197395	0.157303	0	0	0.0556612	0	0	0	0	0	81.3782	81.3782	0	-99.99	13.0643	14.0012	13.4904	13.2406	19.3693	19.6067	-99.99	99
setup	0	2011-10-05 23:00:00	0	1.26	1.25695	3.92292	0.0011041	0.00304777	0.220347	0.160366	0	0	1.09659	0	0	0	0	0	82.2534	82.2534	0	-99.99	13.9721	14.2097	13.6204	13.392	19.3737	19.6159	-99.99	99
setup	0	2011-10-06 23:00:00	0	0.48	0.479275	3.9357	0.000196884	0.00072462	0.220985	0.163255	0	0	0.316021	0	0	0	0	0	82.3482	82.3482	0	-99.99	13.8243	14.3875	13.7861	13.5376	19.3715	19.6185	-99.99	99
setup	0	2011-10-07 23:00:00	0	0.51	0.51	3.58559	1.20964e-05	0	0.203399	0.149399	0	0	0.360601	0	0	0	0	0	82.5054	82.5054	0	-99.99	13.8143	14.4976	13.9383	13.6952	19.3702	19.6216	-99.99	99
setup	0	2011-10-08 23:00:00	0	0.6	0.6	3.51955	0	0	0.204426	0.146648	0	0	0.453352	0	0	0	0	0	82.7543	82.7543	0	-99.99	13.934	14.6132	14.0763	13.8467	19.3698	19.6255	-99.99	99
setup	0	2011-10-09 23:00:00	0	1.63	1.63	3.57947	0	0	0.238291	0.149145	0	0	1.48086	0	0	0	0	0	83.9969	83.9969	0	-99.99	15.1416	15.035	14.2725	14.0066	19.3782	19.6381	-99.99	99
setup	0	2011-10-10 23:00:00	0	4.1	4.1	3.28977	0	0	0.300505	0.137074	0	0	3.96293	0	0	0	0	0	87.6593	87.6593	0	-99.99	18.5763	16.5631	14.813	14.2803	19.409	19.6725	-99.99	99
setup	0	2011-10-11 23:00:00	0	2.13	2.13	3.35477	0	0	0.333974	0.139782	0	0	1.99022	0	0	0	0	0	89.3155	89.3155	0	-99.99	19.1623	17.8376	15.7328	14.8481	19.4231	19.6906	-99.99	99
setup	0	2011-10-12 23:00:00	0	4.54	4.54	3.42334	0	0	0.424672	0.142639	0	0	4.39736	0	0	0	0	0	93.2882	93.2882	0	-99.99	22.0762	19.7866	16.9531	15.752	19.4602	19.7313	-99.99	99
setup	0	2011-10-13 23:00:00	0	6.97	6.97	3.32764	0	0	0.503922	0.277304	0	0	6.6927	0	0	0	0	0	99.477	99.477	0	-99.99	25.977	23.3453	19.2288	17.2852	19.5229	19.7972	-99.99	99
setup	0	2011-10-14 23:00:00	0	13.73	13.73	3.30185	0	0	0.517366	0.96304	0.0283912	0	12.7386	0	0	0	0	0	111.698	111.698	0	-99.99	28.4325	32.865	24.3974	19.7427	19.8156	20.0855	-99.99	99
setup	0	2011-10-15 23:00:00	0	5.29	5.29	3.42108	0	0	0.742273	0.28509	0	0	5.00491	0	0	0	0	0	115.961	115.961	0	-99.99	27.9591	32.5332	32.0788	25.1592	20.2333	20.1479	-99.99	99
setup	0	2011-10-16 23:00:00	0	6.13	6.13	3.47572	0	0	0.791848	0.289644	0	0	5.84036	0	0	0	0	0	121.009	121.009	0	-99.99	28.2597	32.3941	31.7956	29.1773	21.786	20.2302	-99.99	99
setup	0	2011-10-17 23:00:00	0	2.01	2.01	3.57594	0	0	0.830629	0.148998	0	6.85845e-05	1.861	0	0	0	0	0	122.04	122.04	0	-99.99	27.8233	31.425	30.6317	28.6863	23.7912	20.2625	-99.99	99
setup	0	2011-10-18 23:00:00	0	7.76	7.76	3.49755	0	0	0.809181	0.437194	0.000560544	0.000915112	7.32225	0	0	0	0	0	128.552	128.552	0	-99.99	28.1671	32.328	32.2628	31.7395	25.4743	20.4283	-99.99	99
setup	0	2011-10-19 23:00:00	0	15.28	15.28	3.46821	0	0	0.69766	1.14021	0.0366657	0.00282973	14.1031	0	0	0	0	0	141.954	141.954	0	-99.99	29.7374	38.7421	33.8755	32.2719	31.2809	21.1771	-99.99	99
setup	0	2011-10-20 23:00:00	0	3.75	3.75	3.54742	0	0	0.99683	0.147809	0	0.00645776	3.60219	0	0	0	0	0	144.553	144.553	0	-99.99	27.98	32.596	36.4857	34.5385	35.032	21.567	-99.99	99
setup	0	2011-10-21 23:00:00	0	1.96	1.96	3.5969	0	0	0.940415	0.149871	0	0.0197354	1.81013	0	0	0	0	0	145.403	145.403	0	-99.99	28.0515	31.851	32.0931	32.2026	34.8712	22.5543	-99.99	99
setup	0	2011-10-22 23:00:00	0	3.57	3.57	3.59907	0	0	0.938321	0.149961	0	0.0387949	3.42004	0	0	0	0	0	147.846	147.846	0	-99.99	28.004	31.6682	31.6501	31.9106	34.9095	24.4992	-99.99	99
setup	0	2011-10-23 23:00:00	0	0.41	0.41	3.71352	0	0	0.941907	0.15473	0	0.0384076	0.25527	0	0	0	0	0	147.121	147.121	0	-99.99	27.8148	31.4165	31.4153	31.5957	33.9487	26.3264	-99.99	99
setup	0	2011-10-24 23:00:00	0	0.34	0.34	3.65252	0	0	0.909864	0.152188	0	0.0264085	0.187812	0	0	0	0	0	146.373	146.373	0	-99.99	27.3614	31.0578	31.1183	31.142	33.2796	27.5821	-99.99	99
setup	0	2011-10-25 23:00:00	0	1.32	1.32	3.67048	0	0	0.917224	0.152937	0	0.0181514	1.16706	0	0	0	0	0	146.604	146.604	0	-99.99	27.8339	31.1929	30.9923	30.7728	32.8126	28.4663	-99.99	99
setup	0	2011-10-26 23:00:00	0	2.51	2.51	3.70073	0	0	0.941086	0.154197	0	0.0130119	2.3558	0	0	0	0	0	148.006	148.006	0	-99.99	27.8682	31.8634	31.6945	31.274	32.6713	29.1274	-99.99	99
setup	0	2011-10-27 23:00:00	0	3.52	3.52	3.41182	0	0	0.881851	0.142159	0	0.00990347	3.37784	0	0	0	0	0	150.492	150.492	0	-99.99	28.0385	31.6483	31.5638	31.6216	34.1319	29.6606	-99.99	99
setup	0	2011-10-28 23:00:00	0	4.18	4.17879	3.38418	0	0.00121057	0.890085	0.139797	0	0.0113322	4.03899	0	0	0	0	0	153.63	153.63	0	-99.99	28.3024	31.7102	32.0243	31.9946	35.0328	30.2817	-99.99	99
setup	0	2011-10-29 23:00:00	0	4.99	4.98847	3.42658	0	0.00152661	0.911009	0.141247	0	0.0490944	4.84723	0	0	0	0	0	157.517	157.517	0	-99.99	28.2607	31.8991	31.7664	31.7343	35.1427	32.7278	-99.99	99
setup	0	2011-10-30 23:00:00	0	4.45	4.44808	3.56718	2.49422e-07	0.00191732	0.939051	0.146715	0	2.22323	4.30137	0	0	0	0	0	158.656	158.656	0	-99.99	27.8556	31.8466	31.6786	31.6064	35.1814	35.2939	-99.99	99
setup	0	2011-10-31 23:00:00	0	0.19	0.187602	3.47988	6.16515e-07	0.00239773	0.884438	0.142597	0	0	0.045005	0	0	0	0	0	157.817	157.817	0	-99.99	27.3665	31.4285	31.4338	31.4418	35.102	35.2942	-99.99	99
setup	0	2011-11-01 23:00:00	0	0.09	0.0870147	3.61006	1.18123e-06	0.00298532	0.918546	0.0870147	0	0	0	0	0	0	0	0	156.898	156.898	0	-99.99	26.788	31.0607	31.1332	31.2015	35.0162	35.2942	-99.99	99
setup	0	2011-11-02 23:00:00	0	0.46	0.4563	3.62448	2.45281e-06	0.00370035	0.898586	0.147319	0	0	0.30898	0	0	0	0	0	156.308	156.308	0	-99.99	26.7693	30.707	30.8435	30.9696	34.9346	35.296	-99.99	99
setup	0	2011-11-03 23:00:00	0	0.48	0.475434	3.68984	4.77233e-06	0.00456587	0.907047	0.149177	0	0	0.326257	0	0	0	0	0	155.728	155.728	0	-99.99	26.6883	30.3538	30.5529	30.736	34.8517	35.2977	-99.99	99
setup	0	2011-11-04 23:00:00	0	2.14	2.13439	3.70954	9.62387e-06	0.00560815	0.9362	0.148956	0	0	1.98544	0	0	0	0	0	156.777	156.777	0	-99.99	27.7736	30.9909	30.7448	30.6405	34.7815	35.3072	-99.99	99
setup	0	2011-11-05 23:00:00	0	5.13	5.11629	3.62734	1.7391e-05	0.0137135	0.926069	0.267425	0	1.6187	4.84886	0	0	0	0	0	159.081	159.081	0	-99.99	28.4195	31.9146	31.8508	31.818	35.0586	35.2709	-99.99	99
setup	0	2011-11-06 23:00:00	0	5.55	5.53331	3.64175	2.80895e-05	0.0166895	0.932744	0.286787	0	4.30917	5.24652	0	0	0	0	0	159.085	159.085	0	-99.99	28.2588	32.17	31.8962	31.7148	35.1727	35.2385	-99.99	99
setup	0	2011-11-07 23:00:00	0	13.06	13.0297	3.59994	5.04339e-05	0.0303265	0.820046	0.869647	0.0210005	5.70938	12.139	0	0	0	0	0	164.695	164.695	0	-99.99	28.7742	37.693	33.4451	32.0833	35.381	35.4002	-99.99	99
setup	0	2011-11-08 23:00:00	0	2.11	2.09781	3.5441	8.21392e-05	0.0121893	0.961564	0.135478	0	6.24868	1.96233	0	0	0	0	0	159.447	159.447	0	-99.99	28.0913	32.1326	32.0284	31.9223	35.2985	35.3754	-99.99	99
