*,*,date,tavg,tmin,tmax,grad,prec,rh,wind
2023,122,1-May-23,17.97673611,15.9,20.8,148.0027778,22.871,55,2.018958333
2023,123,2-May-23,18.54444444,14.1,23,203.9993056,0.714,55,2.185555556
2023,124,3-May-23,18.32256944,16.5,22.7,160.9916667,0.153,55,2.719791667
2023,125,4-May-23,18.70243056,14.7,24.1,235.1930556,0.221,55,1.695868056
2023,126,5-May-23,18.64791667,14.2,24.4,244.1979167,0.272,55,1.851527778
2023,127,6-May-23,18.89965157,14.6,24.3,228.3149826,0.221,55,2.183205575
2023,128,7-May-23,18.85138889,15.4,23.8,237.1430556,0.085,55,2.101527778
2023,129,8-May-23,19.13159722,15.4,24.1,206.2479167,0.102,55,1.885590278
2023,130,9-May-23,18.21284722,16.1,22.4,157.5152778,0.306,55,2.849340278
2023,131,10-May-23,18.56284722,15.8,23.6,190.6055556,0.153,55,2.587847222
2023,132,11-May-23,18.14097222,14.5,22.8,158.3465278,0.051,55,2.476180556
2023,133,12-May-23,17.88784722,12.5,24.1,223.3222222,0.187,55,1.806875
2023,134,13-May-23,19.26284722,14.7,25,206.7729167,0.136,55,1.871527778
2023,135,14-May-23,19.3625,16.1,24.9,230.9743056,0.034,55,2.604930556
2023,136,15-May-23,18.546875,14,24.1,188.4569444,0.085,55,1.936666667
2023,137,16-May-23,18.525,12.9,24.7,198.81875,0,55,2.230972222
2023,138,17-May-23,19.13611111,15.3,23.9,185.4881944,0,55,2.323402778
2023,139,18-May-23,18.234375,13.1,23.8,179.58125,0.017,55,2.050868056
2023,140,19-May-23,18.27881944,14,25,170.2909722,0.119,55,1.778958333
2023,141,20-May-23,19.29166667,11.6,26.9,261.3020833,0.085,55,1.760763889
2023,142,21-May-23,19.121875,11.9,26.2,239.9833333,0.051,55,2.054201389
2023,143,22-May-23,19.85,15.5,26.5,234.19375,0.068,55,1.907118056
2023,144,23-May-23,19.90520833,15.5,26,237.0663194,0.119,55,2.435763889
2023,145,24-May-23,19.08715278,14.4,24.9,220.7131944,0.068,55,2.458854167
2023,146,25-May-23,19.26180556,14,25.2,258.3965278,0,55,2.584027778
2023,147,26-May-23,18.16909722,13.6,23.6,209.2680556,0.102,55,2.6425
2023,148,27-May-23,16.64513889,12,21.9,127.3756944,0.527,55,2.448194444
2023,149,28-May-23,17.63229167,13.5,23.7,203.5972222,0.136,55,2.512743056
2023,150,29-May-23,16.58472222,13.9,20.6,128.4638889,2.754,55,2.821111111
2023,151,30-May-23,17.30243056,13.2,21.5,129.5986111,0,55,2.017291667
2023,152,31-May-23,18.25590278,14.8,24.2,175.6194444,0,55,1.991180556
2023,153,1-Jun-23,19.35486111,14.5,25.4,220.2972222,0.034,55,2.711458333
2023,154,2-Jun-23,19.25972222,15.4,25.4,234.8458333,2.928,55,2.858402778
2023,155,3-Jun-23,18.05520833,14.1,23.3,153.8763889,0.017,55,2.726840278
2023,156,4-Jun-23,17.67048611,13.1,23.8,182.375,0.255,55,2.357881944
2023,157,5-Jun-23,19.26909722,12.4,25.9,246.2597222,0,55,2.158333333
2023,158,6-Jun-23,18.86006944,14.6,25.4,174.8194444,0.323,55,2.348229167
2023,159,7-Jun-23,18.92534722,12.2,25.8,268.0427083,0,55,2.133611111
2023,160,8-Jun-23,19.28923611,11.2,27.2,257.1,0.068,55,2.244201389
2023,161,9-Jun-23,18.88819444,15.2,24.9,180.0631944,0,55,3.153576389
2023,162,10-Jun-23,18.33923611,12.7,25.7,206.2045139,0.085,55,2.286180556
2023,163,11-Jun-23,19.74097222,14.3,25.7,254.6423611,0,55,2.303368056
2023,164,12-Jun-23,20.06666667,14.4,25.5,258.2521368,0.289,,1.962606838
